%time,field.poisonStamp.originator,field.poisonStamp.description,field.poisonStamp.qos,field.torques0.timeStamp,field.torques0.joint_uri,field.torques0.unit,field.torques0.value,field.torques1.timeStamp,field.torques1.joint_uri,field.torques1.unit,field.torques1.value,field.torques2.timeStamp,field.torques2.joint_uri,field.torques2.unit,field.torques2.value
1578500812258246834,,,0.0,0,arm_joint_2,N m,-1.41935261234,0,arm_joint_3,N m,-0.881227114844,0,arm_joint_4,N m,0.201718320543
1578500812259219338,,,0.0,0,arm_joint_2,N m,-1.41646494074,0,arm_joint_3,N m,-0.909625828403,0,arm_joint_4,N m,0.201912396236
1578500812260251839,,,0.0,0,arm_joint_2,N m,-1.41646494074,0,arm_joint_3,N m,-0.909625828403,0,arm_joint_4,N m,0.201912396236
1578500812261242327,,,0.0,0,arm_joint_2,N m,-1.40133779622,0,arm_joint_3,N m,-0.876824013199,0,arm_joint_4,N m,0.203740841182
1578500812262250766,,,0.0,0,arm_joint_2,N m,-1.40133779622,0,arm_joint_3,N m,-0.876824013199,0,arm_joint_4,N m,0.203740841182
1578500812263246317,,,0.0,0,arm_joint_2,N m,-1.38608483127,0,arm_joint_3,N m,-0.875007745248,0,arm_joint_4,N m,0.205339191584
1578500812264235485,,,0.0,0,arm_joint_2,N m,-1.38608483127,0,arm_joint_3,N m,-0.875007745248,0,arm_joint_4,N m,0.205339191584
1578500812265242253,,,0.0,0,arm_joint_2,N m,-1.39656704449,0,arm_joint_3,N m,-0.862540508833,0,arm_joint_4,N m,0.200065001811
1578500812266229071,,,0.0,0,arm_joint_2,N m,-1.39656704449,0,arm_joint_3,N m,-0.862540508833,0,arm_joint_4,N m,0.200065001811
1578500812267262330,,,0.0,0,arm_joint_2,N m,-1.3820736072,0,arm_joint_3,N m,-0.871602653234,0,arm_joint_4,N m,0.197495179165
1578500812268251761,,,0.0,0,arm_joint_2,N m,-1.39393892936,0,arm_joint_3,N m,-0.86028879527,0,arm_joint_4,N m,0.199675384684
1578500812269242521,,,0.0,0,arm_joint_2,N m,-1.37884508119,0,arm_joint_3,N m,-0.858393563979,0,arm_joint_4,N m,0.199655759255
1578500812270230420,,,0.0,0,arm_joint_2,N m,-1.37782721187,0,arm_joint_3,N m,-0.847183254061,0,arm_joint_4,N m,0.201782488546
1578500812271262823,,,0.0,0,arm_joint_2,N m,-1.38909229571,0,arm_joint_3,N m,-0.856151441961,0,arm_joint_4,N m,0.199253065398
1578500812272217432,,,0.0,0,arm_joint_2,N m,-1.40114172193,0,arm_joint_3,N m,-0.855456474236,0,arm_joint_4,N m,0.201086347767
1578500812273230798,,,0.0,0,arm_joint_2,N m,-1.39987932379,0,arm_joint_3,N m,-0.844094522673,0,arm_joint_4,N m,0.198462554571
1578500812274217550,,,0.0,0,arm_joint_2,N m,-1.39824145156,0,arm_joint_3,N m,-0.853102464741,0,arm_joint_4,N m,0.198316483167
1578500812275196678,,,0.0,0,arm_joint_2,N m,-1.41018832489,0,arm_joint_3,N m,-0.831600552013,0,arm_joint_4,N m,0.198049911744
1578500812276215951,,,0.0,0,arm_joint_2,N m,-1.3960041139,0,arm_joint_3,N m,-0.830642855836,0,arm_joint_4,N m,0.200196529645
1578500812277241122,,,0.0,0,arm_joint_2,N m,-1.39455228954,0,arm_joint_3,N m,-0.839802365408,0,arm_joint_4,N m,0.197602971917
1578500812278245732,,,0.0,0,arm_joint_2,N m,-1.39455228954,0,arm_joint_3,N m,-0.839802365408,0,arm_joint_4,N m,0.197602971917
1578500812279232692,,,0.0,0,arm_joint_2,N m,-1.40388679182,0,arm_joint_3,N m,-0.826431648813,0,arm_joint_4,N m,0.192655045371
1578500812280236685,,,0.0,0,arm_joint_2,N m,-1.40388679182,0,arm_joint_3,N m,-0.826431648813,0,arm_joint_4,N m,0.192655045371
1578500812281243018,,,0.0,0,arm_joint_2,N m,-1.38850606247,0,arm_joint_3,N m,-0.834898752834,0,arm_joint_4,N m,0.201517464563
1578500812282244412,,,0.0,0,arm_joint_2,N m,-1.38850606247,0,arm_joint_3,N m,-0.834898752834,0,arm_joint_4,N m,0.201517464563
1578500812283237324,,,0.0,0,arm_joint_2,N m,-1.387152978,0,arm_joint_3,N m,-0.844153962484,0,arm_joint_4,N m,0.201255125064
1578500812284235067,,,0.0,0,arm_joint_2,N m,-1.39949054957,0,arm_joint_3,N m,-0.80236541906,0,arm_joint_4,N m,0.200860408154
1578500812285243585,,,0.0,0,arm_joint_2,N m,-1.38508491029,0,arm_joint_3,N m,-0.811567136237,0,arm_joint_4,N m,0.195828919039
1578500812286218392,,,0.0,0,arm_joint_2,N m,-1.39661395811,0,arm_joint_3,N m,-0.810414456832,0,arm_joint_4,N m,0.190889368278
1578500812287254963,,,0.0,0,arm_joint_2,N m,-1.39661395811,0,arm_joint_3,N m,-0.810414456832,0,arm_joint_4,N m,0.190889368278
1578500812288198461,,,0.0,0,arm_joint_2,N m,-1.40651806329,0,arm_joint_3,N m,-0.8286294792,0,arm_joint_4,N m,0.190620958569
1578500812289246206,,,0.0,0,arm_joint_2,N m,-1.39190474174,0,arm_joint_3,N m,-0.816964016717,0,arm_joint_4,N m,0.192589229956
1578500812290219113,,,0.0,0,arm_joint_2,N m,-1.39047512198,0,arm_joint_3,N m,-0.826175895556,0,arm_joint_4,N m,0.194812727691
1578500812291196151,,,0.0,0,arm_joint_2,N m,-1.37639675734,0,arm_joint_3,N m,-0.794436703823,0,arm_joint_4,N m,0.189680754474
1578500812292228203,,,0.0,0,arm_joint_2,N m,-1.37639675734,0,arm_joint_3,N m,-0.794436703823,0,arm_joint_4,N m,0.189680754474
1578500812293241516,,,0.0,0,arm_joint_2,N m,-1.3870514795,0,arm_joint_3,N m,-0.79263933483,0,arm_joint_4,N m,0.189217921186
1578500812294235618,,,0.0,0,arm_joint_2,N m,-1.3870514795,0,arm_joint_3,N m,-0.79263933483,0,arm_joint_4,N m,0.189217921186
1578500812295240132,,,0.0,0,arm_joint_2,N m,-1.37130812627,0,arm_joint_3,N m,-0.811089991505,0,arm_joint_4,N m,0.188837071022
1578500812296219824,,,0.0,0,arm_joint_2,N m,-1.37130812627,0,arm_joint_3,N m,-0.811089991505,0,arm_joint_4,N m,0.188837071022
1578500812297224551,,,0.0,0,arm_joint_2,N m,-1.36873868791,0,arm_joint_3,N m,-0.777901609841,0,arm_joint_4,N m,0.19086915955
1578500812298218834,,,0.0,0,arm_joint_2,N m,-1.36873868791,0,arm_joint_3,N m,-0.777901609841,0,arm_joint_4,N m,0.19086915955
1578500812299247472,,,0.0,0,arm_joint_2,N m,-1.35441056879,0,arm_joint_3,N m,-0.787170263375,0,arm_joint_4,N m,0.188243188017
1578500812300229703,,,0.0,0,arm_joint_2,N m,-1.36647584124,0,arm_joint_3,N m,-0.786495833136,0,arm_joint_4,N m,0.187703690285
1578500812301205649,,,0.0,0,arm_joint_2,N m,-1.36549808944,0,arm_joint_3,N m,-0.775410997566,0,arm_joint_4,N m,0.187416829241
1578500812302236307,,,0.0,0,arm_joint_2,N m,-1.36415091314,0,arm_joint_3,N m,-0.774432414371,0,arm_joint_4,N m,0.18719096818
1578500812303259137,,,0.0,0,arm_joint_2,N m,-1.36322665103,0,arm_joint_3,N m,-0.76336213325,0,arm_joint_4,N m,0.186914598406
1578500812304246455,,,0.0,0,arm_joint_2,N m,-1.36257405163,0,arm_joint_3,N m,-0.742257945897,0,arm_joint_4,N m,0.18656295109
1578500812305242817,,,0.0,0,arm_joint_2,N m,-1.34797267596,0,arm_joint_3,N m,-0.771940824198,0,arm_joint_4,N m,0.186423305894
1578500812306234708,,,0.0,0,arm_joint_2,N m,-1.3715587561,0,arm_joint_3,N m,-0.780209764753,0,arm_joint_4,N m,0.184132114895
1578500812307237787,,,0.0,0,arm_joint_2,N m,-1.35686179551,0,arm_joint_3,N m,-0.809826336789,0,arm_joint_4,N m,0.184037093988
1578500812308190895,,,0.0,0,arm_joint_2,N m,-1.35603295689,0,arm_joint_3,N m,-0.788521521375,0,arm_joint_4,N m,0.18372402864
1578500812309206908,,,0.0,0,arm_joint_2,N m,-1.35538003208,0,arm_joint_3,N m,-0.757047928048,0,arm_joint_4,N m,0.183383825558
1578500812310246162,,,0.0,0,arm_joint_2,N m,-1.35538003208,0,arm_joint_3,N m,-0.757047928048,0,arm_joint_4,N m,0.183383825558
1578500812311250975,,,0.0,0,arm_joint_2,N m,-1.37898874629,0,arm_joint_3,N m,-0.755410426222,0,arm_joint_4,N m,0.185106940501
1578500812312242271,,,0.0,0,arm_joint_2,N m,-1.37898874629,0,arm_joint_3,N m,-0.755410426222,0,arm_joint_4,N m,0.185106940501
1578500812313257719,,,0.0,0,arm_joint_2,N m,-1.37672548546,0,arm_joint_3,N m,-0.733091523769,0,arm_joint_4,N m,0.175006734234
1578500812314244179,,,0.0,0,arm_joint_2,N m,-1.37672548546,0,arm_joint_3,N m,-0.733091523769,0,arm_joint_4,N m,0.175006734234
1578500812315276747,,,0.0,0,arm_joint_2,N m,-1.3743007666,0,arm_joint_3,N m,-0.741647267786,0,arm_joint_4,N m,0.181761188485
1578500812316244568,,,0.0,0,arm_joint_2,N m,-1.3743007666,0,arm_joint_3,N m,-0.741647267786,0,arm_joint_4,N m,0.181761188485
1578500812317209656,,,0.0,0,arm_joint_2,N m,-1.37242736778,0,arm_joint_3,N m,-0.740103409941,0,arm_joint_4,N m,0.181720433243
1578500812318273011,,,0.0,0,arm_joint_2,N m,-1.37121669858,0,arm_joint_3,N m,-0.739220382407,0,arm_joint_4,N m,0.181496744107
1578500812319261173,,,0.0,0,arm_joint_2,N m,-1.3701328104,0,arm_joint_3,N m,-0.728120164289,0,arm_joint_4,N m,0.178858781645
1578500812320232154,,,0.0,0,arm_joint_2,N m,-1.35530193364,0,arm_joint_3,N m,-0.747474292059,0,arm_joint_4,N m,0.17874732482
1578500812321230014,,,0.0,0,arm_joint_2,N m,-1.36767322377,0,arm_joint_3,N m,-0.726477582288,0,arm_joint_4,N m,0.178194092926
1578500812322234669,,,0.0,0,arm_joint_2,N m,-1.37941550964,0,arm_joint_3,N m,-0.72556963521,0,arm_joint_4,N m,0.175600161358
1578500812323272651,,,0.0,0,arm_joint_2,N m,-1.36506276113,0,arm_joint_3,N m,-0.734876609566,0,arm_joint_4,N m,0.177819563291
1578500812324248982,,,0.0,0,arm_joint_2,N m,-1.35113018041,0,arm_joint_3,N m,-0.723904277034,0,arm_joint_4,N m,0.177526307113
1578500812325246773,,,0.0,0,arm_joint_2,N m,-1.3623869974,0,arm_joint_3,N m,-0.722461898,0,arm_joint_4,N m,0.177476530458
1578500812326239253,,,0.0,0,arm_joint_2,N m,-1.36303758331,0,arm_joint_3,N m,-0.723101080327,0,arm_joint_4,N m,0.179270745212
1578500812327250930,,,0.0,0,arm_joint_2,N m,-1.34726726906,0,arm_joint_3,N m,-0.720902606073,0,arm_joint_4,N m,0.176985509478
1578500812328236020,,,0.0,0,arm_joint_2,N m,-1.34726726906,0,arm_joint_3,N m,-0.720902606073,0,arm_joint_4,N m,0.176985509478
1578500812329281986,,,0.0,0,arm_joint_2,N m,-1.345383327,0,arm_joint_3,N m,-0.699034511558,0,arm_joint_4,N m,0.171427609625
1578500812330236618,,,0.0,0,arm_joint_2,N m,-1.345383327,0,arm_joint_3,N m,-0.699034511558,0,arm_joint_4,N m,0.171427609625
1578500812331276818,,,0.0,0,arm_joint_2,N m,-1.3432034824,0,arm_joint_3,N m,-0.707724546023,0,arm_joint_4,N m,0.173411116997
1578500812332190904,,,0.0,0,arm_joint_2,N m,-1.3432034824,0,arm_joint_3,N m,-0.707724546023,0,arm_joint_4,N m,0.173411116997
1578500812333261460,,,0.0,0,arm_joint_2,N m,-1.35498475357,0,arm_joint_3,N m,-0.706844465991,0,arm_joint_4,N m,0.173216837794
1578500812334227653,,,0.0,0,arm_joint_2,N m,-1.35372649786,0,arm_joint_3,N m,-0.705963845661,0,arm_joint_4,N m,0.170611025693
1578500812335250985,,,0.0,0,arm_joint_2,N m,-1.36512789065,0,arm_joint_3,N m,-0.694353904854,0,arm_joint_4,N m,0.170543395145
1578500812336235516,,,0.0,0,arm_joint_2,N m,-1.3510219623,0,arm_joint_3,N m,-0.693593816902,0,arm_joint_4,N m,0.172719039053
1578500812337274767,,,0.0,0,arm_joint_2,N m,-1.34968404132,0,arm_joint_3,N m,-0.70294466416,0,arm_joint_4,N m,0.170141244646
1578500812338239345,,,0.0,0,arm_joint_2,N m,-1.34838076909,0,arm_joint_3,N m,-0.691779540338,0,arm_joint_4,N m,0.169941788213
1578500812339261754,,,0.0,0,arm_joint_2,N m,-1.34728445213,0,arm_joint_3,N m,-0.691010029455,0,arm_joint_4,N m,0.169715520037
1578500812340220316,,,0.0,0,arm_joint_2,N m,-1.34634916064,0,arm_joint_3,N m,-0.690411409454,0,arm_joint_4,N m,0.166851926329
1578500812341193799,,,0.0,0,arm_joint_2,N m,-1.34507383073,0,arm_joint_3,N m,-0.699805098965,0,arm_joint_4,N m,0.169093346156
1578500812342217617,,,0.0,0,arm_joint_2,N m,-1.33141983318,0,arm_joint_3,N m,-0.678726406417,0,arm_joint_4,N m,0.168768508486
1578500812343231046,,,0.0,0,arm_joint_2,N m,-1.34328173289,0,arm_joint_3,N m,-0.677923961774,0,arm_joint_4,N m,0.168606418706
1578500812344226162,,,0.0,0,arm_joint_2,N m,-1.34328173289,0,arm_joint_3,N m,-0.677923961774,0,arm_joint_4,N m,0.168606418706
1578500812345204542,,,0.0,0,arm_joint_2,N m,-1.32773774765,0,arm_joint_3,N m,-0.675984119948,0,arm_joint_4,N m,0.168254030237
1578500812346254995,,,0.0,0,arm_joint_2,N m,-1.32773774765,0,arm_joint_3,N m,-0.675984119948,0,arm_joint_4,N m,0.168254030237
1578500812347258371,,,0.0,0,arm_joint_2,N m,-1.32547035046,0,arm_joint_3,N m,-0.674410261036,0,arm_joint_4,N m,0.16785022812
1578500812348229138,,,0.0,0,arm_joint_2,N m,-1.32547035046,0,arm_joint_3,N m,-0.674410261036,0,arm_joint_4,N m,0.16785022812
1578500812349276785,,,0.0,0,arm_joint_2,N m,-1.31152135647,0,arm_joint_3,N m,-0.673750066222,0,arm_joint_4,N m,0.165184669527
1578500812350207474,,,0.0,0,arm_joint_2,N m,-1.3239835793,0,arm_joint_3,N m,-0.663147875069,0,arm_joint_4,N m,0.167082653892
1578500812351238552,,,0.0,0,arm_joint_2,N m,-1.32292678834,0,arm_joint_3,N m,-0.662389003116,0,arm_joint_4,N m,0.164470635742
1578500812352236074,,,0.0,0,arm_joint_2,N m,-1.30895800073,0,arm_joint_3,N m,-0.66171064295,0,arm_joint_4,N m,0.161823506586
1578500812353214473,,,0.0,0,arm_joint_2,N m,-1.3209946933,0,arm_joint_3,N m,-0.66103946738,0,arm_joint_4,N m,0.161626847787
1578500812354237662,,,0.0,0,arm_joint_2,N m,-1.33314650814,0,arm_joint_3,N m,-0.650168529514,0,arm_joint_4,N m,0.163805823777
1578500812355256735,,,0.0,0,arm_joint_2,N m,-1.33156410555,0,arm_joint_3,N m,-0.648935778755,0,arm_joint_4,N m,0.158920773979
1578500812356251817,,,0.0,0,arm_joint_2,N m,-1.3306019615,0,arm_joint_3,N m,-0.64827720093,0,arm_joint_4,N m,0.163523370291
1578500812357241431,,,0.0,0,arm_joint_2,N m,-1.32933925518,0,arm_joint_3,N m,-0.647474266789,0,arm_joint_4,N m,0.160936354322
1578500812358220179,,,0.0,0,arm_joint_2,N m,-1.31557967861,0,arm_joint_3,N m,-0.647045358683,0,arm_joint_4,N m,0.15805273254
1578500812359239650,,,0.0,0,arm_joint_2,N m,-1.32757105783,0,arm_joint_3,N m,-0.646358065917,0,arm_joint_4,N m,0.160282764542
1578500812360220294,,,0.0,0,arm_joint_2,N m,-1.32669003091,0,arm_joint_3,N m,-0.635431010872,0,arm_joint_4,N m,0.157642968273
1578500812361228979,,,0.0,0,arm_joint_2,N m,-1.31255812319,0,arm_joint_3,N m,-0.655253904257,0,arm_joint_4,N m,0.15986802769
1578500812362229963,,,0.0,0,arm_joint_2,N m,-1.31255812319,0,arm_joint_3,N m,-0.655253904257,0,arm_joint_4,N m,0.15986802769
1578500812363256903,,,0.0,0,arm_joint_2,N m,-1.31076528408,0,arm_joint_3,N m,-0.643699051907,0,arm_joint_4,N m,0.157031485885
1578500812364244585,,,0.0,0,arm_joint_2,N m,-1.31076528408,0,arm_joint_3,N m,-0.643699051907,0,arm_joint_4,N m,0.157031485885
1578500812365238795,,,0.0,0,arm_joint_2,N m,-1.3096930126,0,arm_joint_3,N m,-0.642993471115,0,arm_joint_4,N m,0.156828660525
1578500812366262715,,,0.0,0,arm_joint_2,N m,-1.3096930126,0,arm_joint_3,N m,-0.642993471115,0,arm_joint_4,N m,0.156828660525
1578500812367250635,,,0.0,0,arm_joint_2,N m,-1.32074971799,0,arm_joint_3,N m,-0.621268032405,0,arm_joint_4,N m,0.156204480705
1578500812368206008,,,0.0,0,arm_joint_2,N m,-1.3325927953,0,arm_joint_3,N m,-0.630784580936,0,arm_joint_4,N m,0.156071708138
1578500812369234937,,,0.0,0,arm_joint_2,N m,-1.31816986816,0,arm_joint_3,N m,-0.629693126322,0,arm_joint_4,N m,0.153556405892
1578500812370231860,,,0.0,0,arm_joint_2,N m,-1.31738309589,0,arm_joint_3,N m,-0.618879624881,0,arm_joint_4,N m,0.155718766098
1578500812371238950,,,0.0,0,arm_joint_2,N m,-1.31638346547,0,arm_joint_3,N m,-0.618217793892,0,arm_joint_4,N m,0.153135438374
1578500812372221367,,,0.0,0,arm_joint_2,N m,-1.31527139265,0,arm_joint_3,N m,-0.627782889523,0,arm_joint_4,N m,0.150566737478
1578500812373245528,,,0.0,0,arm_joint_2,N m,-1.31446125192,0,arm_joint_3,N m,-0.616947271769,0,arm_joint_4,N m,0.152746722356
1578500812374206748,,,0.0,0,arm_joint_2,N m,-1.30020299184,0,arm_joint_3,N m,-0.626472486968,0,arm_joint_4,N m,0.152580337292
1578500812375228036,,,0.0,0,arm_joint_2,N m,-1.31246167437,0,arm_joint_3,N m,-0.605394370508,0,arm_joint_4,N m,0.149938079099
1578500812376188516,,,0.0,0,arm_joint_2,N m,-1.31164469503,0,arm_joint_3,N m,-0.615270282196,0,arm_joint_4,N m,0.151932915738
1578500812377244114,,,0.0,0,arm_joint_2,N m,-1.31044833946,0,arm_joint_3,N m,-0.604061360672,0,arm_joint_4,N m,0.151802233535
1578500812378240415,,,0.0,0,arm_joint_2,N m,-1.31044833946,0,arm_joint_3,N m,-0.604061360672,0,arm_joint_4,N m,0.151802233535
1578500812379256342,,,0.0,0,arm_joint_2,N m,-1.29548163546,0,arm_joint_3,N m,-0.613052390792,0,arm_joint_4,N m,0.149019572128
1578500812380247350,,,0.0,0,arm_joint_2,N m,-1.29548163546,0,arm_joint_3,N m,-0.613052390792,0,arm_joint_4,N m,0.149019572128
1578500812381238851,,,0.0,0,arm_joint_2,N m,-1.29414069681,0,arm_joint_3,N m,-0.591610294297,0,arm_joint_4,N m,0.148562604196
1578500812382235193,,,0.0,0,arm_joint_2,N m,-1.29414069681,0,arm_joint_3,N m,-0.591610294297,0,arm_joint_4,N m,0.148562604196
1578500812383221866,,,0.0,0,arm_joint_2,N m,-1.29358838596,0,arm_joint_3,N m,-0.580970555754,0,arm_joint_4,N m,0.148315362134
1578500812384234851,,,0.0,0,arm_joint_2,N m,-1.29266672712,0,arm_joint_3,N m,-0.580387460682,0,arm_joint_4,N m,0.145724378489
1578500812385231905,,,0.0,0,arm_joint_2,N m,-1.30453223449,0,arm_joint_3,N m,-0.600366660444,0,arm_joint_4,N m,0.145405330946
1578500812386224246,,,0.0,0,arm_joint_2,N m,-1.30401140318,0,arm_joint_3,N m,-0.579489812678,0,arm_joint_4,N m,0.147543304459
1578500812387247173,,,0.0,0,arm_joint_2,N m,-1.30276586076,0,arm_joint_3,N m,-0.599261932677,0,arm_joint_4,N m,0.142606370369
1578500812388241129,,,0.0,0,arm_joint_2,N m,-1.30218694624,0,arm_joint_3,N m,-0.578329185519,0,arm_joint_4,N m,0.144756780925
1578500812389258276,,,0.0,0,arm_joint_2,N m,-1.28774443417,0,arm_joint_3,N m,-0.597839327695,0,arm_joint_4,N m,0.144715618577
1578500812390234013,,,0.0,0,arm_joint_2,N m,-1.28701083795,0,arm_joint_3,N m,-0.587067975719,0,arm_joint_4,N m,0.142104742255
1578500812391239475,,,0.0,0,arm_joint_2,N m,-1.28624195072,0,arm_joint_3,N m,-0.586583949566,0,arm_joint_4,N m,0.141911344524
1578500812392223194,,,0.0,0,arm_joint_2,N m,-1.28548635868,0,arm_joint_3,N m,-0.575793679315,0,arm_joint_4,N m,0.139319619844
1578500812393240367,,,0.0,0,arm_joint_2,N m,-1.2848035299,0,arm_joint_3,N m,-0.575355003573,0,arm_joint_4,N m,0.139141029963
1578500812394234180,,,0.0,0,arm_joint_2,N m,-1.2848035299,0,arm_joint_3,N m,-0.575355003573,0,arm_joint_4,N m,0.139141029963
1578500812395257649,,,0.0,0,arm_joint_2,N m,-1.28310611901,0,arm_joint_3,N m,-0.574389587839,0,arm_joint_4,N m,0.138621186464
1578500812396236467,,,0.0,0,arm_joint_2,N m,-1.28310611901,0,arm_joint_3,N m,-0.574389587839,0,arm_joint_4,N m,0.138621186464
1578500812397238355,,,0.0,0,arm_joint_2,N m,-1.29431301094,0,arm_joint_3,N m,-0.562875333636,0,arm_joint_4,N m,0.138333239726
1578500812398229776,,,0.0,0,arm_joint_2,N m,-1.29431301094,0,arm_joint_3,N m,-0.562875333636,0,arm_joint_4,N m,0.138333239726
1578500812399246803,,,0.0,0,arm_joint_2,N m,-1.29350369488,0,arm_joint_3,N m,-0.562391365935,0,arm_joint_4,N m,0.138153095227
1578500812400194476,,,0.0,0,arm_joint_2,N m,-1.29286111535,0,arm_joint_3,N m,-0.551746901354,0,arm_joint_4,N m,0.137933604695
1578500812401235903,,,0.0,0,arm_joint_2,N m,-1.27895263807,0,arm_joint_3,N m,-0.561465342296,0,arm_joint_4,N m,0.135347376588
1578500812402222727,,,0.0,0,arm_joint_2,N m,-1.29131512921,0,arm_joint_3,N m,-0.550810816719,0,arm_joint_4,N m,0.137565139846
1578500812403253653,,,0.0,0,arm_joint_2,N m,-1.27755268603,0,arm_joint_3,N m,-0.550500447569,0,arm_joint_4,N m,0.13718256166
1578500812404225904,,,0.0,0,arm_joint_2,N m,-1.27680233726,0,arm_joint_3,N m,-0.550047077876,0,arm_joint_4,N m,0.134598972915
1578500812405226351,,,0.0,0,arm_joint_2,N m,-1.28912426857,0,arm_joint_3,N m,-0.549636063204,0,arm_joint_4,N m,0.136834542816
1578500812406185922,,,0.0,0,arm_joint_2,N m,-1.27555845746,0,arm_joint_3,N m,-0.528784243688,0,arm_joint_4,N m,0.131762466224
1578500812407266942,,,0.0,0,arm_joint_2,N m,-1.27473068022,0,arm_joint_3,N m,-0.548869721495,0,arm_joint_4,N m,0.13401457102
1578500812408229830,,,0.0,0,arm_joint_2,N m,-1.28674293042,0,arm_joint_3,N m,-0.537889467141,0,arm_joint_4,N m,0.131513017675
1578500812409274833,,,0.0,0,arm_joint_2,N m,-1.28612939183,0,arm_joint_3,N m,-0.537548741706,0,arm_joint_4,N m,0.133717683432
1578500812410243875,,,0.0,0,arm_joint_2,N m,-1.28612939183,0,arm_joint_3,N m,-0.537548741706,0,arm_joint_4,N m,0.133717683432
1578500812411284153,,,0.0,0,arm_joint_2,N m,-1.25865245827,0,arm_joint_3,N m,-0.526473849897,0,arm_joint_4,N m,0.130929428572
1578500812412228652,,,0.0,0,arm_joint_2,N m,-1.25865245827,0,arm_joint_3,N m,-0.526473849897,0,arm_joint_4,N m,0.130929428572
1578500812413252064,,,0.0,0,arm_joint_2,N m,-1.25751464041,0,arm_joint_3,N m,-0.525888172997,0,arm_joint_4,N m,0.125614384014
1578500812414233785,,,0.0,0,arm_joint_2,N m,-1.25751464041,0,arm_joint_3,N m,-0.525888172997,0,arm_joint_4,N m,0.125614384014
1578500812415260467,,,0.0,0,arm_joint_2,N m,-1.24414269934,0,arm_joint_3,N m,-0.51543479202,0,arm_joint_4,N m,0.130199749223
1578500812416248019,,,0.0,0,arm_joint_2,N m,-1.24414269934,0,arm_joint_3,N m,-0.51543479202,0,arm_joint_4,N m,0.130199749223
1578500812417214415,,,0.0,0,arm_joint_2,N m,-1.24276619431,0,arm_joint_3,N m,-0.53510553329,0,arm_joint_4,N m,0.127523076725
1578500812418222518,,,0.0,0,arm_joint_2,N m,-1.25522732031,0,arm_joint_3,N m,-0.524495110921,0,arm_joint_4,N m,0.124953003513
1578500812419263831,,,0.0,0,arm_joint_2,N m,-1.25486524855,0,arm_joint_3,N m,-0.514051234196,0,arm_joint_4,N m,0.127121194905
1578500812420232504,,,0.0,0,arm_joint_2,N m,-1.25423825189,0,arm_joint_3,N m,-0.523995658855,0,arm_joint_4,N m,0.131752278721
1578500812421230719,,,0.0,0,arm_joint_2,N m,-1.25423825189,0,arm_joint_3,N m,-0.523995658855,0,arm_joint_4,N m,0.131752278721
1578500812422221933,,,0.0,0,arm_joint_2,N m,-1.26609492073,0,arm_joint_3,N m,-0.513215274876,0,arm_joint_4,N m,0.131198605369
1578500812423210145,,,0.0,0,arm_joint_2,N m,-1.2653374059,0,arm_joint_3,N m,-0.523086032077,0,arm_joint_4,N m,0.126198652345
1578500812424259675,,,0.0,0,arm_joint_2,N m,-1.26459794548,0,arm_joint_3,N m,-0.512301711157,0,arm_joint_4,N m,0.128467518698
1578500812425226635,,,0.0,0,arm_joint_2,N m,-1.26393995704,0,arm_joint_3,N m,-0.511941510694,0,arm_joint_4,N m,0.125899426151
1578500812426217994,,,0.0,0,arm_joint_2,N m,-1.26331432298,0,arm_joint_3,N m,-0.511623464588,0,arm_joint_4,N m,0.120900452029
1578500812427251017,,,0.0,0,arm_joint_2,N m,-1.26288901866,0,arm_joint_3,N m,-0.501118392725,0,arm_joint_4,N m,0.123163163507
1578500812428224977,,,0.0,0,arm_joint_2,N m,-1.26288901866,0,arm_joint_3,N m,-0.501118392725,0,arm_joint_4,N m,0.123163163507
1578500812429267654,,,0.0,0,arm_joint_2,N m,-1.24881834864,0,arm_joint_3,N m,-0.500562426862,0,arm_joint_4,N m,0.120425263534
1578500812430250026,,,0.0,0,arm_joint_2,N m,-1.24881834864,0,arm_joint_3,N m,-0.500562426862,0,arm_joint_4,N m,0.120425263534
1578500812431233463,,,0.0,0,arm_joint_2,N m,-1.24761971394,0,arm_joint_3,N m,-0.499973143778,0,arm_joint_4,N m,0.120113498528
1578500812432220924,,,0.0,0,arm_joint_2,N m,-1.24761971394,0,arm_joint_3,N m,-0.499973143778,0,arm_joint_4,N m,0.120113498528
1578500812433224049,,,0.0,0,arm_joint_2,N m,-1.24728668542,0,arm_joint_3,N m,-0.489576525597,0,arm_joint_4,N m,0.119876583235
1578500812434218194,,,0.0,0,arm_joint_2,N m,-1.24678004869,0,arm_joint_3,N m,-0.489313589305,0,arm_joint_4,N m,0.11970595715
1578500812435253723,,,0.0,0,arm_joint_2,N m,-1.24623744243,0,arm_joint_3,N m,-0.499333463244,0,arm_joint_4,N m,0.117023270799
1578500812436223657,,,0.0,0,arm_joint_2,N m,-1.24561935281,0,arm_joint_3,N m,-0.498918633669,0,arm_joint_4,N m,0.116918099465
1578500812437272919,,,0.0,0,arm_joint_2,N m,-1.24555709734,0,arm_joint_3,N m,-0.488560979024,0,arm_joint_4,N m,0.114315880998
1578500812438212824,,,0.0,0,arm_joint_2,N m,-1.24472078506,0,arm_joint_3,N m,-0.488171548143,0,arm_joint_4,N m,0.114190956264
1578500812439234097,,,0.0,0,arm_joint_2,N m,-1.23112621925,0,arm_joint_3,N m,-0.49814381636,0,arm_joint_4,N m,0.114066012758
