%time,field.poisonStamp.originator,field.poisonStamp.description,field.poisonStamp.qos,field.velocities0.timeStamp,field.velocities0.joint_uri,field.velocities0.unit,field.velocities0.value
1576487418825228828,,,0.0,1576487418000000000,arm_joint_5,s^-1 rad,1.0
1576487418886180360,,,0.0,1576487418000000000,arm_joint_5,s^-1 rad,1.0
1576487418947958660,,,0.0,1576487418000000000,arm_joint_5,s^-1 rad,1.0
1576487419009981441,,,0.0,1576487419000000000,arm_joint_5,s^-1 rad,1.0
1576487419072837014,,,0.0,1576487419000000000,arm_joint_5,s^-1 rad,1.0
1576487419134255859,,,0.0,1576487419000000000,arm_joint_5,s^-1 rad,1.0
1576487419195385987,,,0.0,1576487419000000000,arm_joint_5,s^-1 rad,1.0
1576487419256323670,,,0.0,1576487419000000000,arm_joint_5,s^-1 rad,1.0
1576487419317749206,,,0.0,1576487419000000000,arm_joint_5,s^-1 rad,1.0
1576487419378996830,,,0.0,1576487419000000000,arm_joint_5,s^-1 rad,1.0
1576487419445428943,,,0.0,1576487419000000000,arm_joint_5,s^-1 rad,1.0
1576487419505435544,,,0.0,1576487419000000000,arm_joint_5,s^-1 rad,1.0
1576487419567381894,,,0.0,1576487419000000000,arm_joint_5,s^-1 rad,1.0
1576487419629430067,,,0.0,1576487419000000000,arm_joint_5,s^-1 rad,1.0
1576487419690675144,,,0.0,1576487419000000000,arm_joint_5,s^-1 rad,1.0
1576487419775592285,,,0.0,1576487419000000000,arm_joint_5,s^-1 rad,-1.0
1576487419838537547,,,0.0,1576487419000000000,arm_joint_5,s^-1 rad,-1.0
1576487419901171171,,,0.0,1576487419000000000,arm_joint_5,s^-1 rad,-1.0
1576487419964846459,,,0.0,1576487419000000000,arm_joint_5,s^-1 rad,-1.0
1576487420029222558,,,0.0,1576487420000000000,arm_joint_5,s^-1 rad,-1.0
1576487420092052048,,,0.0,1576487420000000000,arm_joint_5,s^-1 rad,-1.0
1576487420156047990,,,0.0,1576487420000000000,arm_joint_5,s^-1 rad,-1.0
1576487420218865263,,,0.0,1576487420000000000,arm_joint_5,s^-1 rad,-1.0
1576487420280645352,,,0.0,1576487420000000000,arm_joint_5,s^-1 rad,-1.0
1576487420342073502,,,0.0,1576487420000000000,arm_joint_5,s^-1 rad,-1.0
1576487420405193951,,,0.0,1576487420000000000,arm_joint_5,s^-1 rad,-1.0
1576487420468356167,,,0.0,1576487420000000000,arm_joint_5,s^-1 rad,-1.0
1576487420530646147,,,0.0,1576487420000000000,arm_joint_5,s^-1 rad,-1.0
1576487420592652044,,,0.0,1576487420000000000,arm_joint_5,s^-1 rad,-1.0
1576487420652975658,,,0.0,1576487420000000000,arm_joint_5,s^-1 rad,-1.0
1576487420717354598,,,0.0,1576487420000000000,arm_joint_5,s^-1 rad,-1.0
1576487420779271393,,,0.0,1576487420000000000,arm_joint_5,s^-1 rad,-1.0
1576487420841283156,,,0.0,1576487420000000000,arm_joint_5,s^-1 rad,-1.0
1576487420902404637,,,0.0,1576487420000000000,arm_joint_5,s^-1 rad,-1.0
1576487420966113501,,,0.0,1576487420000000000,arm_joint_5,s^-1 rad,-1.0
1576487421026033138,,,0.0,1576487421000000000,arm_joint_5,s^-1 rad,-1.0
1576487421105182243,,,0.0,1576487421000000000,arm_joint_5,s^-1 rad,-1.0
1576487421167566193,,,0.0,1576487421000000000,arm_joint_5,s^-1 rad,-1.0
1576487421228645240,,,0.0,1576487421000000000,arm_joint_5,s^-1 rad,-1.0
1576487421290618952,,,0.0,1576487421000000000,arm_joint_5,s^-1 rad,-1.0
1576487421354826443,,,0.0,1576487421000000000,arm_joint_5,s^-1 rad,-1.0
1576487421418058971,,,0.0,1576487421000000000,arm_joint_5,s^-1 rad,-1.0
1576487421482134236,,,0.0,1576487421000000000,arm_joint_5,s^-1 rad,-1.0
1576487421545984307,,,0.0,1576487421000000000,arm_joint_5,s^-1 rad,-1.0
1576487421608139731,,,0.0,1576487421000000000,arm_joint_5,s^-1 rad,-1.0
1576487421671366592,,,0.0,1576487421000000000,arm_joint_5,s^-1 rad,-1.0
1576487421733473492,,,0.0,1576487421000000000,arm_joint_5,s^-1 rad,-1.0
1576487421798223537,,,0.0,1576487421000000000,arm_joint_5,s^-1 rad,-1.0
1576487421860513884,,,0.0,1576487421000000000,arm_joint_5,s^-1 rad,-1.0
1576487421923262138,,,0.0,1576487421000000000,arm_joint_5,s^-1 rad,-1.0
1576487421984803506,,,0.0,1576487421000000000,arm_joint_5,s^-1 rad,-1.0
1576487422045945338,,,0.0,1576487422000000000,arm_joint_5,s^-1 rad,-1.0
1576487422108683937,,,0.0,1576487422000000000,arm_joint_5,s^-1 rad,-1.0
1576487422172580890,,,0.0,1576487422000000000,arm_joint_5,s^-1 rad,-1.0
1576487422234648178,,,0.0,1576487422000000000,arm_joint_5,s^-1 rad,-1.0
1576487422296543324,,,0.0,1576487422000000000,arm_joint_5,s^-1 rad,-1.0
1576487422358864389,,,0.0,1576487422000000000,arm_joint_5,s^-1 rad,-1.0
1576487422421162698,,,0.0,1576487422000000000,arm_joint_5,s^-1 rad,-1.0
1576487422487720936,,,0.0,1576487422000000000,arm_joint_5,s^-1 rad,-1.0
1576487422551627172,,,0.0,1576487422000000000,arm_joint_5,s^-1 rad,-1.0
1576487422613037709,,,0.0,1576487422000000000,arm_joint_5,s^-1 rad,-1.0
1576487422677855600,,,0.0,1576487422000000000,arm_joint_5,s^-1 rad,-1.0
1576487422741039497,,,0.0,1576487422000000000,arm_joint_5,s^-1 rad,-1.0
1576487422806897362,,,0.0,1576487422000000000,arm_joint_5,s^-1 rad,-1.0
1576487422871930121,,,0.0,1576487422000000000,arm_joint_5,s^-1 rad,-1.0
1576487422935498536,,,0.0,1576487422000000000,arm_joint_5,s^-1 rad,-1.0
1576487422998973690,,,0.0,1576487422000000000,arm_joint_5,s^-1 rad,-1.0
1576487423061338270,,,0.0,1576487423000000000,arm_joint_5,s^-1 rad,-1.0
1576487423124023594,,,0.0,1576487423000000000,arm_joint_5,s^-1 rad,-1.0
1576487423186105247,,,0.0,1576487423000000000,arm_joint_5,s^-1 rad,-1.0
1576487423249931492,,,0.0,1576487423000000000,arm_joint_5,s^-1 rad,-1.0
1576487423314921510,,,0.0,1576487423000000000,arm_joint_5,s^-1 rad,-1.0
1576487423377298745,,,0.0,1576487423000000000,arm_joint_5,s^-1 rad,-1.0
1576487423440557767,,,0.0,1576487423000000000,arm_joint_5,s^-1 rad,-1.0
1576487423502757686,,,0.0,1576487423000000000,arm_joint_5,s^-1 rad,-1.0
1576487423565656529,,,0.0,1576487423000000000,arm_joint_5,s^-1 rad,-1.0
1576487423626490795,,,0.0,1576487423000000000,arm_joint_5,s^-1 rad,-1.0
1576487423689690126,,,0.0,1576487423000000000,arm_joint_5,s^-1 rad,-1.0
1576487423752743752,,,0.0,1576487423000000000,arm_joint_5,s^-1 rad,-1.0
1576487423837133260,,,0.0,1576487423000000000,arm_joint_5,s^-1 rad,0.0
1576487423903711648,,,0.0,1576487423000000000,arm_joint_5,s^-1 rad,0.0
1576487423962838385,,,0.0,1576487423000000000,arm_joint_5,s^-1 rad,0.0
1576487424023883955,,,0.0,1576487424000000000,arm_joint_5,s^-1 rad,0.0
1576487424086311950,,,0.0,1576487424000000000,arm_joint_5,s^-1 rad,0.0
1576487424150260754,,,0.0,1576487424000000000,arm_joint_5,s^-1 rad,0.0
1576487424213615684,,,0.0,1576487424000000000,arm_joint_5,s^-1 rad,0.0
1576487424274308498,,,0.0,1576487424000000000,arm_joint_5,s^-1 rad,0.0
1576487424337384081,,,0.0,1576487424000000000,arm_joint_5,s^-1 rad,0.0
1576487424400650051,,,0.0,1576487424000000000,arm_joint_5,s^-1 rad,0.0
1576487424479518376,,,0.0,1576487424000000000,arm_joint_5,s^-1 rad,0.0
1576487424543315109,,,0.0,1576487424000000000,arm_joint_5,s^-1 rad,0.0
1576487424604232189,,,0.0,1576487424000000000,arm_joint_5,s^-1 rad,0.0
1576487424664276113,,,0.0,1576487424000000000,arm_joint_5,s^-1 rad,0.0
1576487424726625227,,,0.0,1576487424000000000,arm_joint_5,s^-1 rad,0.0
1576487424787666844,,,0.0,1576487424000000000,arm_joint_5,s^-1 rad,0.0
1576487424850385807,,,0.0,1576487424000000000,arm_joint_5,s^-1 rad,0.0
1576487424914590347,,,0.0,1576487424000000000,arm_joint_5,s^-1 rad,0.0
1576487424974814184,,,0.0,1576487424000000000,arm_joint_5,s^-1 rad,0.0
1576487425038014851,,,0.0,1576487425000000000,arm_joint_5,s^-1 rad,0.0
1576487425098290613,,,0.0,1576487425000000000,arm_joint_5,s^-1 rad,0.0
1576487425161565109,,,0.0,1576487425000000000,arm_joint_5,s^-1 rad,0.0
1576487425224630545,,,0.0,1576487425000000000,arm_joint_5,s^-1 rad,0.0
1576487425284365460,,,0.0,1576487425000000000,arm_joint_5,s^-1 rad,0.0
1576487425344633575,,,0.0,1576487425000000000,arm_joint_5,s^-1 rad,0.0
1576487425407998306,,,0.0,1576487425000000000,arm_joint_5,s^-1 rad,0.0
1576487425469060288,,,0.0,1576487425000000000,arm_joint_5,s^-1 rad,0.0
1576487425533417180,,,0.0,1576487425000000000,arm_joint_5,s^-1 rad,0.0
1576487425594749568,,,0.0,1576487425000000000,arm_joint_5,s^-1 rad,0.0
1576487425654093353,,,0.0,1576487425000000000,arm_joint_5,s^-1 rad,0.0
1576487425716195621,,,0.0,1576487425000000000,arm_joint_5,s^-1 rad,0.0
1576487425777037820,,,0.0,1576487425000000000,arm_joint_5,s^-1 rad,0.0
1576487425837635388,,,0.0,1576487425000000000,arm_joint_5,s^-1 rad,0.0
1576487425897334928,,,0.0,1576487425000000000,arm_joint_5,s^-1 rad,0.0
1576487425956946410,,,0.0,1576487425000000000,arm_joint_5,s^-1 rad,0.0
1576487426076544230,,,0.0,1576487426000000000,arm_joint_5,s^-1 rad,0.0
1576487426080220615,,,0.0,1576487426000000000,arm_joint_5,s^-1 rad,0.0
1576487426141285239,,,0.0,1576487426000000000,arm_joint_5,s^-1 rad,0.0
1576487426226142869,,,0.0,1576487426000000000,arm_joint_5,s^-1 rad,2.0
1576487426289678669,,,0.0,1576487426000000000,arm_joint_5,s^-1 rad,2.0
1576487426350046135,,,0.0,1576487426000000000,arm_joint_5,s^-1 rad,2.0
1576487426411920616,,,0.0,1576487426000000000,arm_joint_5,s^-1 rad,2.0
1576487426474667575,,,0.0,1576487426000000000,arm_joint_5,s^-1 rad,2.0
1576487426536019349,,,0.0,1576487426000000000,arm_joint_5,s^-1 rad,2.0
1576487426597557717,,,0.0,1576487426000000000,arm_joint_5,s^-1 rad,2.0
1576487426661586249,,,0.0,1576487426000000000,arm_joint_5,s^-1 rad,2.0
1576487426723324111,,,0.0,1576487426000000000,arm_joint_5,s^-1 rad,2.0
1576487426801116093,,,0.0,1576487426000000000,arm_joint_5,s^-1 rad,2.0
1576487426868980049,,,0.0,1576487426000000000,arm_joint_5,s^-1 rad,2.0
1576487426930306777,,,0.0,1576487426000000000,arm_joint_5,s^-1 rad,2.0
1576487426993249262,,,0.0,1576487426000000000,arm_joint_5,s^-1 rad,2.0
1576487427059354645,,,0.0,1576487427000000000,arm_joint_5,s^-1 rad,2.0
1576487427125574590,,,0.0,1576487427000000000,arm_joint_5,s^-1 rad,2.0
1576487427190710779,,,0.0,1576487427000000000,arm_joint_5,s^-1 rad,2.0
1576487427253686008,,,0.0,1576487427000000000,arm_joint_5,s^-1 rad,2.0
1576487427317099305,,,0.0,1576487427000000000,arm_joint_5,s^-1 rad,2.0
1576487427382270899,,,0.0,1576487427000000000,arm_joint_5,s^-1 rad,2.0
1576487427449103828,,,0.0,1576487427000000000,arm_joint_5,s^-1 rad,2.0
1576487427513400835,,,0.0,1576487427000000000,arm_joint_5,s^-1 rad,2.0
1576487427579362535,,,0.0,1576487427000000000,arm_joint_5,s^-1 rad,2.0
1576487427642335522,,,0.0,1576487427000000000,arm_joint_5,s^-1 rad,2.0
1576487427710612977,,,0.0,1576487427000000000,arm_joint_5,s^-1 rad,2.0
1576487427776528793,,,0.0,1576487427000000000,arm_joint_5,s^-1 rad,2.0
1576487427841222471,,,0.0,1576487427000000000,arm_joint_5,s^-1 rad,2.0
1576487427904486957,,,0.0,1576487427000000000,arm_joint_5,s^-1 rad,2.0
1576487427990448656,,,0.0,1576487427000000000,arm_joint_5,s^-1 rad,0.0
1576487428056257050,,,0.0,1576487428000000000,arm_joint_5,s^-1 rad,0.0
1576487428118851631,,,0.0,1576487428000000000,arm_joint_5,s^-1 rad,0.0
1576487428180584101,,,0.0,1576487428000000000,arm_joint_5,s^-1 rad,0.0
1576487428241658314,,,0.0,1576487428000000000,arm_joint_5,s^-1 rad,0.0
1576487428306197526,,,0.0,1576487428000000000,arm_joint_5,s^-1 rad,0.0
1576487428371431827,,,0.0,1576487428000000000,arm_joint_5,s^-1 rad,0.0
1576487428436188498,,,0.0,1576487428000000000,arm_joint_5,s^-1 rad,0.0
1576487428499848792,,,0.0,1576487428000000000,arm_joint_5,s^-1 rad,0.0
1576487428565777011,,,0.0,1576487428000000000,arm_joint_5,s^-1 rad,0.0
1576487428631799055,,,0.0,1576487428000000000,arm_joint_5,s^-1 rad,0.0
1576487428693937940,,,0.0,1576487428000000000,arm_joint_5,s^-1 rad,0.0
1576487428759144384,,,0.0,1576487428000000000,arm_joint_5,s^-1 rad,0.0
1576487428824655545,,,0.0,1576487428000000000,arm_joint_5,s^-1 rad,0.0
1576487428889587771,,,0.0,1576487428000000000,arm_joint_5,s^-1 rad,0.0
1576487428953210052,,,0.0,1576487428000000000,arm_joint_5,s^-1 rad,0.0
1576487429017957032,,,0.0,1576487429000000000,arm_joint_5,s^-1 rad,0.0
1576487429102086727,,,0.0,1576487429000000000,arm_joint_5,s^-1 rad,0.0
1576487429164458495,,,0.0,1576487429000000000,arm_joint_5,s^-1 rad,0.0
1576487429227090473,,,0.0,1576487429000000000,arm_joint_5,s^-1 rad,0.0
1576487429290465808,,,0.0,1576487429000000000,arm_joint_5,s^-1 rad,0.0
1576487429351866572,,,0.0,1576487429000000000,arm_joint_5,s^-1 rad,0.0
1576487429413135261,,,0.0,1576487429000000000,arm_joint_5,s^-1 rad,0.0
1576487429479265390,,,0.0,1576487429000000000,arm_joint_5,s^-1 rad,0.0
1576487429540587836,,,0.0,1576487429000000000,arm_joint_5,s^-1 rad,0.0
1576487429602686805,,,0.0,1576487429000000000,arm_joint_5,s^-1 rad,0.0
1576487429669022949,,,0.0,1576487429000000000,arm_joint_5,s^-1 rad,0.0
1576487429731808159,,,0.0,1576487429000000000,arm_joint_5,s^-1 rad,0.0
1576487429794006153,,,0.0,1576487429000000000,arm_joint_5,s^-1 rad,0.0
1576487429856959456,,,0.0,1576487429000000000,arm_joint_5,s^-1 rad,0.0
1576487429921490541,,,0.0,1576487429000000000,arm_joint_5,s^-1 rad,0.0
1576487429981848412,,,0.0,1576487429000000000,arm_joint_5,s^-1 rad,0.0
1576487430042236863,,,0.0,1576487430000000000,arm_joint_5,s^-1 rad,0.0
1576487430107953767,,,0.0,1576487430000000000,arm_joint_5,s^-1 rad,0.0
1576487430172626184,,,0.0,1576487430000000000,arm_joint_5,s^-1 rad,0.0
1576487430237672810,,,0.0,1576487430000000000,arm_joint_5,s^-1 rad,0.0
1576487430300629539,,,0.0,1576487430000000000,arm_joint_5,s^-1 rad,0.0
1576487430362307360,,,0.0,1576487430000000000,arm_joint_5,s^-1 rad,0.0
1576487430425077077,,,0.0,1576487430000000000,arm_joint_5,s^-1 rad,0.0
1576487430493901823,,,0.0,1576487430000000000,arm_joint_5,s^-1 rad,-2.0
1576487430571127742,,,0.0,1576487430000000000,arm_joint_5,s^-1 rad,-2.0
1576487430633491520,,,0.0,1576487430000000000,arm_joint_5,s^-1 rad,-2.0
1576487430697246104,,,0.0,1576487430000000000,arm_joint_5,s^-1 rad,-2.0
1576487430761988414,,,0.0,1576487430000000000,arm_joint_5,s^-1 rad,-2.0
1576487430825772508,,,0.0,1576487430000000000,arm_joint_5,s^-1 rad,-2.0
1576487430889973034,,,0.0,1576487430000000000,arm_joint_5,s^-1 rad,-2.0
1576487430952619866,,,0.0,1576487430000000000,arm_joint_5,s^-1 rad,-2.0
1576487431017259769,,,0.0,1576487431000000000,arm_joint_5,s^-1 rad,-2.0
1576487431095211501,,,0.0,1576487431000000000,arm_joint_5,s^-1 rad,-2.0
1576487431158693026,,,0.0,1576487431000000000,arm_joint_5,s^-1 rad,-2.0
1576487431222619149,,,0.0,1576487431000000000,arm_joint_5,s^-1 rad,-2.0
1576487431287347834,,,0.0,1576487431000000000,arm_joint_5,s^-1 rad,-2.0
1576487431352721831,,,0.0,1576487431000000000,arm_joint_5,s^-1 rad,-2.0
1576487431417591044,,,0.0,1576487431000000000,arm_joint_5,s^-1 rad,-2.0
1576487431481807848,,,0.0,1576487431000000000,arm_joint_5,s^-1 rad,-2.0
1576487431544785278,,,0.0,1576487431000000000,arm_joint_5,s^-1 rad,-2.0
1576487431607507481,,,0.0,1576487431000000000,arm_joint_5,s^-1 rad,-2.0
1576487431676289184,,,0.0,1576487431000000000,arm_joint_5,s^-1 rad,-2.0
1576487431741271259,,,0.0,1576487431000000000,arm_joint_5,s^-1 rad,-2.0
1576487431804614932,,,0.0,1576487431000000000,arm_joint_5,s^-1 rad,-2.0
1576487431869317884,,,0.0,1576487431000000000,arm_joint_5,s^-1 rad,-2.0
1576487431935314704,,,0.0,1576487431000000000,arm_joint_5,s^-1 rad,-2.0
1576487431999129185,,,0.0,1576487431000000000,arm_joint_5,s^-1 rad,-2.0
1576487432062425770,,,0.0,1576487432000000000,arm_joint_5,s^-1 rad,-2.0
1576487432129034564,,,0.0,1576487432000000000,arm_joint_5,s^-1 rad,-2.0
1576487432213477724,,,0.0,1576487432000000000,arm_joint_5,s^-1 rad,0.0
1576487432280980695,,,0.0,1576487432000000000,arm_joint_5,s^-1 rad,0.0
1576487432344800378,,,0.0,1576487432000000000,arm_joint_5,s^-1 rad,0.0
1576487432409367786,,,0.0,1576487432000000000,arm_joint_5,s^-1 rad,0.0
1576487432476528807,,,0.0,1576487432000000000,arm_joint_5,s^-1 rad,0.0
1576487432542954055,,,0.0,1576487432000000000,arm_joint_5,s^-1 rad,0.0
1576487432607280804,,,0.0,1576487432000000000,arm_joint_5,s^-1 rad,0.0
1576487432671839927,,,0.0,1576487432000000000,arm_joint_5,s^-1 rad,0.0
1576487432737832112,,,0.0,1576487432000000000,arm_joint_5,s^-1 rad,0.0
1576487432802233707,,,0.0,1576487432000000000,arm_joint_5,s^-1 rad,0.0
1576487432865625148,,,0.0,1576487432000000000,arm_joint_5,s^-1 rad,0.0
1576487432929966951,,,0.0,1576487432000000000,arm_joint_5,s^-1 rad,0.0
1576487432995398266,,,0.0,1576487432000000000,arm_joint_5,s^-1 rad,0.0
1576487433058901569,,,0.0,1576487433000000000,arm_joint_5,s^-1 rad,0.0
1576487433122364968,,,0.0,1576487433000000000,arm_joint_5,s^-1 rad,0.0
1576487433185427395,,,0.0,1576487433000000000,arm_joint_5,s^-1 rad,0.0
1576487433247418027,,,0.0,1576487433000000000,arm_joint_5,s^-1 rad,0.0
1576487433310188164,,,0.0,1576487433000000000,arm_joint_5,s^-1 rad,0.0
1576487433376686166,,,0.0,1576487433000000000,arm_joint_5,s^-1 rad,0.0
1576487433443782256,,,0.0,1576487433000000000,arm_joint_5,s^-1 rad,0.0
1576487433507685312,,,0.0,1576487433000000000,arm_joint_5,s^-1 rad,0.0
1576487433574613192,,,0.0,1576487433000000000,arm_joint_5,s^-1 rad,0.0
1576487433640802872,,,0.0,1576487433000000000,arm_joint_5,s^-1 rad,0.0
1576487433704656297,,,0.0,1576487433000000000,arm_joint_5,s^-1 rad,0.0
1576487433785726820,,,0.0,1576487433000000000,arm_joint_5,s^-1 rad,0.0
1576487433848707394,,,0.0,1576487433000000000,arm_joint_5,s^-1 rad,0.0
1576487433912961798,,,0.0,1576487433000000000,arm_joint_5,s^-1 rad,0.0
1576487434002422153,,,0.0,1576487434000000000,arm_joint_5,s^-1 rad,0.0
1576487434066797664,,,0.0,1576487434000000000,arm_joint_5,s^-1 rad,0.0
1576487434128202364,,,0.0,1576487434000000000,arm_joint_5,s^-1 rad,0.0
1576487434191233957,,,0.0,1576487434000000000,arm_joint_5,s^-1 rad,0.0
1576487434253110126,,,0.0,1576487434000000000,arm_joint_5,s^-1 rad,0.0
1576487434313619745,,,0.0,1576487434000000000,arm_joint_5,s^-1 rad,0.0
1576487434376023429,,,0.0,1576487434000000000,arm_joint_5,s^-1 rad,0.0
1576487434440340157,,,0.0,1576487434000000000,arm_joint_5,s^-1 rad,0.0
1576487434505585711,,,0.0,1576487434000000000,arm_joint_5,s^-1 rad,0.0
1576487434569589804,,,0.0,1576487434000000000,arm_joint_5,s^-1 rad,0.0
