kp,ki,zeta
0,0,0.942851113489043
0.00306122448979592,0,0.930976935102169
0.00612244897959184,0,0.921087994237825
0.00918367346938775,0,0.912445863906279
0.0122448979591837,0,0.872726843980693
0.0153061224489796,0,0.810970048586198
0.0183673469387755,0,0.760687906161521
0.0214285714285714,0,0.719262546771811
0.0244897959183673,0,0.684730629931139
0.0275510204081633,0,0.655630848964231
0.0306122448979592,0,0.630868744302873
0.0336734693877551,0,0.609615012486318
0.036734693877551,0,0.591232793632805
0.0397959183673469,0,0.575226352949484
0.0428571428571429,0,0.561204777961278
0.0459183673469388,0,0.5488560656068
0.0489795918367347,0,0.537928404922859
0.0520408163265306,0,0.528216481981687
0.0551020408163265,0,0.519551328596142
0.0581632653061225,0,0.511792702217196
0.0612244897959184,0,0.504823296564644
0.0642857142857143,0,0.49854429284847
0.0673469387755102,0,0.492871904474227
0.0704081632653061,0,0.487734666445019
0.073469387755102,0,0.483071289050808
0.076530612244898,0,0.478828943529093
0.0795918367346939,0,0.47496188160497
0.0826530612244898,0,0.471430315437714
0.0857142857142857,0,0.468199502407671
0.0887755102040816,0,0.465238992325769
0.0918367346938776,0,0.462522004405728
0.0948979591836735,0,0.460024908642375
0.0979591836734694,0,0.453663257769624
0.101020408163265,0,0.439580763814843
0.104081632653061,0,0.425788024367601
0.107142857142857,0,0.412274288834058
0.110204081632653,0,0.399029397814604
0.113265306122449,0,0.386043738655671
0.116326530612245,0,0.373308204847235
0.119387755102041,0,0.360814159059832
0.122448979591837,0,0.348553399547634
0.125510204081633,0,0.336518129623199
0.128571428571429,0,0.324700929906336
0.131632653061224,0,0.313094733069287
0.13469387755102,0,0.301692800818003
0.137755102040816,0,0.290488702874927
0.140816326530612,0,0.279476297752634
0.143877551020408,0,0.268649715129916
0.146938775510204,0,0.258003339663613
0.15,0,0.247531796088848
0,0.0163265306122449,0.230956472680181
0.00306122448979592,0.0163265306122449,0.438694966655237
0.00612244897959184,0.0163265306122449,0.591390722059498
0.00918367346938775,0.0163265306122449,0.702199208748512
0.0122448979591837,0.0163265306122449,0.787992683254011
0.0153061224489796,0.0163265306122449,0.819701596870158
0.0183673469387755,0.0163265306122449,0.765766431172076
0.0214285714285714,0.0163265306122449,0.722076837207196
0.0244897959183673,0.0163265306122449,0.686116864178957
0.0275510204081633,0.0163265306122449,0.656103110828202
0.0306122448979592,0.0163265306122449,0.630750554121227
0.0336734693877551,0.0163265306122449,0.609114489304109
0.036734693877551,0.0163265306122449,0.590486421779722
0.0397959183673469,0.0163265306122449,0.574325088481526
0.0428571428571429,0.0163265306122449,0.560210011877132
0.0459183673469388,0.0163265306122449,0.547809618871446
0.0489795918367347,0.0163265306122449,0.536858925325266
0.0520408163265306,0.0163265306122449,0.527143620637926
0.0551020408163265,0.0163265306122449,0.518488516279038
0.0581632653061225,0.0163265306122449,0.510749024916911
0.0612244897959184,0.0163265306122449,0.503804780879435
0.0642857142857143,0.0163265306122449,0.497554798218395
0.0673469387755102,0.0163265306122449,0.491913749505418
0.0704081632653061,0.0163265306122449,0.48680907290352
0.073469387755102,0.0163265306122449,0.482178699265738
0.076530612244898,0.0163265306122449,0.477969248911218
0.0795918367346939,0.0163265306122449,0.47413458811722
0.0826530612244898,0.0163265306122449,0.470634663936791
0.0857142857142857,0.0163265306122449,0.467434556416952
0.0887755102040816,0.0163265306122449,0.464503702135975
0.0918367346938776,0.0163265306122449,0.46181525386111
0.0948979591836735,0.0163265306122449,0.459345549194179
0.0979591836734694,0.0163265306122449,0.453647728142115
0.101020408163265,0.0163265306122449,0.439558584591293
0.104081632653061,0.0163265306122449,0.425759719262681
0.107142857142857,0.0163265306122449,0.412240342837432
0.110204081632653,0.0163265306122449,0.398990260068673
0.113265306122449,0.0163265306122449,0.385999825157707
0.116326530612245,0.0163265306122449,0.373259900967728
0.119387755102041,0.0163265306122449,0.360761821878845
0.122448979591837,0.0163265306122449,0.348497360014859
0.125510204081633,0.0163265306122449,0.336458694550709
0.128571428571429,0.0163265306122449,0.324638383805158
0.131632653061224,0.0163265306122449,0.313029339839741
0.13469387755102,0.0163265306122449,0.301624805305615
0.137755102040816,0.0163265306122449,0.290418332302173
0.140816326530612,0.0163265306122449,0.279403763036412
0.143877551020408,0.0163265306122449,0.268575212094194
0.146938775510204,0.0163265306122449,0.25792705015594
0.15,0.0163265306122449,0.247453889008732
0,0.0326530612244898,0.260184212362152
0.00306122448979592,0.0326530612244898,0.46212979283501
0.00612244897959184,0.0326530612244898,0.618203628163079
0.00918367346938775,0.0326530612244898,0.711377290632323
0.0122448979591837,0.0326530612244898,0.768327692953831
0.0153061224489796,0.0326530612244898,0.810097213276299
0.0183673469387755,0.0326530612244898,0.771180264573754
