K,delta_M
2.331,0.309030426083437
2.332,0.308710222172449
2.333,0.308390263536588
2.334,0.308070550940068
2.335,0.307751085149703
2.336,0.307431866934889
2.337,0.307112897067627
2.338,0.306794176322537
2.339,0.306475705476835
2.34,0.306157485310379
2.341,0.305839516605644
2.342,0.305521800147757
2.343,0.305204336724469
2.344,0.304887127126211
2.345,0.304570172146047
2.346,0.304253472579723
2.347,0.303937029225666
2.348,0.303620842884949
2.349,0.303304914361386
2.35,0.302989244461439
2.351,0.302673833994305
2.352,0.302358683771868
2.353,0.302043794608755
2.354,0.301729167322289
2.355,0.301414802732544
2.356,0.301100701662326
2.357,0.300786864937181
2.358,0.300473293385425
2.359,0.300159987838123
2.36,0.299846949129095
2.361,0.29953417809496
2.362,0.299221675575092
2.363,0.298909442411677
2.364,0.298597479449683
2.365,0.298285787536879
2.366,0.297974367523849
2.367,0.297663220263997
2.368,0.297352346613535
2.369,0.297041747431517
2.37,0.296731423579829
2.371,0.2964213759232
2.372,0.296111605329216
2.373,0.295802112668314
2.374,0.295492898813792
2.375,0.295183964641828
2.376,0.294875311031467
2.377,0.294566938864665
2.378,0.294258849026228
2.379,0.293951042403882
2.38,0.293643519888263
2.381,0.293336282372905
2.382,0.293029330754271
2.383,0.292722665931739
2.384,0.292416288807621
2.385,0.292110200287169
2.386,0.29180440127858
2.387,0.291498892692987
2.388,0.291193675444498
2.389,0.290888750450168
2.39,0.290584118630042
2.391,0.290279780907117
2.392,0.289975738207395
2.393,0.289671991459837
2.394,0.289368541596429
2.395,0.28906538955214
2.396,0.288762536264944
2.397,0.288459982675845
2.398,0.288157729728849
2.399,0.287855778370992
2.4,0.287554129552335
2.401,0.287252784225993
2.402,0.28695174334811
2.403,0.286651007877874
2.404,0.286350578777544
2.405,0.286050457012425
2.406,0.285750643550893
2.407,0.285451139364398
2.408,0.285151945427456
2.409,0.284853062717679
2.41,0.284554492215773
2.411,0.28425623490551
2.412,0.283958291773785
2.413,0.283660663810598
2.414,0.283363352009045
2.415,0.283066357365334
2.416,0.282769680878819
2.417,0.28247332355196
2.418,0.282177286390347
2.419,0.281881570402709
2.42,0.28158617660092
2.421,0.281291106000003
2.422,0.280996359618114
2.423,0.280701938476581
2.424,0.280407843599882
2.425,0.280114076015677
2.426,0.279820636754761
2.427,0.279527526851146
2.428,0.279234747341987
2.429,0.278942299267646
2.43,0.278650183671655
2.431,0.278358401600747
2.432,0.278066954104847
2.433,0.277775842237081
2.434,0.277485067053792
2.435,0.277194629614504
2.436,0.276904530981971
2.437,0.276614772222162
2.438,0.276325354404266
2.439,0.276036278600692
2.44,0.275747545887064
2.441,0.27545915734227
2.442,0.275171114048396
2.443,0.27488341709079
2.444,0.274596067558021
2.445,0.274309066541924
2.446,0.274022415137563
2.447,0.273736114443262
2.448,0.273450165560589
2.449,0.273164569594384
2.45,0.272879327652727
2.451,0.272594440846977
2.452,0.27230991029174
2.453,0.2720257371049
2.454,0.271741922407609
2.455,0.271458467324292
2.456,0.271175372982634
2.457,0.27089264051362
2.458,0.270610271051487
2.459,0.270328265733769
2.46,0.270046625701281
2.461,0.269765352098101
2.462,0.269484446071624
2.463,0.269203908772508
2.464,0.268923741354708
2.465,0.268643944975467
2.466,0.268364520795309
2.467,0.268085469978072
2.468,0.267806793690858
2.469,0.267528493104082
2.47,0.267250569391456
2.471,0.266973023729964
2.472,0.266695857299911
2.473,0.266419071284882
2.474,0.266142666871764
2.475,0.265866645250731
2.476,0.265591007615267
2.477,0.265315755162138
2.478,0.265040889091411
2.479,0.264766410606461
2.48,0.264492320913937
2.481,0.264218621223798
2.482,0.263945312749273
2.483,0.26367239670693
2.484,0.263399874316578
2.485,0.263127746801335
2.486,0.262856015387623
2.487,0.262584681305135
2.488,0.262313745786851
2.489,0.262043210069039
2.49,0.261773075391259
2.491,0.261503342996329
2.492,0.261234014130369
2.493,0.260965090042759
2.494,0.260696571986161
2.495,0.260428461216501
2.496,0.260160758992971
2.497,0.259893466578048
2.498,0.25962658523746
2.499,0.259360116240184
2.5,0.259094060858465
2.501,0.258828420367789
2.502,0.258563196046906
2.503,0.2582983891778
2.504,0.258034001045699
2.505,0.257770032939067
2.506,0.257506486149599
2.507,0.257243361972214
2.508,0.256980661705066
2.509,0.25671838664951
2.51,0.256456538110128
2.511,0.256195117394704
2.512,0.255934125814219
2.513,0.255673564682857
2.514,0.255413435318002
2.515,0.255153739040202
2.516,0.254894477173201
2.517,0.254635651043904
2.518,0.254377261982379
2.519,0.254119311321878
2.52,0.253861800398775
2.521,0.2536047305526
2.522,0.25334810312603
2.523,0.253091919464865
2.524,0.252836180918016
2.525,0.252580888837531
2.526,0.252326044578548
2.527,0.252071649499317
2.528,0.251817704961159
2.529,0.251564212328496
2.53,0.251311172968801
2.531,0.251058588252628
2.532,0.250806459553578
2.533,0.250554788248292
2.534,0.250303575716454
2.535,0.250052823340773
2.536,0.249802532506957
2.537,0.249552704603726
2.538,0.249303341022804
2.539,0.249054443158877
2.54,0.248806012409616
2.541,0.248558050175647
2.542,0.248310557860545
2.543,0.248063536870816
2.544,0.247816988615901
2.545,0.247570914508145
2.546,0.247325315962787
2.547,0.247080194397969
2.548,0.246835551234687
2.549,0.246591387896808
2.55,0.246347705811052
2.551,0.246104506406957
2.552,0.245861791116886
2.553,0.245619561376012
2.554,0.245377818622296
2.555,0.245136564296476
2.556,0.24489579984204
2.557,0.244655526705224
2.558,0.244415746335015
2.559,0.244176460183088
2.56,0.243937669703829
2.561,0.2436993763543
2.562,0.243461581594228
2.563,0.243224286885998
2.564,0.242987493694619
2.565,0.242751203487706
2.566,0.242515417735493
2.567,0.242280137910765
2.568,0.242045365488881
2.569,0.241811101947747
2.57,0.241577348767784
2.571,0.241344107431916
2.572,0.241111379425562
2.573,0.24087916623659
2.574,0.240647469355323
2.575,0.240416290274508
2.576,0.2401856304893
2.577,0.239955491497232
2.578,0.239725874798198
2.579,0.239496781894457
2.58,0.239268214290538
2.581,0.239040173493323
2.582,0.238812661011937
2.583,0.238585678357768
2.584,0.238359227044435
2.585,0.238133308587761
2.586,0.237907924505758
2.587,0.237683076318595
2.588,0.237458765548575
2.589,0.237234993720119
2.59,0.237011762359733
2.591,0.236789072995988
2.592,0.236566927159487
2.593,0.236345326382844
2.594,0.236124272200667
2.595,0.235903766149514
2.596,0.235683809767885
2.597,0.235464404596185
2.598,0.235245552176688
2.599,0.235027254053535
2.6,0.23480951177268
2.601,0.234592326881878
2.602,0.234375700930649
2.603,0.234159635470253
2.604,0.233944132053658
2.605,0.233729192235515
2.606,0.233514817572132
2.607,0.233301009621422
2.608,0.233087769942891
2.609,0.232875100097623
2.61,0.232663001648209
2.611,0.232451476158747
2.612,0.2322405251948
2.613,0.232030150323362
2.614,0.231820353112832
2.615,0.231611135132971
2.616,0.231402497954881
2.617,0.231194443150962
2.618,0.230986972294884
2.619,0.23078008696155
2.62,0.230573788727073
2.621,0.230368079168711
2.622,0.230162959864857
2.623,0.22995843239502
2.624,0.229754498339749
2.625,0.229551159280614
2.626,0.229348416800173
2.627,0.229146272481938
2.628,0.228944727910335
2.629,0.228743784670665
2.63,0.228543444349056
2.631,0.228343708532446
2.632,0.228144578808531
2.633,0.227946056765723
2.634,0.227748143993126
2.635,0.227550842080477
2.636,0.227354152618117
2.637,0.227158077196962
2.638,0.226962617408443
2.639,0.226767774844465
2.64,0.226573551097382
2.641,0.226379947759949
2.642,0.226186966425266
2.643,0.225994608686764
2.644,0.225802876138127
2.645,0.225611770373286
2.646,0.225421292986342
2.647,0.225231445571553
2.648,0.225042229723263
2.649,0.224853647035874
2.65,0.224665699103798
2.651,0.224478387521415
2.652,0.224291713883014
2.653,0.224105679782761
2.654,0.223920286814661
2.655,0.223735536572476
2.656,0.223551430649724
2.657,0.223367970639598
2.658,0.223185158134933
2.659,0.223002994728165
2.66,0.222821482011254
2.661,0.222640621575678
2.662,0.222460415012351
2.663,0.222280863911582
2.664,0.222101969863038
2.665,0.221923734455676
2.666,0.221746159277711
2.667,0.221569245916544
2.668,0.221392995958741
2.669,0.221217410989952
2.67,0.221042492594881
2.671,0.220868242357221
2.672,0.220694661859612
2.673,0.220521752683575
2.674,0.220349516409489
2.675,0.220177954616501
2.676,0.220007068882489
2.677,0.219836860784017
2.678,0.219667331896282
2.679,0.219498483793027
2.68,0.219330318046538
2.681,0.219162836227548
2.682,0.218996039905203
2.683,0.218829930646993
2.684,0.218664510018712
2.685,0.218499779584399
2.686,0.21833574090626
2.687,0.218172395544653
2.688,0.218009745057983
2.689,0.217847791002689
2.69,0.217686534933162
2.691,0.217525978401687
2.692,0.217366122958396
2.693,0.217206970151214
2.694,0.217048521525773
2.695,0.216890778625388
2.696,0.21673374299098
2.697,0.216577416161019
2.698,0.216421799671468
2.699,0.216266895055711
2.7,0.216112703844524
2.701,0.215959227565974
2.702,0.215806467745395
2.703,0.215654425905302
2.704,0.215503103565349
2.705,0.215352502242249
2.706,0.215202623449734
2.707,0.215053468698482
2.708,0.214905039496052
2.709,0.214757337346828
2.71,0.214610363751958
2.711,0.214464120209292
2.712,0.214318608213322
2.713,0.214173829255102
2.714,0.214029784822211
2.715,0.213886476398672
2.716,0.213743905464901
2.717,0.21360207349763
2.718,0.213460981969851
2.719,0.213320632350763
2.72,0.213181026105693
2.721,0.213042164696038
2.722,0.212904049579192
2.723,0.212766682208507
2.724,0.212630064033196
2.725,0.212494196498295
2.726,0.212359081044585
2.727,0.212224719108532
2.728,0.21209111212222
2.729,0.211958261513287
2.73,0.21182616870486
2.731,0.211694835115482
2.732,0.211564262159079
2.733,0.211434451244845
2.734,0.211305403777214
2.735,0.211177121155784
2.736,0.211049604775244
2.737,0.210922856025323
2.738,0.21079687629071
2.739,0.210671666950999
2.74,0.210547229380614
2.741,0.210423564948758
2.742,0.210300675019325
2.743,0.210178560950862
2.744,0.210057224096469
2.745,0.209936665803772
2.746,0.209816887414823
2.747,0.209697890266055
2.748,0.209579675688204
2.749,0.20946224500626
2.75,0.209345599539376
2.751,0.209229740600824
2.752,0.209114669497926
2.753,0.209000387531971
2.754,0.208886895998171
2.755,0.208774196185587
2.756,0.208662289377058
2.757,0.208551176849142
2.758,0.208440859872048
2.759,0.20833133970957
2.76,0.20822261761903
2.761,0.208114694851194
2.762,0.208007572650229
2.763,0.207901252253626
2.764,0.207795734892131
2.765,0.207691021789691
2.766,0.207587114163377
2.767,0.207484013223338
2.768,0.207381720172722
2.769,0.207280236207605
2.77,0.207179562516946
2.771,0.207079700282514
2.772,0.206980650678822
2.773,0.206882414873064
2.774,0.206784994025055
2.775,0.206688389287169
2.776,0.206592601804265
2.777,0.20649763271364
2.778,0.206403483144949
2.779,0.206310154220163
2.78,0.206217647053492
2.781,0.206125962751319
2.782,0.206035102412158
2.783,0.205945067126571
2.784,0.205855857977122
2.785,0.205767476038311
2.786,0.205679922376502
2.787,0.205593198049894
2.788,0.205507304108421
2.789,0.205422241593719
2.79,0.205338011539063
2.791,0.205254614969296
2.792,0.205172052900781
2.793,0.20509032634134
2.794,0.205009436290194
2.795,0.204929383737912
2.796,0.204850169666336
2.797,0.204771795048543
2.798,0.204694260848776
2.799,0.204617568022403
2.8,0.204541717515835
2.801,0.204466710266493
2.802,0.204392547202745
2.803,0.204319229243847
2.804,0.204246757299899
2.805,0.204175132271777
2.806,0.204104355051089
2.807,0.204034426520118
2.808,0.203965347551776
2.809,0.203897119009536
2.81,0.2038297417474
2.811,0.203763216609825
2.812,0.203697544431703
2.813,0.203632726038268
2.814,0.203568762245087
2.815,0.203505653857988
2.816,0.203443401673016
2.817,0.20338200647638
2.818,0.203321469044411
2.819,0.203261790143519
2.82,0.203202970530124
2.821,0.20314501095064
2.822,0.203087912141404
2.823,0.203031674828642
2.824,0.202976299728421
2.825,0.202921787546605
2.826,0.202868138978815
2.827,0.202815354710375
2.828,0.202763435416282
2.829,0.202712381761152
2.83,0.202662194399191
2.831,0.202612873974145
2.832,0.202564421119253
2.833,0.20251683645723
2.834,0.202470120600199
2.835,0.202424274149682
2.836,0.202379297696529
2.837,0.202335191820911
2.838,0.202291957092266
2.839,0.202249594069268
2.84,0.202208103299787
2.841,0.202167485320863
2.842,0.20212774065866
2.843,0.202088869828443
2.844,0.202050873334538
2.845,0.202013751670306
2.846,0.201977505318105
2.847,0.201942134749257
2.848,0.201907640424028
2.849,0.201874022791593
2.85,0.201841282290001
2.851,0.201809419346156
2.852,0.201778434375785
2.853,0.201748327783415
2.854,0.201719099962335
2.855,0.201690751294585
2.856,0.201663282150924
2.857,0.201636692890809
2.858,0.201610983862367
2.859,0.201586155402376
2.86,0.201562207836237
2.861,0.201539141477969
2.862,0.201516956630167
2.863,0.201495653583997
2.864,0.201475232619171
2.865,0.201455694003936
2.866,0.201437037995036
2.867,0.201419264837726
2.868,0.201402374765735
2.869,0.201386368001244
2.87,0.201371244754902
2.871,0.201357005225778
2.872,0.20134364960137
2.873,0.201331178057585
2.874,0.201319590758719
2.875,0.201308887857473
2.876,0.201299069494911
2.877,0.201290135800466
2.878,0.201282086891942
2.879,0.201274922875473
2.88,0.17281805493255
2.881,0.172634815126519
2.882,0.172451950483159
2.883,0.172269461776943
2.884,0.172087349783369
2.885,0.171905615278962
2.886,0.171724259041243
2.887,0.17154328184872
2.888,0.171362684480901
2.889,0.171182467718246
2.89,0.171002632342184
2.891,0.170823179135088
2.892,0.170644108880249
2.893,0.170465422361895
2.894,0.170287120365154
2.895,0.17010920367604
2.896,0.169931673081465
2.897,0.16975452936919
2.898,0.169577773327846
2.899,0.169401405746896
2.9,0.169225427416629
2.901,0.16904983912815
2.902,0.168874641673366
2.903,0.168699835844963
2.904,0.168525422436399
2.905,0.168351402241899
2.906,0.168177776056405
2.907,0.168004544675613
2.908,0.16783170889592
2.909,0.167659269514411
2.91,0.16748722732886
2.911,0.167315583137721
2.912,0.167144337740069
2.913,0.166973491935644
2.914,0.166803046524781
2.915,0.166633002308439
2.916,0.166463360088142
2.917,0.166294120666003
2.918,0.166125284844691
2.919,0.165956853427389
2.92,0.16578882721782
2.921,0.165621207020212
2.922,0.165453993639273
2.923,0.165287187880175
2.924,0.165120790548556
2.925,0.16495480245047
2.926,0.164789224392402
2.927,0.164624057181238
2.928,0.164459301624232
2.929,0.164294958529003
2.93,0.164131028703514
2.931,0.163967512956056
2.932,0.163804412095233
2.933,0.163641726929921
2.934,0.163479458269278
2.935,0.16331760692269
2.936,0.163156173699803
2.937,0.162995159410444
2.938,0.162834564864652
2.939,0.162674390872627
2.94,0.162514638244711
2.941,0.162355307791391
2.942,0.162196400323253
2.943,0.162037916650981
2.944,0.161879857585316
2.945,0.161722223937045
2.946,0.161565016517004
2.947,0.161408236136006
2.948,0.16125188360486
2.949,0.161095959734338
2.95,0.160940465335152
2.951,0.160785401217925
2.952,0.160630768193187
2.953,0.16047656707133
2.954,0.160322798662605
2.955,0.160169463777094
2.956,0.160016563224678
2.957,0.159864097815023
2.958,0.159712068357554
2.959,0.159560475661451
2.96,0.159409320535584
2.961,0.159258603788513
2.962,0.159108326228474
2.963,0.158958488663352
2.964,0.158809091900639
2.965,0.158660136747426
2.966,0.158511624010369
2.967,0.158363554495669
2.968,0.158215929009059
2.969,0.158068748355758
2.97,0.157922013340444
2.971,0.15777572476728
2.972,0.157629883439794
2.973,0.157484490160945
2.974,0.157339545733067
2.975,0.157195050957813
2.976,0.157051006636167
2.977,0.156907413568395
2.978,0.156764272554042
2.979,0.156621584391874
2.98,0.156479349879884
2.981,0.15633756981525
2.982,0.156196244994293
2.983,0.156055376212476
2.984,0.155914964264365
2.985,0.15577500994361
2.986,0.155635514042897
2.987,0.155496477353939
2.988,0.155357900667439
2.989,0.155219784773076
2.99,0.155082130459463
2.991,0.154944938514121
2.992,0.154808209723443
2.993,0.154671944872685
2.994,0.154536144745942
2.995,0.154400810126067
2.996,0.154265941794715
2.997,0.154131540532262
2.998,0.153997607117789
2.999,0.153864142329063
3,0.153731146942503
3.001,0.153598621733143
3.002,0.153466567474604
3.003,0.153334984939084
3.004,0.153203874897278
3.005,0.15307323811842
3.006,0.152943075370195
3.007,0.152813387418722
3.008,0.152684175028539
3.009,0.152555438962564
3.01,0.152427179982067
3.011,0.152299398846603
3.012,0.152172096314058
3.013,0.152045273140546
3.014,0.151918930080424
3.015,0.151793067886222
3.016,0.151667687308633
3.017,0.151542789096491
3.018,0.151418373996724
3.019,0.151294442754337
3.02,0.151170996112352
3.021,0.151048034811792
3.022,0.150925559591678
3.023,0.150803571188944
3.024,0.150682070338439
3.025,0.150561057772893
3.026,0.150440534222869
3.027,0.150320500416737
3.028,0.150200957080664
3.029,0.150081904938534
3.03,0.149963344711961
3.031,0.149845277120235
3.032,0.149727702880288
3.033,0.149610622706677
3.034,0.14949403731153
3.035,0.14937794740451
3.036,0.14926235369282
3.037,0.149147256881126
3.038,0.149032657671547
3.039,0.14891855676361
3.04,0.148804954854243
3.041,0.148691852637699
3.042,0.148579250805557
3.043,0.148467150046669
3.044,0.148355551047139
3.045,0.148244454490299
3.046,0.148133861056621
3.047,0.148023771423758
3.048,0.147914186266471
3.049,0.147805106256589
3.05,0.14769653206298
3.051,0.147588464351541
3.052,0.147480903785131
3.053,0.147373851023565
3.054,0.147267306723568
3.055,0.147161271538707
3.056,0.14705574611944
3.057,0.146950731112991
3.058,0.146846227163378
3.059,0.146742234911362
3.06,0.146638754994399
3.061,0.14653578804661
3.062,0.146433334698765
3.063,0.146331395578236
3.064,0.146229971308962
3.065,0.146129062511429
3.066,0.146028669802595
3.067,0.145928793795913
3.068,0.145829435101269
3.069,0.145730594324921
3.07,0.145632272069534
3.071,0.14553446893406
3.072,0.145437185513788
3.073,0.145340422400254
3.074,0.145244180181221
3.075,0.145148459440672
3.076,0.145053260758719
3.077,0.144958584711633
3.078,0.14486443187176
3.079,0.144770802807531
3.08,0.144677698083387
3.081,0.144585118259777
3.082,0.144493063893103
3.083,0.144401535535712
3.084,0.144310533735835
3.085,0.144220059037564
3.086,0.144130111980843
3.087,0.144040693101386
3.088,0.143951802930682
3.089,0.143863441995974
3.09,0.143775610820169
3.091,0.143688309921857
3.092,0.143601539815266
3.093,0.143515301010236
3.094,0.143429594012151
3.095,0.143344419321952
3.096,0.143259777436079
3.097,0.14317566884644
3.098,0.143092094040421
3.099,0.143009053500764
3.1,0.142926547705632
3.101,0.142844577128521
3.102,0.142763142238237
3.103,0.142682243498889
3.104,0.14260188136983
3.105,0.142522056305644
3.106,0.14244276875608
3.107,0.142364019166101
3.108,0.142285807975767
3.109,0.142208135620241
3.11,0.142131002529773
3.111,0.142054409129652
3.112,0.141978355840157
3.113,0.141902843076584
3.114,0.141827871249164
3.115,0.141753440763077
3.116,0.141679552018363
3.117,0.141606205409946
3.118,0.141533401327581
3.119,0.141461140155874
3.12,0.141389422274147
3.121,0.141318248056528
3.122,0.141247617871859
3.123,0.141177532083656
3.124,0.141107991050146
3.125,0.141038995124174
3.126,0.140970544653208
3.127,0.140902639979327
3.128,0.140835281439131
3.129,0.140768469363811
3.13,0.140702204079024
3.131,0.140636485904943
3.132,0.140571315156199
3.133,0.140506692141838
3.134,0.140442617165363
3.135,0.140379090524597
3.136,0.140316112511786
3.137,0.140253683413463
3.138,0.140191803510537
3.139,0.140130473078141
3.14,0.14006969238572
3.141,0.140009461696932
3.142,0.139949781269676
3.143,0.13989065135605
3.144,0.139832072202309
3.145,0.13977404404888
3.146,0.139716567130305
3.147,0.139659641675247
3.148,0.13960326790646
3.149,0.139547446040758
3.15,0.139492176289006
3.151,0.139437458856109
3.152,0.13938329394095
3.153,0.139329681736424
3.154,0.139276622429366
3.155,0.139224116200627
3.156,0.139172163224897
3.157,0.139120763670846
3.158,0.139069917700985
3.159,0.13901962547176
3.16,0.138969887133432
3.161,0.138920702830117
3.162,0.138872072699761
3.163,0.1388239968741
3.164,0.138776475478681
3.165,0.138729508632814
3.166,0.138683096449578
3.167,0.138637239035798
3.168,0.138591936492014
3.169,0.138547188912506
3.17,0.138502996385224
3.171,0.138459358991854
3.172,0.138416276807712
3.173,0.138373749901781
3.174,0.138331778336736
3.175,0.138290362168819
3.176,0.138249501447965
3.177,0.138209196217677
3.178,0.138169446515082
3.179,0.138130252370896
3.18,0.138091613809413
3.181,0.138053530848467
3.182,0.138016003499509
3.183,0.13797903176751
3.184,0.137942615650981
3.185,0.137906755141979
3.186,0.137871450226079
3.187,0.137836700882363
3.188,0.137802507083437
3.189,0.13776886879542
3.19,0.137735785977911
3.191,0.137703258583996
3.192,0.137671286560257
3.193,0.137639869846742
3.194,0.137609008376985
3.195,0.137578702077967
3.196,0.137548950870164
3.197,0.137519754667489
3.198,0.137491113377308
3.199,0.137463026900476
3.2,0.137435495131242
3.201,0.137408517957328
3.202,0.137382095259919
3.203,0.137356226913634
3.204,0.13733091278652
3.205,0.137306152740072
3.206,0.137281946629231
3.207,0.137258294302385
3.208,0.137235195601348
3.209,0.137212650361385
3.21,0.137190658411188
3.211,0.137169219572916
3.212,0.137148333662183
3.213,0.137128000488
3.214,0.137108219852885
3.215,0.137088991552787
3.216,0.137070315377103
3.217,0.137052191108702
3.218,0.137034618523932
3.219,0.137017597392588
3.22,0.137001127477957
3.221,0.136985208536786
3.222,0.136969840319345
3.223,0.136955022569344
3.224,0.136940755024052
3.225,0.136927037414186
3.226,0.136913869464057
3.227,0.136901250891383
3.228,0.136889181407526
3.229,0.136877660717303
3.23,0.136866688519123
3.231,0.13685626450495
3.232,0.136846388360281
3.233,0.136837059764222
3.234,0.136828278389472
3.235,0.136820043902288
3.236,0.136812355962566
3.237,0.136805214223821
3.238,0.136798618333181
3.239,0.136792567931458
3.24,0.136787062653074
3.241,0.136782102126155
3.242,0.136777685972497
3.243,0.136773813807585
3.244,0.136770485240638
3.245,0.136767699874614
3.246,0.136765457306166
3.247,0.136763757125731
3.248,0.136762598917522
3.249,0.136761982259536
3.25,0.136761906723568
3.251,0.136762371875237
3.252,0.136763377274035
3.253,0.136764922473255
3.254,0.136767007020104
3.255,0.136769630455664
3.256,0.136772792314934
3.257,0.136776492126825
3.258,0.136780729414234
3.259,0.136785503693996
3.26,0.136790814476945
3.261,0.13679666126794
3.262,0.136803043565829
3.263,0.136809960863528
3.264,0.136817412648044
3.265,0.136825398400456
3.266,0.136833917595966
3.267,0.136842969703911
3.268,0.136852554187764
3.269,0.136862670505231
3.27,0.136873318108175
3.271,0.136884496442698
3.272,0.136896204949164
3.273,0.136908443062233
3.274,0.136921210210816
3.275,0.13693450581817
3.276,0.136948329301913
3.277,0.136962680074036
3.278,0.136977557540896
3.279,0.136992961103347
3.28,0.137008890156597
3.281,0.13702534409044
3.282,0.137042322289088
3.283,0.137059824131312
3.284,0.137077848990465
3.285,0.13709639623445
3.286,0.137115465225803
3.287,0.137135055321706
3.288,0.137155165873993
3.289,0.137175796229198
3.29,0.137196945728606
3.291,0.137218613708223
3.292,0.137240799498844
3.293,0.137263502426113
3.294,0.137286721810479
3.295,0.137310456967276
3.296,0.137334707206727
3.297,0.137359471834029
3.298,0.13738475014931
3.299,0.137410541447663
3.3,0.137436845019282
3.301,0.137463660149337
3.302,0.137490986118163
3.303,0.137518822201144
3.304,0.137547167668857
3.305,0.137576021787039
3.306,0.137605383816664
3.307,0.137635253013921
3.308,0.137665628630296
3.309,0.137696509912609
3.31,0.13757203897939
3.311,0.13724610252709
3.312,0.136920166576362
3.313,0.136594231130789
3.314,0.136268296193992
3.315,0.135942361769652
3.316,0.135616427861438
3.317,0.135290494473088
3.318,0.134964561608377
3.319,0.134638629271095
3.32,0.134312697465097
3.321,0.133986766194255
3.322,0.133660835462475
3.323,0.133334905273711
3.324,0.133008975631967
3.325,0.132683046541265
3.326,0.13235711800568
3.327,0.132031190029329
3.328,0.131705262616344
3.329,0.131379335770931
3.33,0.131053409497327
3.331,0.130727483799811
3.332,0.130401558682683
3.333,0.130075634150329
3.334,0.129749710207143
3.335,0.129423786857583
3.336,0.129097864106141
3.337,0.128771941957351
3.338,0.128446020415813
3.339,0.128120099486162
3.34,0.127794179173064
3.341,0.127468259481273
3.342,0.127142340415547
3.343,0.126816421980719
3.344,0.126490504181658
3.345,0.126164587023304
3.346,0.125838670510625
3.347,0.125512754648665
3.348,0.125186839442492
3.349,0.124860924897248
3.35,0.124535011018124
3.351,0.124209097810347
3.352,0.123883185279239
3.353,0.12355727343014
3.354,0.123231362268462
3.355,0.122905451799687
3.356,0.122579542029325
3.357,0.122253632962969
3.358,0.121927724606261
3.359,0.121601816964909
3.36,0.121275910044691
3.361,0.120950003851414
3.362,0.12062409839098
3.363,0.120298193669359
3.364,0.119972289692553
3.365,0.119646386466661
3.366,0.119320483997827
3.367,0.118994582292269
3.368,0.118668681356293
3.369,0.118342781196241
3.37,0.118016881818539
3.371,0.117690983229702
3.372,0.117365085436284
3.373,0.117039188444937
3.374,0.116713292262389
3.375,0.116387396895425
3.376,0.116061502350915
3.377,0.115735608635807
3.378,0.115409715757126
3.379,0.115083823721989
3.38,0.114757932537558
3.381,0.114432042211124
3.382,0.114106152750035
3.383,0.113780264161718
3.384,0.113454376453701
3.385,0.113128489633592
3.386,0.112802603709085
3.387,0.112476718687946
3.388,0.112150834578082
3.389,0.111824951387445
3.39,0.111499069124092
3.391,0.111173187796179
3.392,0.110847307411964
3.393,0.110521427979791
3.394,0.11019554950809
3.395,0.10986967200543
3.396,0.109543795480458
3.397,0.109217919941902
3.398,0.108892045398648
3.399,0.108566171859636
3.4,0.10824029933395
3.401,0.10791442783077
3.402,0.10758855735937
3.403,0.107262687929171
3.404,0.106936819549692
3.405,0.106610952230549
3.406,0.106285085981524
3.407,0.105959220812461
3.408,0.105633356733378
3.409,0.10530749375438
3.41,0.104981631885712
3.411,0.104655771137755
3.412,0.104329911520997
3.413,0.104004053046074
3.414,0.103678195723771
3.415,0.103352339564961
3.416,0.103026484580696
3.417,0.102700630782154
3.418,0.102374778180674
3.419,0.1020489267877
3.42,0.10172307661486
3.421,0.101397227673907
3.422,0.101071379976769
3.423,0.100745533535499
3.424,0.100419688362331
3.425,0.100093844469656
3.426,0.0997680018700007
3.427,0.0994421605760988
3.428,0.0991163206008098
3.429,0.0987904819571981
3.43,0.0984646446584625
3.431,0.098138808718018
3.432,0.0978129741494222
3.433,0.0974871409664566
3.434,0.0971613091830382
3.435,0.0968354788132904
3.436,0.0965096498715525
3.437,0.0961838223723232
3.438,0.0958579963303233
3.439,0.0955321717604522
3.44,0.0952063486778238
3.441,0.0948805270977584
3.442,0.0945547070357892
3.443,0.0942288885076886
3.444,0.0939030715293939
3.445,0.0935772561170938
3.446,0.093251442287223
3.447,0.0929256300564035
3.448,0.0925998194415353
3.449,0.0922740104597149
3.45,0.0919482031283216
3.451,0.0916223974649529
3.452,0.0912965934874521
3.453,0.0909707912139644
3.454,0.0906449906628371
3.455,0.0903191918527197
3.456,0.0899933948025319
3.457,0.089667599531434
3.458,0.0893418060588987
3.459,0.0890160144046784
3.46,0.0886902245888008
3.461,0.0883644366316128
3.462,0.0880386505537445
3.463,0.0877128663761244
3.464,0.0873870841200227
3.465,0.0870613038069992
3.466,0.0867355254589532
3.467,0.0864097490981063
3.468,0.0860839747470262
3.469,0.0857582024286078
3.47,0.0854324321661111
3.471,0.0851066639831406
3.472,0.0847808979036717
3.473,0.0844551339520393
3.474,0.0841293721529677
3.475,0.0838036125315595
3.476,0.0834778551133037
3.477,0.0831520999241013
3.478,0.0828263469902449
3.479,0.0825005963384428
3.48,0.0821748479958596
3.481,0.0818491019900424
3.482,0.081523358349015
3.483,0.0811976171012283
3.484,0.0808718782756147
3.485,0.0805461419015503
3.486,0.0802204080089058
3.487,0.0798946766280197
3.488,0.0795689477897519
3.489,0.0792432215254544
3.49,0.0789174978669986
3.491,0.0785917768467785
