K,delta_M
1.165,0.64927327535012
1.166,0.64895894919114
1.167,0.648644965901618
1.168,0.648331325558611
1.169,0.6480180282387
1.17,0.647705074018
1.171,0.647392462972174
1.172,0.647080195176408
1.173,0.646768270705432
1.174,0.646456689633512
1.175,0.646145452034449
1.176,0.645834557981592
1.177,0.645524007547818
1.178,0.645213800805549
1.179,0.644903937826746
1.18,0.644594418682918
1.181,0.644285243445104
1.182,0.64397641218389
1.183,0.643667924969413
1.184,0.643359781871341
1.185,0.64305198295889
1.186,0.642744528300824
1.187,0.642437417965445
1.188,0.642130652020609
1.189,0.641824230533713
1.19,0.641518153571694
1.191,0.641212421201051
1.192,0.640907033487818
1.193,0.640601990497577
1.194,0.64029729229547
1.195,0.639992938946178
1.196,0.639688930513926
1.197,0.639385267062506
1.198,0.639081948655247
1.199,0.63877897535503
1.2,0.638476347224288
1.201,0.638174064325013
1.202,0.637872126718739
1.203,0.637570534466555
1.204,0.637269287629108
1.205,0.636968386266589
1.206,0.636667830438754
1.207,0.636367620204906
1.208,0.636067755623901
1.209,0.635768236754151
1.21,0.635469063653635
1.211,0.635170236379871
1.212,0.634871754989938
1.213,0.634573619540474
1.214,0.63427583008768
1.215,0.6339783866873
1.216,0.633681289394646
1.217,0.633384538264583
1.218,0.633088133351541
1.219,0.632792074709496
1.22,0.632496362391997
1.221,0.632200996452144
1.222,0.631905976942598
1.223,0.63161130391558
1.224,0.631316977422873
1.225,0.631022997515818
1.226,0.630729364245322
1.227,0.630436077661843
1.228,0.630143137815411
1.229,0.629850544755615
1.23,0.629558298531603
1.231,0.629266399192084
1.232,0.628974846785341
1.233,0.6286836413592
1.234,0.62839278296107
1.235,0.628102271637917
1.236,0.627812107436262
1.237,0.627522290402204
1.238,0.627232820581389
1.239,0.626943698019047
1.24,0.626654922759963
1.241,0.626366494848479
1.242,0.626078414328523
1.243,0.625790681243568
1.244,0.62550329563666
1.245,0.625216257550415
1.246,0.624929567027011
1.247,0.624643224108193
1.248,0.624357228835271
1.249,0.624071581249122
1.25,0.623786281390199
1.251,0.623501329298505
1.252,0.623216725013626
1.253,0.622932468574705
1.254,0.622648560020457
1.255,0.622364999389168
1.256,0.622081786718692
1.257,0.62179892204644
1.258,0.621516405409402
1.259,0.62123423684414
1.26,0.620952416386771
1.261,0.620670944072993
1.262,0.620389819938067
1.263,0.620109044016831
1.264,0.619828616343682
1.265,0.619548536952589
1.266,0.619268805877096
1.267,0.618989423150313
1.268,0.618710388804919
1.269,0.618361529099563
1.27,0.617975693616405
1.271,0.617590069484446
1.272,0.617204656872644
1.273,0.61681945594981
1.274,0.616434466884606
1.275,0.616049689845543
1.276,0.615665125000992
1.277,0.615280772519164
1.278,0.614896632568138
1.279,0.614512705315851
1.28,0.614128990930086
1.281,0.613745489578491
1.282,0.613362201428578
1.283,0.612979126647706
1.284,0.612596265403109
1.285,0.61221361786188
1.286,0.611831184190972
1.287,0.611448964557204
1.288,0.611066959127263
1.289,0.6106851680677
1.29,0.610303591544934
1.291,0.609922229725255
1.292,0.609541082774819
1.293,0.60916015085966
1.294,0.60877943414567
1.295,0.608398932798623
1.296,0.608018646984171
1.297,0.607638576867827
1.298,0.607258722614996
1.299,0.606879084390942
1.3,0.606499662360824
1.301,0.606120456689664
1.302,0.60574146754237
1.303,0.605362695083731
1.304,0.604984139478416
1.305,0.604605800890976
1.306,0.60422767948585
1.307,0.603849775427352
1.308,0.603472088879683
1.309,0.603094620006938
1.31,0.602717368973088
1.311,0.602340335941994
1.312,0.601963521077419
1.313,0.601586924542994
1.314,0.601210546502256
1.315,0.600834387118624
1.316,0.600458446555416
1.317,0.600082724975837
1.318,0.599707222542995
1.319,0.599331939419878
1.32,0.598956875769385
1.321,0.598582031754299
1.322,0.598207407537309
1.323,0.597833003281004
1.324,0.597458819147857
1.325,0.597084855300261
1.326,0.59671111190049
1.327,0.596337589110738
1.328,0.595964287093088
1.329,0.595591206009528
1.33,0.595218346021956
1.331,0.594845707292174
1.332,0.594473289981882
1.333,0.594101094252695
1.334,0.593729120266132
1.335,0.593357368183619
1.336,0.592985838166495
1.337,0.592614530375998
1.338,0.592243444973292
1.339,0.591872582119443
1.34,0.591501941975427
1.341,0.591131524702141
1.342,0.590761330460387
1.343,0.590391359410882
1.344,0.59002161171427
1.345,0.589652087531095
1.346,0.589282787021828
1.347,0.588913710346854
1.348,0.588544857666472
1.349,0.588176229140912
1.35,0.587807824930309
1.351,0.587439645194728
1.352,0.587071690094155
1.353,0.586703959788492
1.354,0.586336454437568
1.355,0.58596917420113
1.356,0.58560211923886
1.357,0.585235289710348
1.358,0.584868685775127
1.359,0.584502307592652
1.36,0.58413615532229
1.361,0.583770229123354
1.362,0.583404529155076
1.363,0.583039055576622
1.364,0.582673808547079
1.365,0.582308788225471
1.366,0.581943994770753
1.367,0.581579428341812
1.368,0.581215089097462
1.369,0.580850977196455
1.37,0.580487092797476
1.371,0.580123436059146
1.372,0.579760007140016
1.373,0.579396806198574
1.374,0.579033833393248
1.375,0.578671088882398
1.376,0.578308572824323
1.377,0.577946285377265
1.378,0.577584226699398
1.379,0.577222396948843
1.38,0.576860796283651
1.381,0.576499424861818
1.382,0.57613828284129
1.383,0.57577737037994
1.384,0.575416687635596
1.385,0.575056234766023
1.386,0.57469601192893
1.387,0.57433601928197
1.388,0.573976256982744
1.389,0.573616725188798
1.39,0.573257424057621
1.391,0.57289835374665
1.392,0.572539514413272
1.393,0.572180906214819
1.394,0.57182252930857
1.395,0.571464383851759
1.396,0.571106470001567
1.397,0.57074878791512
1.398,0.570391337749498
1.399,0.570034119661737
1.4,0.56967713380882
1.401,0.569320380347681
1.402,0.568963859435211
1.403,0.568607571228253
1.404,0.568251515883602
1.405,0.567895693558014
1.406,0.567540104408186
1.407,0.567184748590786
1.408,0.566829626262436
1.409,0.566474737579702
1.41,0.566120082699119
1.411,0.565765661777181
1.412,0.565411474970329
1.413,0.565057522434973
1.414,0.564703804327474
1.415,0.564350320804165
1.416,0.563997072021325
1.417,0.563644058135205
1.418,0.563291279302004
1.419,0.5629387356779
1.42,0.562586427419013
1.421,0.562234354681446
1.422,0.561882517621256
1.423,0.56153091639446
1.424,0.56117955115704
1.425,0.560828422064945
1.426,0.560477529274092
1.427,0.560126872940358
1.428,0.55977645321959
1.429,0.559426270267594
1.43,0.559076324240152
1.431,0.558726615293006
1.432,0.55837714358187
1.433,0.558027909262431
1.434,0.557678912490324
1.435,0.557330153421177
1.436,0.556981632210576
1.437,0.556633349014078
1.438,0.55628530398721
1.439,0.555937497285468
1.44,0.555589929064327
1.441,0.555242599479219
1.442,0.554895508685557
1.443,0.554548656838733
1.444,0.554202044094099
1.445,0.553855670606982
1.446,0.553509536532691
1.447,0.5531636420265
1.448,0.552817987243659
1.449,0.552472572339399
1.45,0.552127397468914
1.451,0.551782462787386
1.452,0.551437768449963
1.453,0.551093314611772
1.454,0.550749101427917
1.455,0.550405129053484
1.456,0.550061397643528
1.457,0.549717907353078
1.458,0.549374658337158
1.459,0.549031650750753
1.46,0.548688884748833
1.461,0.548346360486346
1.462,0.548004078118222
1.463,0.54766203779937
1.464,0.547320239684674
1.465,0.546978683928997
1.466,0.546637370687198
1.467,0.546296300114094
1.468,0.545955472364499
1.469,0.545614887593205
1.47,0.545274545954981
1.471,0.544934447604592
1.472,0.544594592696761
1.473,0.544254981386214
1.474,0.54391561382766
1.475,0.543576490175769
1.476,0.543237610585222
1.477,0.542898975210671
1.478,0.542560584206751
1.479,0.542222437728082
1.48,0.54188453592927
1.481,0.541546878964907
1.482,0.541209466989571
1.483,0.540872300157821
1.484,0.5405353786242
1.485,0.540198702543245
1.486,0.539862272069476
1.487,0.539526087357395
1.488,0.539190148561498
1.489,0.53885445583626
1.49,0.538519009336148
1.491,0.53818380921561
1.492,0.537848855629101
1.493,0.537514148731039
1.494,0.537179688675843
1.495,0.536845475617917
1.496,0.536511509711655
1.497,0.536177791111439
1.498,0.535844319971641
1.499,0.535511096446626
1.5,0.535178120690732
1.501,0.534845392858311
1.502,0.534512913103676
1.503,0.534180681581162
1.504,0.533848698445067
1.505,0.533516963849698
1.506,0.533185477949339
1.507,0.53285424089827
1.508,0.532523252850767
1.509,0.532192513961085
1.51,0.531862024383481
1.511,0.531531784272196
1.512,0.531201793781476
1.513,0.530872053065539
1.514,0.530542562278603
1.515,0.530213321574888
1.516,0.529884331108593
1.517,0.529555591033914
1.518,0.529227101505034
1.519,0.528898862676143
1.52,0.528570874701404
1.521,0.528243137734993
1.522,0.527915651931065
1.523,0.527588417443773
1.524,0.527261434427255
1.525,0.526934703035663
1.526,0.526608223423119
1.527,0.526281995743749
1.528,0.525956020151674
1.529,0.525630296801008
1.53,0.525304825845855
1.531,0.524979607440317
1.532,0.524654641738489
1.533,0.524329928894458
1.534,0.524005469062309
1.535,0.523681262396115
1.536,0.52335730904995
1.537,0.52303360917788
1.538,0.522710162933965
1.539,0.522386970472259
1.54,0.522064031946815
1.541,0.521741347511672
1.542,0.521418917320868
1.543,0.521096741528441
1.544,0.520774820288419
1.545,0.520453153754825
1.546,0.520131742081672
1.547,0.519810585422985
1.548,0.51948968393276
1.549,0.519169037765009
1.55,0.518848647073723
1.551,0.518528512012901
1.552,0.518208632736533
1.553,0.517889009398594
1.554,0.517569642153071
1.555,0.517250531153934
1.556,0.516931676555153
1.557,0.516613078510693
1.558,0.516294737174516
1.559,0.515976652700571
1.56,0.515658825242812
1.561,0.515341254955184
1.562,0.515023941991626
1.563,0.514706886506075
1.564,0.514390088652453
1.565,0.5140735485847
1.566,0.513757266456724
1.567,0.513441242422449
1.568,0.513125476635782
1.569,0.512809969250624
1.57,0.51249472042088
1.571,0.512179730300452
1.572,0.511864999043217
1.573,0.511550526803066
1.574,0.511236313733882
1.575,0.510922359989531
1.576,0.510608665723886
1.577,0.510295231090814
1.578,0.509982056244166
1.579,0.509669141337802
1.58,0.509356486525556
1.581,0.509044091961281
1.582,0.508731957798804
1.583,0.508420084191957
1.584,0.508108471294561
1.585,0.507797119260433
1.586,0.507486028243383
1.587,0.507175198397216
1.588,0.506864629875726
1.589,0.506554322832708
1.59,0.506244277421941
1.591,0.505934493797208
1.592,0.505624972112273
1.593,0.505315712520904
1.594,0.505006715176857
1.595,0.504697980233874
1.596,0.504389507845703
1.597,0.504081298166076
1.598,0.50377335134872
1.599,0.503465667547354
1.6,0.503158246915679
1.601,0.502851089607401
1.602,0.502544195776221
1.603,0.502237565575813
1.604,0.501931199159862
1.605,0.501625096682026
1.606,0.501319258295969
1.607,0.50101368415534
1.608,0.500708374413773
1.609,0.500403329224908
1.61,0.500098548742353
1.611,0.499794033119729
1.612,0.499489782510632
1.613,0.499185797068649
1.614,0.498882076947359
1.615,0.498578622300333
1.616,0.498275433281124
1.617,0.497972510043287
1.618,0.497669852740341
1.619,0.497367461525828
1.62,0.497065336553247
1.621,0.496763477976099
1.622,0.49646188594788
1.623,0.496160560622044
1.624,0.495859502152064
1.625,0.495558710691393
1.626,0.495258186393461
1.627,0.494957929411685
1.628,0.494657939899476
1.629,0.494358218010231
1.63,0.494058763897328
1.631,0.493759577714123
1.632,0.493460659613976
1.633,0.493162009750219
1.634,0.492863628276166
1.635,0.492565515345122
1.636,0.492267671110376
1.637,0.491970095725198
1.638,0.491672789342844
1.639,0.491375752116551
1.64,0.491078984199538
1.641,0.490782485745007
1.642,0.49048625690614
1.643,0.49019029783611
1.644,0.489894608688062
1.645,0.489599189615124
1.646,0.489304040770411
1.647,0.489009162307009
1.648,0.488714554377986
1.649,0.488420217136409
1.65,0.488126150735291
1.651,0.487832355327646
1.652,0.487538831066472
1.653,0.487245578104725
1.654,0.486952596595357
1.655,0.486659886691285
1.656,0.486367448545416
1.657,0.486075282310625
1.658,0.485783388139765
1.659,0.485491766185664
1.66,0.485200416601133
1.661,0.484909339538962
1.662,0.484618535151888
1.663,0.48432800359266
1.664,0.484037745013974
1.665,0.483747759568514
1.666,0.483458047408943
1.667,0.483168608687871
1.668,0.482879443557908
1.669,0.482590552171626
1.67,0.482301934681562
1.671,0.482013591240241
1.672,0.481725522000144
1.673,0.481437727113729
1.674,0.481150206733424
1.675,0.480862961011624
1.676,0.480575990100696
1.677,0.480289294152979
1.678,0.480002873320768
1.679,0.479716727756342
1.68,0.479430857611939
1.681,0.479145263039764
1.682,0.478859944191991
1.683,0.478559229050794
1.684,0.47824140480882
1.685,0.477923967921756
1.686,0.477606919161963
1.687,0.477290259302895
1.688,0.476973989119117
1.689,0.476658109386301
1.69,0.476342620881217
1.691,0.476027524381711
1.692,0.475712820666754
1.693,0.47539851051638
1.694,0.475084594711729
1.695,0.474771074035014
1.696,0.474457949269536
1.697,0.474145221199669
1.698,0.47383289061087
1.699,0.473520958289663
1.7,0.473209425023646
1.701,0.472898291601478
1.702,0.472587558812885
1.703,0.472277227448652
1.704,0.471967298300622
1.705,0.471657772161691
1.706,0.471348649825805
1.707,0.47103993208796
1.708,0.470731619744189
1.709,0.470423713591574
1.71,0.470116214428221
1.711,0.469809123053285
1.712,0.469502440266937
1.713,0.469196166870389
1.714,0.468890303665852
1.715,0.468584851456578
1.716,0.468279811046831
1.717,0.46797518324187
1.718,0.467670968847982
1.719,0.467367168672444
1.72,0.467063783523536
1.721,0.466760814210535
1.722,0.466458261543717
1.723,0.466156126334331
1.724,0.465854409394616
1.725,0.465553111537799
1.726,0.46525223357807
1.727,0.4649517763306
1.728,0.464651740611521
1.729,0.464352127237929
1.73,0.464052937027883
1.731,0.463754170800389
1.732,0.463455829375406
1.733,0.463157913573845
1.734,0.462860424217546
1.735,0.462563362129289
1.736,0.462266728132793
1.737,0.461970523052698
1.738,0.461674747714568
1.739,0.461379402944877
1.74,0.461084489571025
1.741,0.460790008421311
1.742,0.460495960324947
1.743,0.460202346112025
1.744,0.459909166613549
1.745,0.459616422661404
1.746,0.459324115088353
1.747,0.459032244728051
1.748,0.458740812415014
1.749,0.45844981898463
1.75,0.458159265273146
1.751,0.457869152117676
1.752,0.457579480356177
1.753,0.457290250827453
1.754,0.457001464371157
1.755,0.456713121827764
1.756,0.456425224038604
1.757,0.456137771845802
1.758,0.455850766092317
1.759,0.455564207621928
1.76,0.4552780972792
1.761,0.454992435909533
1.762,0.45470722435909
1.763,0.45442246347484
1.764,0.454138154104537
1.765,0.453854297096712
1.766,0.453570893300665
1.767,0.453287943566465
1.768,0.453005448744937
1.769,0.452723409687673
1.77,0.452441827246997
1.771,0.45216070227598
1.772,0.451880035628428
1.773,0.45159982815889
1.774,0.45132008072261
1.775,0.451040794175565
1.776,0.450761969374438
1.777,0.450483607176625
1.778,0.450205708440201
1.779,0.449928274023939
1.78,0.449651304787294
1.781,0.449374801590401
1.782,0.449098765294058
1.783,0.448823196759724
1.784,0.448548096849525
1.785,0.44827346642622
1.786,0.447999306353224
1.787,0.447725617494576
1.788,0.447452400714943
1.789,0.447179656879619
1.79,0.4469073868545
1.791,0.446635591506098
1.792,0.446364271701515
1.793,0.446093428308446
1.794,0.445823062195178
1.795,0.445553174230558
1.796,0.445283765284009
1.797,0.445014836225511
1.798,0.44474638792561
1.799,0.444478421255378
1.8,0.444210937086431
1.801,0.443943936290922
1.802,0.443677419741514
1.803,0.443411388311394
1.804,0.443145842874246
1.805,0.442880784304257
1.806,0.442616213476105
1.807,0.442352131264935
1.808,0.442088538546379
1.809,0.441825436196531
1.81,0.441562825091944
1.811,0.441300706109608
1.812,0.441039080126964
1.813,0.440777948021881
1.814,0.440517310672638
1.815,0.440257168957954
1.816,0.439997523756923
1.817,0.439738375949067
1.818,0.439479726414263
1.819,0.43922157603279
1.82,0.438963925685285
1.821,0.438706776252757
1.822,0.43845012861656
1.823,0.438193983658382
1.824,0.437938342260265
1.825,0.437683205304561
1.826,0.43742857367394
1.827,0.437174448251383
1.828,0.436920829920164
1.829,0.43666771956384
1.83,0.436415118066254
1.831,0.436163026311518
1.832,0.435911445183994
1.833,0.435660375568302
1.834,0.435409818349297
1.835,0.43515977441207
1.836,0.434910244641923
1.837,0.434661229924371
1.838,0.434412731145138
1.839,0.434164749190127
1.84,0.433917284945433
1.841,0.433670339297306
1.842,0.433423913132172
1.843,0.433178007336607
1.844,0.432932622797307
1.845,0.43268776040112
1.846,0.432443421035007
1.847,0.432199605586028
1.848,0.431956314941361
1.849,0.431713549988248
1.85,0.431471311614031
1.851,0.43122960070611
1.852,0.430988418151931
1.853,0.430747764839004
1.854,0.430507641654858
1.855,0.430268049487062
1.856,0.430028989223175
1.857,0.429790461750791
1.858,0.429552467957461
1.859,0.429315008730739
1.86,0.42907808495813
1.861,0.428841697527117
1.862,0.428605847325123
1.863,0.428370535239487
1.864,0.428135762157503
1.865,0.427901528966357
1.866,0.42766783655314
1.867,0.427434685804842
1.868,0.427202077608311
1.869,0.426970012850287
1.87,0.426738492417344
1.871,0.426507517195913
1.872,0.426277088072243
1.873,0.426047205932421
1.874,0.425817871662323
1.875,0.425589086147634
1.876,0.425360850273821
1.877,0.425133164926113
1.878,0.424906030989509
1.879,0.424679449348756
1.88,0.42445342088833
1.881,0.424227946492435
1.882,0.424003027044979
1.883,0.423778663429586
1.884,0.423554856529545
1.885,0.423331607227832
1.886,0.423108916407084
1.887,0.422886784949575
1.888,0.422665213737235
1.889,0.422444203651601
1.89,0.422223755573829
1.891,0.422003870384666
1.892,0.421784548964451
1.893,0.421565792193098
1.894,0.421347600950073
1.895,0.421129976114389
1.896,0.4209129185646
1.897,0.420696429178777
1.898,0.420480508834492
1.899,0.420265158408826
1.9,0.420050378778327
1.901,0.419836170819017
1.902,0.419622535406372
1.903,0.419409473415309
1.904,0.41919698572018
1.905,0.418985073194736
1.906,0.418773736712142
1.907,0.418562977144951
1.908,0.418352795365075
1.909,0.418143192243808
1.91,0.417934168651775
1.911,0.417725725458941
1.912,0.417517863534584
1.913,0.417310583747301
1.914,0.417103886964955
1.915,0.416897774054715
1.916,0.416692245883
1.917,0.416487303315475
1.918,0.416282947217055
1.919,0.41607917845186
1.92,0.415875997883231
1.921,0.415673406373694
1.922,0.415471404784958
1.923,0.415269993977893
1.924,0.415069174812524
1.925,0.414868948148016
1.926,0.414669314842645
1.927,0.41447027575381
1.928,0.41427183173799
1.929,0.414073983650741
1.93,0.413876732346696
1.931,0.413680078679534
1.932,0.413484023501962
1.933,0.413288567665708
1.934,0.41309371202151
1.935,0.412899457419105
1.936,0.412705804707191
1.937,0.412512754733437
1.938,0.412320308344453
1.939,0.412128466385785
1.94,0.411937229701898
1.941,0.411746599136151
1.942,0.411556575530796
1.943,0.411367159726965
1.944,0.411178352564628
1.945,0.410990154882604
1.946,0.410802567518555
1.947,0.410615591308929
1.948,0.410429227088992
1.949,0.410243475692778
1.95,0.410058337953094
1.951,0.409873814701495
1.952,0.409689906768272
1.953,0.409506614982437
1.954,0.409323940171711
1.955,0.409141883162493
1.956,0.408960444779868
1.957,0.408779625847572
1.958,0.408599427187992
1.959,0.408419849622134
1.96,0.408240893969627
1.961,0.408062561048681
1.962,0.407884851676107
1.963,0.407707766667262
1.964,0.40753130683607
1.965,0.407355472994974
1.966,0.407180265954951
1.967,0.407005686525467
1.968,0.406831735514489
1.969,0.406658413728438
1.97,0.406485721972214
1.971,0.406313661049133
1.972,0.406142231760953
1.973,0.405971434907833
1.974,0.405801271288326
1.975,0.405631741699357
1.976,0.405462846936222
1.977,0.40529458779256
1.978,0.405126965060328
1.979,0.404959979529806
1.98,0.404793631989572
1.981,0.404627923226485
1.982,0.404462854025659
1.983,0.404298425170479
1.984,0.404134637442539
1.985,0.403971491621672
1.986,0.403808988485894
1.987,0.403647128811415
1.988,0.403485913372622
1.989,0.403325342942041
1.99,0.403165418290353
1.991,0.40300614018634
1.992,0.4028475093969
1.993,0.402689526687025
1.994,0.402532192819773
1.995,0.402375508556254
1.996,0.402219474655635
1.997,0.402064091875093
1.998,0.401909360969823
1.999,0.401755282693009
2,0.401601857795808
2.001,0.401449087027346
2.002,0.401296971134686
2.003,0.401145510862824
2.004,0.400994706954663
2.005,0.400844560151009
2.006,0.400695071190548
2.007,0.400546240809814
2.008,0.400398069743215
2.009,0.400250558722968
2.01,0.400103708479116
2.011,0.399957519739504
2.012,0.399811993229751
2.013,0.399667129673255
2.014,0.399522929791154
2.015,0.399379394302332
2.016,0.399236523923381
2.017,0.399094319368607
2.018,0.398952781349995
2.019,0.398811910577205
2.02,0.398671707757553
2.021,0.398532173595992
2.022,0.398393308795099
2.023,0.398255114055061
2.024,0.398117590073646
2.025,0.39798073754621
2.026,0.397844557165659
2.027,0.397709049622453
2.028,0.397574215604568
2.029,0.397440055797501
2.03,0.397306570884239
2.031,0.397158594557366
2.032,0.396978407519262
2.033,0.396798541597826
2.034,0.396618996875897
2.035,0.396439773435863
2.036,0.396260871359686
2.037,0.396082290728914
2.038,0.395904031624644
2.039,0.395726094127542
2.04,0.395548478317845
2.041,0.395371184275339
2.042,0.395194212079385
2.043,0.395017561808885
2.044,0.394841233542321
2.045,0.394665227357707
2.046,0.394489543332634
2.047,0.394314181544225
2.048,0.394139142069175
2.049,0.393964424983704
2.05,0.393790030363602
2.051,0.393615958284197
2.052,0.393442208820364
2.053,0.393268782046507
2.054,0.393095678036601
2.055,0.392922896864138
2.056,0.392750438602152
2.057,0.392578303323221
2.058,0.392406491099463
2.059,0.392235002002515
2.06,0.392063836103562
2.061,0.391892993473303
2.062,0.391722474181985
2.063,0.391552278299379
2.064,0.391382405894766
2.065,0.391212857036973
2.066,0.391043631794339
2.067,0.390874730234732
2.068,0.39070615242554
2.069,0.390537898433658
2.07,0.390369968325513
2.071,0.390202362167038
2.072,0.390035080023695
2.073,0.389868121960438
2.074,0.38970148804174
2.075,0.3895351783316
2.076,0.389369192893502
2.077,0.389203531790456
2.078,0.389038195084955
2.079,0.388873182839018
2.08,0.388708495114161
2.081,0.388544131971392
2.082,0.388380093471216
2.083,0.388216379673658
2.084,0.388052990638219
2.085,0.387889926423894
2.086,0.38772718708919
2.087,0.387564772692077
2.088,0.387402683290048
2.089,0.387240918940061
2.09,0.387079479698567
2.091,0.386918365621511
2.092,0.386757576764309
2.093,0.386597113181871
2.094,0.386436974928587
2.095,0.386277162058322
2.096,0.386117674624413
2.097,0.385958512679692
2.098,0.38579967627646
2.099,0.38564116546648
2.1,0.385482980301
2.101,0.385325120830738
2.102,0.38516758710587
2.103,0.385010379176059
2.104,0.384853497090426
2.105,0.384696940897549
2.106,0.384540710645487
2.107,0.384384806381735
2.108,0.384229228153277
2.109,0.384073976006541
2.11,0.38391904998742
2.111,0.383764450141257
2.112,0.383610176512854
2.113,0.383456229146458
2.114,0.383212219544192
2.115,0.382853073689306
2.116,0.382494056425272
2.117,0.382135168114531
2.118,0.381776409120745
2.119,0.381417779808823
2.12,0.381059280544908
2.121,0.380700911696392
2.122,0.38034267363192
2.123,0.379984566721377
2.124,0.379626591335936
2.125,0.379268747848013
2.126,0.378911036631306
2.127,0.378553458060774
2.128,0.378196012512662
2.129,0.377838700364502
2.13,0.377481521995108
2.131,0.37712447778459
2.132,0.376767568114362
2.133,0.376410793367119
2.134,0.376054153926895
2.135,0.375697650179004
2.136,0.375341282510114
2.137,0.374985051308164
2.138,0.37462895696248
2.139,0.374272999863672
2.14,0.373917180403703
2.141,0.373561498975888
2.142,0.373205955974868
2.143,0.372850551796651
2.144,0.372495286838602
2.145,0.372140161499436
2.146,0.371785176179239
2.147,0.371430331279479
2.148,0.371075627202979
2.149,0.37072106435397
2.15,0.370366643138042
2.151,0.370012363962197
2.152,0.369658227234827
2.153,0.369304233365727
2.154,0.368950382766096
2.155,0.36859667584855
2.156,0.368243113027115
2.157,0.36788969471725
2.158,0.367536421335827
2.159,0.367183293301175
2.16,0.366830311033038
2.161,0.366477474952615
2.162,0.366124785482554
2.163,0.365772243046948
2.164,0.365419848071358
2.165,0.365067600982807
2.166,0.364715502209793
2.167,0.364363552182279
2.168,0.36401175133172
2.169,0.363660100091049
2.17,0.363308598894699
2.171,0.362957248178596
2.172,0.362606048380154
2.173,0.362254999938325
2.174,0.361904103293556
2.175,0.361553358887813
2.176,0.361202767164587
2.177,0.360852328568902
2.178,0.360502043547327
2.179,0.360151912547941
2.18,0.359801936020403
2.181,0.359452114415925
2.182,0.359102448187241
2.183,0.358752937788684
2.184,0.358403583676151
2.185,0.358054386307095
2.186,0.357705346140562
2.187,0.357356463637199
2.188,0.357007739259216
2.189,0.35665917347044
2.19,0.356310766736303
2.191,0.355962519523829
2.192,0.355614432301669
2.193,0.355266505540112
2.194,0.35491873971104
2.195,0.35457113528799
2.196,0.354223692746127
2.197,0.353876412562268
2.198,0.353529295214879
2.199,0.353182341184082
2.2,0.352835550951651
2.201,0.352488925001049
2.202,0.35214246381739
2.203,0.351796167887492
2.204,0.35145003769983
2.205,0.351104073744595
2.206,0.350758276513665
2.207,0.350412646500627
2.208,0.350067184200774
2.209,0.349721890111124
2.21,0.349376764730396
2.211,0.349031808559068
2.212,0.348687022099332
2.213,0.348342405855122
2.214,0.34799796033213
2.215,0.34765368603778
2.216,0.347309583481273
2.217,0.346965653173586
2.218,0.346621895627431
2.219,0.346278311357335
2.22,0.345934900879592
2.221,0.345591664712284
2.222,0.345248603375293
2.223,0.344905717390302
2.224,0.344563007280821
2.225,0.344220473572156
2.226,0.343878116791425
2.227,0.34353593746761
2.228,0.343193936131496
2.229,0.342852113315725
2.23,0.34251046955478
2.231,0.342169005385012
2.232,0.341827721344617
2.233,0.341486617973652
2.234,0.341145695814061
2.235,0.340804955409674
2.236,0.340464397306187
2.237,0.340124022051213
2.238,0.339783830194246
2.239,0.339443822286695
2.24,0.339103998881884
2.241,0.33876436053503
2.242,0.338424907803319
2.243,0.338085641245842
2.244,0.337746561423637
2.245,0.337407668899674
2.246,0.337068964238912
2.247,0.336730448008222
2.248,0.336392120776472
2.249,0.336053983114492
2.25,0.335716035595106
2.251,0.335378278793097
2.252,0.335040713285253
2.253,0.334703339650376
2.254,0.33436615846926
2.255,0.334029170324711
2.256,0.333692375801558
2.257,0.333355775486659
2.258,0.333019369968898
2.259,0.332683159839213
2.26,0.332347145690587
2.261,0.332011328118033
2.262,0.331675707718656
2.263,0.331340285091614
2.264,0.331005060838147
2.265,0.330670035561564
2.266,0.330335209867274
2.267,0.330000584362783
2.268,0.329666159657682
2.269,0.329331936363703
2.27,0.328997915094661
2.271,0.328664096466521
2.272,0.328330481097363
2.273,0.3279970696074
2.274,0.327663862619011
2.275,0.327330860756708
2.276,0.326998064647173
2.277,0.326665474919241
2.278,0.326333092203935
2.279,0.326000917134446
2.28,0.325668950346155
2.281,0.325337192476638
2.282,0.325005644165684
2.283,0.324674306055258
2.284,0.324343178789586
2.285,0.324012263015066
2.286,0.323681559380373
2.287,0.323351068536393
2.288,0.323020791136254
2.289,0.322690727835345
2.29,0.322360879291308
2.291,0.322031246164067
2.292,0.321701829115788
2.293,0.32137262881095
2.294,0.321043645916286
2.295,0.32071488110085
2.296,0.320386335035993
2.297,0.320058008395368
2.298,0.319729901854943
2.299,0.319402016093016
2.3,0.319074351790214
2.301,0.318746909629498
2.302,0.318419690296179
2.303,0.318092694477925
2.304,0.317765922864749
2.305,0.317439376149047
2.306,0.317113055025578
2.307,0.316786960191496
2.308,0.316461092346319
2.309,0.316135452191991
2.31,0.315810040432837
2.311,0.315484857775616
2.312,0.315159904929475
2.313,0.314835182606021
2.314,0.314510691519262
2.315,0.314186432385665
2.316,0.31386240592414
2.317,0.313538612856053
2.318,0.313215053905225
2.319,0.312891729797955
2.32,0.312568641263022
2.321,0.312245789031684
2.322,0.311923173837686
2.323,0.311600796417274
2.324,0.311278657509207
2.325,0.310956757854753
2.326,0.310635098197703
2.327,0.310313679284361
2.328,0.309992501863598
2.329,0.309671566686793
2.33,0.309350874507907
