i;ii;iii;iv
-0.12181;0.0017951;-0.14135;0.017747
-0.12636;0.00072682;-0.14149;0.022235
-0.13076;-0.00030066;-0.14152;0.02678
-0.13497;-0.0012812;-0.14147;0.031344
-0.13892;-0.002209;-0.14133;0.035888
-0.14256;-0.0030799;-0.14112;0.040382
-0.14585;-0.0038929;-0.14084;0.044795
-0.14873;-0.0046526;-0.14049;0.049104
-0.1512;-0.0053671;-0.14007;0.053285
-0.15325;-0.0060462;-0.13959;0.057316
-0.15489;-0.0066988;-0.13903;0.061174
-0.15612;-0.0073327;-0.13842;0.064839
-0.15696;-0.0079543;-0.13775;0.068289
-0.15744;-0.0085698;-0.13702;0.071507
-0.15758;-0.0091857;-0.13624;0.074478
-0.15744;-0.0098087;-0.13542;0.077188
-0.15704;-0.010444;-0.13457;0.079623
-0.15642;-0.011095;-0.13369;0.081769
-0.1556;-0.011761;-0.13279;0.083613
-0.15462;-0.012439;-0.13187;0.085146
-0.15349;-0.013124;-0.13094;0.086368
-0.15223;-0.013809;-0.12999;0.087282
-0.15085;-0.014484;-0.12903;0.087898
-0.14935;-0.01514;-0.12805;0.088226
-0.14773;-0.015762;-0.12706;0.088281
-0.14599;-0.016341;-0.12606;0.08808
-0.14412;-0.016865;-0.12504;0.087643
-0.14211;-0.017328;-0.12399;0.086989
-0.13996;-0.017727;-0.12291;0.086138
-0.13766;-0.018062;-0.12179;0.085104
-0.13521;-0.018336;-0.12062;0.0839
-0.13261;-0.01855;-0.11938;0.082538
-0.12987;-0.01871;-0.11807;0.081028
-0.12701;-0.018818;-0.11666;0.07938
-0.12404;-0.01888;-0.11515;0.077608
-0.12099;-0.018899;-0.11353;0.075725
-0.11785;-0.018879;-0.11181;0.073745
-0.11464;-0.018823;-0.10997;0.071683
-0.11138;-0.018728;-0.10801;0.069554
-0.10807;-0.018593;-0.10594;0.067375
-0.10474;-0.018415;-0.10376;0.065163
-0.10137;-0.018189;-0.10146;0.062938
-0.097979;-0.01791;-0.099048;0.06072
-0.094571;-0.017573;-0.096526;0.058523
-0.091148;-0.017174;-0.093895;0.056359
-0.087717;-0.016711;-0.091156;0.054235
-0.084283;-0.016184;-0.088316;0.052153
-0.080854;-0.015596;-0.08538;0.050114
-0.077436;-0.014956;-0.082358;0.048116
-0.074035;-0.01427;-0.07926;0.046149
-0.070659;-0.01355;-0.076101;0.044202
-0.067312;-0.012805;-0.072893;0.042254
-0.064002;-0.012048;-0.069648;0.040287
-0.060734;-0.011288;-0.066377;0.038287
-0.057513;-0.010535;-0.063091;0.036246
-0.054339;-0.0097934;-0.059805;0.034164
-0.051212;-0.0090674;-0.056531;0.032045
-0.048133;-0.0083562;-0.053283;0.029899
-0.045102;-0.0076572;-0.050069;0.027737
-0.042121;-0.006967;-0.046898;0.025577
-0.039193;-0.0062831;-0.043776;0.02344
-0.036322;-0.0056048;-0.04071;0.021346
-0.033513;-0.0049323;-0.037708;0.019317
-0.030769;-0.0042663;-0.03478;0.017373
-0.028096;-0.0036075;-0.031933;0.015532
-0.025503;-0.0029574;-0.029171;0.013811
-0.022999;-0.00232;-0.0265;0.01222
-0.020592;-0.001703;-0.023922;0.010768
-0.018292;-0.001117;-0.021444;0.0094526
-0.016107;-0.00057495;-0.019074;0.0082681
-0.014047;-8.9634e-05;-0.01682;0.0072011
-0.012119;0.00032743;-0.014693;0.0062364
-0.010331;0.0006668;-0.012696;0.0053593
-0.0086892;0.0009218;-0.010831;0.0045579
-0.0071969;0.0010891;-0.0090977;0.0038252
-0.0058536;0.0011691;-0.0074967;0.0031577
-0.0046562;0.0011669;-0.0060314;0.0025534
-0.0036005;0.0010917;-0.0047082;0.0020101
-0.0026825;0.00095679;-0.0035348;0.0015254
-0.0018995;0.00077923;-0.0025186;0.001099
-0.00125;0.00057918;-0.0016658;0.00073407
-0.00073409;0.00037855;-0.00098248;0.00043617
-0.00035296;0.00019992;-0.00047417;0.00021147
-0.00010796;6.6232e-05;-0.00014559;6.5088e-05
0;0;0;0
3.1791e-05;0.0001104;-0.00010109;-5.5829e-05
9.9285e-05;0.00035968;-0.00032825;-0.00018613
0.00019753;0.00074512;-0.00067357;-0.00039115
0.00032249;0.001262;-0.0011237;-0.00066371
0.00047128;0.0019043;-0.0016636;-0.00099047
0.00064245;0.0026659;-0.0022797;-0.0013553
0.00083604;0.0035404;-0.0029602;-0.0017415
0.0010534;0.0045198;-0.0036922;-0.0021318
0.0012967;0.0055929;-0.0044601;-0.0025095
0.0015686;0.0067451;-0.0052467;-0.0028599
0.0018716;0.0079599;-0.0060378;-0.0031715
0.0022071;0.0092214;-0.0068231;-0.0034372
0.0025761;0.010516;-0.0075964;-0.0036543
0.0029795;0.011834;-0.0083531;-0.0038255
0.0034186;0.013166;-0.0090896;-0.0039583
0.0038946;0.014502;-0.0098045;-0.0040638
0.0044095;0.015834;-0.010501;-0.0041538
0.0049654;0.017152;-0.011188;-0.0042394
0.0055648;0.018448;-0.011879;-0.0043309
0.0062107;0.019717;-0.012591;-0.0044389
0.0069063;0.020955;-0.013339;-0.0045721
0.0076558;0.022159;-0.014138;-0.0047349
0.008464;0.023328;-0.015001;-0.0049244
0.0093369;0.024462;-0.015944;-0.0051301
0.010281;0.025563;-0.016978;-0.0053349
0.011302;0.026635;-0.018113;-0.0055175
0.012407;0.027684;-0.019352;-0.0056521
0.013604;0.028717;-0.020693;-0.0057094
0.0149;0.02974;-0.022125;-0.005657
0.016306;0.030758;-0.023636;-0.0054612
0.017829;0.031775;-0.025207;-0.0050896
0.019481;0.032792;-0.026817;-0.0045127
0.021268;0.033814;-0.028445;-0.0037049
0.023192;0.034838;-0.030073;-0.0026442
0.025252;0.035863;-0.031682;-0.001312
0.027439;0.036887;-0.033258;0.00030567
0.029742;0.037909;-0.034789;0.0022176
0.032143;0.03893;-0.036268;0.0044255
0.034624;0.039955;-0.037688;0.0069249
0.037163;0.04099;-0.039048;0.0097068
0.039732;0.042044;-0.040352;0.012759
0.042301;0.043123;-0.041607;0.016069
0.044838;0.044233;-0.042823;0.019624
0.047306;0.045378;-0.044006;0.023408
0.04967;0.046562;-0.045158;0.027405
0.051894;0.047791;-0.046275;0.031594
0.053943;0.049068;-0.04735;0.035951
0.055785;0.050398;-0.048374;0.040452
0.057391;0.051781;-0.049335;0.045074
0.058735;0.053219;-0.050219;0.049789
0.059799;0.054707;-0.051012;0.054567
0.06057;0.05624;-0.051704;0.059371
0.061042;0.057811;-0.052284;0.064155
0.061214;0.059411;-0.052748;0.068871
0.061088;0.06103;-0.053093;0.07347
0.060671;0.062658;-0.053317;0.077902
0.059973;0.064281;-0.053418;0.082126
0.059003;0.065888;-0.053397;0.086103
0.057775;0.067466;-0.053252;0.089805
0.056306;0.069007;-0.052988;0.093213
0.054615;0.0705;-0.052605;0.096313
0.05272;0.071937;-0.052108;0.0991
0.050638;0.073309;-0.051499;0.10157
0.048388;0.074609;-0.050783;0.10374
0.04599;0.075833;-0.049967;0.1056
0.043467;0.076981;-0.049057;0.10717
0.040853;0.078056;-0.048063;0.10846
0.038191;0.079062;-0.046995;0.10949
0.035532;0.080004;-0.045865;0.11026
0.032939;0.080886;-0.044684;0.1108
0.030481;0.081709;-0.043466;0.11112
0.028224;0.082475;-0.042224;0.11125
0.026231;0.083184;-0.040975;0.1112
0.024545;0.083836;-0.039736;0.11099
0.02319;0.084433;-0.038525;0.11061
0.022169;0.084978;-0.037361;0.11008
0.021474;0.085473;-0.036266;0.10939
0.021095;0.085922;-0.035258;0.10853
0.021022;0.086332;-0.034357;0.10752
0.021236;0.086711;-0.033582;0.10636
0.021704;0.087072;-0.032948;0.10504
0.022378;0.087421;-0.032474;0.10359
0.0232;0.087764;-0.032173;0.10202
0.02411;0.088101;-0.032058;0.10035
0.025056;0.088427;-0.032141;0.09861
0.02599;0.088742;-0.032429;0.096824
0.026869;0.089042;-0.032928;0.095027
0.027648;0.089329;-0.033639;0.093261
0.028288;0.0896;-0.034561;0.091578
0.028754;0.08985;-0.035686;0.090036
0.029025;0.09007;-0.037004;0.088694
0.029088;0.09025;-0.038494;0.087615
0.02894;0.090382;-0.040135;0.086854
0.028582;0.090458;-0.041895;0.086463
0.028021;0.090472;-0.043744;0.086481
0.027264;0.09042;-0.045646;0.086944
0.026324;0.090301;-0.047566;0.087877
0.025217;0.090114;-0.04947;0.089295
0.023965;0.089862;-0.051328;0.091202
0.022588;0.089552;-0.053114;0.093587
0.021108;0.089193;-0.054807;0.096433
0.019546;0.088796;-0.05639;0.099709
0.017922;0.088371;-0.05785;0.10339
0.016254;0.08793;-0.059177;0.10743
0.014559;0.087482;-0.060366;0.11179
0.012847;0.087035;-0.061415;0.11644
0.011126;0.086593;-0.062327;0.12133
0.0093989;0.086163;-0.063105;0.12642
0.0076636;0.08575;-0.063758;0.13166
0.0059141;0.085355;-0.064295;0.13699
0.0041395;0.084977;-0.064726;0.14236
0.0023246;0.084613;-0.065058;0.14772
0.00045151;0.084255;-0.065297;0.153
-0.0014978;0.083897;-0.065448;0.15816
-0.0035395;0.083534;-0.065514;0.16316
-0.0056862;0.083162;-0.065499;0.16796
-0.0079461;0.082778;-0.065404;0.17253
-0.010322;0.082377;-0.065226;0.17683
-0.012811;0.081958;-0.064962;0.18086
-0.015407;0.081516;-0.064606;0.18461
-0.018097;0.081053;-0.064153;0.18807
-0.020867;0.080571;-0.063594;0.19126
-0.023697;0.08007;-0.062925;0.19417
-0.026567;0.079553;-0.062143;0.19681
-0.029454;0.07902;-0.061249;0.19922
-0.032336;0.07847;-0.060251;0.20139
-0.035193;0.077902;-0.059163;0.20335
-0.038007;0.077314;-0.058;0.20512
-0.040762;0.076697;-0.05678;0.20669
-0.043445;0.076041;-0.055522;0.20807
-0.046043;0.075333;-0.054243;0.20926
-0.048549;0.074561;-0.052964;0.21026
-0.050959;0.073714;-0.051702;0.21105
-0.05327;0.072783;-0.050473;0.21163
-0.055483;0.071761;-0.049292;0.21197
-0.057597;0.070648;-0.048169;0.21207
-0.059612;0.069444;-0.047113;0.21192
-0.061525;0.068152;-0.046127;0.21151
-0.063328;0.066777;-0.04521;0.21085
-0.065016;0.06533;-0.044358;0.20994
-0.066579;0.063821;-0.043568;0.2088
-0.068011;0.062266;-0.042836;0.20744
-0.069303;0.060678;-0.042157;0.20586
-0.070444;0.059072;-0.041526;0.2041
-0.071427;0.05746;-0.040936;0.20216
-0.072244;0.055853;-0.04038;0.20008
-0.072887;0.054261;-0.039851;0.19787
-0.07335;0.052691;-0.039345;0.19555
-0.073631;0.051146;-0.038853;0.19314
-0.073726;0.049626;-0.03837;0.19064
-0.073639;0.048126;-0.037888;0.18807
-0.073373;0.046639;-0.037396;0.18542
-0.072935;0.045156;-0.036887;0.18269
-0.072333;0.043669;-0.036351;0.17987
-0.071579;0.042172;-0.03578;0.17694
-0.070684;0.040657;-0.035168;0.17389
-0.069661;0.039116;-0.034511;0.1707
-0.068523;0.037544;-0.033806;0.16735
-0.06728;0.035938;-0.033056;0.16381
-0.06594;0.034302;-0.032266;0.16007
-0.064514;0.032643;-0.03144;0.15609
-0.063008;0.030969;-0.030583;0.15188
-0.06143;0.02929;-0.0297;0.14742
-0.059786;0.027617;-0.028794;0.14272
-0.058081;0.02596;-0.027875;0.13782
-0.056319;0.024327;-0.026951;0.13273
-0.054502;0.022727;-0.026031;0.12747
-0.052637;0.021167;-0.025122;0.12208
-0.050729;0.019651;-0.024224;0.11658
-0.048786;0.018179;-0.023335;0.111
-0.046816;0.016748;-0.022453;0.10535
-0.044828;0.015356;-0.021573;0.099676
-0.042829;0.014;-0.020692;0.094003
-0.040827;0.012678;-0.019809;0.088354
-0.038826;0.011389;-0.01892;0.082752
-0.036829;0.010133;-0.018026;0.077217
-0.034838;0.0089096;-0.017128;0.071764
-0.032852;0.0077173;-0.016227;0.066408
-0.030869;0.0065584;-0.015324;0.061154
-0.028887;0.0054388;-0.01442;0.056003
-0.026903;0.0043675;-0.013515;0.050958
-0.02492;0.0033565;-0.012609;0.046024
-0.022939;0.0024194;-0.011701;0.041217
-0.020964;0.0015691;-0.010794;0.03656
-0.019002;0.0008173;-0.0098886;0.032084
-0.01706;0.00017356;-0.0089879;0.027822
-0.015148;-0.00035452;-0.0080927;0.02381
-0.013278;-0.00076207;-0.007204;0.020076
-0.011463;-0.001048;-0.0063251;0.016648
-0.0097198;-0.001216;-0.0054615;0.013544
-0.0080677;-0.0012751;-0.0046219;0.01078
-0.0065241;-0.0012402;-0.0038168;0.0083662
-0.0051066;-0.0011299;-0.0030576;0.0062998
-0.0038327;-0.00096484;-0.0023551;0.0045676
-0.0027198;-0.00076573;-0.0017201;0.0031483
-0.0017843;-0.00055387;-0.0011643;0.0020179
-0.0010394;-0.0003513;-0.00070101;0.0011554
-0.00049362;-0.00017963;-0.00034442;0.00054262
-0.00014871;-5.7661e-05;-0.00010734;0.00016273
0;0;0;0
3.6055e-05;-1.4312e-05;-8.0263e-05;-0.00011375
0.00011088;-5.1359e-05;-0.00025195;-0.00036391
0.00021654;-0.00011434;-0.00050594;-0.00073874
0.00034646;-0.00020331;-0.00083704;-0.0012243
0.00049614;-0.00031678;-0.0012429;-0.0018039
0.00066403;-0.00045309;-0.0017245;-0.0024585
0.00085194;-0.0006107;-0.0022871;-0.0031683
0.0010647;-0.00078746;-0.0029412;-0.0039138
0.0013089;-0.00097941;-0.0036999;-0.0046772
0.0015922;-0.0011797;-0.0045761;-0.0054452
0.0019223;-0.0013794;-0.0055804;-0.0062119
0.0023069;-0.0015698;-0.0067203;-0.0069791
0.0027541;-0.0017444;-0.0080005;-0.0077533
0.0032709;-0.0018999;-0.0094223;-0.0085414
0.0038628;-0.0020349;-0.010984;-0.0093478
0.0045336;-0.0021485;-0.012682;-0.010174
0.0052866;-0.0022404;-0.014506;-0.011019
0.0061253;-0.0023111;-0.016446;-0.01188
0.0070529;-0.0023635;-0.018487;-0.012754
0.0080717;-0.0024035;-0.020615;-0.013634
0.0091823;-0.0024382;-0.022815;-0.014513
0.010385;-0.0024741;-0.025073;-0.015376
0.011677;-0.0025157;-0.027379;-0.016209
0.013059;-0.0025667;-0.029726;-0.016999
0.014526;-0.0026312;-0.032109;-0.01773
0.016077;-0.0027145;-0.034526;-0.018386
0.017712;-0.0028215;-0.036976;-0.018952
0.019428;-0.0029551;-0.039459;-0.019413
0.021227;-0.0031151;-0.041972;-0.019759
0.023108;-0.0032994;-0.044517;-0.019985
0.025073;-0.0035065;-0.047094;-0.020099
0.027126;-0.0037353;-0.049705;-0.020114
0.02927;-0.0039844;-0.052349;-0.020049
0.031508;-0.004251;-0.055024;-0.019927
0.033834;-0.0045309;-0.057723;-0.019772
0.03624;-0.0048191;-0.060435;-0.019611
0.038706;-0.0051099;-0.063147;-0.019467
0.04121;-0.0053975;-0.065845;-0.019363
0.043725;-0.0056757;-0.068517;-0.019319
0.046219;-0.0059376;-0.071152;-0.019349
0.048662;-0.0061743;-0.073742;-0.019462
0.051018;-0.006376;-0.076276;-0.019657
0.053253;-0.0065325;-0.078743;-0.019925
0.055336;-0.0066353;-0.081134;-0.020249
0.057235;-0.0066772;-0.083441;-0.020611
0.058922;-0.006652;-0.085657;-0.020992
0.06037;-0.0065539;-0.087775;-0.021372
0.061557;-0.0063781;-0.089785;-0.021735
0.062461;-0.006123;-0.091681;-0.022071
0.063063;-0.0057914;-0.093455;-0.022378
0.063347;-0.0053905;-0.095107;-0.022661
0.063297;-0.0049306;-0.096635;-0.022937
0.062899;-0.0044244;-0.098041;-0.023225
0.062142;-0.0038855;-0.099324;-0.023553
0.061013;-0.003327;-0.10049;-0.023945
0.059503;-0.0027599;-0.10153;-0.024426
0.057604;-0.0021908;-0.10245;-0.025015
0.055314;-0.001622;-0.10326;-0.025722
0.052636;-0.0010504;-0.10397;-0.026552
0.049575;-0.00046836;-0.10457;-0.027501
0.046137;0.00013587;-0.10507;-0.028563
0.042328;0.00077563;-0.10547;-0.029726
0.038159;0.001463;-0.10579;-0.030976
0.033646;0.002207;-0.10603;-0.032298
0.028814;0.003014;-0.1062;-0.033678
0.023701;0.0038891;-0.10632;-0.035103
0.018357;0.0048377;-0.10639;-0.03656
0.012848;0.0058643;-0.10642;-0.038035
0.0072524;0.0069709;-0.10642;-0.039515
0.0016588;0.0081565;-0.10638;-0.040993
-0.0038443;0.0094179;-0.10632;-0.042467
-0.0091807;0.010751;-0.10623;-0.043939
-0.0143;0.012148;-0.10612;-0.045422
-0.019177;0.013603;-0.10598;-0.046929
-0.023805;0.015106;-0.10582;-0.048477
-0.02817;0.016644;-0.10565;-0.050085
-0.032257;0.018205;-0.10546;-0.051771
-0.036051;0.019777;-0.10527;-0.053554
-0.039554;0.021347;-0.10508;-0.055449
-0.042793;0.022909;-0.10491;-0.057463
-0.04581;0.024456;-0.10478;-0.059596
-0.04865;0.025986;-0.10469;-0.06184
-0.051352;0.027502;-0.10467;-0.064182
-0.053949;0.029008;-0.10472;-0.066607
-0.056473;0.030511;-0.10487;-0.069099
-0.058961;0.03202;-0.10513;-0.071642
-0.061451;0.033541;-0.10551;-0.07422
-0.063973;0.035082;-0.10601;-0.076811
-0.066544;0.036645;-0.10663;-0.079392
-0.069168;0.038232;-0.10738;-0.081939
-0.071837;0.039842;-0.10824;-0.084432
-0.074542;0.041473;-0.10919;-0.086852
-0.077271;0.043122;-0.11022;-0.089189
-0.080008;0.044785;-0.1113;-0.09143
-0.082731;0.046457;-0.1124;-0.093562
-0.085408;0.04813;-0.11349;-0.095568
-0.088006;0.049792;-0.11453;-0.097421
-0.090489;0.051433;-0.1155;-0.099091
-0.092828;0.053041;-0.11636;-0.10054
-0.094992;0.054606;-0.1171;-0.10172
-0.096952;0.056124;-0.11768;-0.10259
-0.098676;0.057591;-0.11811;-0.10308
-0.10013;0.059005;-0.11838;-0.10314
-0.10131;0.060365;-0.11847;-0.10272
-0.10218;0.061672;-0.11841;-0.10178
-0.10276;0.062928;-0.1182;-0.10027
-0.10303;0.064131;-0.11785;-0.098189
-0.10301;0.065278;-0.1174;-0.095527
-0.10271;0.066364;-0.11685;-0.092299
-0.10214;0.067383;-0.11622;-0.088532
-0.10134;0.068325;-0.11555;-0.084276
-0.10033;0.069182;-0.11484;-0.079589
-0.099154;0.069944;-0.11411;-0.074544
-0.097842;0.070602;-0.11336;-0.069212
-0.096429;0.071151;-0.11259;-0.063665
-0.094944;0.071585;-0.11181;-0.057975
-0.093417;0.071899;-0.11101;-0.052212
-0.091875;0.072092;-0.11018;-0.046453
-0.090336;0.072159;-0.10931;-0.040773
-0.088814;0.072102;-0.10838;-0.035239
-0.087315;0.071924;-0.1074;-0.029903
-0.085845;0.071634;-0.10635;-0.024798
-0.084403;0.071244;-0.10522;-0.019943
-0.082989;0.070766;-0.10402;-0.015344
-0.0816;0.070214;-0.10273;-0.010997
-0.080231;0.069604;-0.10135;-0.0068936
-0.078881;0.068948;-0.099895;-0.0030183
-0.077547;0.068257;-0.098354;0.00064656
-0.076227;0.067543;-0.096734;0.0041206
-0.074921;0.066811;-0.095043;0.0074219
-0.073629;0.066069;-0.09329;0.010562
-0.072351;0.065316;-0.091488;0.013545
-0.071088;0.064553;-0.089649;0.016364
-0.069842;0.063776;-0.087786;0.019006
-0.068614;0.062983;-0.085911;0.021455
-0.067401;0.062169;-0.084036;0.023695
-0.066202;0.061332;-0.082168;0.025712
-0.06501;0.060465;-0.080315;0.027489
-0.063815;0.059561;-0.07848;0.029011
-0.062604;0.058609;-0.076668;0.030263
-0.061365;0.057603;-0.074878;0.031236
-0.060089;0.056538;-0.073108;0.031931
-0.058769;0.055417;-0.071352;0.032359
-0.057402;0.054244;-0.069603;0.032541
-0.055986;0.053027;-0.067857;0.032506
-0.054521;0.051775;-0.066109;0.032283
-0.053009;0.050499;-0.064358;0.031906
-0.051452;0.049209;-0.062604;0.03141
-0.049857;0.047912;-0.060846;0.030829
-0.048227;0.046614;-0.059087;0.030196
-0.046569;0.045317;-0.057331;0.029539
-0.044889;0.044017;-0.055583;0.028877
-0.043195;0.042712;-0.053847;0.028219
-0.041494;0.041395;-0.052127;0.027572
-0.039797;0.040063;-0.05043;0.026937
-0.038109;0.038712;-0.048763;0.026309
-0.036438;0.03734;-0.047135;0.02568
-0.034788;0.035945;-0.045556;0.025037
-0.033162;0.034523;-0.044032;0.024363
-0.031561;0.033072;-0.04257;0.023641
-0.029986;0.031592;-0.041168;0.022862
-0.028435;0.030082;-0.039824;0.022019
-0.026909;0.028547;-0.038532;0.021115
-0.025406;0.026992;-0.037281;0.020159
-0.023925;0.025427;-0.03606;0.019167
-0.022467;0.023863;-0.034859;0.01816
-0.021031;0.022314;-0.033661;0.01716
-0.019618;0.020794;-0.032453;0.016195
-0.01823;0.019322;-0.031216;0.015288
-0.016868;0.017913;-0.029938;0.014461
-0.015531;0.016582;-0.028608;0.013728
-0.014219;0.015333;-0.027222;0.01309
-0.012933;0.014166;-0.025779;0.012542
-0.011673;0.013077;-0.024286;0.012071
-0.010444;0.012057;-0.022751;0.011656
-0.0092502;0.011098;-0.021192;0.011273
-0.0080954;0.010191;-0.019623;0.010897
-0.0069858;0.0093261;-0.01806;0.010501
-0.0059283;0.0084941;-0.016519;0.010063
-0.0049317;0.0076875;-0.015012;0.0095684
-0.0040061;0.0069014;-0.013553;0.0090095
-0.0031619;0.0061343;-0.012152;0.0083868
-0.0024079;0.0053883;-0.010818;0.0077078
-0.0017514;0.0046683;-0.0095615;0.0069852
-0.0011971;0.0039805;-0.0083862;0.0062363
-0.00074668;0.0033317;-0.0072946;0.005481
-0.00039875;0.0027295;-0.0062858;0.004741
-0.00014832;0.0021821;-0.0053578;0.0040365
1.3438e-05;0.0016969;-0.0045075;0.0033842
9.951e-05;0.0012793;-0.0037319;0.0027944
0.00012637;0.00093078;-0.0030288;0.0022707
0.00011231;0.00064931;-0.0023973;0.0018105
7.5231e-05;0.00042995;-0.0018381;0.0014085
3.0833e-05;0.00026624;-0.001353;0.0010591
-8.3178e-06;0.00015091;-0.00094384;0.00075881
-3.3384e-05;7.599e-05;-0.00061105;0.0005065
-4.0308e-05;3.2679e-05;-0.00035308;0.00030284
-3.0934e-05;1.1437e-05;-0.00016722;0.00014908
-1.3213e-05;2.8449e-06;-5.0465e-05;4.699e-05
0;0;0;0
8.1881e-05;-9.1775e-05;-0.00024611;-7.6041e-06
0.00026094;-0.00030031;-0.00080536;-2.9988e-05
0.00052792;-0.00062664;-0.0016771;-7.3517e-05
0.00087303;-0.0010731;-0.002857;-0.0001446
0.0012869;-0.0016429;-0.0043378;-0.00025089
0.0017616;-0.0023387;-0.0061112;-0.00040112
0.0022897;-0.003161;-0.0081692;-0.00060186
0.0028645;-0.0041085;-0.010504;-0.00085403
0.0034794;-0.0051793;-0.013107;-0.0011526
0.0041292;-0.0063722;-0.015967;-0.001489
0.0048107;-0.0076857;-0.019071;-0.0018548
0.0055235;-0.0091162;-0.022406;-0.0022435
0.0062699;-0.010656;-0.025957;-0.0026514
0.0070545;-0.012294;-0.029712;-0.0030753
0.0078838;-0.014019;-0.033659;-0.0035106
0.0087649;-0.015818;-0.037783;-0.0039528
0.0097047;-0.017682;-0.042065;-0.0043995
0.010708;-0.019598;-0.046485;-0.0048528
0.011776;-0.021554;-0.051021;-0.0053177
0.012911;-0.023538;-0.055651;-0.0058007
0.014112;-0.025534;-0.060354;-0.0063084
0.015378;-0.027529;-0.065108;-0.0068466
0.016708;-0.029509;-0.069891;-0.0074211
0.018101;-0.031464;-0.074678;-0.0080387
0.019556;-0.033384;-0.079445;-0.0087083
0.021071;-0.035263;-0.08417;-0.0094392
0.022643;-0.037094;-0.088833;-0.010238
0.024267;-0.038876;-0.093418;-0.011104
0.025941;-0.040608;-0.097911;-0.012034
0.027657;-0.042293;-0.1023;-0.013017
0.029412;-0.043934;-0.10659;-0.014041
0.0312;-0.045537;-0.11076;-0.015091
0.03302;-0.047106;-0.11482;-0.016154
0.034875;-0.048642;-0.11876;-0.017217
0.036768;-0.050148;-0.12257;-0.018267
0.038703;-0.051623;-0.12626;-0.019293
0.040683;-0.053067;-0.12984;-0.020284
0.042714;-0.054475;-0.13329;-0.021231
0.044796;-0.055842;-0.13662;-0.022128
0.046933;-0.057161;-0.13984;-0.022972
0.049123;-0.058424;-0.14295;-0.023764
0.051369;-0.059622;-0.14594;-0.024507
0.053668;-0.060748;-0.14882;-0.025209
0.056021;-0.061794;-0.15157;-0.025882
0.058426;-0.062753;-0.1542;-0.026538
0.060881;-0.063618;-0.15671;-0.027193
0.063387;-0.064381;-0.15909;-0.027856
0.065941;-0.065033;-0.16134;-0.028535
0.068546;-0.065571;-0.16347;-0.029227
0.071205;-0.065993;-0.16549;-0.029927
0.073926;-0.066299;-0.16741;-0.030629
0.076714;-0.066489;-0.16922;-0.031323
0.079576;-0.066564;-0.17095;-0.032
0.082516;-0.066528;-0.1726;-0.032652
0.08554;-0.066381;-0.1742;-0.033272
0.088653;-0.066124;-0.17574;-0.033855
0.091862;-0.065758;-0.17725;-0.034397
0.095174;-0.06528;-0.17874;-0.034901
0.098594;-0.064691;-0.1802;-0.035377
0.10212;-0.063992;-0.18166;-0.035838
0.10575;-0.063187;-0.1831;-0.036302
0.10947;-0.062283;-0.18454;-0.036785
0.11327;-0.061287;-0.18595;-0.037299
0.11711;-0.060206;-0.18734;-0.037857
0.12098;-0.059049;-0.1887;-0.038469
0.12485;-0.057829;-0.19;-0.03914
0.12869;-0.056558;-0.19122;-0.039875
0.13247;-0.05525;-0.19236;-0.040668
0.13617;-0.05392;-0.19338;-0.041512
0.13975;-0.052583;-0.19428;-0.042392
0.14318;-0.051252;-0.19504;-0.043297
0.14643;-0.049939;-0.19566;-0.04421
0.14949;-0.048655;-0.19614;-0.045117
0.15231;-0.047408;-0.19649;-0.046002
0.15488;-0.04621;-0.19672;-0.046852
0.15717;-0.045069;-0.19686;-0.047655
0.15917;-0.043992;-0.19691;-0.048406
0.16086;-0.042983;-0.19691;-0.049106
0.16221;-0.042044;-0.19687;-0.049763
0.16322;-0.041173;-0.19681;-0.050384
0.16387;-0.040373;-0.19676;-0.050981
0.16415;-0.039651;-0.19673;-0.051564
0.16406;-0.039011;-0.19673;-0.052141
0.16361;-0.038459;-0.19678;-0.052721
0.1628;-0.038001;-0.1969;-0.053311
0.16165;-0.037637;-0.1971;-0.053925
0.16017;-0.037374;-0.19738;-0.05457
0.15837;-0.037216;-0.19776;-0.055252
0.15625;-0.037167;-0.19824;-0.055973
0.15383;-0.037227;-0.19882;-0.056729
0.15112;-0.037392;-0.19952;-0.05752
0.14815;-0.037657;-0.20033;-0.05834
0.14496;-0.038018;-0.20125;-0.059188
0.14158;-0.038469;-0.20227;-0.06006
0.13807;-0.039004;-0.20337;-0.060948
0.13451;-0.039616;-0.20454;-0.061844
0.13095;-0.040296;-0.20575;-0.062736
0.12746;-0.041031;-0.20698;-0.063614
0.1241;-0.041809;-0.20821;-0.064465
0.1209;-0.042621;-0.20941;-0.065272
0.11786;-0.043459;-0.21056;-0.066017
0.11498;-0.044319;-0.21165;-0.066675
0.11228;-0.045198;-0.21264;-0.067222
0.10976;-0.046094;-0.21353;-0.06763
0.10742;-0.047009;-0.21429;-0.067876
0.10525;-0.047945;-0.21493;-0.067935
0.10323;-0.048907;-0.21544;-0.067783
0.10133;-0.049901;-0.2158;-0.067394
0.099509;-0.050934;-0.21601;-0.066743
0.097739;-0.052012;-0.21607;-0.065807
0.095997;-0.053139;-0.21596;-0.064571
0.094258;-0.054317;-0.2157;-0.063026
0.092496;-0.055542;-0.21528;-0.061171
0.090683;-0.056809;-0.21469;-0.059009
0.088791;-0.058111;-0.21393;-0.056546
0.0868;-0.059439;-0.21301;-0.053794
0.084697;-0.060786;-0.21192;-0.050769
