i;ii;iii;iv
-0.31965;-0.036777;-0.21181;0.027193
-0.31706;-0.03264;-0.21103;0.028687
-0.31439;-0.028455;-0.21006;0.030343
-0.31166;-0.024242;-0.20891;0.032142
-0.30885;-0.020021;-0.20759;0.034069
-0.30598;-0.015811;-0.20612;0.036108
-0.30303;-0.011627;-0.20452;0.038242
-0.30001;-0.0074771;-0.20281;0.040448
-0.29692;-0.0033671;-0.201;0.042698
-0.29377;0.00070084;-0.1991;0.04496
-0.29057;0.0047273;-0.19712;0.0472
-0.28731;0.0087148;-0.19507;0.049387
-0.28403;0.012666;-0.19294;0.051497
-0.28071;0.016583;-0.19072;0.053511
-0.27739;0.020466;-0.18841;0.055418
-0.27407;0.024312;-0.18601;0.057205
-0.27075;0.028112;-0.18349;0.058862
-0.26746;0.031856;-0.18087;0.060381
-0.2642;0.035528;-0.17813;0.061756
-0.26098;0.039111;-0.17528;0.062988
-0.25782;0.04259;-0.17233;0.064086
-0.25472;0.045952;-0.16929;0.065064
-0.25169;0.049182;-0.16618;0.065934
-0.24874;0.052269;-0.16302;0.066711
-0.24586;0.055197;-0.15983;0.067406
-0.24308;0.057958;-0.15663;0.068026
-0.24038;0.060545;-0.15345;0.068575
-0.23777;0.062962;-0.15029;0.069056
-0.23524;0.065214;-0.14718;0.069465
-0.2328;0.067314;-0.14412;0.069794
-0.23042;0.069272;-0.14112;0.070028
-0.22809;0.0711;-0.13818;0.070149
-0.22579;0.072806;-0.13529;0.070133
-0.22349;0.074396;-0.13244;0.069956
-0.22118;0.075876;-0.12961;0.0696
-0.21881;0.077245;-0.1268;0.06905
-0.21637;0.078499;-0.12397;0.068299
-0.21385;0.079627;-0.12113;0.06735
-0.21121;0.080611;-0.11826;0.066215
-0.20845;0.081433;-0.11536;0.064917
-0.20555;0.082075;-0.11244;0.063483
-0.2025;0.082521;-0.10949;0.061944
-0.19929;0.082759;-0.10654;0.060332
-0.19592;0.082783;-0.10358;0.058676
-0.19239;0.082589;-0.10063;0.057001
-0.18869;0.082178;-0.097706;0.055325
-0.18481;0.081557;-0.094804;0.053665
-0.18077;0.080736;-0.091936;0.05203
-0.17655;0.07973;-0.089109;0.050425
-0.17216;0.078555;-0.086326;0.048846
-0.1676;0.07723;-0.083592;0.047286
-0.16287;0.07577;-0.080907;0.045734
-0.15799;0.074193;-0.078268;0.04418
-0.15294;0.072517;-0.075671;0.042618
-0.14775;0.070758;-0.073108;0.041042
-0.14242;0.068929;-0.070575;0.039454
-0.13697;0.067038;-0.068066;0.037854
-0.13142;0.065088;-0.065574;0.036245
-0.12578;0.063074;-0.063095;0.03463
-0.12007;0.060993;-0.060623;0.033015
-0.11432;0.058843;-0.058156;0.031403
-0.10853;0.056623;-0.055693;0.029799
-0.10275;0.054339;-0.053232;0.028208
-0.096985;0.051996;-0.050775;0.026634
-0.09126;0.049601;-0.048323;0.025082
-0.085593;0.047159;-0.045874;0.023559
-0.080003;0.044677;-0.043431;0.02207
-0.074507;0.042164;-0.040995;0.020623
-0.069122;0.039632;-0.038572;0.019225
-0.063867;0.037094;-0.036169;0.017877
-0.058757;0.034564;-0.033791;0.016577
-0.05381;0.032059;-0.031442;0.01532
-0.049044;0.0296;-0.029126;0.014102
-0.044472;0.027206;-0.026847;0.012922
-0.040112;0.024896;-0.024613;0.011776
-0.035978;0.022684;-0.022437;0.010665
-0.032081;0.020578;-0.020335;0.009588
-0.02843;0.01858;-0.018319;0.0085447
-0.025028;0.016685;-0.016399;0.007536
-0.021878;0.014886;-0.014582;0.0065642
-0.018977;0.013178;-0.012877;0.0056334
-0.016323;0.011559;-0.011285;0.0047496
-0.013909;0.01003;-0.0098078;0.0039203
-0.011728;0.0085951;-0.0084428;0.003154
-0.0097681;0.0072586;-0.0071846;0.0024591
-0.0080166;0.0060245;-0.0060281;0.0018432
-0.0064614;0.0048968;-0.0049695;0.0013132
-0.0050924;0.0038803;-0.0040073;0.00087449
-0.0039007;0.0029795;-0.0031414;0.0005293
-0.0028782;0.0021973;-0.0023727;0.00027556
-0.0020181;0.0015352;-0.001703;0.00010595
-0.0013149;0.00099337;-0.0011357;8.4164e-06
-0.00076465;0.00057109;-0.00067575;-3.2435e-05
-0.0003641;0.00026729;-0.00032914;-3.4161e-05
-0.00011035;7.9183e-05;-0.00010197;-1.6163e-05
0;0;0;0
2.2706e-05;-0.00014133;3.0568e-07;5.8994e-05
7.9592e-05;-0.00043977;3.3746e-06;0.000205
0.00017857;-0.00086686;8.2639e-06;0.00045286
0.00032875;-0.0013936;6.0872e-06;0.00081448
0.0005399;-0.0019905;-2.2137e-05;0.0012977
0.00082217;-0.0026282;-0.00010391;0.0019069
0.0011856;-0.0032795;-0.00027131;0.002644
0.0016387;-0.0039199;-0.00055731;0.0035101
0.0021867;-0.0045282;-0.00099377;0.0045071
0.0028307;-0.0050852;-0.0016114;0.0056372
0.0035691;-0.0055719;-0.0024409;0.0069024
0.0043991;-0.0059696;-0.0035119;0.008305
0.005318;-0.0062605;-0.0048505;0.00985
0.0063223;-0.0064281;-0.0064755;0.011547
0.0074076;-0.0064581;-0.0083971;0.013412
0.008568;-0.0063385;-0.010618;0.015463
0.0097964;-0.0060604;-0.013136;0.017723
0.011085;-0.0056185;-0.015943;0.020211
0.012425;-0.0050113;-0.019031;0.022939
0.013809;-0.0042412;-0.022385;0.025917
0.015233;-0.0033147;-0.025985;0.029146
0.016694;-0.0022422;-0.029816;0.032623
0.018193;-0.001037;-0.03386;0.036334
0.019733;0.00028601;-0.038106;0.040255
0.021319;0.0017131;-0.042541;0.044346
0.022957;0.0032348;-0.047154;0.048558
0.024653;0.0048464;-0.051933;0.052832
0.026407;0.0065469;-0.056865;0.057107
0.028218;0.0083354;-0.061935;0.061322
0.03008;0.01021;-0.067125;0.06542
0.031986;0.012167;-0.072413;0.06935
0.033926;0.014201;-0.077773;0.073069
0.035893;0.016305;-0.083177;0.076536
0.037878;0.018472;-0.088593;0.079723
0.039876;0.020695;-0.093995;0.082614
0.041882;0.02297;-0.099353;0.085208
0.043889;0.025296;-0.10464;0.087517
0.045894;0.027672;-0.10984;0.08956
0.047895;0.030102;-0.11492;0.091363
0.049896;0.032586;-0.11985;0.09295
0.051902;0.035126;-0.12461;0.09435
0.053923;0.037717;-0.12918;0.095589
0.05597;0.040353;-0.13352;0.096694
0.058055;0.043024;-0.13763;0.097686
0.060192;0.045721;-0.14149;0.098575
0.062394;0.048436;-0.14508;0.099368
0.064671;0.051162;-0.1484;0.10006
0.067032;0.053891;-0.15144;0.10065
0.06948;0.056618;-0.15421;0.10112
0.072015;0.059338;-0.15671;0.10147
0.074634;0.062047;-0.15894;0.10169
0.077334;0.064746;-0.16091;0.10177
0.080109;0.067436;-0.16264;0.10172
0.082956;0.070117;-0.16413;0.10155
0.08587;0.072788;-0.16538;0.10128
0.088846;0.075448;-0.16642;0.10096
0.091877;0.078094;-0.16723;0.10062
0.094956;0.080727;-0.16784;0.10031
0.098075;0.083349;-0.16824;0.10008
0.10123;0.085956;-0.16846;0.099988
0.10441;0.088547;-0.1685;0.10009
0.1076;0.091115;-0.16838;0.10044
0.1108;0.093656;-0.16811;0.10109
0.11399;0.09617;-0.16772;0.10208
0.11714;0.098656;-0.1672;0.10344
0.12022;0.10111;-0.16659;0.10518
0.12319;0.10355;-0.16589;0.1073
0.12603;0.10596;-0.16513;0.10977
0.12868;0.10835;-0.16432;0.11257
0.13111;0.11072;-0.16347;0.11566
0.13328;0.1131;-0.1626;0.11898
0.13516;0.11547;-0.16173;0.12248
0.1367;0.11785;-0.16085;0.12612
0.13789;0.12024;-0.15998;0.12984
0.1387;0.12264;-0.15914;0.1336
0.13912;0.12507;-0.15832;0.13736
0.13914;0.12752;-0.15755;0.14112
0.13875;0.12999;-0.15681;0.14484
0.13796;0.13248;-0.15613;0.14851
0.13676;0.13499;-0.15549;0.15212
0.13518;0.1375;-0.1549;0.15564
0.13322;0.14002;-0.15436;0.15909
0.13091;0.14253;-0.15385;0.16247
0.12827;0.14503;-0.15338;0.16578
0.12532;0.14749;-0.15293;0.16903
0.12207;0.14993;-0.1525;0.17221
0.11857;0.15232;-0.15208;0.17529
0.11484;0.15465;-0.15166;0.17828
0.11094;0.15692;-0.15121;0.18115
0.10695;0.1591;-0.15074;0.18388
0.10294;0.1612;-0.15022;0.18646
0.099021;0.16321;-0.14964;0.18889
0.095259;0.16512;-0.14898;0.19114
0.091709;0.16694;-0.14823;0.19321
0.088389;0.16867;-0.14737;0.1951
0.085296;0.1703;-0.14639;0.19682
0.082424;0.17185;-0.14529;0.19837
0.07978;0.17331;-0.14405;0.19977
0.077374;0.17468;-0.14266;0.20101
0.07521;0.17597;-0.14113;0.2021
0.073265;0.17716;-0.13945;0.20306
0.071497;0.17826;-0.13763;0.20386
0.069848;0.17927;-0.13567;0.20452
0.068263;0.18016;-0.13359;0.20502
0.066696;0.18093;-0.13139;0.20536
0.06511;0.18156;-0.12907;0.20553
0.063476;0.18203;-0.12666;0.20553
0.061761;0.18231;-0.12416;0.20537
0.059936;0.18241;-0.12158;0.20506
0.057977;0.18231;-0.11894;0.20461
0.055872;0.182;-0.11624;0.20404
0.053618;0.18151;-0.1135;0.20337
0.051219;0.18083;-0.11072;0.20258
0.048685;0.17998;-0.10792;0.2017
0.046025;0.17897;-0.10509;0.20073
0.04326;0.1778;-0.10224;0.19967
0.040414;0.17651;-0.099378;0.19856
0.037516;0.17511;-0.096497;0.19739
0.034593;0.17362;-0.093597;0.19618
0.03167;0.17206;-0.090673;0.19494
0.028765;0.17044;-0.087724;0.19368
0.025901;0.16877;-0.084747;0.19241
0.023105;0.16705;-0.081743;0.19116
0.020405;0.16528;-0.078713;0.18991
0.017827;0.16346;-0.075664;0.18867
0.015392;0.16159;-0.072603;0.18743
0.013114;0.15967;-0.069541;0.18619
0.011004;0.1577;-0.066493;0.18491
0.0090683;0.15567;-0.063473;0.18359
0.00731;0.1536;-0.060497;0.18221
0.0057255;0.15147;-0.057582;0.18076
0.0043043;0.1493;-0.054746;0.17921
0.0030303;0.14708;-0.052009;0.17755
0.0018851;0.14482;-0.049386;0.17576
0.00085171;0.14252;-0.046894;0.17385
-8.5019e-05;0.14017;-0.044543;0.17181
-0.00094005;0.13777;-0.042341;0.16964
-0.0017283;0.13532;-0.040292;0.16734
-0.0024632;0.13282;-0.038394;0.16493
-0.0031537;0.13027;-0.03664;0.1624
-0.003804;0.12767;-0.035023;0.15974
-0.0044143;0.12502;-0.033535;0.15696
-0.0049829;0.12232;-0.032168;0.15406
-0.0055075;0.11959;-0.030914;0.15103
-0.0059859;0.11682;-0.029762;0.14785
-0.0064149;0.11402;-0.028703;0.14452
-0.0067898;0.11118;-0.027726;0.14103
-0.0071044;0.10831;-0.026818;0.13735
-0.0073542;0.1054;-0.025968;0.1335
-0.0075375;0.10247;-0.025163;0.12945
-0.0076557;0.09951;-0.024392;0.12521
-0.007712;0.096533;-0.023645;0.12079
-0.0077103;0.093543;-0.022914;0.1162
-0.0076551;0.09054;-0.022193;0.11146
-0.007551;0.087525;-0.021479;0.10659
-0.0074039;0.084501;-0.020765;0.10164
-0.0072205;0.081471;-0.020049;0.096632
-0.0070086;0.078444;-0.019331;0.091615
-0.0067748;0.07543;-0.01861;0.086617
-0.0065239;0.072443;-0.01789;0.081667
-0.0062594;0.069492;-0.017169;0.076784
-0.0059839;0.066589;-0.016448;0.071988
-0.0057;0.063741;-0.015725;0.067295
-0.0054098;0.060951;-0.015001;0.062715
-0.0051144;0.058219;-0.014277;0.058258
-0.0048143;0.055543;-0.013554;0.053925
-0.004509;0.052919;-0.012834;0.049721
-0.0041977;0.050343;-0.012117;0.045648
-0.0038801;0.047811;-0.011401;0.041711
-0.0035571;0.04532;-0.010689;0.037916
-0.0032312;0.042871;-0.0099811;0.034268
-0.0029045;0.04047;-0.0092789;0.030774
-0.0025783;0.038125;-0.0085832;0.027441
-0.0022549;0.035848;-0.0078934;0.024283
-0.0019372;0.033647;-0.0072078;0.021311
-0.0016293;0.031529;-0.0065254;0.01854
-0.0013342;0.029496;-0.0058462;0.015982
-0.0010548;0.027551;-0.0051719;0.013645
-0.00079343;0.025693;-0.0045059;0.011534
-0.00055242;0.023918;-0.0038535;0.0096498
-0.00033331;0.022215;-0.0032218;0.0079925
-0.00013641;0.020572;-0.0026186;0.0065588
3.8775e-05;0.018972;-0.0020525;0.0053444
0.00019218;0.017401;-0.0015318;0.0043413
0.00032244;0.015847;-0.0010642;0.003535
0.00042739;0.014303;-0.00065667;0.0029042
0.00050454;0.01277;-0.00031414;0.0024228
0.00055136;0.011255;-3.9156e-05;0.0020625
0.00056629;0.0097647;0.00016851;0.001795
0.00054978;0.0083156;0.00031153;0.0015932
0.00050459;0.0069253;0.00039468;0.0014314
0.00043562;0.0056133;0.0004248;0.0012856
0.00035022;0.0043993;0.00041097;0.001135
0.00025827;0.0033026;0.00036394;0.00096573
0.00017092;0.0023417;0.00029523;0.0007751
9.7918e-05;0.0015331;0.0002166;0.0005717
4.528e-05;0.00089011;0.00013914;0.00037197
1.4303e-05;0.00042075;7.2289e-05;0.00019605
1.7311e-06;0.00012609;2.368e-05;6.506e-05
0;0;0;0
5.9292e-05;-0.00014009;-3.3708e-05;-0.0016061
0.00018255;-0.00045746;-0.00010479;-0.005273
0.00035627;-0.00094554;-0.00021221;-0.01102
0.00056813;-0.0015925;-0.00036121;-0.018836
0.0008065;-0.002384;-0.0005613;-0.028676
0.0010602;-0.003304;-0.00082466;-0.040448
0.0013197;-0.0043357;-0.0011658;-0.054019
0.0015793;-0.0054632;-0.0016017;-0.069211
0.0018382;-0.0066729;-0.0021507;-0.08579
0.0020997;-0.0079542;-0.0028291;-0.10347
0.0023697;-0.0092984;-0.0036497;-0.12191
0.0026545;-0.010697;-0.0046203;-0.14077
0.0029603;-0.01214;-0.0057438;-0.15968
0.0032933;-0.013615;-0.0070179;-0.17829
0.0036604;-0.015111;-0.0084361;-0.19628
0.0040682;-0.01662;-0.0099889;-0.21335
0.0045207;-0.018138;-0.011664;-0.22922
0.0050184;-0.019658;-0.013446;-0.24375
0.0055579;-0.021171;-0.015317;-0.25683
0.0061336;-0.022665;-0.017259;-0.26839
0.0067394;-0.024123;-0.019252;-0.27838
0.0073695;-0.02553;-0.02128;-0.2867
0.0080191;-0.026867;-0.023327;-0.29326
0.0086845;-0.028119;-0.025374;-0.29801
0.0093623;-0.029264;-0.027404;-0.30096
0.010049;-0.03028;-0.029395;-0.30223
0.010743;-0.031145;-0.031331;-0.30194
0.011446;-0.031836;-0.033194;-0.30022
0.012166;-0.032335;-0.034966;-0.29718
0.012915;-0.03263;-0.036631;-0.29292
0.013704;-0.03271;-0.038175;-0.28753
0.014551;-0.032569;-0.039586;-0.28113
0.015468;-0.032199;-0.040857;-0.27383
0.01647;-0.031595;-0.04198;-0.26576
0.017569;-0.030755;-0.04295;-0.25704
0.018773;-0.029673;-0.043767;-0.24781
0.020086;-0.028349;-0.04443;-0.23819
0.021508;-0.026779;-0.044946;-0.22833
0.023032;-0.024966;-0.045319;-0.21836
0.024648;-0.022912;-0.045559;-0.20842
0.026342;-0.020626;-0.045672;-0.19865
0.028102;-0.018115;-0.045666;-0.18919
0.029915;-0.015395;-0.045547;-0.18018
0.031769;-0.01248;-0.045323;-0.1717
0.033653;-0.0093869;-0.045;-0.16385
0.035558;-0.0061381;-0.044587;-0.15665
0.037474;-0.0027578;-0.044094;-0.15013
0.039398;0.00072808;-0.04353;-0.14426
0.041329;0.0042934;-0.042905;-0.13901
0.043269;0.0079122;-0.04223;-0.13431
0.045224;0.01156;-0.041514;-0.13012
0.047203;0.015213;-0.040768;-0.12634
0.049215;0.018851;-0.040004;-0.12291
0.051271;0.022456;-0.039235;-0.11978
0.053378;0.026011;-0.038472;-0.11688
0.055544;0.029502;-0.037725;-0.11418
0.057769;0.032913;-0.036999;-0.11165
0.060052;0.036228;-0.036297;-0.10927
0.062382;0.039432;-0.035618;-0.10702
0.064746;0.042518;-0.034959;-0.1049
0.067128;0.04548;-0.034314;-0.10291
0.06951;0.048321;-0.033671;-0.10106
0.071879;0.051041;-0.033014;-0.099327
0.074222;0.053644;-0.032327;-0.097704
0.076531;0.056129;-0.031592;-0.096166
0.078795;0.058498;-0.030796;-0.094682
0.081007;0.060756;-0.029928;-0.093217
0.083162;0.062911;-0.028984;-0.09173
0.085256;0.064977;-0.027962;-0.090176
0.087287;0.066971;-0.026867;-0.08851
0.089254;0.068905;-0.025708;-0.086693
0.091152;0.070793;-0.0245;-0.084695
0.092975;0.072644;-0.023256;-0.082504
0.09472;0.074468;-0.021995;-0.080126
0.096385;0.076273;-0.020737;-0.077583
0.097969;0.078067;-0.019504;-0.074906
0.099475;0.079857;-0.018322;-0.072129
0.1009;0.081643;-0.01722;-0.069284
0.10224;0.083421;-0.01622;-0.066405
0.10348;0.08518;-0.015343;-0.063526
0.10462;0.086909;-0.014603;-0.060682
0.10566;0.08859;-0.014004;-0.057903
0.10658;0.090203;-0.013549;-0.055216
0.1074;0.091719;-0.01323;-0.05264
0.1081;0.09311;-0.013038;-0.050188
0.1087;0.094343;-0.012957;-0.047871
0.10921;0.095392;-0.012965;-0.045694
0.10964;0.096233;-0.013038;-0.043662
0.11002;0.096849;-0.013149;-0.041774
0.11037;0.09723;-0.013269;-0.040023
0.11071;0.097372;-0.013371;-0.038393
0.11106;0.097273;-0.013428;-0.036863
0.11144;0.096937;-0.013418;-0.035409
0.11187;0.09637;-0.013321;-0.034011
0.11236;0.09558;-0.013122;-0.032646
0.11292;0.094578;-0.012809;-0.031293
0.11355;0.093374;-0.012374;-0.029929
0.11427;0.09198;-0.011815;-0.028537
0.11508;0.090407;-0.01113;-0.0271
0.11598;0.088666;-0.010324;-0.025609
0.11696;0.086772;-0.0094052;-0.024053
0.11802;0.084738;-0.0083845;-0.022423
0.11917;0.082581;-0.0072781;-0.020703
0.12039;0.080313;-0.0061037;-0.018871
0.12168;0.077949;-0.00488;-0.016904
0.12303;0.075503;-0.0036248;-0.014776
0.12444;0.072991;-0.002354;-0.012466
0.12589;0.070433;-0.0010795;-0.0099549
0.12738;0.067855;0.00019218;-0.0072309
0.1289;0.065286;0.0014601;-0.004286
0.13044;0.062756;0.0027288;-0.0011189
0.13197;0.060294;0.004008;0.0022611
0.1335;0.05793;0.0053115;0.0058313
0.13501;0.05569;0.0066543;0.0095549
0.13646;0.053596;0.0080509;0.013385
0.13785;0.051663;0.0095138;0.017272
0.13914;0.049904;0.011054;0.021168
0.14031;0.048324;0.012679;0.025032
0.14132;0.046928;0.014399;0.028825
0.14214;0.045721;0.016217;0.032507
0.14273;0.044704;0.018135;0.036035
0.14306;0.043875;0.02015;0.039369
0.14311;0.04323;0.022255;0.042476
0.14285;0.04276;0.024436;0.045334
0.14227;0.042455;0.026677;0.047935
0.14134;0.042307;0.028952;0.050284
0.14006;0.042311;0.031239;0.052399
0.13844;0.042463;0.033509;0.054306
0.13647;0.042757;0.035737;0.056034
0.13417;0.043186;0.037897;0.057611
0.13155;0.043738;0.039969;0.059063
0.12863;0.044401;0.041933;0.060404
0.1254;0.04516;0.043774;0.061637
0.12189;0.045999;0.045479;0.062753
0.11809;0.046897;0.047035;0.063738
0.11403;0.047829;0.048434;0.064571
0.10971;0.048763;0.049669;0.065237
0.10515;0.04967;0.050735;0.065723
0.10038;0.05052;0.051629;0.066022
0.095432;0.05129;0.052347;0.06613
0.090354;0.051965;0.052888;0.06605
0.085207;0.052532;0.053254;0.065787
0.080061;0.052986;0.053447;0.065355
0.074988;0.053322;0.05347;0.064778
0.070053;0.053543;0.053328;0.064088
0.065312;0.053656;0.053027;0.06332
0.060803;0.053676;0.052572;0.062509
0.056553;0.053621;0.051971;0.061686
0.05258;0.053512;0.05123;0.060874
0.048907;0.053368;0.050358;0.060091
0.045554;0.053209;0.049363;0.059351
0.042541;0.053052;0.048257;0.058658
0.039875;0.052912;0.047048;0.058007
0.037546;0.0528;0.045748;0.057386
0.03553;0.052722;0.044367;0.056774
0.033796;0.052672;0.04292;0.056147
0.032309;0.052635;0.041418;0.055481
0.031032;0.05259;0.039876;0.054752
0.029925;0.052516;0.038306;0.053939
0.028945;0.052392;0.036716;0.053021
0.028045;0.052201;0.035113;0.051978
0.02718;0.051926;0.033504;0.050793
0.02631;0.051557;0.031897;0.049458
0.025402;0.051083;0.0303;0.047974
0.02443;0.050502;0.028726;0.046351
0.023376;0.049814;0.027181;0.044608
0.022226;0.049022;0.025672;0.042767
0.020973;0.048129;0.024203;0.040854
0.019621;0.047142;0.022779;0.038897
0.01818;0.046066;0.021404;0.036925
0.016669;0.044907;0.020081;0.034966
0.015108;0.04367;0.01881;0.033045
0.013523;0.042362;0.017592;0.031181
0.011938;0.04099;0.016423;0.029378
0.010381;0.039556;0.015302;0.027635
0.0088788;0.03806;0.014227;0.025944
0.0074576;0.036496;0.013197;0.024297
0.0061408;0.034853;0.012207;0.022682
0.0049485;0.033126;0.011255;0.021087
0.0038961;0.031312;0.010339;0.019497
0.0029938;0.029414;0.0094584;0.017899
0.0022461;0.027437;0.008612;0.016283
0.0016503;0.02539;0.0077995;0.014651
0.0011967;0.023282;0.0070194;0.013014
0.0008696;0.021127;0.0062705;0.011394
0.00064996;0.018946;0.0055526;0.0098129
0.00051717;0.016765;0.0048667;0.0082969
0.0004494;0.014614;0.0042146;0.0068689
0.00042418;0.012523;0.0035973;0.0055499
0.00042006;0.010522;0.0030154;0.0043587
0.00041918;0.008639;0.002471;0.0033108
0.00040904;0.0069015;0.0019687;0.0024174
0.00038292;0.0053322;0.0015153;0.0016829
0.00033917;0.0039504;0.0011179;0.0011038
0.00028015;0.0027701;0.00078108;0.00066927
0.00021111;0.0018001;0.00050613;0.0003634
0.00013943;0.0010424;0.00029235;0.00016675
7.4044e-05;0.00049402;0.00013813;5.7365e-05
2.4559e-05;0.00014909;4.1508e-05;1.0757e-05
0;0;0;0
-1.512e-05;1.8951e-05;-0.00020249;-2.3596e-05
-4.8144e-05;6.8267e-05;-0.00063833;-6.8899e-05
-9.507e-05;0.00015448;-0.0012793;-0.00012667
-0.00014822;0.00028222;-0.002098;-0.00018931
-0.00019621;0.00045311;-0.0030696;-0.00025098
-0.00022525;0.00066467;-0.0041746;-0.00030763
-0.0002216;0.00091075;-0.0054016;-0.00035715
-0.00017419;0.0011836;-0.0067451;-0.00039985
-7.6473e-05;0.0014757;-0.008201;-0.00043877
7.3413e-05;0.001781;-0.0097625;-0.00047927
0.00027418;0.0020932;-0.011419;-0.00052802
0.00052337;0.0024043;-0.013159;-0.00059189
0.00081793;0.0027032;-0.014971;-0.00067773
0.0011537;0.0029766;-0.016844;-0.0007922
0.0015253;0.0032127;-0.018767;-0.00094044
0.0019272;0.0034038;-0.020724;-0.001124
0.0023542;0.0035475;-0.022696;-0.0013388
0.002802;0.0036454;-0.024661;-0.0015735
0.0032675;0.0037018;-0.0266;-0.0018105
0.0037485;0.0037232;-0.028492;-0.002027
0.0042447;0.0037158;-0.030318;-0.0021972
0.0047582;0.0036844;-0.032062;-0.0022955
0.0052938;0.0036306;-0.033709;-0.0022989
0.0058596;0.003554;-0.035249;-0.002188
0.0064662;0.0034522;-0.036677;-0.0019484
0.0071251;0.0033202;-0.037991;-0.0015701
0.0078474;0.0031496;-0.039195;-0.0010465
0.0086427;0.002932;-0.040292;-0.00037642
0.00952;0.0026599;-0.041289;0.00043518
0.010488;0.0023275;-0.042194;0.0013791
0.011553;0.001931;-0.043015;0.0024448
0.012724;0.0014693;-0.04376;0.0036231
0.014002;0.00094264;-0.044437;0.0049077
0.01539;0.00035279;-0.045049;0.0062927
0.016886;-0.00029772;-0.0456;0.0077662
0.018483;-0.0010055;-0.046089;0.0093057
0.020173;-0.0017675;-0.046512;0.01088
0.021949;-0.0025815;-0.046862;0.012458
0.0238;-0.0034462;-0.047128;0.014014
0.025717;-0.0043593;-0.047302;0.015531
0.027692;-0.0053158;-0.047376;0.017002
0.029718;-0.0063084;-0.047345;0.018425
0.031786;-0.0073275;-0.047204;0.0198
0.033892;-0.0083618;-0.04695;0.021121
0.03603;-0.0093987;-0.046577;0.022383
0.038195;-0.010426;-0.046082;0.023574
0.040384;-0.01143;-0.045462;0.024683
0.042594;-0.0124;-0.044714;0.025687
0.04482;-0.013322;-0.043837;0.026558
0.04706;-0.014183;-0.042831;0.027264
0.049309;-0.014971;-0.041693;0.027769
0.051566;-0.015675;-0.040424;0.028043
0.053828;-0.016292;-0.039024;0.028064
0.056095;-0.016822;-0.037494;0.027809
0.058366;-0.017267;-0.035833;0.027266
0.060641;-0.017629;-0.03404;0.026422
0.062921;-0.017908;-0.032113;0.025273
0.06521;-0.018101;-0.03005;0.023818
0.067507;-0.018205;-0.027852;0.022068
0.069815;-0.018216;-0.025523;0.020037
0.072132;-0.01813;-0.023066;0.017751
0.074457;-0.017945;-0.020485;0.015236
0.076787;-0.017658;-0.017777;0.012523
0.079121;-0.017268;-0.01494;0.0096434
0.08146;-0.016776;-0.011972;0.0066294
0.083803;-0.016183;-0.0088711;0.0035103
0.08615;-0.015496;-0.0056405;0.00031261
0.088501;-0.014723;-0.0022842;-0.0029418
0.090857;-0.013874;0.001189;-0.0062382
0.093222;-0.012962;0.0047646;-0.0095687
0.0956;-0.012002;0.0084212;-0.012932
0.097998;-0.011007;0.01213;-0.01633
0.10042;-0.0099946;0.015857;-0.019768
0.10287;-0.0089789;0.019563;-0.023248
0.10536;-0.0079721;0.023208;-0.026771
0.10789;-0.0069813;0.026754;-0.030333
0.11045;-0.006008;0.030163;-0.033928
0.11305;-0.0050495;0.033399;-0.037545
0.11568;-0.0041002;0.036432;-0.041163
0.11835;-0.0031536;0.039239;-0.044752
0.12104;-0.0022015;0.041804;-0.048277
0.12376;-0.0012336;0.044118;-0.0517
0.1265;-0.00023887;0.046181;-0.054981
0.12928;0.00079182;0.047998;-0.058083
0.13209;0.0018616;0.049584;-0.06097
0.13494;0.0029653;0.050961;-0.063605
0.13781;0.0040896;0.052158;-0.065961
0.14072;0.0052166;0.05321;-0.068018
0.14364;0.0063271;0.054147;-0.069767
0.14658;0.0074031;0.055004;-0.07121
0.14949;0.0084291;0.055809;-0.072354
0.15238;0.0093921;0.056592;-0.073206
0.15521;0.010281;0.057374;-0.073772
0.15796;0.011088;0.058172;-0.074053
0.16061;0.011806;0.059;-0.074048
0.16313;0.012431;0.059865;-0.073755
0.16549;0.012965;0.060775;-0.073175
0.16767;0.01341;0.061734;-0.072307
0.16964;0.013771;0.062742;-0.071143
0.17139;0.014055;0.063798;-0.06967
0.17289;0.014271;0.064899;-0.067873
0.17412;0.014425;0.06604;-0.065733
0.17506;0.014525;0.06722;-0.063236
0.17572;0.014576;0.068439;-0.060375
0.17609;0.014582;0.0697;-0.057152
0.17617;0.014542;0.071006;-0.053579
0.17598;0.014452;0.072364;-0.049683
0.17552;0.014302;0.073783;-0.045504
0.17481;0.014082;0.075273;-0.041097
0.17388;0.013783;0.076843;-0.036531
0.17274;0.013401;0.078504;-0.031879
0.17141;0.012933;0.080263;-0.027217
0.16989;0.012378;0.082125;-0.022609
0.1682;0.011739;0.084092;-0.018108
0.16634;0.01102;0.086163;-0.013758
0.16433;0.010229;0.088336;-0.0095946
0.16218;0.0093792;0.090607;-0.0056477
0.15989;0.0084822;0.092967;-0.0019428
0.15748;0.0075503;0.095404;0.0015009
0.15497;0.0065928;0.097901;0.0046698
0.15236;0.0056166;0.10043;0.0075546
0.14966;0.0046274;0.10297;0.010148
0.14687;0.0036322;0.10549;0.012446
0.14401;0.0026397;0.10794;0.014449
0.14108;0.0016592;0.1103;0.016167
0.13808;0.00069797;0.11252;0.017616
0.13505;-0.00024125;0.11458;0.018816
0.13198;-0.0011603;0.11644;0.019782
