i;ii;iii;iv
-0.0049576;0.014308;0.062326;0.017288
-0.0052712;0.014802;0.064189;0.017727
-0.0055938;0.015295;0.066037;0.018211
-0.0059252;0.015784;0.067867;0.018738
-0.0062651;0.016268;0.06968;0.019307
-0.0066126;0.016744;0.071475;0.019914
-0.0069665;0.017211;0.073249;0.020556
-0.0073253;0.017668;0.075001;0.02123
-0.0076868;0.018113;0.076729;0.021934
-0.0080485;0.018544;0.078431;0.022662
-0.0084074;0.018958;0.080105;0.023412
-0.0087604;0.019355;0.081748;0.024181
-0.0091041;0.01973;0.083356;0.024965
-0.0094354;0.020082;0.084926;0.025759
-0.0097515;0.020407;0.086456;0.026561
-0.01005;0.020701;0.087944;0.027365
-0.010329;0.020962;0.089386;0.028168
-0.010589;0.021187;0.090783;0.028965
-0.010829;0.021375;0.092133;0.029752
-0.01105;0.021524;0.093437;0.030525
-0.011255;0.021636;0.094695;0.031281
-0.011447;0.021713;0.095907;0.032017
-0.011628;0.021758;0.097074;0.03273
-0.011802;0.021775;0.098195;0.033416
-0.011973;0.02177;0.099271;0.034076
-0.012146;0.021746;0.1003;0.034707
-0.012325;0.02171;0.10128;0.035307
-0.012515;0.021666;0.10222;0.035877
-0.012719;0.021618;0.10311;0.036415
-0.012941;0.021568;0.10395;0.036922
-0.013184;0.021519;0.10474;0.037397
-0.013451;0.021473;0.10548;0.037841
-0.013742;0.021429;0.10616;0.038253
-0.014057;0.021387;0.10679;0.038635
-0.014394;0.021346;0.10736;0.038987
-0.01475;0.021307;0.10787;0.039309
-0.015121;0.021268;0.10832;0.039602
-0.015502;0.021229;0.10871;0.039867
-0.015888;0.021191;0.10904;0.040103
-0.016274;0.021153;0.1093;0.040313
-0.016655;0.021116;0.10951;0.040495
-0.017026;0.021081;0.10965;0.04065
-0.017383;0.021048;0.10974;0.040778
-0.017724;0.021017;0.10976;0.040879
-0.018046;0.020988;0.10972;0.040954
-0.018349;0.020959;0.10964;0.041002
-0.018632;0.020929;0.10949;0.041023
-0.018896;0.020895;0.1093;0.041017
-0.019142;0.020854;0.10907;0.040984
-0.019372;0.020803;0.10879;0.040923
-0.019588;0.020739;0.10847;0.040835
-0.019793;0.020659;0.10811;0.04072
-0.019991;0.020562;0.10771;0.040578
-0.020184;0.020447;0.10729;0.040409
-0.020375;0.020314;0.10684;0.040214
-0.020568;0.020165;0.10636;0.039994
-0.020764;0.020003;0.10586;0.03975
-0.020966;0.01983;0.10533;0.039483
-0.021174;0.01965;0.10479;0.039196
-0.021389;0.019467;0.10424;0.03889
-0.021608;0.019283;0.10366;0.038567
-0.021829;0.0191;0.10307;0.038228
-0.022049;0.018921;0.10247;0.037876
-0.022265;0.018744;0.10186;0.037513
-0.022473;0.01857;0.10123;0.037139
-0.022669;0.018397;0.10059;0.036756
-0.022851;0.018222;0.099939;0.036365
-0.023017;0.018044;0.099269;0.035967
-0.023163;0.017861;0.098582;0.035563
-0.023291;0.017673;0.097877;0.035154
-0.023399;0.017479;0.09715;0.03474
-0.023488;0.01728;0.0964;0.034322
-0.023558;0.017078;0.095625;0.033901
-0.023611;0.016877;0.094822;0.033477
-0.023646;0.016679;0.093989;0.03305
-0.023665;0.016487;0.093125;0.032621
-0.023667;0.016305;0.092228;0.032189
-0.023652;0.016134;0.0913;0.031756
-0.023619;0.015976;0.090339;0.031321
-0.023569;0.01583;0.089347;0.030885
-0.023499;0.015697;0.088324;0.030448
-0.023408;0.015574;0.08727;0.030012
-0.023296;0.015458;0.086186;0.029578
-0.023161;0.015346;0.085071;0.029145
-0.023003;0.015236;0.083926;0.028716
-0.022821;0.015125;0.082752;0.028292
-0.022615;0.01501;0.081547;0.027872
-0.022384;0.014888;0.080311;0.027458
-0.022129;0.01476;0.079045;0.02705
-0.021849;0.014623;0.077747;0.026647
-0.021546;0.014479;0.076416;0.026248
-0.021221;0.014326;0.075053;0.025852
-0.020874;0.014165;0.073657;0.025457
-0.020508;0.013996;0.072229;0.02506
-0.020123;0.013819;0.070769;0.024658
-0.019721;0.013635;0.069278;0.024248
-0.019304;0.013442;0.067758;0.023826
-0.018874;0.013241;0.06621;0.023389
-0.018433;0.01303;0.064636;0.022933
-0.017981;0.012809;0.063039;0.022452
-0.017522;0.012576;0.061421;0.021943
-0.017055;0.01233;0.059787;0.021403
-0.01658;0.01207;0.058141;0.02083
-0.0161;0.011794;0.056487;0.020223
-0.015613;0.011502;0.054831;0.019584
-0.015119;0.011192;0.053177;0.018916
-0.01462;0.010862;0.05153;0.018226
-0.014113;0.010514;0.049894;0.01752
-0.0136;0.010146;0.048273;0.016809
-0.013079;0.0097602;0.04667;0.016102
-0.012551;0.009357;0.045089;0.01541
-0.012016;0.0089392;0.043531;0.014741
-0.011473;0.0085104;0.041999;0.014103
-0.010923;0.0080752;0.040493;0.013501
-0.010368;0.0076392;0.039013;0.012938
-0.0098108;0.0072085;0.037559;0.012412
-0.0092534;0.0067895;0.036131;0.011921
-0.0087006;0.0063877;0.034727;0.01146
-0.0081574;0.0060078;0.033346;0.011025
-0.0076299;0.0056529;0.031984;0.01061
-0.0071244;0.0053241;0.030641;0.01021
-0.0066475;0.0050205;0.029312;0.0098223
-0.0062054;0.0047394;0.027997;0.009446
-0.0058033;0.0044766;0.026692;0.0090814
-0.0054453;0.0042275;0.025396;0.0087303
-0.0051334;0.003987;0.024108;0.0083958
-0.0048677;0.0037504;0.022826;0.0080811
-0.0046457;0.0035138;0.021553;0.0077894
-0.0044635;0.0032748;0.020288;0.0075227
-0.0043156;0.0030325;0.019033;0.0072815
-0.0041956;0.0027881;0.017792;0.0070637
-0.0040963;0.0025446;0.016566;0.0068646
-0.0040107;0.0023063;0.015359;0.0066774
-0.0039314;0.0020778;0.014174;0.0064937
-0.0038514;0.0018638;0.013016;0.0063044
-0.0037644;0.0016683;0.011887;0.0061008
-0.0036646;0.0014937;0.010793;0.0058746
-0.0035473;0.0013408;0.0097375;0.0056195
-0.0034088;0.0012086;0.008724;0.0053312
-0.0032466;0.0010948;0.0077565;0.0050082
-0.0030598;0.00099578;0.0068386;0.0046515
-0.0028485;0.00090765;0.0059732;0.004265
-0.0026149;0.0008263;0.0051628;0.0038543
-0.0023624;0.00074794;0.0044094;0.003427
-0.0020956;0.00066956;0.0037145;0.0029916
-0.0018204;0.00058928;0.0030788;0.0025575
-0.0015433;0.00050666;0.0025031;0.0021342
-0.0012714;0.00042262;0.0019875;0.0017306
-0.0010116;0.00033923;0.0015321;0.0013553
-0.00077086;0.00025929;0.0011365;0.0010157
-0.00055526;0.00018593;0.00080052;0.00071856
-0.00036998;0.00012219;0.00052381;0.00046912
-0.00021916;7.0647e-05;0.00030591;0.0002714
-0.00010595;3.2976e-05;0.00014636;0.00012765
-3.2509e-05;9.6819e-06;4.4608e-05;3.7977e-05
0;0;0;0
8.9047e-07;9.5354e-06;4.9543e-05;-5.7148e-06
7.0955e-06;3.4235e-05;0.00016081;-1.8238e-05
2.3432e-05;7.8271e-05;0.00033222;-3.7184e-05
5.4062e-05;0.00014608;0.00056204;-6.2449e-05
0.00010247;0.00024225;0.00084844;-9.4301e-05
0.00017142;0.00037132;0.0011896;-0.00013348
0.00026288;0.00053757;0.0015838;-0.0001812
0.00037794;0.00074477;0.0020295;-0.00023904
0.00051663;0.00099592;0.0025255;-0.00030864
0.00067785;0.0012929;0.0030707;-0.0003913
0.00085925;0.0016363;0.0036645;-0.00048761
0.0010574;0.0020249;0.004306;-0.00059709
0.001268;0.0024559;0.0049947;-0.00071776
0.0014862;0.0029248;0.0057296;-0.00084587
0.0017069;0.0034262;0.0065099;-0.00097555
0.0019248;0.0039538;0.0073341;-0.0010988
0.002135;0.0045008;0.0082007;-0.0012056
0.0023329;0.0050604;0.0091078;-0.0012846
0.0025143;0.0056258;0.010053;-0.0013235
0.002676;0.0061905;0.011034;-0.0013096
0.0028153;0.0067488;0.012048;-0.0012304
0.0029302;0.0072959;0.013093;-0.0010743
0.0030193;0.0078274;0.014166;-0.0008312
0.0030822;0.0083402;0.015264;-0.00049316
0.0031188;0.0088316;0.016386;-5.425e-05
0.0031297;0.0092996;0.017531;0.00048939
0.0031163;0.009743;0.018697;0.0011397
0.0030804;0.010161;0.019885;0.0018966
0.0030244;0.010553;0.021092;0.0027581
0.0029509;0.01092;0.022319;0.0037204
0.0028628;0.011263;0.023563;0.0047769
0.0027632;0.011581;0.024821;0.0059191
0.002655;0.011878;0.026091;0.0071362
0.002541;0.012153;0.027366;0.0084157
0.0024236;0.012409;0.02864;0.0097436
0.0023048;0.012648;0.029908;0.011106
0.0021862;0.01287;0.03116;0.012486
0.0020688;0.013078;0.03239;0.013871
0.0019537;0.013273;0.033591;0.015245
0.0018412;0.013457;0.034757;0.016593
0.0017317;0.013632;0.035884;0.017903
0.0016256;0.013798;0.03697;0.019162
0.0015228;0.013957;0.038016;0.020358
0.0014236;0.014111;0.039025;0.021481
0.0013278;0.014263;0.040002;0.022523
0.0012354;0.014413;0.040953;0.023476
0.001146;0.014564;0.041884;0.024334
0.0010589;0.014717;0.042801;0.025092
0.00097331;0.014876;0.04371;0.025748
0.00088777;0.015042;0.044616;0.026302
0.00080035;0.015216;0.045522;0.026754
0.0007085;0.015402;0.04643;0.027107
0.00060911;0.015599;0.047342;0.027367
0.00049866;0.015811;0.048257;0.027539
0.00037343;0.016035;0.049173;0.02763
0.00022981;0.016275;0.050088;0.027648
6.4525e-05;0.016527;0.050998;0.027605
-0.00012508;0.016793;0.051901;0.02751
-0.00034079;0.017071;0.052793;0.027375
-0.00058326;0.017361;0.053668;0.027213
-0.00085191;0.017659;0.054524;0.027034
-0.0011451;0.017964;0.055356;0.02685
-0.0014604;0.018275;0.05616;0.026669
-0.0017947;0.018588;0.056934;0.026499
-0.0021449;0.018902;0.057675;0.026342
-0.0025077;0.019212;0.058382;0.0262
-0.0028802;0.019517;0.059055;0.026069
-0.0032601;0.019814;0.059696;0.025943
-0.0036457;0.0201;0.06031;0.025814
-0.0040361;0.020374;0.060901;0.025674
-0.004431;0.020634;0.061475;0.025513
-0.0048305;0.020878;0.06204;0.025322
-0.0052352;0.021105;0.062599;0.025095
-0.0056459;0.021315;0.063159;0.024826
-0.0060631;0.021508;0.063721;0.024513
-0.0064876;0.021683;0.064287;0.024156
-0.0069196;0.021841;0.064855;0.023757
-0.0073591;0.021982;0.065424;0.023322
-0.0078058;0.022107;0.065987;0.022855
-0.0082592;0.022215;0.066539;0.022362
-0.0087188;0.022308;0.067074;0.02185
-0.009184;0.022386;0.067583;0.021325
-0.0096541;0.02245;0.068061;0.020791
-0.010129;0.022502;0.068501;0.020254
-0.010608;0.022541;0.068901;0.019716
-0.011092;0.022569;0.069256;0.019181
-0.011579;0.022587;0.069566;0.018651
-0.012072;0.022597;0.06983;0.018127
-0.012569;0.0226;0.070047;0.017609
-0.01307;0.022596;0.07022;0.017099
-0.013576;0.022588;0.070348;0.016596
-0.014084;0.022577;0.070434;0.0161
-0.014594;0.022563;0.07048;0.01561
-0.015102;0.022547;0.070488;0.015125
-0.015608;0.022528;0.07046;0.014643
-0.016107;0.022507;0.070398;0.014165
-0.016596;0.022482;0.070306;0.013688
-0.017071;0.022452;0.070186;0.013211
-0.017529;0.022413;0.070039;0.012735
-0.017966;0.022363;0.069867;0.012257
-0.018379;0.022297;0.069674;0.011777
-0.018765;0.022212;0.069459;0.011295
-0.019122;0.022102;0.069227;0.010809
-0.019448;0.021961;0.068977;0.010321
-0.019742;0.021782;0.068712;0.0098278
-0.020002;0.02156;0.068433;0.0093311
-0.020229;0.021288;0.06814;0.0088301
-0.020423;0.020961;0.067835;0.0083245
-0.020584;0.020575;0.067517;0.0078138
-0.020714;0.020125;0.067187;0.0072979
-0.020815;0.019612;0.066846;0.0067764
-0.020888;0.019036;0.066493;0.0062494
-0.020937;0.018401;0.06613;0.0057171
-0.020963;0.017714;0.065756;0.0051799
-0.020971;0.016982;0.065372;0.0046384
-0.020961;0.016216;0.064979;0.0040932
-0.020936;0.015426;0.064579;0.0035451
-0.020897;0.014623;0.064174;0.002995
-0.020845;0.013818;0.063766;0.0024436
-0.020779;0.01302;0.063358;0.0018918
-0.020697;0.012237;0.062952;0.00134
-0.020599;0.011478;0.062551;0.00078875
-0.020481;0.010747;0.062155;0.00023789
-0.020341;0.010048;0.061765;-0.00031308
-0.020175;0.0093851;0.06138;-0.00086517
-0.019982;0.0087593;0.060999;-0.0014198
-0.019757;0.008172;0.060616;-0.0019785
-0.019499;0.0076232;0.060228;-0.0025432
-0.019204;0.0071124;0.05983;-0.0031156
-0.01887;0.0066383;0.059414;-0.0036974
-0.018498;0.0061989;0.058975;-0.0042903
-0.018086;0.005792;0.058508;-0.0048957
-0.017636;0.0054149;0.058006;-0.0055148
-0.01715;0.0050651;0.057466;-0.0061481
-0.016632;0.0047399;0.056886;-0.0067952
-0.016088;0.0044369;0.056266;-0.007455
-0.015526;0.0041535;0.055606;-0.0081246
-0.014953;0.0038876;0.054908;-0.0088
-0.014379;0.0036373;0.054175;-0.0094754
-0.013814;0.0034008;0.05341;-0.010143
-0.013268;0.0031767;0.052617;-0.010794
-0.01275;0.0029641;0.051801;-0.011418
-0.012268;0.0027622;0.050967;-0.012005
-0.011829;0.0025708;0.050117;-0.012542
-0.011436;0.0023897;0.049258;-0.013021
-0.011093;0.0022194;0.048394;-0.013434
-0.010801;0.0020602;0.047526;-0.013774
-0.010559;0.0019129;0.046656;-0.014041
-0.010365;0.0017781;0.045785;-0.014235
-0.010218;0.0016566;0.04491;-0.014361
-0.010114;0.001549;0.044029;-0.014427
-0.010049;0.0014556;0.043134;-0.014442
-0.010017;0.0013765;0.042221;-0.014413
-0.010014;0.0013111;0.041281;-0.014351
-0.010033;0.0012584;0.040307;-0.01426
-0.010068;0.0012166;0.039294;-0.014144
-0.010115;0.0011838;0.038234;-0.014006
-0.010166;0.0011577;0.037123;-0.013843
-0.010218;0.0011358;0.035961;-0.01365
-0.010266;0.0011158;0.034749;-0.013422
-0.010305;0.0010954;0.033491;-0.013153
-0.010333;0.0010724;0.032192;-0.012834
-0.010346;0.0010448;0.030861;-0.012461
-0.010342;0.0010112;0.029506;-0.012029
-0.010319;0.00097022;0.028135;-0.011537
-0.010275;0.00092107;0.026759;-0.010987
-0.01021;0.00086333;0.025386;-0.010386
-0.010121;0.00079705;0.024023;-0.009741
-0.010008;0.00072276;0.022679;-0.0090641
-0.0098689;0.00064149;0.02136;-0.0083672
-0.0097025;0.00055474;0.02007;-0.0076626
-0.0095077;0.00046447;0.018815;-0.0069618
-0.0092837;0.00037295;0.017598;-0.006275
-0.0090295;0.00028268;0.016422;-0.0056102
-0.008745;0.00019618;0.015288;-0.0049729
-0.0084301;0.00011592;0.014198;-0.0043661
-0.0080852;4.4092e-05;0.01315;-0.003791
-0.0077112;-1.7562e-05;0.012144;-0.0032474
-0.0073095;-6.7874e-05;0.01118;-0.0027343
-0.0068821;-0.00010633;0.010255;-0.0022509
-0.0064316;-0.00013303;0.0093684;-0.0017965
-0.0059612;-0.00014853;0.0085183;-0.0013721
-0.0054751;-0.00015381;0.0077035;-0.00097983
-0.0049777;-0.00015011;0.0069232;-0.00062353
-0.0044746;-0.0001389;0.006177;-0.00030797
-0.0039716;-0.00012183;0.0054654;-3.8149e-05
-0.0034752;-0.00010064;0.0047891;0.00018156
-0.0029921;-7.7142e-05;0.0041492;0.00034816
-0.0025294;-5.3134e-05;0.0035472;0.00046083
-0.0020935;-3.0305e-05;0.0029849;0.0005215
-0.0016908;-1.0136e-05;0.002464;0.00053494
-0.0013267;6.1823e-06;0.0019867;0.00050843
-0.0010053;1.783e-05;0.0015551;0.00045109
-0.00072932;2.4422e-05;0.0011713;0.00037316
-0.00049984;2.6072e-05;0.00083768;0.00028527
-0.00031658;2.3426e-05;0.00055644;0.00019768
-0.00017802;1.7663e-05;0.00032986;0.00011953
-8.1574e-05;1.0437e-05;0.00016016;5.799e-05
-2.3716e-05;3.7822e-06;4.9503e-05;1.7606e-05
0;0;0;0
-2.9441e-05;1.3434e-05;4.1114e-05;1.4229e-05
-9.0039e-05;4.6258e-05;0.00012048;4.8255e-05
-0.0001736;0.00010144;0.00022139;0.00010347
-0.00027163;0.00018186;0.00032901;0.00018042
-0.00037557;0.00029026;0.00043138;0.00027903
-0.00047715;0.00042914;0.00052041;0.00039882
-0.00056864;0.00060067;0.00059274;0.00053903
-0.00064321;0.00080657;0.00064994;0.00069878
-0.00069529;0.001048;0.00069793;0.00087712
-0.00072093;0.0013253;0.00074584;0.0010732
-0.00071812;0.0016383;0.00080484;0.0012862
-0.00068698;0.001986;0.00088694;0.0015155
-0.00062949;0.002367;0.0010039;0.0017609
-0.00054914;0.0027793;0.0011661;0.0020218
-0.00045045;0.0032206;0.0013815;0.0022981
-0.00033858;0.003688;0.0016552;0.0025896
-0.00021896;0.0041786;0.0019889;0.0028957
-9.6862e-05;0.0046889;0.0023819;0.0032162
2.2865e-05;0.0052153;0.0028312;0.0035508
0.00013611;0.0057541;0.0033321;0.0038993
0.00023957;0.0063014;0.0038794;0.0042619
0.0003308;0.0068536;0.0044674;0.0046388
0.00040809;0.0074071;0.0050908;0.0050306
0.00047047;0.0079587;0.0057452;0.0054381
0.00051757;0.0085055;0.0064274;0.0058619
0.00054957;0.0090453;0.0071349;0.0063028
0.00056716;0.0095764;0.0078659;0.0067619
0.00057139;0.010098;0.0086192;0.0072398
0.00056359;0.010609;0.0093938;0.0077373
0.00054519;0.01111;0.010189;0.0082549
0.00051753;0.011601;0.011004;0.0087926
0.00048166;0.012083;0.011837;0.0093498
0.00043814;0.012556;0.012688;0.0099252
0.00038686;0.013022;0.013555;0.010517
0.00032681;0.013481;0.014437;0.011121
0.00025587;0.013933;0.015331;0.011735
0.00017085;0.01438;0.016238;0.012355
6.7579e-05;0.014821;0.017153;0.012977
-5.8699e-05;0.015256;0.018077;0.013596
-0.00021287;0.015688;0.019007;0.014207
-0.00039953;0.016114;0.019943;0.014806
-0.00062247;0.016537;0.020883;0.015386
-0.00088424;0.016956;0.021828;0.015944
-0.0011856;0.017373;0.022778;0.016474
-0.0015254;0.017788;0.023732;0.016971
-0.0019001;0.018202;0.024691;0.017432
-0.0023045;0.018617;0.025656;0.017853
-0.0027318;0.019032;0.026627;0.018232
-0.0031746;0.019448;0.027608;0.018568
-0.0036248;0.019866;0.0286;0.018862
-0.0040744;0.020284;0.029606;0.019113
-0.0045163;0.020702;0.030627;0.019324
-0.0049439;0.021117;0.031666;0.019497
-0.0053523;0.021528;0.032723;0.019634
-0.0057377;0.021931;0.0338;0.01974
-0.0060975;0.022324;0.034895;0.019816
-0.0064301;0.022703;0.036006;0.019866
-0.0067348;0.023067;0.037132;0.019891
-0.0070112;0.023411;0.038267;0.019894
-0.0072599;0.023735;0.039408;0.019876
-0.0074817;0.024038;0.040549;0.019837
-0.0076778;0.024317;0.041684;0.019778
-0.0078496;0.024574;0.042808;0.0197
-0.0079987;0.024808;0.043915;0.019601
-0.0081267;0.025021;0.045;0.019481
-0.0082353;0.025213;0.046059;0.019339
-0.0083261;0.025385;0.047087;0.019172
-0.0084006;0.02554;0.048083;0.01898
-0.0084601;0.025679;0.049042;0.018759
-0.0085059;0.025804;0.049963;0.018508
-0.008539;0.025917;0.050842;0.018226
-0.0085603;0.026021;0.051678;0.017911
-0.0085705;0.026116;0.052469;0.017562
-0.0085705;0.026205;0.053213;0.01718
-0.0085606;0.026289;0.05391;0.016766
-0.0085415;0.02637;0.054559;0.016322
-0.0085136;0.026447;0.05516;0.01585
-0.0084775;0.02652;0.055712;0.015352
-0.0084338;0.02659;0.056216;0.014833
-0.0083831;0.026655;0.056673;0.014295
-0.0083262;0.026714;0.057085;0.013742
-0.0082641;0.026767;0.057455;0.013176
-0.0081979;0.026811;0.057785;0.012601
-0.0081287;0.026846;0.05808;0.012018
-0.008058;0.02687;0.058344;0.011427
-0.0079875;0.026882;0.05858;0.01083
-0.0079192;0.026882;0.058793;0.010228
-0.0078549;0.026867;0.058987;0.0096209
-0.007797;0.026838;0.059162;0.0090089
-0.0077473;0.026794;0.059323;0.0083927
-0.0077079;0.026735;0.059469;0.0077729
-0.0076804;0.026659;0.059602;0.0071502
-0.0076662;0.026567;0.059723;0.0065256
-0.0076661;0.026458;0.05983;0.0059004
-0.0076803;0.026333;0.059923;0.0052761
-0.0077086;0.026191;0.06;0.0046545
-0.0077503;0.026034;0.060062;0.0040375
-0.0078044;0.025861;0.060108;0.0034276
-0.0078698;0.025674;0.060138;0.0028271
-0.0079452;0.025473;0.060151;0.0022384
-0.0080294;0.02526;0.060149;0.0016641
-0.0081211;0.025037;0.060132;0.0011067
-0.0082194;0.024805;0.060102;0.0005688
-0.0083233;0.024567;0.06006;5.3285e-05
-0.0084321;0.024325;0.060007;-0.00043696
-0.0085451;0.024081;0.059944;-0.00089901
-0.0086616;0.023836;0.059874;-0.00133
-0.0087809;0.023593;0.059798;-0.0017272
-0.0089022;0.023351;0.059719;-0.0020884
-0.0090246;0.023113;0.059638;-0.0024116
-0.0091469;0.022877;0.059558;-0.0026958
-0.0092677;0.022642;0.059479;-0.0029404
-0.0093854;0.022409;0.059403;-0.0031463
-0.0094983;0.022174;0.059329;-0.0033154
-0.0096049;0.021938;0.059259;-0.0034516
-0.0097034;0.021699;0.05919;-0.0035606
-0.0097926;0.021454;0.059121;-0.0036503
-0.009871;0.021203;0.059052;-0.0037302
-0.0099379;0.020945;0.058978;-0.0038107
-0.0099925;0.02068;0.058898;-0.0039025
-0.010034;0.020406;0.058807;-0.0040158
-0.010064;0.020124;0.058702;-0.0041593
-0.01008;0.019834;0.058578;-0.00434
-0.010083;0.019536;0.058431;-0.0045625
-0.010074;0.019231;0.058257;-0.0048281
-0.010052;0.018919;0.058053;-0.0051356
-0.010017;0.018603;0.057813;-0.0054815
-0.0099688;0.018282;0.057535;-0.0058604
-0.0099077;0.017959;0.057216;-0.0062656
-0.0098328;0.017635;0.056856;-0.0066901
-0.0097439;0.017313;0.056453;-0.0071268
-0.0096404;0.016994;0.056009;-0.0075693
-0.0095222;0.016682;0.055528;-0.0080121
-0.0093891;0.016379;0.055012;-0.0084512
-0.0092409;0.016089;0.054468;-0.0088835
-0.009078;0.015814;0.053898;-0.0093073
-0.0089007;0.015557;0.053307;-0.0097215
-0.0087095;0.015323;0.0527;-0.010126
-0.0085051;0.015112;0.052077;-0.010521
-0.0082884;0.014928;0.051441;-0.010907
-0.0080601;0.014772;0.050793;-0.011286
-0.007821;0.014644;0.05013;-0.011661
-0.0075715;0.014544;0.049452;-0.012032
-0.0073121;0.014469;0.048754;-0.012403
-0.0070427;0.014417;0.048035;-0.012775
-0.006763;0.014384;0.04729;-0.01315
-0.0064727;0.014367;0.046516;-0.013529
-0.0061711;0.01436;0.045708;-0.013913
-0.0058579;0.014358;0.044865;-0.014302
-0.0055328;0.014359;0.043983;-0.014694
-0.0051959;0.014356;0.043059;-0.015089
-0.0048475;0.014346;0.042093;-0.015483
-0.0044886;0.014326;0.041083;-0.015873
-0.0041207;0.014291;0.040028;-0.016253
-0.0037455;0.01424;0.038928;-0.016618
-0.0033652;0.014169;0.037784;-0.016961
-0.0029818;0.014077;0.036598;-0.017272
-0.0025977;0.013961;0.035375;-0.017542
-0.0022144;0.01382;0.034118;-0.017761
-0.0018334;0.013652;0.032834;-0.017919
-0.0014551;0.013455;0.031528;-0.018005
-0.0010793;0.01323;0.030208;-0.01801
-0.000705;0.012973;0.028879;-0.017924
-0.00033102;0.012686;0.027548;-0.017741
4.3884e-05;0.012367;0.02622;-0.017458
0.00042034;0.012016;0.0249;-0.017075
0.00079807;0.011634;0.023592;-0.016595
0.0011754;0.011222;0.022301;-0.016024
0.0015491;0.010781;0.02103;-0.015371
0.0019138;0.010313;0.01978;-0.014649
0.0022624;0.0098208;0.018555;-0.013868
0.0025864;0.0093082;0.017356;-0.013041
0.0028764;0.0087784;0.016185;-0.012184
0.0031231;0.0082355;0.015043;-0.011307
0.0033177;0.0076834;0.013932;-0.010425
0.0034531;0.0071267;0.012854;-0.0095491
0.0035245;0.0065697;0.01181;-0.0086907
0.0035302;0.0060171;0.010801;-0.0078595
0.0034719;0.0054732;0.0098286;-0.007064
0.0033547;0.0049425;0.0088949;-0.0063108
0.0031858;0.0044292;0.0080012;-0.0056048
0.0029743;0.0039373;0.0071495;-0.0049489
0.0027304;0.0034702;0.0063414;-0.004344
0.0024643;0.003031;0.0055791;-0.003789
0.0021862;0.0026219;0.0048644;-0.0032814
0.0019054;0.0022444;0.0041989;-0.0028181
0.0016302;0.0018994;0.003584;-0.0023952
0.0013672;0.001587;0.0030209;-0.0020093
0.0011221;0.001307;0.00251;-0.0016573
0.00089881;0.0010586;0.0020513;-0.0013376
0.00070033;0.00084077;0.001644;-0.0010497
0.00052835;0.00065229;0.001287;-0.00079458
0.00038348;0.0004916;0.00097851;-0.00057389
0.00026532;0.00035697;0.00071647;-0.00038952
0.00017257;0.00024659;0.00049869;-0.00024283
0.00010318;0.00015861;0.00032291;-0.00013393
5.4473e-05;9.1331e-05;0.00018695;-6.105e-05
2.3315e-05;4.3234e-05;8.8852e-05;-1.9877e-05
6.3143e-06;1.3087e-05;2.6957e-05;-3.0245e-06
0;0;0;0
4.9801e-05;-3.2427e-06;3.3392e-05;1.8187e-05
0.00015936;-1.038e-05;0.00010892;5.7873e-05
0.00032423;-2.1447e-05;0.00022677;0.00011631
0.00053975;-3.6805e-05;0.00038766;0.00019001
0.00080109;-5.7031e-05;0.00059273;0.000275
0.0011033;-8.2807e-05;0.00084349;0.00036708
0.0014415;-0.00011481;0.0011417;0.00046205
0.0018108;-0.0001536;0.0014892;0.00055594
0.0022063;-0.00019953;0.0018877;0.00064518
0.0026237;-0.00025267;0.0023385;0.00072671
0.0030586;-0.00031273;0.0028422;0.00079803
0.0035073;-0.00037905;0.0033984;0.00085712
0.0039661;-0.00045065;0.0040057;0.00090233
0.0044319;-0.00052624;0.004661;0.00093231
0.0049015;-0.00060426;0.0053598;0.0009459
0.0053724;-0.00068297;0.0060956;0.00094196
0.0058418;-0.00076042;0.0068603;0.00091936
0.006307;-0.0008346;0.0076448;0.0008768
0.0067653;-0.00090344;0.0084395;0.00081289
0.0072139;-0.00096491;0.0092354;0.00072613
0.0076496;-0.0010171;0.010025;0.00061506
0.008069;-0.0010581;0.010803;0.00047825
0.0084684;-0.0010864;0.011566;0.00031445
0.0088441;-0.0011007;0.012317;0.00012265
0.009192;-0.0011002;0.013057;-9.7841e-05
0.0095083;-0.0010847;0.013794;-0.00034732
0.0097892;-0.0010546;0.014534;-0.00062558
0.010031;-0.0010109;0.015283;-0.00093182
0.010231;-0.00095529;0.016049;-0.0012645
0.010388;-0.00088995;0.016837;-0.0016214
0.010498;-0.0008173;0.017649;-0.0019992
0.010562;-0.00073988;0.018484;-0.0023937
0.010579;-0.00066026;0.019341;-0.0027993
0.01055;-0.00058091;0.020213;-0.0032094
0.010474;-0.00050405;0.021091;-0.003616
0.010354;-0.00043159;0.021965;-0.0040099
0.010192;-0.00036509;0.022825;-0.0043809
0.0099889;-0.00030571;0.02366;-0.0047187
0.0097489;-0.00025421;0.024463;-0.0050131
0.0094756;-0.00021094;0.025227;-0.0052548
0.0091733;-0.00017587;0.025949;-0.0054362
0.0088467;-0.00014854;0.026628;-0.0055521
0.008501;-0.00012808;0.027267;-0.0056004
0.0081418;-0.00011327;0.02787;-0.0055822
0.0077751;-0.00010254;0.028443;-0.0055019
0.0074071;-9.4131e-05;0.02899;-0.0053666
0.0070447;-8.6179e-05;0.029518;-0.0051848
0.0066949;-7.684e-05;0.030032;-0.0049659
0.0063649;-6.4431e-05;0.030537;-0.0047195
0.0060618;-4.7564e-05;0.031034;-0.0044544
