i;ii;iii;iv
-0.0038147;0.010132;-0.0029203;0.010151
-0.0036135;0.0098212;-0.0023843;0.0095756
-0.0034053;0.0094849;-0.0019105;0.0089969
-0.0031916;0.0091236;-0.0014989;0.0084181
-0.0029745;0.0087388;-0.0011489;0.0078425
-0.002756;0.008332;-0.00085882;0.0072733
-0.0025382;0.0079049;-0.00062603;0.0067138
-0.0023232;0.0074596;-0.00044669;0.006167
-0.0021127;0.0069978;-0.00031561;0.0056358
-0.0019083;0.0065217;-0.00022628;0.0051229
-0.0017117;0.0060331;-0.00017124;0.0046302
-0.0015239;0.0055338;-0.00014253;0.0041592
-0.0013463;0.0050259;-0.00013223;0.0037102
-0.0011793;0.0045117;-0.00013292;0.0032832
-0.0010235;0.0039939;-0.00013806;0.0028778
-0.00087879;0.0034764;-0.00014242;0.0024933
-0.00074487;0.0029642;-0.00014241;0.0021295
-0.00062131;0.0024639;-0.00013617;0.0017865
-0.00050775;0.0019839;-0.00012345;0.0014651
-0.00040397;0.0015349;-0.0001053;0.0011669
-0.00031002;0.0011291;-8.3679e-05;0.00089427
-0.0002263;0.0007788;-6.1043e-05;0.00065022
-0.00015358;0.00049282;-3.9914e-05;0.00043855
-9.3025e-05;0.00027497;-2.2438e-05;0.00026347
-4.6107e-05;0.00012421;-9.9479e-06;0.00012931
-1.4516e-05;3.5401e-05;-2.7146e-06;4.0273e-05
0;0;0;0
3.0406e-06;2.6591e-05;4.0902e-05;-2.1855e-05
9.1551e-06;8.7473e-05;0.00013291;-6.8693e-05
1.7331e-05;0.00018144;0.00027462;-0.00013719
2.6563e-05;0.00030511;0.00046411;-0.00022436
3.5894e-05;0.0004534;0.00069897;-0.00032769
4.4448e-05;0.00061991;0.00097643;-0.00044527
5.1464e-05;0.00079751;0.0012933;-0.00057578
5.6314e-05;0.00097869;0.0016463;-0.00071837
5.8529e-05;0.0011561;0.0020316;-0.00087251
5.7795e-05;0.001323;0.0024452;-0.0010378
5.3929e-05;0.0014737;0.0028828;-0.0012139
4.6831e-05;0.0016036;0.0033396;-0.0014002
3.6419e-05;0.0017101;0.0038105;-0.0015961
2.2567e-05;0.0017917;0.00429;-0.0018003
5.0412e-06;0.0018483;0.0047722;-0.0020115
-1.6572e-05;0.0018812;0.0052508;-0.0022281
-4.2927e-05;0.0018925;0.0057197;-0.0024482
-7.4963e-05;0.0018851;0.0061723;-0.0026703
-0.00011392;0.0018627;0.0066026;-0.0028929
-0.00016131;0.0018296;0.0070047;-0.0031148
-0.00021888;0.0017905;0.0073737;-0.0033358
-0.00028853;0.0017503;0.0077054;-0.0035561
-0.00037227;0.0017143;0.0079974;-0.0037769
-0.00047216;0.001688;0.0082489;-0.0040001
-0.00059025;0.0016766;0.0084613;-0.004228
-0.00072845;0.0016856;0.0086377;-0.0044637
-0.00088858;0.0017202;0.0087829;-0.00471
-0.0010722;0.0017853;0.0089023;-0.0049702
-0.0012808;0.0018852;0.0090026;-0.0052472
-0.0015156;0.0020241;0.0090905;-0.0055439
-0.0017775;0.0022058;0.0091728;-0.0058628
-0.002067;0.002434;0.0092564;-0.0062061
-0.0023843;0.0027126;0.0093476;-0.0065757
-0.0027292;0.0030453;0.0094526;-0.006973
-0.0031008;0.0034364;0.0095766;-0.0073995
-0.0034979;0.00389;0.0097243;-0.0078565
-0.0039187;0.0044107;0.0098997;-0.0083452
-0.0043615;0.0050031;0.010106;-0.008867
-0.0048239;0.0056715;0.010345;-0.0094233
-0.0053039;0.00642;0.010617;-0.010016
-0.005799;0.0072519;0.010925;-0.010646
-0.0063067;0.0081696;0.011265;-0.011315
-0.0068245;0.0091738;0.011638;-0.012024
-0.0073499;0.010263;0.01204;-0.012774
-0.0078802;0.011434;0.012468;-0.013563
-0.0084129;0.012681;0.012918;-0.01439
-0.0089453;0.013995;0.013384;-0.015251
-0.0094746;0.015364;0.013862;-0.016139
-0.0099982;0.016778;0.014345;-0.017049
-0.010513;0.018222;0.014826;-0.01797
-0.011016;0.019682;0.015299;-0.018895
-0.011505;0.021143;0.015756;-0.019811
-0.011977;0.022591;0.016192;-0.020708
-0.012427;0.024009;0.0166;-0.021578
-0.012854;0.025384;0.016975;-0.022411
-0.013255;0.026702;0.017312;-0.023199
-0.013626;0.027949;0.017609;-0.023937
-0.013965;0.029115;0.017866;-0.02462
-0.014269;0.030189;0.018083;-0.025245
-0.014537;0.031164;0.018263;-0.025808
-0.014767;0.032036;0.018413;-0.02631
-0.014957;0.032803;0.018536;-0.026749
-0.015106;0.033466;0.01864;-0.027127
-0.015213;0.034028;0.018729;-0.027446
-0.015279;0.034495;0.01881;-0.027708
-0.015302;0.034874;0.018886;-0.027919
-0.015284;0.035171;0.018961;-0.028084
-0.015226;0.035394;0.019037;-0.02821
-0.01513;0.035552;0.019114;-0.028303
-0.014999;0.035653;0.019192;-0.028372
-0.014834;0.035703;0.019269;-0.028423
-0.014638;0.03571;0.019344;-0.028465
-0.014416;0.03568;0.019414;-0.028506
-0.014171;0.035619;0.019476;-0.028554
-0.013906;0.035532;0.019526;-0.028617
-0.013625;0.035425;0.019564;-0.028703
-0.013333;0.0353;0.019585;-0.02882
-0.013032;0.035162;0.019589;-0.028973
-0.012727;0.035013;0.019573;-0.02917
-0.012421;0.034855;0.019536;-0.029413
-0.012116;0.034691;0.019477;-0.029709
-0.011816;0.034521;0.019393;-0.030058
-0.011521;0.034346;0.019284;-0.030462
-0.011232;0.034167;0.01915;-0.030923
-0.010949;0.033985;0.018991;-0.03144
-0.010671;0.033798;0.018805;-0.032013
-0.010396;0.033607;0.018595;-0.032641
-0.010122;0.033411;0.01836;-0.033323
-0.0098458;0.033209;0.0181;-0.034057
-0.0095654;0.033002;0.017818;-0.034843
-0.0092778;0.032789;0.017515;-0.035678
-0.0089803;0.032569;0.017194;-0.036562
-0.0086703;0.032342;0.016856;-0.03749
-0.0083453;0.032109;0.016506;-0.038461
-0.0080034;0.031869;0.016147;-0.039469
-0.0076429;0.031625;0.015781;-0.040511
-0.0072624;0.031376;0.015412;-0.041579
-0.0068612;0.031125;0.015043;-0.042665
-0.0064391;0.030872;0.014678;-0.043762
-0.0059964;0.030618;0.01432;-0.044859
-0.0055341;0.030363;0.013971;-0.045944
-0.0050538;0.030109;0.013636;-0.047008
-0.0045573;0.029855;0.013317;-0.048038
-0.004047;0.029601;0.013018;-0.049023
-0.0035254;0.029345;0.012741;-0.049953
-0.002995;0.029086;0.012489;-0.050818
-0.0024582;0.028822;0.012264;-0.051609
-0.0019171;0.028554;0.012069;-0.052319
-0.001373;0.028278;0.011906;-0.052943
-0.00082711;0.027996;0.011776;-0.053476
-0.00027983;0.027707;0.011682;-0.053915
0.0002687;0.027411;0.011625;-0.054261
0.00081856;0.027109;0.011605;-0.054514
0.0013699;0.026803;0.011624;-0.05468
0.0019229;0.026496;0.011681;-0.054766
0.0024776;0.026189;0.011775;-0.054782
0.0030337;0.025886;0.011907;-0.054736
0.0035909;0.025589;0.012075;-0.05464
0.0041485;0.025303;0.012277;-0.054503
0.0047054;0.02503;0.012511;-0.054333
0.0052604;0.024775;0.012775;-0.054136
0.005812;0.02454;0.013067;-0.053916
0.0063582;0.024329;0.013383;-0.053673
0.0068971;0.024144;0.013721;-0.053404
0.0074267;0.023989;0.014078;-0.053106
0.007945;0.023864;0.014452;-0.052774
0.0084499;0.02377;0.01484;-0.052401
0.0089395;0.023708;0.015239;-0.051983
0.0094117;0.023674;0.015647;-0.051516
0.0098648;0.023667;0.016061;-0.050998
0.010297;0.023683;0.016478;-0.05043
0.010706;0.023718;0.016898;-0.049816
0.011091;0.023767;0.017318;-0.049161
0.011451;0.023825;0.017736;-0.048472
0.011786;0.023886;0.018153;-0.047757
0.012094;0.023945;0.018566;-0.047024
0.012376;0.023994;0.018976;-0.04628
0.012633;0.02403;0.019384;-0.045531
0.012865;0.024044;0.019789;-0.044781
0.013072;0.024032;0.020194;-0.044034
0.013256;0.023989;0.020601;-0.04329
0.013418;0.02391;0.021013;-0.042551
0.01356;0.023789;0.021433;-0.041813
0.013684;0.023626;0.021865;-0.041077
0.013791;0.023416;0.022312;-0.040338
0.013885;0.023159;0.022777;-0.039594
0.013966;0.022854;0.023262;-0.038842
0.014035;0.022502;0.023768;-0.038079
0.014092;0.022104;0.024293;-0.037304
0.014138;0.021662;0.024836;-0.036513
0.01417;0.021177;0.025392;-0.035706
0.014189;0.020652;0.025955;-0.03488
0.014191;0.020091;0.026518;-0.034033
0.014174;0.019496;0.027074;-0.033163
0.014135;0.018871;0.027613;-0.032269
0.014071;0.018219;0.028126;-0.03135
0.013978;0.017545;0.028602;-0.030404
0.013853;0.016852;0.029033;-0.02943
0.013695;0.016142;0.029408;-0.028428
0.0135;0.015417;0.029717;-0.027397
0.013267;0.014681;0.029952;-0.026336
0.012995;0.013933;0.030103;-0.025245
0.012683;0.013175;0.030163;-0.024125
0.012331;0.012407;0.030123;-0.022976
0.01194;0.01163;0.029978;-0.021801
0.011509;0.010843;0.029724;-0.0206
0.011042;0.010046;0.029357;-0.019377
0.010541;0.0092396;0.028879;-0.018136
0.010011;0.0084237;0.028291;-0.016879
0.0094567;0.007599;0.0276;-0.015613
0.0088841;0.0067673;0.026814;-0.014342
0.008299;0.0059309;0.025943;-0.013073
0.0077072;0.0050939;0.025004;-0.011814
0.0071146;0.0042622;0.024016;-0.010571
0.0065265;0.0034436;0.023;-0.0093544
0.0059478;0.0026487;0.02198;-0.0081726
0.0053831;0.0018907;0.020974;-0.0070346
0.0048361;0.0011854;0.019991;-0.0059496
0.0043103;0.00054882;0.019033;-0.0049261
0.0038083;-5.9665e-06;0.018097;-0.0039723
0.0033327;-0.00047091;0.017174;-0.0030958
0.0028854;-0.00084272;0.016252;-0.0023029
0.0024683;-0.0011221;0.015316;-0.0015993
0.0020828;-0.0013131;0.014354;-0.00098881
0.0017303;-0.0014222;0.013352;-0.00047406
0.0014121;-0.0014583;0.0123;-5.56e-05
0.001129;-0.0014313;0.011192;0.00026815
0.00088134;-0.0013525;0.010031;0.00050127
0.00066907;-0.0012335;0.0088233;0.00065041
0.00049138;-0.0010862;0.0075893;0.00072462
0.00034683;-0.00092189;0.0063575;0.00073487
0.0002332;-0.00075155;0.0051639;0.00069351
0.00014756;-0.00058501;0.0040437;0.00061371
8.6317e-05;-0.00043073;0.0030272;0.00050887
4.5398e-05;-0.00029556;0.0021381;0.00039213
2.0485e-05;-0.00018443;0.001394;0.00027574
7.2443e-06;-0.00010016;0.00080613;0.0001705
1.6062e-06;-4.32e-05;0.00037962;8.5296e-05
6.6524e-08;-1.1458e-05;0.00011332;2.6887e-05
0;0;0;0
5.2926e-06;-3.6475e-06;-9.6362e-05;-1.558e-05
1.7476e-05;-1.1533e-05;-0.00032825;-5.4775e-05
3.6927e-05;-2.3438e-05;-0.00070392;-0.00012083
6.4216e-05;-3.9446e-05;-0.001222;-0.00021504
0.00010009;-5.9857e-05;-0.0018732;-0.00033696
0.00014542;-8.5114e-05;-0.0026418;-0.00048466
0.00020118;-0.00011571;-0.0035071;-0.00065497
0.00026833;-0.00015212;-0.0044446;-0.00084369
0.00034773;-0.00019471;-0.0054276;-0.0010458
0.00044006;-0.00024367;-0.0064277;-0.0012558
0.00054563;-0.00029896;-0.0074165;-0.0014678
0.00066433;-0.00036028;-0.0083661;-0.0016757
0.0007954;-0.00042706;-0.0092504;-0.0018738
0.00093745;-0.00049847;-0.010046;-0.0020564
0.0010884;-0.00057341;-0.010732;-0.0022187
0.0012458;-0.00065049;-0.011294;-0.0023568
0.0014067;-0.00072807;-0.011719;-0.0024679
0.001568;-0.00080424;-0.011998;-0.0025507
0.0017264;-0.0008769;-0.012128;-0.0026056
0.0018786;-0.00094379;-0.012106;-0.0026343
0.0020215;-0.0010026;-0.011932;-0.0026394
0.0021521;-0.0010513;-0.011609;-0.0026241
0.0022676;-0.0010879;-0.011142;-0.0025921
0.0023656;-0.0011109;-0.010537;-0.0025467
0.0024443;-0.0011195;-0.0098021;-0.0024909
0.0025018;-0.0011135;-0.0089452;-0.002427
0.0025373;-0.0010937;-0.0079758;-0.0023566
0.0025502;-0.0010616;-0.0069034;-0.0022802
0.0025406;-0.0010194;-0.0057375;-0.0021976
0.0025094;-0.00097005;-0.0044871;-0.0021083
0.0024581;-0.00091652;-0.0031608;-0.002011
0.0023888;-0.0008622;-0.0017662;-0.0019047
0.0023039;-0.00081048;-0.00031037;-0.0017882
0.0022063;-0.00076463;0.0012007;-0.0016608
0.0020985;-0.0007277;0.0027613;-0.0015224
0.0019833;-0.00070236;0.0043665;-0.0013734
0.0018631;-0.00069083;0.0060115;-0.0012149
0.00174;-0.00069487;0.0076914;-0.0010482
0.0016155;-0.00071574;0.0094016;-0.0008749
0.0014907;-0.0007542;0.011137;-0.00069657
0.0013663;-0.00081055;0.012894;-0.00051486
0.0012426;-0.00088455;0.014665;-0.00033119
0.0011195;-0.00097545;0.016446;-0.0001468
0.0009968;-0.001082;0.018232;3.7342e-05
0.00087395;-0.0012022;0.020017;0.00022049
0.0007503;-0.0013341;0.021795;0.00040211
0.00062507;-0.0014749;0.023563;0.00058175
0.00049741;-0.0016222;0.025315;0.00075901
0.00036643;-0.0017732;0.027049;0.00093341
0.00023118;-0.0019257;0.02876;0.0011043
9.0678e-05;-0.0020778;0.030447;0.0012707
-5.6036e-05;-0.0022279;0.032108;0.0014313
-0.00020992;-0.0023751;0.033741;0.0015846
-0.00037187;-0.0025189;0.035346;0.001729
-0.00054273;-0.0026592;0.03692;0.0018631
-0.00072325;-0.002796;0.038463;0.0019858
-0.00091413;-0.0029294;0.039975;0.0020967
-0.001116;-0.0030596;0.041456;0.0021958
-0.0013295;-0.0031866;0.042906;0.0022843
-0.0015552;-0.0033103;0.044326;0.0023641
-0.0017936;-0.0034302;0.045717;0.0024379
-0.0020452;-0.0035458;0.04708;0.0025093
-0.0023105;-0.0036562;0.048416;0.002582
-0.0025898;-0.0037607;0.049726;0.00266
-0.0028832;-0.0038581;0.051011;0.002747
-0.0031907;-0.0039477;0.052275;0.0028461
-0.003512;-0.0040286;0.053518;0.0029597
-0.0038463;-0.0041;0.054743;0.0030888
-0.0041927;-0.0041615;0.055952;0.003233
-0.0045494;-0.0042129;0.057147;0.0033901
-0.0049141;-0.0042543;0.058327;0.003557
-0.0052841;-0.0042855;0.059494;0.0037294
-0.0056558;-0.0043071;0.060645;0.0039024
-0.0060254;-0.0043193;0.061781;0.0040708
-0.006389;-0.0043226;0.062898;0.0042293
-0.0067426;-0.0043177;0.063994;0.004373
-0.0070824;-0.0043053;0.065064;0.0044973
-0.0074046;-0.0042865;0.066106;0.0045986
-0.0077063;-0.0042622;0.067115;0.0046737
-0.0079851;-0.0042335;0.068086;0.0047202
-0.0082391;-0.0042017;0.069014;0.0047364
-0.0084674;-0.004168;0.069896;0.0047212
-0.0086695;-0.0041333;0.070729;0.0046739
-0.0088455;-0.0040988;0.07151;0.0045946
-0.0089956;-0.0040656;0.072235;0.0044836
-0.0091203;-0.0040343;0.072904;0.0043417
-0.0092202;-0.0040058;0.073514;0.0041702
-0.0092958;-0.0039807;0.074065;0.0039708
-0.0093474;-0.0039592;0.074556;0.0037458
-0.0093752;-0.0039415;0.074988;0.003498
-0.0093795;-0.0039275;0.075364;0.003231
-0.0093602;-0.0039167;0.075684;0.002949
-0.0093176;-0.0039085;0.075954;0.0026568
-0.0092518;-0.0039016;0.076176;0.0023602
-0.0091634;-0.0038949;0.076354;0.0020654
-0.0090531;-0.0038864;0.07649;0.0017793
-0.008922;-0.0038743;0.076588;0.001509
-0.0087715;-0.003856;0.076649;0.0012616
-0.0086036;-0.003829;0.076675;0.0010442
-0.0084203;-0.0037905;0.076666;0.00086333
-0.008224;-0.0037373;0.076624;0.00072462
-0.0080173;-0.0036662;0.076548;0.00063264
-0.0078026;-0.0035739;0.076437;0.00059062
-0.0075826;-0.0034572;0.07629;0.00060052
-0.0073598;-0.0033128;0.076107;0.00066323
-0.0071367;-0.0031378;0.075886;0.0007787
-0.0069155;-0.0029295;0.075627;0.00094607
-0.0066982;-0.0026857;0.07533;0.0011637
-0.0064868;-0.002405;0.074996;0.0014291
-0.0062828;-0.0020869;0.074625;0.001739
-0.0060874;-0.0017318;0.074219;0.0020894
-0.0059014;-0.0013412;0.073778;0.0024754
-0.0057251;-0.00091763;0.073304;0.0028917
-0.0055584;-0.00046476;0.072798;0.0033326
-0.0054005;1.2973e-05;0.072261;0.0037923
-0.0052506;0.00051015;0.071696;0.0042647
-0.0051077;0.0010205;0.071104;0.0047435
-0.0049711;0.0015368;0.070487;0.0052226
-0.0048402;0.002051;0.069847;0.0056956
-0.0047149;0.0025543;0.069187;0.0061563
-0.0045955;0.0030372;0.068508;0.0065987
-0.0044831;0.0034903;0.067813;0.0070175
-0.0043791;0.0039037;0.067104;0.0074077
-0.0042858;0.004268;0.066385;0.0077655
-0.0042054;0.0045745;0.065658;0.008088
-0.0041405;0.0048152;0.064926;0.0083734
-0.0040938;0.0049836;0.064191;0.0086215
-0.0040678;0.0050745;0.063457;0.0088331
-0.0040646;0.0050842;0.062723;0.0090102
-0.0040856;0.0050109;0.061992;0.0091556
-0.0041318;0.0048541;0.061262;0.0092727
-0.0042033;0.0046154;0.060533;0.0093649
-0.0042997;0.0042979;0.059803;0.0094356
-0.0044201;0.0039072;0.05907;0.0094878
-0.0045631;0.0034508;0.058329;0.0095238
-0.0047267;0.0029388;0.057577;0.0095451
-0.0049085;0.0023831;0.056811;0.0095523
-0.0051056;0.0017973;0.056027;0.0095456
-0.0053145;0.0011955;0.055222;0.0095244
-0.0055312;0.00059244;0.054392;0.0094882
-0.0057516;2.2028e-06;0.053537;0.0094361
-0.0059714;-0.00056204;0.052655;0.0093671
-0.0061862;-0.0010887;0.051746;0.0092804
-0.006392;-0.0015685;0.050809;0.0091754
-0.006585;-0.001994;0.049846;0.0090512
-0.0067617;-0.0023605;0.048858;0.0089075
-0.0069192;-0.002665;0.047844;0.008744
-0.007055;-0.0029062;0.046808;0.0085604
-0.007167;-0.0030847;0.045751;0.0083568
-0.0072537;-0.0032024;0.044676;0.0081332
-0.007314;-0.0032628;0.043586;0.0078893
-0.0073471;-0.0032704;0.042485;0.0076253
-0.0073526;-0.0032313;0.041375;0.0073409
-0.0073303;-0.0031522;0.040259;0.0070362
-0.0072804;-0.0030406;0.03914;0.0067113
-0.0072032;-0.0029042;0.038021;0.0063666
-0.0070992;-0.0027506;0.036902;0.0060027
-0.0069693;-0.0025871;0.035786;0.0056206
-0.0068145;-0.0024204;0.034671;0.0052218
-0.0066363;-0.0022565;0.03356;0.0048081
-0.0064365;-0.0021001;0.03245;0.0043817
-0.0062172;-0.0019549;0.031342;0.0039451
-0.0059808;-0.0018238;0.030234;0.0035015
-0.0057301;-0.0017083;0.029126;0.0030542
-0.0054682;-0.0016094;0.028018;0.002607
-0.0051983;-0.0015271;0.026908;0.0021638
-0.0049235;-0.0014608;0.025797;0.0017287
-0.004647;-0.0014094;0.024685;0.0013057
-0.0043715;-0.0013708;0.023573;0.00089892
-0.0040994;-0.0013428;0.022463;0.00051199
-0.0038324;-0.0013228;0.021354;0.00014851
-0.0035714;-0.0013078;0.020249;-0.00018824
-0.0033166;-0.001295;0.019148;-0.00049537
-0.0030678;-0.0012813;0.018054;-0.00077053
-0.0028244;-0.001264;0.016967;-0.0010121
-0.0025858;-0.0012409;0.015891;-0.0012196
-0.0023515;-0.0012099;0.014827;-0.0013933
-0.0021213;-0.0011696;0.013777;-0.0015346
-0.0018954;-0.0011193;0.012744;-0.0016455
-0.0016744;-0.0010587;0.011731;-0.001728
-0.0014593;-0.00098797;0.010739;-0.0017844
-0.0012519;-0.0009079;0.0097728;-0.0018166
-0.0010538;-0.00081969;0.0088345;-0.0018264
-0.00086731;-0.00072508;0.0079277;-0.0018148
-0.00069458;-0.00062625;0.0070559;-0.0017826
-0.00053766;-0.00052586;0.0062225;-0.0017301
-0.00039832;-0.00042684;0.005431;-0.0016573
-0.00027775;-0.00033224;0.0046844;-0.0015641
-0.00017656;-0.00024503;0.0039857;-0.0014509
-9.4721e-05;-0.00016785;0.0033374;-0.0013186
-3.1727e-05;-0.00010283;0.0027417;-0.001169
1.3401e-05;-5.1389e-05;0.0022003;-0.0010056
4.2062e-05;-1.3992e-05;0.0017149;-0.00083333
5.61e-05;9.9157e-06;0.0012868;-0.00065887
5.7852e-05;2.1875e-05;0.00091726;-0.00049009
5.0214e-05;2.4233e-05;0.00060769;-0.00033532
3.6636e-05;1.9916e-05;0.0003595;-0.00020266
2.0997e-05;1.2197e-05;0.00017429;-9.9251e-05
7.4044e-06;4.4666e-06;5.3812e-05;-3.0619e-05
0;0;0;0
-3.2811e-05;9.6564e-05;-8.1388e-05;-4.9642e-05
-0.00010623;0.00030173;-0.00028343;-0.00016315
-0.00021837;0.00059719;-0.00061882;-0.00033844
-0.00036655;0.00096416;-0.0010899;-0.00056989
-0.00054724;0.001384;-0.0016905;-0.00084916
-0.00075617;0.0018388;-0.0024076;-0.0011661
-0.00098851;0.0023117;-0.0032228;-0.0015097
-0.001239;0.0027879;-0.0041137;-0.0018687
-0.0015023;0.0032543;-0.0050554;-0.0022328
-0.001773;0.0037007;-0.0060218;-0.002593
-0.002046;0.0041192;-0.0069864;-0.0029422
-0.0023166;0.0045043;-0.0079237;-0.0032749
-0.0025806;0.0048525;-0.0088102;-0.0035868
-0.0028349;0.0051622;-0.0096254;-0.0038753
-0.0030765;0.005433;-0.010352;-0.0041383
-0.0033034;0.0056659;-0.010978;-0.0043748
-0.0035139;0.0058629;-0.011494;-0.0045843
-0.0037064;0.0060268;-0.011894;-0.0047669
-0.0038798;0.006161;-0.012176;-0.0049231
-0.0040331;0.0062692;-0.012339;-0.0050537
-0.0041656;0.0063555;-0.012386;-0.0051598
-0.0042766;0.0064239;-0.012321;-0.0052429
-0.0043659;0.0064783;-0.01215;-0.0053045
-0.0044334;0.0065225;-0.01188;-0.0053466
-0.0044795;0.0065597;-0.011521;-0.0053717
-0.0045051;0.0065927;-0.011081;-0.0053826
-0.0045118;0.0066236;-0.01057;-0.0053827
-0.0045022;0.0066542;-0.0099967;-0.0053758
-0.0044795;0.0066855;-0.0093715;-0.0053662
-0.0044486;0.0067184;-0.0087029;-0.0053584
-0.0044149;0.0067532;-0.0079988;-0.005357
-0.0043848;0.00679;-0.0072659;-0.0053669
-0.0043649;0.0068287;-0.0065099;-0.0053929
-0.0043618;0.0068692;-0.0057353;-0.00544
-0.0043816;0.0069111;-0.0049457;-0.0055132
-0.0044299;0.006954;-0.0041437;-0.0056171
-0.0045109;0.0069976;-0.0033311;-0.0057563
-0.0046276;0.0070412;-0.0025087;-0.0059345
-0.0047812;0.0070841;-0.0016765;-0.0061547
-0.0049719;0.0071255;-0.00083369;-0.0064189
-0.0051986;0.0071643;2.1229e-05;-0.0067275
-0.0054593;0.0071991;0.00089014;-0.0070796
-0.0057513;0.0072284;0.0017749;-0.0074725
-0.0060715;0.0072504;0.0026773;-0.0079017
-0.0064164;0.0072633;0.0035983;-0.0083613
-0.0067824;0.0072647;0.0045383;-0.0088445
-0.0071657;0.0072524;0.0054968;-0.0093439
-0.0075628;0.007224;0.0064722;-0.0098521
-0.0079701;0.0071772;0.0074618;-0.010362
-0.008384;0.0071095;0.0084619;-0.010869
-0.0088013;0.0070188;0.0094682;-0.011367
-0.0092186;0.006903;0.010476;-0.011855
-0.0096329;0.0067602;0.011479;-0.012331
-0.010041;0.006589;0.012474;-0.012795
-0.010441;0.0063881;0.013455;-0.013249
-0.010831;0.0061568;0.014419;-0.013694
-0.011208;0.0058947;0.015362;-0.014133
-0.01157;0.0056024;0.016282;-0.014568
-0.011917;0.0052808;0.017178;-0.015002
-0.012248;0.0049321;0.018047;-0.015436
-0.012563;0.0045596;0.018888;-0.015873
-0.012862;0.0041685;0.019701;-0.016313
-0.013148;0.0037656;0.020483;-0.016759
-0.013421;0.0033603;0.021233;-0.01721
-0.013686;0.002965;0.021951;-0.017666
-0.013944;0.0025949;0.022634;-0.018128
-0.014201;0.0022686;0.023282;-0.018594
-0.01446;0.0020046;0.023893;-0.019063
-0.014724;0.0018181;0.024468;-0.019536
-0.014996;0.0017183;0.025005;-0.020009
-0.01528;0.0017086;0.025505;-0.020482
-0.015576;0.0017875;0.025969;-0.020952
-0.015885;0.0019493;0.026401;-0.021417
-0.016208;0.0021848;0.026803;-0.021875
-0.016543;0.0024821;0.027181;-0.02232
-0.01689;0.0028268;0.027539;-0.022751
-0.017248;0.0032031;0.027883;-0.023164
-0.017614;0.0035942;0.028217;-0.023554
-0.017986;0.0039824;0.028546;-0.023918
-0.018363;0.0043502;0.028876;-0.024251
-0.018743;0.0046806;0.029209;-0.024551
-0.019123;0.0049574;0.029548;-0.024814
-0.019503;0.0051663;0.029897;-0.025036
-0.019881;0.0052947;0.030255;-0.025216
-0.020255;0.005333;0.030624;-0.025354
-0.020623;0.0052741;0.031002;-0.025449
-0.020985;0.0051143;0.031389;-0.025502
-0.021339;0.004853;0.031781;-0.025515
-0.021683;0.0044935;0.032175;-0.025488
-0.022018;0.0040429;0.032567;-0.025424
-0.02234;0.0035128;0.032952;-0.025325
-0.022651;0.0029188;0.033324;-0.025192
-0.022949;0.0022785;0.033679;-0.025027
-0.023234;0.0016076;0.034009;-0.024832
-0.023506;0.00091764;0.03431;-0.024609
-0.023766;0.00021592;0.034577;-0.024359
-0.024013;-0.00049313;0.034805;-0.024083
-0.02425;-0.0012071;0.034991;-0.023782
-0.024477;-0.0019244;0.035133;-0.023456
-0.024695;-0.0026431;0.035231;-0.023105
-0.024907;-0.00336;0.035285;-0.022729
-0.025113;-0.0040699;0.035295;-0.022327
-0.025313;-0.0047652;0.035264;-0.021901
-0.025507;-0.0054366;0.035194;-0.021449
-0.025694;-0.006073;0.035087;-0.020973
-0.025873;-0.0066629;0.034949;-0.02047
-0.026041;-0.0071942;0.034783;-0.019942
-0.026195;-0.0076552;0.034596;-0.019389
-0.026332;-0.0080353;0.034391;-0.01881
-0.026447;-0.0083252;0.034175;-0.018206
-0.026539;-0.0085174;0.033951;-0.017578
-0.026603;-0.0086064;0.033723;-0.016926
-0.026639;-0.0085883;0.033492;-0.016254
-0.026643;-0.0084613;0.033261;-0.015561
-0.026615;-0.0082253;0.033029;-0.014851
-0.026556;-0.0078824;0.032794;-0.014126
-0.026465;-0.0074369;0.032555;-0.013388
-0.026345;-0.0068959;0.032308;-0.012642
-0.026196;-0.0062688;0.03205;-0.011891
-0.026021;-0.0055673;0.031776;-0.011139
-0.025822;-0.0048054;0.031483;-0.010392
-0.025601;-0.0039982;0.031167;-0.009657
-0.025361;-0.0031623;0.030824;-0.0089398
-0.025104;-0.0023149;0.030453;-0.0082487
-0.024833;-0.001474;0.030053;-0.0075926
-0.02455;-0.00065731;0.029625;-0.0069815
-0.024257;0.00011717;0.029171;-0.0064268
-0.023955;0.00083209;0.028696;-0.0059405
-0.023645;0.0014709;0.028206;-0.0055349
-0.023327;0.0020182;0.027714;-0.0052216
-0.023;0.0024604;0.027231;-0.0050112
-0.022663;0.0027858;0.026774;-0.0049117
-0.022314;0.0029855;0.026355;-0.0049278
-0.021951;0.0030539;0.025984;-0.0050605
-0.021571;0.0029891;0.025668;-0.0053055
-0.021173;0.0027933;0.025408;-0.0056538
-0.020753;0.0024731;0.025204;-0.0060917
-0.020311;0.0020389;0.025053;-0.0066021
-0.019846;0.0015058;0.024949;-0.0071656
-0.019357;0.00089328;0.024886;-0.0077613
-0.018844;0.00022568;0.024853;-0.0083685
-0.018308;-0.00046864;0.02484;-0.008967
-0.01775;-0.0011605;0.024836;-0.0095391
-0.017172;-0.0018246;0.02483;-0.010069
-0.016573;-0.0024428;0.02481;-0.010545
