f,pos_power,for_power
0.00640213062907336,2.13022452274703,0.188038563689939
0.0160053265726834,0.34189458673615,0.264065142153046
0.0256085225162934,0.177338915191086,0.475325346599191
0.0352117184599035,0.183231707246835,0.407440387166763
0.0448149144035135,0.115356763187801,0.437447518664004
0.0544181103471235,0.123145291820233,0.530784987254795
0.0640213062907336,0.0966475778995701,0.498130220922286
0.0736245022343436,0.0684198864319117,0.51612188013471
0.0832276981779536,0.0873110785371305,0.92118095802507
0.0928308941215637,0.0516956449024187,0.811168767700909
0.102434090065174,0.0531056567798005,0.892575725861881
0.112037286008784,0.045579345489374,1.18717666538384
0.121640481952394,0.0214232953360601,0.761792147224976
0.131243677896004,0.0274205862368518,1.36384258254317
0.140846873839614,0.0353392345287431,1.54505804285337
0.150450069783224,0.0244405471152038,1.64650275908068
0.160053265726834,0.0352295491703734,2.27818874444227
0.169656461670444,0.0253025825251024,2.23296370490131
0.179259657614054,0.0275100953433166,2.51822068396993
0.188862853557664,0.0214589705554037,2.45089738647727
0.198466049501274,0.0335787874387532,4.4279650644853
0.208069245444884,0.0218708002155203,3.04989586911556
0.217672441388494,0.0221309337948453,3.519334709139
0.227275637332104,0.0224068953495101,4.56839803629136
0.236878833275714,0.019088813832955,4.08349315001083
0.246482029219324,0.0272533345510479,7.18993369831573
0.256085225162934,0.0339465816476357,8.2595692638558
0.265688421106544,0.0246439441384564,7.33536080977205
0.275291617050154,0.0235610472598375,8.23892594027861
0.284894812993764,0.0230688624302131,7.992322317894
0.294498008937374,0.0234963857985595,8.7404406127316
0.304101204880984,0.0152465050221959,6.56377289546296
0.313704400824594,0.0179126751780992,9.46913449365661
0.323307596768204,0.0158233158070024,9.81841637684469
0.332910792711815,0.0230263975219031,16.2360009579046
0.342513988655425,0.02536191004203,19.9877169625056
0.352117184599035,0.0237528099364056,19.5936404012627
0.361720380542645,0.014189219690143,14.5290139918797
0.371323576486255,0.0176565372161126,17.4195225842926
0.380926772429865,0.0125763969006329,13.4399338279677
0.390529968373475,0.0130537536509519,17.2866255745398
0.400133164317085,0.0229673654468591,28.9360335674477
0.409736360260695,0.0174278794314859,25.3731819302687
0.419339556204305,0.016738030920411,25.5842304511115
0.428942752147915,0.0161208518424573,27.1626974741259
0.438545948091525,0.0191404620587902,33.9561955167328
0.448149144035135,0.02076074926013,41.6089600573217
0.457752339978745,0.0186760093686638,43.4288366109391
0.467355535922355,0.0203409781184928,46.0158169345462
0.476958731865965,0.0164876169325415,39.7838596340997
0.486561927809575,0.019136857743487,50.4716888235287
0.496165123753185,0.00906217314561039,25.6542842865924
0.505768319696795,0.0199278378266404,57.3060066496567
0.515371515640405,0.0167360024073534,54.953139508107
0.524974711584015,0.00873520498914143,31.5769984179292
0.534577907527625,0.012085163813921,44.7511938518246
0.544181103471235,0.0153922377123188,62.7920709004333
0.553784299414845,0.014792506459146,59.7496946231368
0.563387495358455,0.0234976568220036,101.027897015904
0.572990691302065,0.0191710936898416,87.3763703396659
0.582593887245675,0.0157646916065777,75.7477013825049
0.592197083189285,0.0168941325812501,88.913565912667
0.601800279132895,0.0143517164672669,82.9063243957115
0.611403475076505,0.0145110952531496,85.6862829244845
0.621006671020116,0.0109682081493861,65.524631630336
0.630609866963726,0.016512209981553,111.352644552396
