time,force
51.84049024,-4.45844585429025
51.85049024,-4.25452092234039
51.86049024,-3.74350027239576
51.87049024,-3.00447041543755
51.88049024,-2.79388150583616
51.89049024,-2.44734951436127
51.90049024,-2.15346973787199
51.91049024,-1.2833589101202
51.92049024,-0.968884781920696
51.93049024,-0.335273993735325
51.94049024,0.301595300164187
51.95049024,1.02828509608689
51.96049024,1.7048087823388
51.97049024,2.35069920062541
51.98049024,2.9441087510889
51.99049024,3.51893995832217
52.00049024,4.04342949741281
52.01049024,4.40684407364494
52.02049024,4.56755174290176
52.03049024,4.5496180517488
52.04049024,4.79138204053563
52.05049024,4.52815469954611
52.06049024,4.79012668918759
52.07049024,5.18286826776589
52.08049024,5.88364347665518
52.09049024,6.09596257460293
52.10049024,6.42713684944842
52.11049024,6.28016149920627
52.12049024,6.38132710712248
52.13049024,6.39529483460651
52.14049024,6.30293875612717
52.15049024,6.13958738125953
52.16049024,5.92907532435001
52.17049024,5.60278900427693
52.18049024,5.46292124284682
52.19049024,5.1256020236728
52.20049024,4.73524827298198
52.21049024,4.45318245114117
52.22049024,4.33573883418874
52.23049024,4.06764806789562
52.24049024,4.05618186888876
52.25049024,3.90856744161411
52.26049024,3.85024556573939
52.27049024,3.72052386446376
52.28049024,3.52638791991775
52.29049024,3.54336390541367
52.30049024,3.38319759076572
52.31049024,3.42332801821816
52.32049024,3.22218395386751
52.33049024,3.08979604274218
52.34049024,2.77217829621915
52.35049024,2.56083566021321
52.36049024,2.20340298686452
52.37049024,1.96544465701873
52.38049024,1.73703645655267
52.39049024,1.79196275102714
52.40049024,1.55072563832623
52.41049024,1.6850079870188
52.42049024,1.2536501354399
52.43049024,1.24287596642089
52.44049024,1.01294256051832
52.45049024,1.23486180569175
52.46049024,1.06220234175127
52.47049024,1.21877749116443
52.48049024,0.964828177691497
52.49049024,0.87558513190163
52.50049024,0.507130968992974
52.51049024,0.35768148710719
52.52049024,-0.134028524275155
52.53049024,-0.175017750064366
52.54049024,-0.747851105512657
52.55049024,-0.725887412170291
52.56049024,-1.13073370075199
52.57049024,-1.16988683456078
52.58049024,-1.55913395455921
52.59049024,-1.38945351374006
52.60049024,-1.68806001128219
52.61049024,-1.67932043633953
52.62049024,-1.92519813374176
52.63049024,-1.78877226120132
52.64049024,-2.18601929744069
52.65049024,-2.05375133820445
52.66049024,-2.46391049488846
52.67049024,-2.09166299433598
52.68049024,-2.61856058131992
52.69049024,-2.5602900906579
52.70049024,-3.00342508515892
52.71049024,-2.92660130082509
52.72049024,-3.40894795708956
52.73049024,-3.35694118941887
52.74049024,-3.76271567145969
52.75049024,-3.4273262161301
52.76049024,-3.83542846103612
52.77049024,-3.61384673347634
52.78049024,-4.13717960419921
52.79049024,-4.0480002068771
52.80049024,-4.41720034624823
52.81049024,-4.17577873808207
52.82049024,-4.44534316896086
52.83049024,-4.2047604928079
52.84049024,-4.42540874393502
52.85049024,-4.34022199909247
52.86049024,-4.71982885508825
52.87049024,-4.56425538575529
52.88049024,-4.85409215513718
52.89049024,-4.67761407316593
52.90049024,-5.02590832314815
52.91049024,-4.80206526473468
52.92049024,-5.0717502756703
52.93049024,-4.83287746844684
52.94049024,-4.95650732769533
52.95049024,-4.68135789465073
52.96049024,-4.83141088104237
52.97049024,-4.52083827960134
52.98049024,-4.54269358665661
52.99049024,-4.34035142706926
53.00049024,-4.33219104987088
53.01049024,-4.06669899147436
53.02049024,-4.05692602283046
53.03049024,-3.81802803840894
53.04049024,-3.74938930897078
53.05049024,-3.56949878890706
53.06049024,-3.42582201922693
53.07049024,-3.32062213663443
53.08049024,-3.22358140021284
53.09049024,-2.80476445786699
53.10049024,-2.62417735740112
53.11049024,-2.27772543440257
53.12049024,-1.77028785423616
53.13049024,-0.54994057050293
53.14049024,-0.0137733224397503
53.15049024,0.633444749148363
53.16049024,1.45661596884669
53.17049024,2.27262089471588
53.18049024,2.9541675062525
53.19049024,3.48003556046752
53.20049024,4.16489077539081
53.21049024,4.20061542643807
53.22049024,4.29100054316707
53.23049024,4.21844070672496
53.24049024,4.32987404358065
53.25049024,4.26925199669134
53.26049024,4.44025745492826
53.27049024,4.22877977567189
53.28049024,5.17311679840304
53.29049024,5.64612068146353
53.30049024,6.22539417901429
53.31049024,6.36306627451818
53.32049024,6.60061730894344
53.33049024,6.85033546935237
53.34049024,7.16969847285657
53.35049024,6.85835255248781
53.36049024,6.92453325587087
53.37049024,6.66173250875337
53.38049024,6.43563577969367
53.39049024,5.8508632498105
53.40049024,5.31596065699666
53.41049024,5.0557372549171
53.42049024,4.72677764213132
53.43049024,4.13867909848252
53.44049024,4.08195321176393
53.45049024,3.75317093638388
53.46049024,3.78584447478601
53.47049024,3.45906536604856
53.48049024,3.34793774229018
53.49049024,3.38298539511522
53.50049024,3.25846756295986
53.51049024,3.30858737079076
53.52049024,3.0969085284178
53.53049024,2.72848899705723
53.54049024,2.49247059569985
53.55049024,2.14150603701541
53.56049024,1.61340635731857
53.57049024,1.33724449587907
53.58049024,0.891866344589756
53.59049024,0.743293833429134
53.60049024,0.533171579216755
53.61049024,0.579393727992285
53.62049024,0.528867095684365
53.63049024,0.686547440265713
53.64049024,0.446175961729534
53.65049024,0.509542074816606
53.66049024,0.451800800616101
53.67049024,0.508507090728536
53.68049024,0.381419769740448
53.69049024,0.672245411821916
53.70049024,0.345470040851427
53.71049024,0.55105955696531
53.72049024,0.346736989692584
53.73049024,0.303959878796807
53.74049024,0.192904799571303
53.75049024,0.153256288934987
53.76049024,-0.129167050827226
53.77049024,0.138714506448063
53.78049024,-0.110015948377359
53.79049024,-0.0397298520032459
53.80049024,-0.0722848909383182
53.81049024,0.102855696215116
53.82049024,0.00592834252913321
53.83049024,0.207454045644251
53.84049024,0.0845883756539194
53.85049024,0.315099365544535
53.86049024,-0.189816731649064
53.87049024,-0.119365065456159
53.88049024,-0.466114195957779
53.89049024,-0.448168583136147
53.90049024,-0.987751072644175
53.91049024,-0.82358331394044
53.92049024,-1.20549767492581
53.93049024,-1.13394504677883
53.94049024,-1.43018688464419
53.95049024,-1.28045682789499
53.96049024,-1.70662173011047
53.97049024,-1.5108058097233
53.98049024,-1.90738201821695
53.99049024,-1.78451191651668
54.00049024,-2.2542979771876
54.01049024,-2.1949181989001
54.02049024,-2.83582806263167
54.03049024,-3.10656258176738
54.04049024,-3.78773293720553
54.05049024,-4.11114957855569
54.06049024,-4.68089731069315
54.07049024,-4.5659585706028
54.08049024,-4.96610120562267
54.09049024,-4.83042707582004
54.10049024,-5.13003842676992
54.11049024,-4.9748687981537
54.12049024,-5.20277778379313
54.13049024,-5.00610655719976
54.14049024,-5.16631737384906
54.15049024,-4.94382311520039
54.16049024,-5.2229979873222
54.17049024,-4.97025704245009
54.18049024,-5.20375332706096
54.19049024,-5.00170552557423
54.20049024,-5.16605880645387
54.21049024,-5.02914406043074
54.22049024,-5.19920821290416
54.23049024,-5.04401752516544
54.24049024,-5.32633029259304
54.25049024,-5.26019005277703
54.26049024,-5.34959598440812
54.27049024,-5.20776051086334
54.28049024,-5.15904334246645
54.29049024,-4.83447248188197
54.30049024,-4.78658118882196
54.31049024,-4.56951455999558
54.32049024,-4.48277673494829
54.33049024,-4.14823611776945
54.34049024,-3.58694894078207
54.35049024,-2.57583912119205
54.36049024,-1.61184640242384
54.37049024,-0.75551369364075
54.38049024,-0.4759156586691
54.39049024,0.166011725733705
54.40049024,0.552898454043202
54.41049024,0.940614120865502
54.42049024,1.47232646185102
54.43049024,1.53503455253909
54.44049024,1.88265469341431
54.45049024,2.14230305965727
54.46049024,2.52637260065442
54.47049024,2.59616867590817
54.48049024,2.86759133235999
54.49049024,3.23406136409269
54.50049024,3.68106945900872
54.51049024,4.05112073861187
54.52049024,4.47067030906605
54.53049024,4.78063893945464
54.54049024,5.51771789909524
54.55049024,6.10815557309074
54.56049024,6.70168838654893
54.57049024,6.99807382052639
54.58049024,7.10284031509597
54.59049024,6.99765916069191
54.60049024,6.99579045632679
54.61049024,6.63961950868839
54.62049024,6.23011073269386
54.63049024,5.89269438513883
54.64049024,5.41466430812844
54.65049024,5.02007159608795
54.66049024,4.77816169095437
54.67049024,4.32133592750635
54.68049024,4.30113510333779
54.69049024,4.16466665448961
54.70049024,4.25424582316322
54.71049024,4.33819744419992
54.72049024,4.33761294722299
54.73049024,4.45322134241769
54.74049024,4.41598591565209
54.75049024,4.29403451076675
54.76049024,4.13199145208528
54.77049024,3.82905149882394
54.78049024,3.36013929998266
54.79049024,3.12102444863621
54.80049024,2.59757888428262
54.81049024,2.16678737590324
54.82049024,1.83999775889521
54.83049024,1.34807199801137
54.84049024,1.09175291663169
54.85049024,0.904155969499632
54.86049024,0.561066271262319
54.87049024,0.714910494491377
54.88049024,0.637606391885771
54.89049024,0.904895648599054
54.90049024,0.749574745998166
54.91049024,0.734550301408971
54.92049024,0.548162785243344
54.93049024,0.512902724282534
54.94049024,0.392226139777044
54.95049024,0.389820610605591
54.96049024,0.0299968795104557
54.97049024,0.155583446595501
54.98049024,-0.337160253345845
54.99049024,-0.249089593820023
55.00049024,-0.414479447451026
55.01049024,-0.347191917115619
55.02049024,-0.6154992397842
55.03049024,-0.388943484812345
55.04049024,-0.521475911676626
55.05049024,-0.213010222078885
55.06049024,-0.388597298516423
55.07049024,-0.120646837412106
55.08049024,-0.265216288499455
55.09049024,0.13442721563533
55.10049024,-0.17129857234951
55.11049024,-0.154396698729419
55.12049024,-0.657191690993046
55.13049024,-0.486954774288366
55.14049024,-0.704494547432598
55.15049024,-0.566031969064432
55.16049024,-0.876141545414936
55.17049024,-0.825934713849432
55.18049024,-1.29458985551042
55.19049024,-1.0492096209059
55.20049024,-1.28847351740402
55.21049024,-1.03284860973937
55.22049024,-1.38765379383328
55.23049024,-1.18187215561449
55.24049024,-1.47591308574619
55.25049024,-1.47839636986906
55.26049024,-1.7771510923721
55.27049024,-1.69838642078536
55.28049024,-2.20934977832046
55.29049024,-2.1180935728668
55.30049024,-2.70628463542731
55.31049024,-3.05561766493626
55.32049024,-4.00029085362064
55.33049024,-4.20723786971628
55.34049024,-4.81527337090519
55.35049024,-4.62359260491631
55.36049024,-5.13545857873444
55.37049024,-4.93864669486895
55.38049024,-5.42601018595196
55.39049024,-5.1890933002594
55.40049024,-5.57700288960302
55.41049024,-5.21577850423941
55.42049024,-5.66096648051483
55.43049024,-5.19412055492207
55.44049024,-5.50779347672897
55.45049024,-5.20028568627924
55.46049024,-5.42460233405602
55.47049024,-5.17299605671727
55.48049024,-5.4389362708874
55.49049024,-5.25446525062164
55.50049024,-5.44103563913438
55.51049024,-5.22815555368182
55.52049024,-5.42780961919325
55.53049024,-5.14769083087919
55.54049024,-5.2064337767567
55.55049024,-4.93791261446266
55.56049024,-5.12348690796436
55.57049024,-4.80789427411028
55.58049024,-4.80389522208685
55.59049024,-4.49790023272084
55.60049024,-4.48079582812567
55.61049024,-3.88093821876836
55.62049024,-3.28641478339604
55.63049024,-2.64601537075455
55.64049024,-2.37455369139041
55.65049024,-2.01555459155196
55.66049024,-1.65526208942242
55.67049024,-0.997230748034854
55.68049024,-0.581681316046742
55.69049024,-0.00240912078923516
55.70049024,0.425659135249559
55.71049024,0.83248063973661
55.72049024,1.37401413780349
55.73049024,2.14896700597004
55.74049024,3.01152913373148
55.75049024,3.74697523865366
55.76049024,4.27818231300852
55.77049024,4.65938577000563
55.78049024,4.85683656501087
55.79049024,4.9975039215889
55.80049024,5.20682040756488
55.81049024,5.06438106765648
55.82049024,4.9251952327293
55.83049024,5.21488778571835
55.84049024,5.77364721622543
55.85049024,5.7813194434527
55.86049024,6.05891956298609
55.87049024,5.86053327752106
55.88049024,5.77312723654148
55.89049024,5.65488119551242
55.90049024,5.6230207299857
55.91049024,5.37740395523101
55.92049024,5.5094938345568
55.93049024,5.21389573497665
55.94049024,5.05792742905395
55.95049024,4.81363681211616
55.96049024,4.58107477230029
55.97049024,4.48443409547488
55.98049024,4.27185408824523
55.99049024,4.08099305044629
56.00049024,4.05704210163288
56.01049024,4.02079892018488
56.02049024,3.68408298461446
56.03049024,3.48783177251384
56.04049024,3.13220247285055
56.05049024,3.02163133960484
56.06049024,2.92103701115783
56.07049024,2.87822324456418
56.08049024,2.59476037176814
56.09049024,2.48553533741675
56.10049024,2.44706167625774
56.11049024,2.18394023014299
56.12049024,1.9259181180855
56.13049024,1.86420474311617
56.14049024,1.67190114788553
56.15049024,1.58940529450923
56.16049024,1.54400822492962
56.17049024,1.49427082142844
56.18049024,1.21028235804017
56.19049024,1.242942482374
56.20049024,0.988528347267638
56.21049024,0.881949079416994
56.22049024,0.708622945423478
56.23049024,0.829048849006004
56.24049024,0.920817955511374
56.25049024,0.756322571911406
56.26049024,0.798764552877347
56.27049024,0.857274673684165
56.28049024,0.643416270039553
56.29049024,0.737996103823758
56.30049024,0.435036630107454
56.31049024,0.52177189604637
56.32049024,0.184267948976363
56.33049024,0.440248037548246
56.34049024,0.246488007480263
56.35049024,0.431086348739664
56.36049024,0.197694416938176
56.37049024,0.221263399578844
56.38049024,0.1278863999696
56.39049024,0.182900203447625
56.40049024,-0.0147804697474396
56.41049024,0.0181290314809259
56.42049024,-0.286668675106026
56.43049024,-0.121746692726714
56.44049024,-0.359228878625976
56.45049024,-0.272439586155161
56.46049024,-0.428316789149441
56.47049024,-0.318125956282
56.48049024,-0.803886540133804
56.49049024,-0.512214052922282
56.50049024,-1.05464275214776
56.51049024,-0.993904031130595
56.52049024,-1.27238224173997
56.53049024,-1.18904144789664
56.54049024,-1.62574145290705
56.55049024,-1.54304293976572
56.56049024,-2.02214735538108
56.57049024,-1.96545464577432
56.58049024,-2.44631992403408
56.59049024,-2.55778639519552
56.60049024,-3.11804015470722
56.61049024,-3.193863951409
56.62049024,-3.70670685974668
56.63049024,-3.86804794540669
56.64049024,-4.48462907724533
56.65049024,-4.43762687098482
56.66049024,-4.78841641123997
56.67049024,-4.70035786474829
56.68049024,-5.15890273184191
56.69049024,-4.89382710249335
56.70049024,-5.28934507448108
56.71049024,-4.96632987972346
56.72049024,-5.31531342349986
56.73049024,-4.97287950958197
56.74049024,-5.26568001621828
56.75049024,-5.08626146154048
56.76049024,-5.35240170723659
56.77049024,-5.12275660841054
56.78049024,-5.32029504679069
56.79049024,-5.01250808511282
56.80049024,-5.30260031977404
56.81049024,-5.01314799460795
56.82049024,-5.12411732143068
56.83049024,-4.94681771491109
56.84049024,-5.14692036429596
56.85049024,-4.83051528637427
56.86049024,-4.92916209387725
56.87049024,-4.67987878114109
56.88049024,-4.65458406771145
56.89049024,-4.22511631228198
56.90049024,-3.94402973484178
56.91049024,-3.58207221079025
56.92049024,-3.50733138993007
56.93049024,-3.16535841148668
56.94049024,-3.04075442221513
56.95049024,-2.56178524064885
56.96049024,-2.32532366702866
56.97049024,-1.87297905233857
56.98049024,-1.19023425929432
56.99049024,-0.170774377408129
57.00049024,0.262335786434085
57.01049024,1.13792270698904
57.02049024,1.87205984298173
57.03049024,2.54698946883473
57.04049024,3.28576633450909
57.05049024,3.73528460927688
57.06049024,4.3797764325067
57.07049024,4.7858272780969
57.08049024,5.21610015462182
57.09049024,5.58907355880284
57.10049024,5.87056505201025
57.11049024,5.78627284472232
57.12049024,5.732528447973
57.13049024,6.08905126521833
57.14049024,6.3161146482305
57.15049024,6.18214811740259
57.16049024,6.12444238342929
57.17049024,5.78176683166321
57.18049024,5.41478749812444
57.19049024,5.38346023905111
57.20049024,5.08188049222285
57.21049024,4.91169514902765
57.22049024,4.82277990002287
57.23049024,4.40649105133956
57.24049024,4.37493480695752
57.25049024,4.06589692574343
57.26049024,4.06497833425846
57.27049024,3.9502913575579
57.28049024,3.83560070194835
57.29049024,3.66977345327244
57.30049024,3.36040219459968
57.31049024,3.1613020346501
57.32049024,2.88148691060387
57.33049024,2.70626165249626
57.34049024,2.51531960372488
57.35049024,2.52564443571791
57.36049024,2.23695126039738
57.37049024,2.12112451280703
57.38049024,2.16637225206318
57.39049024,2.03378735991667
57.40049024,1.83854866945639
57.41049024,1.76196516174755
57.42049024,1.74416774409914
57.43049024,1.74013980553282
57.44049024,1.68508098256405
57.45049024,1.54675127037478
57.46049024,1.55868756212165
57.47049024,1.42886908208739
57.48049024,1.34662240531626
57.49049024,1.20878437572809
57.50049024,0.974754949577425
57.51049024,1.05325423323483
57.52049024,0.770029324926779
57.53049024,0.979741364842586
57.54049024,1.05097611363265
57.55049024,1.14253508292421
57.56049024,1.03406968306957
57.57049024,1.15783010572442
57.58049024,0.970248672745999
57.59049024,0.973162202062593
57.60049024,0.640432506452337
57.61049024,0.892110770022711
57.62049024,0.559160814108823
57.63049024,0.671870307811242
57.64049024,0.453440238726561
57.65049024,0.575938313325585
57.66049024,0.239805457456561
57.67049024,0.441876007319937
57.68049024,0.165420158491347
57.69049024,0.281452478232859
57.70049024,0.0733726413213365
57.71049024,0.291453833984341
57.72049024,-0.141450692166515
57.73049024,-0.0324101414880755
57.74049024,-0.278461482835441
57.75049024,-0.0988334494036363
57.76049024,-0.475842286197425
57.77049024,-0.404443320160096
57.78049024,-0.671784151798612
57.79049024,-0.708924825863808
57.80049024,-1.03893590950768
57.81049024,-0.87122340426088
57.82049024,-1.22985972526266
57.83049024,-1.16775075404623
57.84049024,-1.59815333569941
57.85049024,-1.52829748580518
57.86049024,-1.9258178892342
57.87049024,-1.81351772153037
57.88049024,-2.1976413716027
57.89049024,-2.18429356066131
57.90049024,-2.72283588221416
57.91049024,-2.90448760640615
57.92049024,-3.39571769001791
57.93049024,-3.3714261567929
57.94049024,-3.90718387236482
57.95049024,-3.93544426022168
57.96049024,-4.43536919698385
57.97049024,-4.03152585248799
57.98049024,-4.56874583363517
57.99049024,-4.44351001364898
58.00049024,-4.7759569068405
58.01049024,-4.59665480433603
58.02049024,-4.95077245439965
58.03049024,-4.68361663311841
58.04049024,-5.04727560054251
58.05049024,-4.79494032994644
58.06049024,-5.0426038021624
58.07049024,-4.87870104210222
58.08049024,-5.15450336835455
58.09049024,-4.95060239165408
58.10049024,-5.28456886410217
58.11049024,-5.02819585193275
58.12049024,-5.20720502597685
58.13049024,-4.93779866060964
58.14049024,-5.13424880053667
58.15049024,-4.98528938170822
58.16049024,-5.10591505297582
58.17049024,-4.85179324251582
58.18049024,-4.93783746619019
58.19049024,-4.66429840822704
58.20049024,-4.64528299994272
58.21049024,-4.39703593750319
58.22049024,-4.25701400178085
58.23049024,-3.83896616890482
58.24049024,-3.17137487157462
58.25049024,-2.6011767626379
58.26049024,-2.43252443776897
58.27049024,-1.73177623215738
58.28049024,-1.24007226902632
58.29049024,-0.616849030369954
58.30049024,-0.304011317623778
58.31049024,0.259991160995232
58.32049024,0.829771506016255
58.33049024,1.3589704540515
58.34049024,2.0543902514368
58.35049024,2.45434939755595
58.36049024,3.13276000894088
58.37049024,3.60179292795471
58.38049024,4.01603933078771
58.39049024,4.4853905726961
58.40049024,4.80342010640073
58.41049024,5.0181938494532
58.42049024,5.04881514491312
58.43049024,5.16736424367693
58.44049024,5.50882795862787
58.45049024,6.1081551316029
58.46049024,6.43228379195075
58.47049024,6.39458884286598
58.48049024,6.40568842088951
58.49049024,6.04868233565148
58.50049024,5.89924434761213
58.51049024,5.58483154333993
58.52049024,5.23636193832356
58.53049024,5.07929969479988
58.54049024,4.7176352697502
58.55049024,4.46696881040361
58.56049024,4.24244534436357
58.57049024,4.06304034448179
58.58049024,3.94434481088269
58.59049024,4.07205479868046
58.60049024,3.88662802530329
58.61049024,3.76815876325981
58.62049024,3.68998695893328
58.63049024,3.67408479882444
58.64049024,3.44497691936394
58.65049024,3.46716051078502
58.66049024,3.06100955622246
58.67049024,2.96071259290596
58.68049024,2.69557602344679
58.69049024,2.666322050629
58.70049024,2.28349664248507
58.71049024,2.41996511279419
58.72049024,2.01142444531135
58.73049024,1.85127920023934
58.74049024,1.65840772812503
58.75049024,1.59042656664578
58.76049024,1.39129747261006
58.77049024,1.36347351563506
58.78049024,1.27516273253579
58.79049024,1.37762695012799
58.80049024,1.22416744962547
58.81049024,1.48220901442556
58.82049024,1.19319073659397
58.83049024,1.22726859903191
58.84049024,0.994248728665342
58.85049024,1.02011594060508
58.86049024,0.719135336177647
58.87049024,0.852769159349321
58.88049024,0.402065400414298
58.89049024,0.438263897902845
58.90049024,0.278495780602693
58.91049024,0.389847019626715
58.92049024,0.0135659845185194
58.93049024,0.13787167262999
58.94049024,-0.024305883575908
58.95049024,0.123503689110315
58.96049024,-0.235311058937759
58.97049024,0.0449278556042054
58.98049024,-0.168836318574095
58.99049024,-0.161823143467223
59.00049024,-0.356588562179702
59.01049024,-0.136833731401015
59.02049024,-0.465359713987735
59.03049024,-0.363847566324028
59.04049024,-0.689424458346591
59.05049024,-0.711751409324333
59.06049024,-1.10669202288773
59.07049024,-0.942132653606126
59.08049024,-1.324014950675
59.09049024,-1.18155596673891
59.10049024,-1.65553900965049
59.11049024,-1.62749003157263
59.12049024,-2.01206052293957
59.13049024,-2.04562010998649
59.14049024,-2.5669093794748
59.15049024,-2.56613657277992
59.16049024,-3.04281159168893
59.17049024,-3.14510345967732
59.18049024,-3.69424256171539
59.19049024,-3.91522573961903
59.20049024,-4.37672488878383
59.21049024,-4.37396281084702
59.22049024,-4.77649800409841
59.23049024,-4.59168458464466
59.24049024,-4.84702615693922
59.25049024,-4.68919367926959
59.26049024,-5.07485753432477
59.27049024,-4.80591338937388
59.28049024,-5.21919191639897
59.29049024,-4.92982009474488
59.30049024,-5.16556536768492
59.31049024,-4.87496899133733
59.32049024,-5.15168069829187
59.33049024,-5.00192070740146
59.34049024,-5.34027797500409
59.35049024,-5.26318506644445
59.36049024,-5.49710731853488
59.37049024,-5.18848377897767
59.38049024,-5.35664265929194
59.39049024,-5.09877336225727
59.40049024,-5.31148764526645
59.41049024,-5.04960153348206
59.42049024,-5.14830900794796
59.43049024,-4.81305465449141
59.44049024,-4.84039096154332
59.45049024,-4.59625126928991
59.46049024,-4.34633458043882
59.47049024,-4.06888917751246
59.48049024,-3.97304482056454
59.49049024,-3.04111775022125
59.50049024,-2.46865140214933
59.51049024,-1.65989606810793
59.52049024,-0.918599499607498
59.53049024,-0.442668082429157
59.54049024,0.0428680613610559
59.55049024,0.389921184703314
59.56049024,0.852981765557672
59.57049024,1.02475048962689
59.58049024,1.26181708979345
59.59049024,1.37635864048401
59.60049024,1.77928838758255
59.61049024,1.97249081002251
59.62049024,2.41637748942709
