time_window,Ke,Be,Me
200,0.108310440551505,0.110997194587691,0.0264597720100033
203,0.0762202357306174,0.0968498875274086,0.0294161091176983
206,0.0586714132884932,0.0803870462552402,0.0321313045591914
209,0.0255278728183935,0.0478354763531259,0.0330086653144568
212,0.00792869318689457,0.027478481563589,0.0330599864542784
215,0.0129580595525811,0.00250821807644523,0.0350752990530902
218,0.0364311887041298,0.0199960948978298,0.0367853997053763
221,0.0562512136298352,0.046514137943593,0.0373896972463966
224,0.069476249462139,0.0546952602891648,0.0386580639265383
227,0.0908271471502206,0.0632918005548643,0.0404268966230749
230,0.0957653383456493,0.0841035336023337,0.0436324152765708
233,0.0996023938677863,0.0968606120404199,0.0398095142509194
236,0.123242906213096,0.131240577177772,0.0386040139072835
239,0.133910279645192,0.151312270230276,0.0366297353947663
242,0.148605302375601,0.155122504886382,0.0362642756056229
245,0.162658882852667,0.180596864139036,0.0400334869490097
248,0.171365586471353,0.212856185101308,0.0427857959879824
251,0.180054135517668,0.230464488122176,0.0447252568189884
254,0.198168740510737,0.244247062460634,0.0443758951238451
257,0.19969310858495,0.238007954813103,0.0416852809123626
260,0.198047330090569,0.250856999600718,0.0428136244167415
263,0.200512717066231,0.261899020523456,0.0439932755159037
266,0.196548211004219,0.277300241498105,0.0448267440559793
269,0.190250053547841,0.30109972370411,0.0427703873481502
272,0.200188236350371,0.340039750419779,0.041622846076092
275,0.20364241811086,0.376990082535297,0.0425008647725853
278,0.184426722360758,0.393396193008985,0.0419360083512297
281,0.182070928612886,0.411033547757619,0.0414091798847854
284,0.176361211644082,0.425013407344403,0.0391785610632058
287,0.182733961502487,0.441971395602126,0.0345856358214841
290,0.187972720469478,0.449559043611467,0.0277366625360366
293,0.177291539282963,0.46819250526544,0.017172533863814
296,0.181013130160148,0.480189152050703,0.0030145570910554
299,0.181115422161958,0.495679655329588,0.00277189474390575
302,0.182811197497069,0.519095332969188,0.00966484422659545
305,0.168320545763152,0.53069937814639,0.00538940393094582
308,0.141569330282868,0.534381778636341,0.0154316246282066
311,0.111403756879493,0.542164418189713,0.0240921683894727
314,0.090863055761894,0.588680831504744,0.0269872441245365
317,0.0918434537621636,0.595105249990919,0.0333090039650365
320,0.0909203109819753,0.609112643814573,0.0331085803087037
323,0.0804091075433791,0.61211577843906,0.0426345987970654
326,0.0534018345486191,0.615210874067547,0.0477235503643875
329,0.0522170141236322,0.619484634181727,0.0605268784282733
332,0.045301481173388,0.655672783599629,0.0623781563841147
335,0.0259336499586181,0.668829129920063,0.0587202199507664
338,0.00414171003518951,0.673331036382118,0.0677349576684945
341,0.0206827409793233,0.671359124398654,0.073405735630177
344,0.00902747807125621,0.691321825114499,0.0789596111502056
347,0.0367065187403467,0.762105171162148,0.0823167093064368
350,0.00190738991903621,0.783901420717121,0.0972319761189701
353,0.0265872942455677,0.78995025687326,0.0884581407257728
356,0.0515082647899904,0.824661576183046,0.0921177710862466
359,0.0475422582678513,0.833845397185716,0.0942680922352921
362,0.0186237659950215,0.841047944612692,0.0964307374237143
365,0.0340436274622866,0.848221277399862,0.111664918049957
368,0.0358026625278086,0.842852912882471,0.108582400723959
371,0.0356867428433911,0.851366117250074,0.125265047276203
374,0.0270832973767499,0.8717829905142,0.147351099737727
377,0.00267843959827628,0.856257890973032,0.13775846893191
380,0.0173845370741775,0.858752391660492,0.119858527483871
383,0.0364860842486408,0.861308789646983,0.115884583846309
386,0.0506878677209213,0.86391066378299,0.111422306751138
389,0.0550877229083361,0.857617270836193,0.098187839938
392,0.0595737970248391,0.869298123015556,0.106512807484302
395,0.0583208316699396,0.859434232628811,0.11536743923521
398,0.0735469236325743,0.852199324782424,0.119718089019675
401,0.146930075723318,0.878356106615616,0.147390874363528
404,0.161569750173744,0.881686187069068,0.156966058030929
407,0.0901810898520389,0.864810712152053,0.17689006597968
410,0.111387249401009,0.874290817467221,0.177251724889569
413,0.147810286072985,0.892351123592779,0.142590424453436
416,0.208670738745791,0.926931959358147,0.140616566295193
419,0.212489627300661,0.932952140808005,0.150704424800084
422,0.241539061101515,0.945650115808656,0.188824535157299
425,0.243728457820631,0.956595015662688,0.198997265558652
428,0.221303884836534,1.00518665765504,0.188895105959758
431,0.249712644118089,1.00652654670994,0.211956575879299
434,0.298114599038384,0.971522790786328,0.209571458206574
437,0.299982978951154,0.986231377776653,0.240372391148789
440,0.327375789999554,1.0209288700757,0.24062438567107
443,0.379270731987417,1.02824016035689,0.236530065159289
446,0.376404269972976,1.03864852148255,0.255372225044871
449,0.401849818846896,1.04259526843568,0.283548299028136
452,0.423476005901945,1.03832598784183,0.299417900645696
455,0.421023801935594,1.04736283806041,0.29212421107306
458,0.414498789762504,1.08643285026539,0.287148036775006
461,0.384979113708496,1.13610428961438,0.301457493493203
464,0.353800521143681,1.14425074348248,0.316414656199023
467,0.361453336948969,1.14180253181352,0.321029473370486
470,0.387673775620365,1.17914317138793,0.324463321421118
473,0.354616489290101,1.15475111269793,0.329000270357766
476,0.371476112900857,1.1816602052314,0.328383395470954
479,0.362977288897153,1.16968510971451,0.326057715782075
482,0.356642701028936,1.16595012451001,0.32928402540113
485,0.345632630629464,1.16190139270561,0.33771329291654
488,0.298841945709475,1.14097666525459,0.384490544366746
491,0.225859413975228,1.13021346275486,0.368203383035901
494,0.226651861487506,1.13564586452386,0.325269555113308
497,0.227844866288662,1.13981595266601,0.300113402917867
500,0.229778780073972,1.13506045066859,0.304207334939125
