time,j4_velocity,j4_velocity_cmd
73.151000512,0.360898846916319,0.380530941139
73.152000512,0.369416346493512,0.380530941139
73.153000512,0.360751542272909,0.380530941139
73.154000512,0.353982270827,0.380530941139
73.155000512,0.369341040889361,0.380530941139
73.156000512,0.376106162754,0.380530941139
73.157000512,0.376106162754,0.380530941139
73.158000512,0.391774202785553,0.380530941139
73.159000512,0.39823005468,0.380530941139
73.160000512,0.39823005468,0.380530941139
73.161000512,0.382212230404925,0.380530941139
73.162000512,0.391918074961006,0.380530941139
73.163000512,0.382820357959652,0.380530941139
73.164000512,0.376106162754,0.380530941139
73.165000512,0.376106162754,0.380530941139
73.166000512,0.391433328961886,0.380530941139
73.167000512,0.382944533800228,0.380530941139
73.168000512,0.376106162754,0.380530941139
73.169000512,0.376106162754,0.380530941139
73.170000512,0.36046860647847,0.380530941139
73.171000512,0.369032583918426,0.380530941139
73.172000512,0.360741205106428,0.380530941139
73.173000512,0.353982270827,0.380530941139
73.174000512,0.353982270827,0.380530941139
73.175000512,0.353982270827,0.380530941139
73.176000512,0.353982270827,0.380530941139
73.177000512,0.368542247937949,0.380530941139
73.178000512,0.376106162754,0.380530941139
73.179000512,0.391762964521453,0.380530941139
73.180000512,0.36626748291806,0.380530941139
73.181000512,0.368478854512041,0.380530941139
73.182000512,0.376106162754,0.380530941139
73.183000512,0.376106162754,0.380530941139
73.184000512,0.376106162754,0.4106568520502
73.185000512,0.376106162754,0.424778724992
73.186000512,0.391767310184587,0.424778724992
73.187000512,0.39823005468,0.424778724992
73.188000512,0.41134202201638,0.424778724992
73.189000512,0.434045502557649,0.424778724992
73.190000512,0.456782079003299,0.424778724992
73.191000512,0.449897220535581,0.424778724992
73.192000512,0.442477838534,0.424778724992
73.193000512,0.442477838534,0.424778724992
73.194000512,0.426995099446109,0.424778724992
73.195000512,0.420353946607,0.424778724992
73.196000512,0.407218982444762,0.424778724992
73.197000512,0.384282168459161,0.424778724992
73.198000512,0.407191483646452,0.424778724992
73.199000512,0.420353946607,0.424778724992
73.200000512,0.420353946607,0.424778724992
73.201000512,0.436050904367902,0.424778724992
73.202000512,0.442477838534,0.424778724992
73.203000512,0.442477838534,0.424778724992
73.204000512,0.427722930518422,0.424778724992
73.205000512,0.393175777127268,0.424778724992
73.206000512,0.389876785707211,0.424778724992
73.207000512,0.413534835144965,0.424778724992
73.208000512,0.420353946607,0.424778724992
73.209000512,0.420353946607,0.424778724992
73.210000512,0.420353946607,0.424778724992
73.211000512,0.420353946607,0.424778724992
73.212000512,0.420353946607,0.424778724992
73.213000512,0.435698075558783,0.424778724992
73.214000512,0.4287534833036,0.424778724992
73.215000512,0.434522806926553,0.424778724992
73.216000512,0.442477838534,0.424778724992
73.217000512,0.442477838534,0.424778724992
73.218000512,0.442477838534,0.424778724992
73.219000512,0.427086541040555,0.424778724992
73.220000512,0.420353946607,0.424778724992
73.221000512,0.420353946607,0.424778724992
73.222000512,0.389972064108342,0.424778724992
73.223000512,0.405262330470215,0.424778724992
73.224000512,0.420353946607,0.424778724992
73.225000512,0.420353946607,0.424778724992
73.226000512,0.420353946607,0.424778724992
73.227000512,0.420353946607,0.424778724992
73.228000512,0.420353946607,0.424778724992
