time,position
50.00049024,0.294216175288527
50.01049024,0.292581562797304
50.02049024,0.290987663075043
50.03049024,0.289834012865304
50.04049024,0.288728983943483
50.05049024,0.2879305237899
50.06049024,0.287334534969476
50.07049024,0.285353933848915
50.08049024,0.284153800835428
50.09049024,0.282888111828502
50.10049024,0.282002609298302
50.11049024,0.281399407801545
50.12049024,0.280211861435685
50.13049024,0.278013597823262
50.14049024,0.276800731285302
50.15049024,0.275637671455828
50.16049024,0.274936359597606
50.17049024,0.274346013323433
50.18049024,0.272644026438149
50.19049024,0.271792233695589
50.20049024,0.271200257688636
50.21049024,0.270800669059183
50.22049024,0.270131779153222
50.23049024,0.26902256783962
50.24049024,0.268441007386068
50.25049024,0.267825973370967
50.26049024,0.267460514798721
50.27049024,0.267168154148521
50.28049024,0.266735537978223
50.29049024,0.266084190785149
50.30049024,0.265742452848497
50.31049024,0.265417595750487
50.32049024,0.265266879851284
50.33049024,0.265121174291588
50.34049024,0.264878826204034
50.35049024,0.264793999637574
50.36049024,0.264774781863342
50.37049024,0.26482523422469
50.38049024,0.264901482860597
50.39049024,0.265395190055703
50.40049024,0.265666120638684
50.41049024,0.266157177695223
50.42049024,0.266666038355685
50.43049024,0.267216643844768
50.44049024,0.268560252605324
50.45049024,0.269692390042329
50.46049024,0.27039298460652
50.47049024,0.271034128750727
50.48049024,0.272289049100355
50.49049024,0.273631841628608
50.50049024,0.276330523678468
50.51049024,0.277402750766828
50.52049024,0.27967477437885
50.53049024,0.280631291588482
50.54049024,0.281962014139442
50.55049024,0.285476854722097
50.56049024,0.287618756424637
50.57049024,0.288799989714272
50.58049024,0.290201285448267
50.59049024,0.292359230310941
50.60049024,0.296462479846064
50.61049024,0.298947851362215
50.62049024,0.30142137896183
50.63049024,0.303664132189841
50.64049024,0.304923126687822
50.65049024,0.306295611096194
50.66049024,0.310559519611416
50.67049024,0.313109166621101
50.68049024,0.314406076662698
50.69049024,0.316184472601274
50.70049024,0.319833673353565
50.71049024,0.320955176503894
50.72049024,0.325164925606041
50.73049024,0.326086843959949
50.74049024,0.327537757508754
50.75049024,0.329855325655123
50.76049024,0.333325579375978
50.77049024,0.336217075514749
50.78049024,0.337118114628907
50.79049024,0.339364074037076
50.80049024,0.340084057750697
50.81049024,0.342485911591384
50.82049024,0.343665929601003
50.83049024,0.344600697927641
50.84049024,0.345223754708871
50.85049024,0.345586550199351
50.86049024,0.346091891859806
50.87049024,0.346628330413886
50.88049024,0.346602362613918
50.89049024,0.346518021305315
50.90049024,0.346420264112493
50.91049024,0.346235165526534
50.92049024,0.34542659340829
50.93049024,0.344835912424215
50.94049024,0.344157721425044
50.95049024,0.343637378668588
50.96049024,0.343239527729921
50.97049024,0.341711965039821
50.98049024,0.340540177651263
50.99049024,0.339261985377289
51.00049024,0.337854163120097
51.01049024,0.336955723616495
51.02049024,0.33479369215313
51.03049024,0.332930167891464
51.04049024,0.331027954515963
51.05049024,0.329654407059395
51.06049024,0.32867129768138
51.07049024,0.324529202406293
51.08049024,0.322562171393534
51.09049024,0.320576887976057
51.10049024,0.319210729013597
51.11049024,0.318263481997732
51.12049024,0.314928175122694
51.13049024,0.313479482384861
51.14049024,0.313032522595901
51.15049024,0.310570516308018
51.16049024,0.30920938533108
51.17049024,0.30698346205209
51.18049024,0.305245943490059
51.19049024,0.303865076213471
51.20049024,0.303010490694021
51.21049024,0.300788399633951
51.22049024,0.298492379555861
51.23049024,0.296815216324597
51.24049024,0.295123723240503
51.25049024,0.293494782524953
51.26049024,0.292585227847858
51.27049024,0.290640145329316
51.28049024,0.289289506884079
51.29049024,0.287963636484196
51.30049024,0.286634948188809
51.31049024,0.285834260058397
51.32049024,0.2851433471666
51.33049024,0.283036157904576
51.34049024,0.281777165013564
51.35049024,0.280603054365835
51.36049024,0.279390038465758
51.37049024,0.278336298336822
51.38049024,0.277171411780059
51.39049024,0.276046397229695
51.40049024,0.275244188420438
51.41049024,0.274686106837376
51.42049024,0.273614775341785
51.43049024,0.271831961231618
51.44049024,0.270848167407689
51.45049024,0.269946990988606
51.46049024,0.269446337934618
51.47049024,0.268407229498836
51.48049024,0.267771967698993
51.49049024,0.267140297155538
51.50049024,0.266609230616539
51.51049024,0.266201948443299
51.52049024,0.265911666844807
51.53049024,0.265781275950206
51.54049024,0.265390578849116
51.55049024,0.265146408832481
51.56049024,0.264951864234705
51.57049024,0.264825718918205
51.58049024,0.264763348927801
51.59049024,0.264682862127591
51.60049024,0.264620013440569
51.61049024,0.26471519741123
51.62049024,0.264949987680209
51.63049024,0.265113957730836
51.64049024,0.265658427091179
51.65049024,0.266163004570386
51.66049024,0.267163711111821
51.67049024,0.268049472474108
51.68049024,0.268579604299922
51.69049024,0.269313621555824
51.70049024,0.271470236309959
51.71049024,0.272921261562679
51.72049024,0.274387827958732
51.73049024,0.275214502442178
51.74049024,0.276384262456269
51.75049024,0.279666336021284
51.76049024,0.281705602227223
51.77049024,0.28377947772505
51.78049024,0.285606041710723
51.79049024,0.286682805790661
51.80049024,0.290220333955493
51.81049024,0.292567560924668
51.82049024,0.294809216618866
51.83049024,0.295898595601039
51.84049024,0.299492578829301
51.85049024,0.301905887135181
51.86049024,0.304343306791288
51.87049024,0.306540166616601
51.88049024,0.307800300515012
51.89049024,0.309523484287054
51.90049024,0.313468775103632
51.91049024,0.315998160637656
51.92049024,0.318637318067398
51.93049024,0.321138193488689
51.94049024,0.323566593263373
51.95049024,0.325846084867691
51.96049024,0.327290335975674
51.97049024,0.330283545103923
51.98049024,0.33248762607846
