time,force,filtered,perturbation
23.095056512,-4.25969992979631,-4.08115278080225,NaN
23.096056512,-4.29270328079184,-4.05981241350068,NaN
23.097056512,-4.24603389285568,-4.03854792968872,NaN
23.098056512,-4.24938136578916,-4.01789297168247,NaN
23.099056512,-4.16376280091045,-3.99729916804236,NaN
23.100056512,-4.21849902746514,-3.97742237082234,NaN
23.101056512,-4.2033273903155,-3.95747063826086,NaN
23.102056512,-4.10185687419338,-3.93793725876065,NaN
23.103056512,-3.9781682470485,-3.91847666265241,NaN
23.104056512,-3.98275896501076,-3.89996649814588,NaN
23.105056512,-3.97816929972644,-3.88172975641686,NaN
23.106056512,-3.92637943359381,-3.86377853566372,NaN
23.107056512,-3.9073034381158,-3.84619967141363,NaN
23.108056512,-3.90458818768441,-3.82886682937253,NaN
23.109056512,-3.89895233655341,-3.812280861135,NaN
23.110056512,-3.81135150145657,-3.79534270345414,NaN
23.111056512,-3.83853339283637,-3.7792420930041,NaN
23.112056512,-3.76987271825737,-3.76317609255519,NaN
23.113056512,-3.76622299126182,-3.74748890867272,NaN
23.114056512,-3.7270933267233,-3.73211712703284,NaN
23.115056512,-3.72360233837545,-3.71712053605444,NaN
23.116056512,-3.72977137631052,-3.7022931803628,NaN
23.117056512,-3.71508441950356,-3.6876361824297,NaN
23.118056512,-3.76913261561932,-3.67347259020323,NaN
23.119056512,-3.76505674674906,-3.65906359233257,NaN
23.120056512,-3.7108890438958,-3.64498992527277,NaN
23.121056512,-3.61731876679557,-3.63074834425789,NaN
23.122056512,-3.62078174750358,-3.61732865201663,NaN
23.123056512,-3.56580734829856,-3.60339844968263,NaN
23.124056512,-3.51496339722656,-3.5894310971336,NaN
23.125056512,-3.54849410413365,-3.57598986979539,NaN
23.126056512,-3.49326316911644,-3.56218434020509,NaN
23.127056512,-3.49979436112531,-3.54846827349659,NaN
23.128056512,-3.48971661323579,-3.53469174053921,NaN
23.129056512,-3.33514901985527,-3.52053838311865,NaN
23.130056512,-3.39577466131595,-3.50671768638827,NaN
23.131056512,-3.37659341649319,-3.49237598533166,NaN
23.132056512,-3.35329218545689,-3.47790537978806,NaN
23.133056512,-3.33391028630263,-3.46309954270667,NaN
23.134056512,-3.33212349093355,-3.44819507193866,NaN
23.135056512,-3.28926085057947,-3.43259474036913,NaN
23.136056512,-3.25926641815419,-3.41706550580894,NaN
23.137056512,-3.31079332513033,-3.40100817934004,NaN
23.138056512,-3.21536087194899,-3.38420085613719,NaN
23.139056512,-3.18985834489914,-3.36695913661893,NaN
23.140056512,-3.18612211918604,-3.34924299837298,NaN
23.141056512,-3.1626637659602,-3.33089993742506,NaN
23.142056512,-3.1328222665186,-3.31213088202063,NaN
23.143056512,-3.07331131682579,-3.29245773973583,NaN
23.144056512,-3.04312423309753,-3.27243159094029,NaN
23.145056512,-3.02615989426502,-3.2513705616022,NaN
23.146056512,-3.03235708314423,-3.22970919473078,NaN
23.147056512,-2.90659745755316,-3.20704907807275,NaN
23.148056512,-2.95985876409204,-3.18408849581633,NaN
23.149056512,-2.849613702893,-3.15963668301367,NaN
23.150056512,-2.93533424317763,-3.13480795597015,NaN
23.151056512,-2.9516142882671,-3.10884063755923,NaN
23.152056512,-2.85573433240556,-3.08152271808581,NaN
23.153056512,-2.74430162834793,-3.05328443129964,NaN
23.154056512,-2.84731786259886,-3.02445754689935,NaN
23.155056512,-2.74366403810805,-2.994062042862,NaN
23.156056512,-2.69546035270373,-2.96279018356169,NaN
23.157056512,-2.70425079608143,-2.93045613822705,NaN
23.158056512,-2.68971482880297,-2.89698731994139,NaN
23.159056512,-2.60787400552129,-2.86203269263197,NaN
23.160056512,-2.61785291161975,-2.82603388938899,NaN
23.161056512,-2.51826385637373,-2.78881428210791,NaN
23.162056512,-2.51705657835733,-2.75052578780971,NaN
23.163056512,-2.42254655064317,-2.71034543719992,NaN
23.164056512,-2.43504142292373,-2.66955749005728,NaN
23.165056512,-2.46080822311663,-2.62728402484004,NaN
23.166056512,-2.40774444045061,-2.58353089099807,NaN
23.167056512,-2.35518254404772,-2.53851183237989,NaN
23.168056512,-2.3338489915236,-2.49211874053936,NaN
23.169056512,-2.30410102813389,-2.44435908810881,NaN
23.170056512,-2.27512740488274,-2.39525015756896,NaN
23.171056512,-2.23332053275699,-2.34464453098094,NaN
23.172056512,-2.20525913029405,-2.29272306843424,NaN
23.173056512,-2.27892433381251,-2.23986565185651,NaN
23.174056512,-2.14869314584291,-2.18484523636781,NaN
23.175056512,-2.09344154073225,-2.12878327553408,NaN
23.176056512,-1.99892455303964,-2.07128614660788,NaN
23.177056512,-1.94708937595312,-2.01205008680263,NaN
23.178056512,-1.90258840912416,-1.95171082716338,NaN
23.179056512,-1.77918303265829,-1.89010318447125,NaN
23.180056512,-1.76747876370433,-1.82726703325771,NaN
23.181056512,-1.60222846573991,-1.7629372167637,NaN
23.182056512,-1.5612264663892,-1.69742008673907,NaN
23.183056512,-1.49956647194125,-1.63047878345699,NaN
23.184056512,-1.40761095288133,-1.56230160598162,NaN
23.185056512,-1.41726399524158,-1.49311831068793,NaN
23.186056512,-1.30930727748909,-1.42252210836624,NaN
23.187056512,-1.14673789368283,-1.35031713946211,NaN
23.188056512,-1.03648525303513,-1.27725219593547,NaN
23.189056512,-1.01364392299472,-1.20326703333106,NaN
23.190056512,-1.01816624506838,-1.12816973333731,NaN
23.191056512,-1.09996171994232,-1.05241971779689,NaN
23.192056512,-1.0680564104634,-0.975163283019173,NaN
23.193056512,-0.988617962659996,-0.896681416741505,NaN
23.194056512,-0.922380134179346,-0.817399403615382,NaN
23.195056512,-0.81950201885918,-0.737014147139994,NaN
23.196056512,-0.767729762715464,-0.655830795484238,NaN
23.197056512,-0.683553959454741,-0.573518268599719,NaN
23.198056512,-0.655260114574771,-0.490825178277594,NaN
23.199056512,-0.718885787675399,-0.407612447916682,NaN
23.200056512,-0.669875772572376,-0.323338147179277,NaN
23.201056512,-0.650591670811191,-0.238428699221146,NaN
23.202056512,-0.528708620556842,-0.15245526440247,NaN
23.203056512,-0.394582863333466,-0.065860173343481,NaN
23.204056512,-0.246565064856874,0.0213834607268665,NaN
23.205056512,-0.242255157063608,0.108714213717139,NaN
23.206056512,-0.163617875521565,0.196687571596181,NaN
23.207056512,-0.130507734677518,0.284600842867344,NaN
23.208056512,-0.0330485489863712,0.373506130364796,NaN
23.209056512,0.0334622415797605,0.462386085811575,NaN
23.210056512,0.150856643327671,0.551706565588211,NaN
23.211056512,0.265043080392207,0.641253028589597,NaN
23.212056512,0.357526871195838,0.730783793210488,NaN
23.213056512,0.480275592332061,0.820568262799236,NaN
23.214056512,0.500360377789865,0.910105013392095,NaN
23.215056512,0.569752920435191,0.999751781771627,NaN
23.216056512,0.661020272892801,1.08955797041713,NaN
23.217056512,0.763586529429432,1.17927284480621,NaN
23.218056512,0.877175174845555,1.26868492786295,NaN
23.219056512,0.993266054476696,1.35807806045099,NaN
23.220056512,1.04229217546514,1.44660420556025,NaN
23.221056512,1.02094672869299,1.53496723943099,NaN
23.222056512,1.22775201485758,1.62382983911966,NaN
23.223056512,1.32884294471278,1.71178903084095,NaN
23.224056512,1.3841285356692,1.79904827465427,NaN
23.225056512,1.52532133858517,1.88608066832974,NaN
23.226056512,1.59314092067963,1.97251394998158,NaN
23.227056512,1.59350309544055,2.05826245635547,NaN
23.228056512,1.70414109381674,2.14380612463697,NaN
23.229056512,1.70419997753297,2.22809724756526,NaN
23.230056512,1.819363488049,2.31210856553854,NaN
23.231056512,1.95934993723443,2.3955072822102,NaN
23.232056512,1.9957365125826,2.47774955663654,NaN
23.233056512,2.10207590247619,2.55929400831307,NaN
23.234056512,2.00409006195333,2.63940162363374,NaN
23.235056512,2.0430846054328,2.71910862977964,NaN
23.236056512,2.22192490143652,2.79821031051563,NaN
23.237056512,2.29249844292499,2.87616837924971,NaN
23.238056512,2.50156276710335,2.9535239797867,NaN
23.239056512,2.65135604769243,3.02978235268713,NaN
23.240056512,2.768235477764,3.10469174404131,NaN
23.241056512,3.05812686710222,3.17927315873862,NaN
23.242056512,3.28619918157538,3.25270149466153,NaN
23.243056512,3.52851801969294,3.32495965364932,NaN
23.244056512,3.6661697327689,3.3959869738366,NaN
23.245056512,3.8465405270824,3.46575225535872,NaN
23.246056512,4.01664098880932,3.53452250148101,NaN
23.247056512,4.28732582311693,3.60241022167207,NaN
23.248056512,4.36178311959986,3.668453023374,NaN
23.249056512,4.50267035729526,3.73336881414931,NaN
23.250056512,4.63389405612203,3.79717007185965,NaN
23.251056512,4.6291132684198,3.8593756255221,NaN
23.252056512,4.76215151935767,3.92067244962216,NaN
23.253056512,4.77376820962371,3.98036043741096,NaN
23.254056512,4.80852120421339,4.03874347855425,NaN
23.255056512,4.74158902643308,4.09555498999818,NaN
23.256056512,4.84003668234196,4.1517599545687,NaN
23.257056512,4.97837439925045,4.20665935146918,NaN
23.258056512,5.04281644202669,4.26042085998091,NaN
23.259056512,5.11104600418479,4.31264981750741,NaN
23.260056512,5.19866002957636,4.36380241053611,NaN
23.261056512,5.29117944751511,4.41352317493079,NaN
23.262056512,5.43520187284996,4.46233032637831,NaN
23.263056512,5.48685708155992,4.50961925566393,NaN
23.264056512,5.64745513635354,4.5561328613542,NaN
23.265056512,5.71000472909574,4.60093952083429,NaN
23.266056512,5.85020804687877,4.64477798443689,NaN
23.267056512,5.92675512444175,4.68711285954044,NaN
23.268056512,5.91306958523503,4.72831397162544,NaN
23.269056512,6.11106028518704,4.76874222350426,NaN
23.270056512,6.05770179531411,4.80757125476878,NaN
23.271056512,5.98138011979109,4.84500616143998,NaN
23.272056512,5.70491845172676,4.88046774422239,NaN
23.273056512,5.44984481008805,4.91486535611499,NaN
23.274056512,5.14933488416415,4.94804354403782,NaN
23.275056512,5.03117182495695,4.98050034102091,NaN
23.276056512,4.8768425842088,5.01206378227698,NaN
23.277056512,4.71101270983432,5.04249571259707,NaN
23.278056512,4.61762801172972,5.07199916207175,NaN
23.279056512,4.55623403569561,5.10061261878349,NaN
23.280056512,4.46870522198703,5.12805077694354,NaN
23.281056512,4.47023711468797,5.15461572456416,NaN
23.282056512,4.48202335180678,5.18062137248295,NaN
23.283056512,4.57647845324384,5.20588949883273,NaN
23.284056512,4.66654152808421,5.23010629858732,NaN
23.285056512,4.74062926382379,5.25341071441379,NaN
23.286056512,4.77426132435617,5.27581858398421,NaN
23.287056512,4.92523685711203,5.29753601870018,NaN
23.288056512,4.94013581609015,5.31780659142149,NaN
23.289056512,5.02829429727861,5.33770348625261,NaN
23.290056512,5.10016268613029,5.35658712903937,NaN
23.291056512,5.1235594381372,5.37448011354148,NaN
23.292056512,5.15192677225801,5.39167357511184,NaN
23.293056512,5.03809483431002,5.40750675117506,NaN
23.294056512,5.1522503883821,5.42337722062895,NaN
23.295056512,5.1951077976427,5.43836708811049,NaN
23.296056512,5.07276053019597,5.45199531032968,NaN
23.297056512,5.02675547508655,5.46530944744058,NaN
23.298056512,4.99614812183809,5.47782648038388,NaN
23.299056512,5.05442614312217,5.48995860965948,NaN
23.300056512,5.08969625468521,5.50114587151325,NaN
23.301056512,5.00967514468729,5.51163696657932,NaN
23.302056512,5.00286753811572,5.5216228135255,NaN
23.303056512,4.98920297889477,5.53085555177082,NaN
23.304056512,5.01504184044884,5.53965519363249,NaN
23.305056512,5.08337526559008,5.54801125669589,NaN
23.306056512,5.0879656027384,5.5554726966187,NaN
23.307056512,5.10552817833937,5.56241706664525,NaN
23.308056512,5.13506198867453,5.56899818010841,NaN
23.309056512,5.17964997012097,5.5748365934054,NaN
23.310056512,5.25246125196039,5.58023697510687,NaN
23.311056512,5.41000578914276,5.58564838407845,NaN
23.312056512,5.43035195971319,5.58981196517547,NaN
23.313056512,5.3260088402312,5.59293096434264,NaN
23.314056512,5.25897744889702,5.59555821513574,NaN
23.315056512,5.29361867276685,5.59834535747542,NaN
23.316056512,5.31850860842633,5.60042538173663,NaN
23.317056512,5.26197091180257,5.60176042397207,NaN
23.318056512,5.24993183089846,5.60276911579248,NaN
23.319056512,5.26731140631396,5.60337585083553,NaN
23.320056512,5.22760024921466,5.60317282367309,NaN
23.321056512,5.15672022852629,5.60252831936944,NaN
23.322056512,5.2084259513109,5.60202939289285,NaN
23.323056512,5.324176177972,5.6009653592935,NaN
23.324056512,5.4554069985901,5.59968166924765,NaN
23.325056512,5.45955591268291,5.59752946996044,NaN
23.326056512,5.47060249261089,5.59474511432035,NaN
23.327056512,5.52277078545125,5.59191681689362,NaN
23.328056512,5.53047307010548,5.5884497035898,NaN
23.329056512,5.58786603961765,5.58462667441721,NaN
23.330056512,5.60865967639338,5.5803075286337,NaN
23.331056512,5.60404231905074,5.57557193370917,NaN
23.332056512,5.66038347465918,5.57062526452419,NaN
23.333056512,5.54512489356746,5.56446400698193,NaN
23.334056512,5.56946112048109,5.55811031893104,NaN
23.335056512,5.55833734754268,5.55147408078966,NaN
23.336056512,5.47076207971278,5.54431905468143,NaN
23.337056512,5.55783197116986,5.53739961109612,NaN
23.338056512,5.44441702724281,5.52922000587749,NaN
23.339056512,5.4206251175598,5.52096327331709,NaN
23.340056512,5.45011783794331,5.51234063625809,NaN
23.341056512,5.47509391589992,5.50350268172594,NaN
23.342056512,5.51404366681279,5.49426347747878,NaN
23.343056512,5.60247595957781,5.4849198760712,NaN
23.344056512,5.68037287975916,5.47518257498846,NaN
23.345056512,5.70862394598722,5.46509808157117,NaN
23.346056512,5.69534765594424,5.45422036286897,NaN
23.347056512,5.66804233283096,5.44305646750459,NaN
23.348056512,5.68688608658568,5.43180352516994,NaN
23.349056512,5.77135616490079,5.42054446865916,NaN
23.350056512,5.72163813313556,5.40865048690815,NaN
23.351056512,5.72107789572214,5.39651834201478,NaN
23.352056512,5.71208267083964,5.38411033540036,NaN
23.353056512,5.66280263961567,5.371341694589,NaN
23.354056512,5.61949985994338,5.35834443602741,NaN
23.355056512,5.64720762105396,5.34538068683361,NaN
23.356056512,5.63596292292734,5.33223147406157,NaN
23.357056512,5.64785806416604,5.3188999465342,NaN
23.358056512,5.61061093647425,5.30517048010446,NaN
23.359056512,5.50451623315137,5.29103932386525,NaN
23.360056512,5.48607965088323,5.27690210575878,NaN
23.361056512,5.38464588750079,5.26235309575598,NaN
23.362056512,5.36609243311022,5.24819288891328,NaN
23.363056512,5.36632937856095,5.23407026217407,NaN
23.364056512,5.38159097807377,5.21992531741805,NaN
23.365056512,5.35612557719377,5.20542821251504,NaN
23.366056512,5.25940508420485,5.19086334058078,NaN
23.367056512,5.21124668857584,5.17640452735603,NaN
23.368056512,5.20915244632522,5.1621806435777,NaN
23.369056512,5.12499217075146,5.14786006674039,NaN
23.370056512,5.17042333063338,5.13394615732442,NaN
23.371056512,5.16035969703487,5.11995597162353,NaN
23.372056512,5.19268560601286,5.10609635112676,NaN
23.373056512,5.18983281238809,5.09232517486645,NaN
23.374056512,5.14106198466797,5.07827102238502,NaN
23.375056512,5.04477743428091,5.06442393964889,NaN
23.376056512,5.12572191820873,5.0512696747472,NaN
23.377056512,5.06019930550067,5.03822179421283,NaN
23.378056512,5.14918283571127,5.02562079845484,NaN
23.379056512,5.07995755382145,5.01282673229345,NaN
23.380056512,5.05073763186612,5.00038596631376,NaN
23.381056512,5.00901989842088,4.98824301428309,NaN
23.382056512,5.01570161043556,4.97648887097564,NaN
23.383056512,5.04942565268502,4.96543189450643,NaN
23.384056512,5.01437919602442,4.95426725042135,NaN
23.385056512,5.05810360613759,4.94384793075934,NaN
23.386056512,4.94624124723545,4.93339674548421,NaN
23.387056512,4.8368850645899,4.92325369657574,NaN
23.388056512,4.85890288444247,4.91419407235942,NaN
23.389056512,4.84192253458534,4.90525505799222,NaN
23.390056512,4.80213069436765,4.89694794994368,NaN
23.391056512,4.77186963798779,4.88902445682146,NaN
23.392056512,4.78177008595411,4.88182805191864,NaN
23.393056512,4.71908859728514,4.87476188443241,NaN
23.394056512,4.73282994780962,4.86864845778099,NaN
23.395056512,4.69353977081105,4.86271145788779,NaN
23.396056512,4.76944147542621,4.85774314852243,NaN
23.397056512,4.7503816255423,4.85321640536259,NaN
23.398056512,4.84707910099939,4.84953457163849,NaN
23.399056512,4.89950124239488,4.84625833636396,NaN
23.400056512,4.96688131557022,4.84340323718457,NaN
23.401056512,4.90552448089692,4.84087100968546,NaN
23.402056512,4.88390802857781,4.83915883295368,NaN
23.403056512,4.90024309536092,4.8382323038189,NaN
23.404056512,4.93039867883218,4.83809304637349,NaN
23.405056512,4.85935515055898,4.83779048029422,NaN
23.406056512,4.87615145872064,4.83875617863113,NaN
23.407056512,4.84510773106131,4.84004362237564,NaN
23.408056512,4.79799131702897,4.84195477874662,NaN
23.409056512,4.81452857947327,4.84445623006027,NaN
23.410056512,4.87900156186404,4.8477713070434,NaN
23.411056512,4.91744652220339,4.85181627702643,NaN
23.412056512,4.87206366524603,4.85577761219187,NaN
23.413056512,4.90953302102909,4.86058513947449,NaN
23.414056512,4.85534908743216,4.86544246336279,NaN
23.415056512,4.87211625976707,4.87117709194002,NaN
23.416056512,4.90121245413325,4.87730301484271,NaN
23.417056512,4.93749441069758,4.88410375766983,NaN
23.418056512,4.850949082652,4.89072698303348,NaN
23.419056512,4.85153635215293,4.89816639058781,NaN
23.420056512,4.92349687900229,4.90610981841635,NaN
23.421056512,4.87220519838595,4.91383307339084,NaN
23.422056512,4.93805682919536,4.92242397696998,NaN
23.423056512,4.91398841991049,4.93108467625514,NaN
23.424056512,4.94251601944569,4.94010759924464,NaN
23.425056512,4.89992320508855,4.9490900860883,NaN
23.426056512,4.94455401370456,4.95850967261377,NaN
23.427056512,4.92543477410878,4.96772229473414,NaN
23.428056512,4.93993258908199,4.97754354097502,NaN
23.429056512,4.94777900109832,4.98690063787779,NaN
23.430056512,4.91515394316729,4.99672087861806,NaN
23.431056512,4.94367637744277,5.00648742345009,NaN
23.432056512,4.93038379005913,5.01573150953717,NaN
23.433056512,4.80895819329142,5.02473842115795,NaN
23.434056512,4.77967752487207,5.03383414040733,NaN
23.435056512,4.85758364598682,5.04312228082322,NaN
23.436056512,4.79749031857718,5.05171745906878,NaN
23.437056512,4.83991588783472,5.06033530798907,NaN
23.438056512,4.83764047125382,5.06837385330469,NaN
23.439056512,4.94259081249961,5.07646446572721,NaN
23.440056512,4.92981231618605,5.08363776510083,NaN
23.441056512,4.91049209936217,5.09026201474072,NaN
23.442056512,4.96527393242046,5.09676294138999,NaN
23.443056512,5.07041844503546,5.10272758843621,NaN
23.444056512,5.0720098691872,5.10777114660757,NaN
23.445056512,5.07632132877655,5.11214758351835,NaN
23.446056512,5.03605460508956,5.11565135436939,NaN
23.447056512,5.03199729529534,5.11815638238974,NaN
23.448056512,5.00814540311683,5.12011107931345,NaN
23.449056512,4.99792696567386,5.12127191132108,NaN
23.450056512,4.92588839568509,5.12144335968406,NaN
23.451056512,4.85120066491556,5.1204789093967,NaN
23.452056512,4.9346241845132,5.11905197091702,NaN
23.453056512,4.89803313993454,5.11586571563279,NaN
23.454056512,4.80896650587176,5.11128725315914,NaN
23.455056512,4.80803365237317,5.10583088242828,NaN
23.456056512,4.79845676019482,5.09952729490742,NaN
23.457056512,4.82403234758406,5.0918986539427,NaN
23.458056512,4.77041410390063,5.08262846253066,NaN
23.459056512,4.79231243913265,5.0724474034218,NaN
23.460056512,4.78388758621196,5.06027420235923,NaN
23.461056512,4.90348016926964,5.04782849475631,NaN
23.462056512,4.86020677239794,5.03339000898697,NaN
23.463056512,4.7898611727349,5.01712131452068,NaN
23.464056512,4.80166042598825,4.99983022290994,NaN
23.465056512,4.83857469018887,4.98115995580951,NaN
23.466056512,4.8025109480725,4.96047333417708,NaN
23.467056512,4.821716362951,4.93859337943254,NaN
23.468056512,4.66745162029262,4.91462474214259,NaN
23.469056512,4.75125277478625,4.88971679017155,NaN
23.470056512,4.66894794577227,4.86293663602642,NaN
23.471056512,4.59861539151294,4.83451643195306,NaN
23.472056512,4.57562624931264,4.80442929139541,NaN
23.473056512,4.52767761774654,4.77267474206104,NaN
23.474056512,4.51791592290346,4.73934924805223,NaN
23.475056512,4.5429544926396,4.70450776748339,NaN
23.476056512,4.485274546732,4.66775988274632,NaN
23.477056512,4.48045512156896,4.62976535984157,NaN
23.478056512,4.4258387906011,4.58985281261634,NaN
23.479056512,4.37668184376261,4.54821180169732,NaN
23.480056512,4.43777835584546,4.50528585441584,NaN
23.481056512,4.46514407885976,4.4607857248663,NaN
23.482056512,4.39051671778186,4.41456787314037,NaN
23.483056512,4.28495554342879,4.36653187628548,NaN
23.484056512,4.29004937377919,4.31756341211837,NaN
23.485056512,4.26258467716363,4.26689565724581,NaN
23.486056512,4.25108388929817,4.21495687039212,NaN
23.487056512,4.25804877842958,4.16136727963281,NaN
23.488056512,4.19243327306102,4.10622996766463,NaN
23.489056512,4.17067341978237,4.05005231679505,NaN
23.490056512,4.06559289808888,3.99251981669379,NaN
23.491056512,4.07578949735336,3.93394784733466,NaN
23.492056512,3.92976995642118,3.87371490647191,NaN
23.493056512,3.9275263366151,3.81259306951445,NaN
23.494056512,3.84554106311362,3.75018634565033,NaN
23.495056512,3.6838955570309,3.68642402815396,NaN
23.496056512,3.67263916856138,3.62205910709826,NaN
23.497056512,3.61762222433513,3.5567926059886,NaN
23.498056512,3.64726713586734,3.49072039490601,NaN
23.499056512,3.64434242700902,3.42394540170467,NaN
23.500056512,3.62782943637812,3.35626882752651,NaN
23.501056512,3.57876217236547,3.2877728371246,NaN
23.502056512,3.53654448273015,3.21871636264776,NaN
23.503056512,3.46637303594278,3.14928108116346,NaN
23.504056512,3.52879389783376,3.08000566247596,NaN
23.505056512,3.46036816266136,3.00953792190116,NaN
23.506056512,3.30717661351395,2.93873037749144,NaN
23.507056512,3.29973392070383,2.86792316024527,NaN
23.508056512,3.29340192753692,2.79719584305421,NaN
23.509056512,3.32639913167285,2.72645750493726,NaN
23.510056512,3.19654363549356,2.65523074140556,NaN
23.511056512,3.16188477926532,2.5844052489081,NaN
23.512056512,3.09887868460099,2.51372013715592,NaN
23.513056512,2.9324397883098,2.44270616153224,NaN
23.514056512,2.85180768043917,2.37255257928521,NaN
23.515056512,2.81225415995,2.30278160174749,NaN
23.516056512,2.76969353956738,2.23368435954262,NaN
23.517056512,2.6792191851345,2.16493408496709,NaN
23.518056512,2.66763201558446,2.09705032145713,NaN
23.519056512,2.60602144858713,2.0299386104302,NaN
23.520056512,2.56998453246017,1.96360903233357,NaN
23.521056512,2.52278783540112,1.89838119301863,NaN
23.522056512,2.52030668549102,1.83432540928402,NaN
23.523056512,2.52312489552609,1.77121785718003,NaN
23.524056512,2.55726443223398,1.70961332046596,2.4953884596427
23.525056512,2.4953884596427,1.64861124511356,NaN
23.526056512,2.48855899799526,1.58940713831904,NaN
23.527056512,2.52052028231278,1.53146901883793,NaN
23.528056512,2.50237724561249,1.47503822189375,NaN
23.529056512,2.34919148226621,1.41963932885292,NaN
23.530056512,2.24060698363294,1.36631645114427,NaN
23.531056512,2.25678914453229,1.31491532405932,NaN
23.532056512,2.11128525033631,1.26478013928116,NaN
23.533056512,1.97197155604749,1.21637585792828,NaN
23.534056512,1.81823387211895,1.16989047413375,NaN
23.535056512,1.61333160380408,1.12506037431066,NaN
23.536056512,1.41922417068123,1.08235855816093,NaN
23.537056512,1.22757592901361,1.04196775220073,NaN
23.538056512,1.05597143245081,1.00329990093166,NaN
23.539056512,0.91048690763711,0.967007754138222,NaN
23.540056512,0.740111703416238,0.932804887577215,NaN
23.541056512,0.534643639556299,0.900706218189363,NaN
23.542056512,0.302466046097227,0.870653295829708,NaN
23.543056512,0.0970087308077481,0.843203593747392,NaN
23.544056512,-0.044872042087593,0.818374327420632,NaN
23.545056512,-0.191799310025802,0.795895541872079,NaN
23.546056512,-0.252234463992267,0.775830870101237,NaN
23.547056512,-0.436321309808288,0.757910381284596,NaN
23.548056512,-0.515281687251605,0.742693861547619,NaN
23.549056512,-0.641466396100005,0.72989340787026,NaN
23.550056512,-0.796533900797448,0.719373568389589,NaN
23.551056512,-0.889314837487218,0.711520605972554,NaN
23.552056512,-0.966884018396246,0.706086212610036,NaN
23.553056512,-0.999513191424718,0.703302955997832,NaN
23.554056512,-1.10187800712375,0.702470088377658,NaN
23.555056512,-1.14386352680199,0.704361158901507,NaN
23.556056512,-1.11651512571279,0.708969992673354,NaN
23.557056512,-1.17800531930936,0.715615508099885,NaN
23.558056512,-1.2796734933391,0.724155714915634,NaN
23.559056512,-1.33484774150029,0.735611974525334,NaN
23.560056512,-1.35924507017689,0.749141383544985,NaN
23.561056512,-1.40763196112466,0.765245443608479,NaN
23.562056512,-1.35047566135856,0.783776328735484,NaN
23.563056512,-1.37981099415858,0.804331028212158,NaN
23.564056512,-1.46841595888481,0.826967980151486,NaN
23.565056512,-1.55304325223858,0.851457556615049,NaN
23.566056512,-1.77125987957633,0.877636730647941,NaN
23.567056512,-1.76862783227343,0.906588176741894,NaN
23.568056512,-1.54209522049837,0.938090045406056,NaN
23.569056512,-0.431944383721571,0.974595400709682,NaN
23.570056512,2.30755626454953,1.01862435630788,NaN
23.571056512,2.77233134112518,1.05668914008244,NaN
23.572056512,1.60137663878301,1.0907394694531,NaN
23.573056512,1.00732060144633,1.12823906903175,NaN
23.574056512,2.1599079768412,1.17327515743877,NaN
23.575056512,3.51763992553463,1.22055958508749,NaN
23.576056512,4.15624449806335,1.26658943608373,NaN
23.577056512,3.81172257477757,1.31093126872844,NaN
23.578056512,3.01030335517193,1.35460658619182,NaN
23.579056512,2.8812674555373,1.40175785328694,NaN
23.580056512,3.04756305290712,1.45066251689491,NaN
23.581056512,3.39384326523863,1.50112152902563,NaN
23.582056512,3.2526927582737,1.55108629211847,NaN
23.583056512,3.08114230062178,1.60169170274525,NaN
23.584056512,2.74312150451288,1.65230340147835,NaN
23.585056512,2.53431926111666,1.70400681951468,NaN
23.586056512,2.57127844092565,1.7570114569457,NaN
23.587056512,2.76232051447658,1.81084529983984,NaN
23.588056512,2.88578762740659,1.86477034439126,NaN
23.589056512,2.87558554000908,1.91849597865167,NaN
23.590056512,2.78497779598655,1.97184254369184,NaN
23.591056512,2.68115634134394,2.02546932776586,NaN
23.592056512,2.82568498401036,2.07950350313124,NaN
23.593056512,3.1128730244562,2.13397903120102,NaN
23.594056512,3.36533002838717,2.18761962322396,NaN
23.595056512,3.28389064332773,2.24003878996827,NaN
23.596056512,3.14940893864121,2.29161880077698,NaN
23.597056512,3.02960897738205,2.34272397432208,NaN
23.598056512,3.2794368349314,2.39413823854778,NaN
23.599056512,3.52241851954342,2.44505850922671,NaN
23.600056512,3.60745155812006,2.49434321025615,NaN
23.601056512,3.44833544315166,2.54209485292567,NaN
23.602056512,3.23057018507582,2.58834465708087,NaN
23.603056512,3.11176744578642,2.63387833013083,NaN
23.604056512,3.17307094282134,2.67856013918899,NaN
23.605056512,3.20829342970053,2.72241967466795,NaN
23.606056512,3.12828198364223,2.76418135619459,NaN
23.607056512,2.95173028608818,2.80384966617974,NaN
23.608056512,2.77709962206762,2.84232443178872,NaN
23.609056512,2.67270988200863,2.87926155707116,NaN
23.610056512,2.70289987489061,2.91518671510287,NaN
23.611056512,2.73220399424097,2.94916833577537,NaN
23.612056512,2.67125955359355,2.9809981307523,NaN
23.613056512,2.6399058724252,3.01093648913362,NaN
23.614056512,2.61272506921175,3.03905570904151,NaN
23.615056512,2.75035370297828,3.06552943475679,NaN
23.616056512,2.98395790043929,3.09042527232583,NaN
23.617056512,3.03278519682015,3.11265577036119,NaN
23.618056512,3.11716435485379,3.13277734012414,NaN
23.619056512,3.14454904625933,3.1504569605212,NaN
23.620056512,3.2542474085906,3.16600390116372,NaN
23.621056512,3.2361497341132,3.17892823365812,NaN
23.622056512,3.29746253734967,3.18990729201883,NaN
