idx_id_wdw_csv,idx_interp_spl_csv,K_med_err_csv
193,254,0.1390986
196,254,0.1178094
199,254,0.1127699
202,254,0.1077881
205,254,0.1280467
208,254,0.1281583
211,254,0.09676192
214,254,0.08143256
217,254,0.08873569
220,254,0.07921862
223,254,0.08484791
226,254,0.09563632
229,254,0.06472909
232,254,0.086092
235,254,0.08684191
238,254,0.05615027
241,254,0.05159934
244,254,0.05293492
247,254,0.05327868
250,254,0.05332391
253,254,0.05333764
256,254,0.05334451
259,254,0.05334451
262,254,0.05334451
265,254,0.05334451
268,254,0.05334451
271,254,0.05334451
274,254,0.05334451
277,254,0.05334451
280,254,0.05334451
283,254,0.05334451
286,254,0.05334451
289,254,0.05334451
292,254,0.05334451
295,254,0.05334451
298,254,0.05334451
100,257,0.1214526
103,257,0.1089777
106,257,0.00694155
109,257,0.06137663
112,257,0.07211609
115,257,0.01698151
118,257,0.08864561
121,257,0.071041
124,257,0.08232792
127,257,0.1158454
130,257,0.128813
133,257,0.08956975
136,257,0.09174494
139,257,0.1184651
142,257,0.1376526
145,257,0.1448202
148,257,0.1358047
151,257,0.09623304
154,257,0.1056596
157,257,0.1050297
160,257,0.08979138
163,257,0.1240064
166,257,0.1315201
169,257,0.1425682
172,257,0.1508808
175,257,0.1139847
178,257,0.1560843
181,257,0.1490948
184,257,0.1528294
187,257,0.1532538
190,257,0.1543371
193,257,0.1444747
196,257,0.1293079
199,257,0.1108185
202,257,0.1144112
205,257,0.122276
208,257,0.09671075
211,257,0.09281196
214,257,0.0681888
217,257,0.1216772
220,257,0.1281335
223,257,0.1066307
226,257,0.08761373
229,257,0.07964139
232,257,0.1128174
235,257,0.1124967
238,257,0.1084784
241,257,0.06540636
244,257,0.06693148
247,257,0.06030633
250,257,0.06096769
253,257,0.06748068
256,257,0.09502416
259,257,0.1056059
262,257,0.1056059
265,257,0.1056059
268,257,0.1056059
271,257,0.1056059
274,257,0.1056059
277,257,0.1056059
280,257,0.1056059
283,257,0.1056059
286,257,0.1056059
289,257,0.1056059
292,257,0.1056059
295,257,0.1056059
298,257,0.1056059
100,260,0.06630358
103,260,0.01707982
106,260,0.01205466
109,260,0.05902318
112,260,0.06268103
115,260,0.0128067
118,260,0.06009183
121,260,0.06040214
124,260,0.09926633
127,260,0.1142174
130,260,0.110451
133,260,0.1040738
136,260,0.1086741
139,260,0.1253221
142,260,0.1548072
145,260,0.1743104
148,260,0.1484395
151,260,0.10415
154,260,0.1138621
157,260,0.1089759
160,260,0.09484122
163,260,0.1120289
166,260,0.1089029
169,260,0.1536428
172,260,0.1594409
175,260,0.1532246
178,260,0.1699029
181,260,0.1747656
184,260,0.1710341
187,260,0.1658386
190,260,0.1672165
193,260,0.158296
196,260,0.1541047
199,260,0.162092
202,260,0.1656445
205,260,0.163972
208,260,0.1483076
211,260,0.1689208
214,260,0.1588132
217,260,0.1698312
220,260,0.1523504
223,260,0.1653797
226,260,0.1482075
229,260,0.1468225
