time,force,filtered
146.08049024,-3.93232409844572,-3.96775331496125
146.08149024,-3.87097869304528,-3.96296590032005
146.08249024,-3.87477717952929,-3.958454122552
146.08349024,-3.8826696777223,-3.954308329953
146.08449024,-3.88175613361531,-3.95045124339878
146.08549024,-3.86939293940702,-3.94677941239993
146.08649024,-3.89812920263735,-3.9434279572707
146.08749024,-3.80623909112438,-3.93992234004365
146.08849024,-3.81516427878094,-3.93677264621934
146.08949024,-3.8476139713033,-3.93397121807246
146.09049024,-3.86152565239203,-3.93122748169303
146.09149024,-3.83101652313001,-3.92879139530077
146.09249024,-3.83030917345048,-3.92642528014097
146.09349024,-3.82432918425024,-3.92437907926381
146.09449024,-3.85560138285688,-3.92251956718791
146.09549024,-3.83470463510952,-3.92037769071419
146.09649024,-3.96811101229067,-3.91897198858742
146.09749024,-3.98339024660687,-3.91725950961521
146.09849024,-3.89809680965174,-3.91549286650926
146.09949024,-3.86484380056085,-3.9139636828113
146.10049024,-3.86151773582533,-3.91260894264864
146.10149024,-3.80701231860236,-3.91104786702613
146.10249024,-3.80946554275006,-3.90989409429435
146.10349024,-3.87765999516304,-3.90876672879474
146.10449024,-3.87320100637392,-3.90770331328761
146.10549024,-3.89366281159083,-3.90672872228101
146.10649024,-3.85872906165977,-3.90564944021063
146.10749024,-3.87498475844997,-3.90461962112213
146.10849024,-3.9083799966443,-3.90371265863868
146.10949024,-3.97882172712278,-3.90282817639087
146.11049024,-3.91394191392965,-3.90161008395333
146.11149024,-3.97423728274497,-3.90046655610182
146.11249024,-3.92187554518515,-3.89909182558726
146.11349024,-3.95777333432009,-3.89819981781662
146.11449024,-3.99441907695942,-3.89713430266992
146.11549024,-4.03311059543654,-3.89576953461435
146.11649024,-4.16772146378855,-3.89488072010572
146.11749024,-4.1233669872277,-3.89306396866562
146.11849024,-4.01565218789858,-3.89095457536153
146.11949024,-4.01649112607885,-3.8891373240476
146.12049024,-3.89340678405244,-3.88697294478662
146.12149024,-3.9409053441649,-3.88500847608556
146.12249024,-3.9236251203737,-3.88255197543551
146.12349024,-3.93975028565231,-3.88020265562335
146.12449024,-3.8519874466334,-3.87702877752041
146.12549024,-3.94597581019322,-3.8744174966278
146.12649024,-3.8774932322619,-3.87114578548765
146.12749024,-3.9075292604852,-3.86795821037862
146.12849024,-3.86167660305347,-3.86419963144078
146.12949024,-3.92909230071762,-3.86047086254206
146.13049024,-3.8981860254791,-3.85620308838065
146.13149024,-3.89509499514383,-3.85191639856311
146.13249024,-3.89102886784092,-3.84712603466989
146.13349024,-3.92078654589932,-3.84211605494402
146.13449024,-3.91530072046455,-3.83705290840722
146.13549024,-3.92268083879079,-3.83105682848111
146.13649024,-3.95494126556157,-3.82504594219751
146.13749024,-3.96807889126377,-3.81863474416409
146.13849024,-3.87281386484363,-3.81156082838946
146.13949024,-3.81109907985229,-3.80414871423704
146.14049024,-3.80466480865002,-3.7965241594354
146.14149024,-3.78762702954006,-3.78840473686605
146.14249024,-3.75766451759194,-3.77991909054358
146.14349024,-3.77733330315043,-3.77108675454483
146.14449024,-3.80819168871981,-3.76195113306348
146.14549024,-3.82618481545113,-3.75224310530122
146.14649024,-3.78661927760247,-3.74202005920931
146.14749024,-3.65496948977183,-3.73081233555129
146.14849024,-3.64324839756517,-3.71967429262695
146.14949024,-3.6080541720112,-3.70800044008137
146.15049024,-3.63028116673666,-3.69574920853461
146.15149024,-3.62274836227283,-3.68322677464525
146.15249024,-3.54967071544563,-3.66985657340578
146.15349024,-3.59288586062115,-3.65644608163243
146.15449024,-3.58010078736392,-3.64217721793484
146.15549024,-3.52357547134325,-3.62722654395296
146.15649024,-3.55767839483684,-3.61169252546622
146.15749024,-3.4664506950346,-3.59546830504866
146.15849024,-3.44748062616098,-3.57864738743661
146.15949024,-3.37871615296087,-3.5612638384718
146.16049024,-3.41806511886,-3.54350191230603
146.16149024,-3.39086742900455,-3.52495355713412
146.16249024,-3.42204621237136,-3.50571740232853
146.16349024,-3.40805647120504,-3.48578769103189
146.16449024,-3.38062490416368,-3.46518004726699
146.16549024,-3.34152490898306,-3.4442007669164
146.16649024,-3.32587478866868,-3.4224783083718
146.16749024,-3.30271643496395,-3.40002807991124
146.16849024,-3.27770048006132,-3.37702707405825
146.16949024,-3.28880652665891,-3.3532874051792
146.17049024,-3.2939815550878,-3.32877495385411
146.17149024,-3.31261941655341,-3.30390521157235
146.17249024,-3.24555451117121,-3.27793747745359
146.17349024,-3.31313778544776,-3.25183699219828
146.17449024,-3.30582286387701,-3.2243443157432
146.17549024,-3.26466378580034,-3.19601681712706
146.17649024,-3.21026902431395,-3.16693975228122
146.17749024,-3.17879907757604,-3.13755023135064
146.17849024,-3.09106435124187,-3.10694457582424
146.17949024,-3.05128632185168,-3.07572250072336
146.18049024,-3.04757686678297,-3.04366665075137
146.18149024,-3.02953875257888,-3.01099429868554
146.18249024,-3.02267584144005,-2.97757496203354
146.18349024,-2.96981088255007,-2.94287309510731
146.18449024,-2.98225139645293,-2.90793529806274
146.18549024,-2.80482805876425,-2.87169999386246
146.18649024,-2.73748386113806,-2.83480956613516
146.18749024,-2.69555587271098,-2.79727893595347
146.18849024,-2.71521837829304,-2.759166079457
146.18949024,-2.64771590260178,-2.71985561495152
146.19049024,-2.67753075442248,-2.67993413276633
146.19149024,-2.62809405156334,-2.63910249956013
146.19249024,-2.613608603181,-2.59737118593005
146.19349024,-2.52298493738989,-2.55475570169
146.19449024,-2.4894216622485,-2.51128134914369
146.19549024,-2.41495522090473,-2.46658893596251
146.19649024,-2.44465664044664,-2.42164893205922
146.19749024,-2.36413253402834,-2.37539611857195
146.19849024,-2.29906743713366,-2.32827653865548
146.19949024,-2.32455198336126,-2.28061386557868
146.20049024,-2.27818811529941,-2.23180129985278
146.20149024,-2.21463623199678,-2.18225122876963
146.20249024,-2.25082900099418,-2.13188228324509
146.20349024,-2.16701777150154,-2.08021783130922
146.20449024,-2.10244539191754,-2.02783608456522
146.20549024,-2.05121246625478,-1.97466766261037
146.20649024,-2.04811458047946,-1.92081496871807
146.20749024,-1.93005250890045,-1.86554493418706
146.20849024,-1.91248820438687,-1.80978412629593
146.20949024,-1.79979664405981,-1.7530186168023
146.21049024,-1.59806890912016,-1.69444287777062
146.21149024,-1.55325327140986,-1.63588742564998
146.21249024,-1.47260914532099,-1.57641331625782
146.21349024,-1.43636929842981,-1.51628201938653
146.21449024,-1.4035959437944,-1.45510142861354
146.21549024,-1.29219239425452,-1.39269445244911
146.21649024,-1.22527131035393,-1.3296768001891
146.21749024,-1.16202931763228,-1.26571513023708
146.21849024,-1.15589081269379,-1.20095612808142
146.21949024,-1.03148588321778,-1.13512013889743
146.22049024,-0.866513143427774,-1.06828579941647
146.22149024,-0.90543795541658,-1.00139762269504
146.22249024,-0.843879941157355,-0.933102995373675
146.22349024,-0.873533331199604,-0.864126325040427
146.22449024,-0.736687622494622,-0.793962553009224
146.22549024,-0.641242886157815,-0.722889053938933
146.22649024,-0.675304938681361,-0.651776790186336
146.22749024,-0.514754557777642,-0.579056888467215
146.22849024,-0.427987051881146,-0.505769515421539
146.22949024,-0.437990303922764,-0.431824909854482
146.23049024,-0.411647221705526,-0.357097154461406
146.23149024,-0.4334733866683,-0.281919221684846
146.23249024,-0.28789874628869,-0.205442135144645
146.23349024,-0.227200836324994,-0.128437420042927
146.23449024,-0.159428985714424,-0.0507553031217281
146.23549024,-0.14971890143708,0.0274084748980006
146.23649024,-0.0217570452013054,0.106781412158442
146.23749024,0.0476954167969434,0.186757025468108
146.23849024,0.185595261700481,0.267581651743973
146.23949024,0.223473457149121,0.348436140560394
146.24049024,0.343946464399967,0.430273664892852
146.24149024,0.410566386131672,0.512801983045581
146.24249024,0.463599504365939,0.595813537699292
146.24349024,0.524880363428544,0.679498788246955
146.24449024,0.585389134455162,0.763662488448213
146.24549024,0.740309247346529,0.848671203145008
146.24649024,0.802711897496822,0.93360599598823
146.24749024,0.913193680726809,1.01908905798026
146.24849024,0.958381157213205,1.10513803244004
146.24949024,1.103079426885,1.19181903865261
146.25049024,1.22277437818964,1.27880419106128
146.25149024,1.22576412435534,1.36569770134298
146.25249024,1.30375493235964,1.45295165665866
146.25349024,1.43719624231104,1.54070561099835
146.25449024,1.53838392714204,1.62884573002199
146.25549024,1.60422346446958,1.71708489374694
146.25649024,1.64106104999877,1.80553823777039
146.25749024,1.78297004310164,1.89463159935678
146.25849024,1.90169733066203,1.9837571219938
146.25949024,2.00235320737884,2.07283769204378
146.26049024,2.01752032257234,2.16162950921462
146.26149024,2.11573716830227,2.25099391391464
146.26249024,2.17476874408136,2.34033799147696
146.26349024,2.33184376397256,2.43024758226165
146.26449024,2.48156993960274,2.51979806700749
146.26549024,2.58937429471018,2.60917270333667
146.26649024,2.66437581900676,2.698146582461
146.26749024,2.75378757929358,2.78708053082328
146.26849024,2.90452983674342,2.8759409941766
146.26949024,2.94024787173922,2.96458964985224
146.27049024,2.96565629162664,3.0529380031765
146.27149024,3.12330808575856,3.14133202011573
146.27249024,3.2492505380879,3.22907127027447
146.27349024,3.42307638831733,3.31661829032967
146.27449024,3.5468689261235,3.40367834936239
146.27549024,3.55921577680168,3.4899615081615
146.27649024,3.73263077585504,3.57671337296095
146.27749024,3.85693280205375,3.66260016272926
146.27849024,3.92914106078001,3.74765385430484
146.27949024,4.02629211945498,3.83232697252459
146.28049024,4.06335603840527,3.91612940986082
146.28149024,4.10907192691373,3.99937217139122
146.28249024,4.19507455989477,4.08220015974707
146.28349024,4.30491302131122,4.16468485522458
146.28449024,4.47044405937872,4.24634310845425
146.28549024,4.49551491559679,4.32668740969738
146.28649024,4.54125062788239,4.40631472687297
146.28749024,4.67399281720781,4.48513416148771
146.28849024,4.71017913901029,4.56328053321328
146.28949024,4.80338373888587,4.64050239246827
146.29049024,4.80401812140491,4.71664060870867
146.29149024,4.92504467673144,4.79185659399521
146.29249024,4.92950476437129,4.86586818597609
146.29349024,4.98530766162199,4.93888341980572
146.29449024,5.06518149609439,5.01103107947149
146.29549024,5.16938224948748,5.08234453617862
146.29649024,5.25518374845052,5.15241272728984
146.29749024,5.22811733499655,5.22105426946025
146.29849024,5.39874319695554,5.28899915292237
146.29949024,5.42277778822709,5.35522496947196
146.30049024,5.59560349085295,5.42081670166766
146.30149024,5.57747181079867,5.48462205298493
146.30249024,5.60740116370855,5.54741786210825
146.30349024,5.6559784406954,5.60910977391348
146.30449024,5.78912810527854,5.66955269130491
146.30549024,5.91069162953086,5.72845907288729
146.30649024,5.83656971840445,5.78562421158965
146.30749024,5.79716867343777,5.84131783332639
146.30849024,5.91314173425413,5.89629231446994
146.30949024,6.02058674225913,5.94983095252773
146.31049024,6.12023626823791,6.00189497706745
146.31149024,6.16556711970251,6.05227907942804
146.31249024,6.24324821055902,6.10135248330606
146.31349024,6.25766549172465,6.14852206278667
146.31449024,6.25343110488207,6.19459594682306
146.31549024,6.38308938868087,6.23954241866087
146.31649024,6.37717046444587,6.28234048997162
146.31749024,6.4435426404793,6.32432556730604
146.31849024,6.45191551586542,6.36453447408176
146.31949024,6.47111242027294,6.4032278267222
146.32049024,6.57676796178287,6.44056691914985
146.32149024,6.5385290994413,6.47633480465921
146.32249024,6.53451865225974,6.5106479961817
146.32349024,6.5397583443031,6.5435150044235
146.32449024,6.61909387642832,6.57497369050461
146.32549024,6.61940545767662,6.60472010116744
146.32649024,6.54485964294661,6.63260152501722
146.32749024,6.54026730658461,6.65927418205747
146.32849024,6.62387040456424,6.68465569742393
146.32949024,6.6195035097589,6.70850314147971
146.33049024,6.6112233245839,6.73095874866082
146.33149024,6.68383325629727,6.75203962971593
146.33249024,6.71444642083676,6.77150369021207
146.33349024,6.73305417300071,6.78941219850626
146.33449024,6.71370470589616,6.80581401767686
146.33549024,6.69109772102069,6.82097088448497
146.33649024,6.77448651632043,6.83527673928124
146.33749024,6.69176983102279,6.84748802381729
146.33849024,6.68026685967483,6.85865695012293
146.33949024,6.63997481367232,6.86834569103862
146.34049024,6.68124173488854,6.87689810737808
146.34149024,6.66591822445382,6.88410071132153
146.34249024,6.61757692169521,6.88991194672752
146.34349024,6.59271123881289,6.89492369447904
146.34449024,6.53474132519138,6.89819316098446
146.34549024,6.59542557165271,6.90063571962065
146.34649024,6.45604639471899,6.90130329149442
146.34749024,6.50522095226739,6.90147294621328
146.34849024,6.52925062275903,6.90039502189223
146.34949024,6.48578800993285,6.89827829824421
146.35049024,6.46349423702939,6.89476801129367
146.35149024,6.38505316317395,6.89018634212696
146.35249024,6.36397576052848,6.88470444022831
146.35349024,6.36270679275054,6.87825345451265
146.35449024,6.3447078019371,6.87072119952142
146.35549024,6.35892368495106,6.86261882414709
146.35649024,6.43906308346809,6.85384648627122
146.35749024,6.42276518212588,6.84371108504266
146.35849024,6.47187676544536,6.83318698416675
146.35949024,6.48770857431816,6.82149346141802
146.36049024,6.5493703541422,6.80930349013305
146.36149024,6.617426901464,6.79640557516844
146.36249024,6.55707490033259,6.78247502200989
146.36349024,6.69998194376998,6.7687766797244
146.36449024,6.69085085281946,6.75357319792351
146.36549024,6.81567178401049,6.73809807739221
146.36649024,6.76233754436752,6.72156358049138
146.36749024,6.71605922517583,6.70426453542832
146.36849024,6.67759978853947,6.68668312500773
146.36949024,6.74666324861331,6.66894728741257
146.37049024,6.77011040365447,6.65073629853343
146.37149024,6.81590000919819,6.63197072269284
146.37249024,6.84041948692706,6.61250381622617
146.37349024,6.85660240852223,6.59257171223807
146.37449024,6.86414043026945,6.57225143405824
146.37549024,6.8581709180403,6.55193302739008
146.37649024,6.86066904245827,6.53104530795202
146.37749024,6.82203602983778,6.5099485579389
146.37849024,6.80248187504815,6.48868948184264
146.37949024,6.73035703749191,6.46668293797274
146.38049024,6.73745664791431,6.44482140849287
146.38149024,6.7375183358188,6.42285359468366
146.38249024,6.68988202698875,6.40069883399844
146.38349024,6.69688224455705,6.37881226747287
146.38449024,6.72148298599919,6.35659891205027
146.38549024,6.6429903321204,6.3341142840301
146.38649024,6.60824164028999,6.31123787023189
146.38749024,6.58884189112515,6.28840908152603
146.38849024,6.58032429040172,6.26583209184781
146.38949024,6.60205568706951,6.2431822655921
146.39049024,6.5056736692755,6.22040847337672
146.39149024,6.50214364298063,6.19784141747657
146.39249024,6.47696004197026,6.17511515427219
146.39349024,6.44785730255827,6.15226027652395
146.39449024,6.40853403578242,6.12960954014321
146.39549024,6.41457058215388,6.10745216722647
146.39649024,6.37211581785659,6.08516906534994
146.39749024,6.34909112292583,6.06314177613026
146.39849024,6.37350264045684,6.0414944024187
146.39949024,6.31246785508776,6.01956407489226
146.40049024,6.21962214552653,5.99750870469372
146.40149024,6.07387519741236,5.97559473232219
146.40249024,6.04973458663476,5.95463322311549
146.40349024,6.03234493025274,5.93362692286921
146.40449024,5.97387200277047,5.91270975357649
146.40549024,5.83876699304268,5.89162365011003
146.40649024,5.78880962522618,5.87096953266569
146.40749024,5.80255997833349,5.85071449467007
146.40849024,5.7759984114066,5.83053447110965
146.40949024,5.71877603893169,5.81057760752972
146.41049024,5.74741057030656,5.79131858171335
146.41149024,5.67509830522616,5.77143865037717
146.41249024,5.75404913832342,5.75273809385372
146.41349024,5.62446972338557,5.73314728159009
146.41449024,5.7225447305657,5.71462985404018
146.41549024,5.57308167692388,5.69563960840014
146.41649024,5.58159419364752,5.67768742896312
146.41749024,5.58478285218912,5.659692590453
146.41849024,5.60645597573573,5.64213771805278
146.41949024,5.53301187561026,5.62436224681317
146.42049024,5.45307691057914,5.60674796808998
146.42149024,5.52913230932719,5.59001031401131
146.42249024,5.50664145792939,5.57318359488179
146.42349024,5.44250818595949,5.55663703533471
146.42449024,5.43937695901376,5.54029105066918
146.42549024,5.35809052144922,5.52366653408133
146.42649024,5.30452711295884,5.50750748604351
146.42749024,5.3548886573444,5.49165969122043
146.42849024,5.21749588658632,5.47571057102447
146.42949024,5.24024652880479,5.4604831970483
146.43049024,5.21160788281696,5.4451872265963
146.43149024,5.20493013096049,5.42997042072416
146.43249024,5.21412089287253,5.41508547885512
146.43349024,5.17101315118329,5.39995229987404
146.43449024,5.19784152200877,5.38527910699853
146.43549024,5.11320675715417,5.37052514167742
146.43649024,5.15678600322539,5.35664766582112
146.43749024,5.17432784892836,5.34281486873762
146.43849024,5.14439785091072,5.32867710287903
146.43949024,5.21228664815936,5.31484136395973
146.44049024,5.21617981792532,5.30112389324113
146.44149024,5.20267172426317,5.28749012885226
146.44249024,5.17422176530112,5.2739596485633
146.44349024,5.15879913033426,5.26093013068861
146.44449024,5.12976448244974,5.24744349369404
146.44549024,5.07932112694427,5.23399853528098
146.44649024,5.01854701786036,5.22061703313059
146.44749024,4.94105163380808,5.20715069105864
146.44849024,4.90716963312765,5.19407994919534
146.44949024,4.95195803982647,5.18133992006785
146.45049024,4.93355562956208,5.16842123096866
146.45149024,4.99452718273934,5.15575568717861
146.45249024,4.98362178012486,5.14283278175064
146.45349024,4.95854084597523,5.12940144933663
146.45449024,4.9537968056043,5.11643881931526
146.45549024,4.94090560027738,5.10335568585604
146.45649024,5.03003205638989,5.09094369335784
146.45749024,5.03011592795265,5.07813547673507
146.45849024,4.94989356135994,5.06505164888588
146.45949024,4.9508864224928,5.05197213244606
146.46049024,5.01147007004262,5.0392120507462
146.46149024,5.03548498393376,5.02636658601663
146.46249024,5.0585383949959,5.01371097859846
146.46349024,5.05047870037012,5.0010347731195
146.46449024,4.97507892367332,4.98759573201914
146.46549024,5.01290661840952,4.97462144686556
146.46649024,4.95103821070306,4.96113148272997
146.46749024,4.98362879010335,4.94821866988158
146.46849024,4.99967130690258,4.93499688532776
146.46949024,4.97645423230281,4.92175845510612
146.47049024,4.94863720357262,4.90858813237953
146.47149024,4.98295655304591,4.89524965103915
146.47249024,5.02004447544803,4.88178532980269
146.47349024,4.99245577642957,4.86770928088768
146.47449024,4.9859423302997,4.85416664894008
146.47549024,4.93184738266,4.83990418620871
146.47649024,4.92375771464995,4.82619172774877
146.47749024,4.97720577814336,4.812428877229
146.47849024,4.97362818529753,4.79848018314283
146.47949024,4.93565905671441,4.78426467857602
146.48049024,4.83883463032476,4.76955307873995
146.48149024,4.83010760790253,4.75522561188578
146.48249024,4.86917249895788,4.74113662215943
146.48349024,4.85405094054288,4.72655780058395
146.48449024,4.87357520430159,4.71208045970726
146.48549024,4.83974229331177,4.69724515893107
146.48649024,4.72869839950343,4.68192304793908
146.48749024,4.74189445933652,4.66705117820609
146.48849024,4.778507670462,4.65190550143041
146.48949024,4.73347222686221,4.63657952904237
146.49049024,4.73785110695136,4.62117300536445
146.49149024,4.73925721718567,4.60565460298218
146.49249024,4.68787349046985,4.5895496637948
146.49349024,4.6774306205867,4.57336657796169
146.49449024,4.67487883401788,4.55725819480458
146.49549024,4.66869020911304,4.54091858287712
146.49649024,4.63283426580272,4.52458325451396
146.49749024,4.61496648351918,4.50795681967097
146.49849024,4.62999010066614,4.49135348703492
146.49949024,4.61754721607311,4.4742113020238
146.50049024,4.63487952149888,4.45707399801167
146.50149024,4.61291069777921,4.43965453136596
146.50249024,4.5411202789053,4.42211804150302
146.50349024,4.49940501393228,4.40457636682785
146.50449024,4.52873989523193,4.38658182110173
146.50549024,4.51959262589567,4.36846571647985
146.50649024,4.57419243118705,4.35001175757879
146.50749024,4.54994617795628,4.33129023933896
146.50849024,4.48259776634772,4.31191260457114
146.50949024,4.3573011441848,4.29237255368325
146.51049024,4.33698594161044,4.27304465095204
146.51149024,4.3329129294562,4.25327112852971
146.51249024,4.31553470461589,4.23288499608324
146.51349024,4.28097835521558,4.21217672998482
146.51449024,4.20029211574798,4.19115058944683
146.51549024,4.18717997469894,4.17017973298632
146.51649024,4.19579976815698,4.14921430313022
146.51749024,4.15479861811223,4.12757359714801
146.51849024,4.13334765194873,4.10558725828805
146.51949024,4.05936929577463,4.08299253752488
146.52049024,4.16026247347726,4.06095892847298
146.52149024,4.09984740634285,4.0378754617616
146.52249024,4.08235459557073,4.01473260117276
146.52349024,4.03708357675579,3.99129489486325
146.52449024,4.05302995560565,3.96748139198739
146.52549024,3.99290906865113,3.94302975569575
146.52649024,3.95050656141769,3.91821461580825
146.52749024,3.91491512360669,3.89301188833446
146.52849024,3.9293590026455,3.86736945148711
146.52949024,3.88958307887288,3.8412860821906
146.53049024,3.86716283524297,3.81498818669301
146.53149024,3.81063727111816,3.78801340205684
146.53249024,3.77219220689917,3.7606241854261
146.53349024,3.82094055754231,3.7330650387303
146.53449024,3.74229548201038,3.70457205220098
146.53549024,3.71273980234345,3.6759799161783
146.53649024,3.58703800748449,3.64643557906171
146.53749024,3.51128565898876,3.61702080702361
146.53849024,3.47070787972795,3.5870767161282
146.53949024,3.41312474498133,3.55655812740892
146.54049024,3.35946904730703,3.52545692756799
146.54149024,3.35485932130973,3.49446212216406
146.54249024,3.31553912869733,3.46289983940073
146.54349024,3.29770601147604,3.43125057347923
146.54449024,3.22877704396224,3.39845021031233
146.54549024,3.23313260232722,3.36541338422731
146.54649024,3.22106883776598,3.33216387952264
146.54749024,3.21581946238394,3.29819269649305
146.54849024,3.19675887635634,3.2638005022995
146.54949024,3.16004555259542,3.2289822100651
146.55049024,3.08790497722651,3.19396161231868
146.55149024,3.10612530001987,3.15850406142266
146.55249024,3.0618248530433,3.12234676924413
146.55349024,2.9940566672246,3.08562134564558
146.55449024,2.93834978495769,3.04871887552941
146.55549024,2.91535525862653,3.01165049197649
146.55649024,2.83094193103314,2.97399406437985
146.55749024,2.81944171864204,2.93610850131461
146.55849024,2.76976865355639,2.898223169884
146.55949024,2.73346237358747,2.8596892630419
146.56049024,2.67350775590108,2.82073907254017
146.56149024,2.61470287628055,2.78155968760739
146.56249024,2.57902589882924,2.74253631546212
146.56349024,2.57161321656542,2.70320937202497
146.56449024,2.46554851819339,2.66323636918212
146.56549024,2.51383990963648,2.62367321223731
146.56649024,2.38296705373005,2.58307298317175
146.56749024,2.33849577726426,2.54276745143513
146.56849024,2.34811070803834,2.50245744263546
146.56949024,2.34648560527457,2.46215521915881
146.57049024,2.34431909513186,2.42185311783202
146.57149024,2.23903627962231,2.38081669611643
146.57249024,2.19885614003563,2.34007343040746
146.57349024,2.15210007618965,2.29929787454145
146.57449024,2.089910167659,2.25850373816766
146.57549024,2.1674726962883,2.21828772641892
146.57649024,2.14233618355126,2.17806485593054
146.57749024,2.13584136049776,2.13790625400834
146.57849024,2.00436651164764,2.09772960816687
146.57949024,1.97884339775744,2.05767786468298
146.58049024,2.03709905368692,2.01827493297634
146.58149024,1.96138917901589,1.97881044743293
146.58249024,1.92110522040266,1.93985035895086
146.58349024,1.96632065494009,1.90176304109936
146.58449024,1.97008891153079,1.86351777257849
146.58549024,1.92662685961882,1.82559561715245
146.58649024,1.79937675572408,1.7878957675347
146.58749024,1.8423208618874,1.75110999227049
146.58849024,1.79885438996553,1.71460478346742
146.58949024,1.8323835877206,1.67901812976246
146.59049024,1.83995760877734,1.64401870415712
146.59149024,1.78425019032077,1.60919565101483
146.59249024,1.74123908068001,1.57511105551546
146.59349024,1.65366000760191,1.54161234939999
146.59449024,1.64457244199091,1.50920763671879
146.59549024,1.67716888457058,1.47770294853592
146.59649024,1.65416198330596,1.44707558202128
146.59749024,1.61097011317523,1.41729005201727
146.59849024,1.57258497285833,1.38816745821315
146.59949024,1.5559866699346,1.36004656926279
146.60049024,1.53512689087689,1.33292491132611
146.60149024,1.57988763057934,1.30732504081914
146.60249024,1.48994868411163,1.28215153296427
146.60349024,1.53160125911039,1.25869073624784
146.60449024,1.46988849178247,1.23571918024094
146.60549024,1.45879779105881,1.21425088504514
146.60649024,1.42746702406838,1.19380405035385
146.60749024,1.38980903894405,1.1745644412477
146.60849024,1.43817195662624,1.15698232280783
146.60949024,1.44088645684726,1.14064209631773
146.61049024,1.40631005987539,1.12515492904764
146.61149024,1.34578161058132,1.1107164721201
146.61249024,1.30818770863967,1.09821243322955
146.61349024,1.28435743540662,1.08659492388234
146.61449024,1.25720233767768,1.07658527959023
146.61549024,1.30951096887388,1.06839323099226
146.61649024,1.26384381633545,1.06126970024354
146.61749024,1.1507294005979,1.05552636807352
146.61849024,1.11370651143724,1.0512312330603
146.61949024,1.18263002009534,1.04870916993925
146.62049024,1.11366186720299,1.0473847068176
146.62149024,1.22790345472812,1.04820365188252
146.62249024,1.25861926613856,1.05018394416243
146.62349024,1.29200151517373,1.05391815151146
146.62449024,1.25236178521696,1.05868856613625
146.62549024,1.21002087949945,1.0650270091105
146.62649024,1.29067381065291,1.07318629138459
146.62749024,1.28287630819704,1.08238939248369
146.62849024,1.26449473720825,1.09325877135864
146.62949024,1.2947169623862,1.10582979970188
146.63049024,1.26252874803117,1.11980955031381
146.63149024,1.28219486927773,1.13513829695382
146.63249024,1.28417599167897,1.15187287364466
146.63349024,1.26572098290544,1.16993091347589
146.63449024,1.21597522586588,1.1892500407644
146.63549024,1.20302285262154,1.21045505642129
146.63649024,1.1052063961572,1.23250215918129
146.63749024,1.14643910227864,1.25656693314783
146.63849024,1.14796589691263,1.2816413874136
146.63949024,1.16168752411632,1.30803768392345
146.64049024,1.22191543431045,1.33586804530803
146.64149024,1.20608581516843,1.36478624733749
146.64249024,1.190599409997,1.39474352928312
146.64349024,1.27470380228431,1.42653989198704
146.64449024,1.29320066846884,1.45897708448966
146.64549024,1.31523355795707,1.49234805260676
146.64649024,1.33016575077374,1.52687867524882
146.64749024,1.37287917392487,1.56231265407761
146.64849024,1.36104751954167,1.59857554352746
146.64949024,1.39696160922503,1.63574374190846
146.65049024,1.37352824059586,1.67408153111871
146.65149024,1.49589318389309,1.71309786428791
146.65249024,1.52088651406686,1.75256089830703
146.65349024,1.55322302881231,1.79248514760533
146.65449024,1.55687988733264,1.83319085855689
146.65549024,1.65040830307674,1.87461039196582
146.65649024,1.66083629270463,1.91658649085436
146.65749024,1.70568953785274,1.95880137614748
146.65849024,1.77687524308914,2.00165848835599
146.65949024,1.80806271552352,2.04427696330122
146.66049024,1.90220301507387,2.08752142683011
146.66149024,1.97994412621138,2.1309704431725
146.66249024,2.03475216079577,2.17441609993393
146.66349024,2.03955924022267,2.21771261923495
146.66449024,2.12528523934893,2.26126448694752
146.66549024,2.17854211684575,2.30424009601643
146.66649024,2.30003450918621,2.34741852434714
146.66749024,2.37633875822461,2.39011771212553
146.66849024,2.49298279471244,2.43259358034592
146.66949024,2.47853513684252,2.47418083466109
146.67049024,2.5000153178048,2.5155805145061
146.67149024,2.51148408851944,2.55598128372235
146.67249024,2.48875202342487,2.59590087827384
146.67349024,2.5764879647735,2.63541681073497
146.67449024,2.68597319516555,2.67411471164254
146.67549024,2.7682014688037,2.71190195529231
146.67649024,2.75384544396485,2.74858384602976
146.67749024,2.79375212885095,2.78455092519091
146.67849024,2.82890524512387,2.81937915576359
146.67949024,2.90263158713552,2.85305629918737
146.68049024,2.96504869532055,2.88572725255544
146.68149024,3.03569372699068,2.91724569885244
146.68249024,3.09267616678696,2.94720705458674
146.68349024,3.10311140303499,2.97590102588163
146.68449024,3.10942279255015,3.00301932556495
146.68549024,3.14690036844239,3.02864152529588
146.68649024,3.27922971845945,3.05314761561018
146.68749024,3.24121649598632,3.07552376908336
146.68849024,3.31586713836101,3.09645573858107
146.68949024,3.30302656386195,3.11572863293243
146.69049024,3.25708261138212,3.13310825886439
146.69149024,3.25906282221633,3.14864444385145
146.69249024,3.2639036345552,3.16231847465
146.69349024,3.32688060946189,3.17433380700523
146.69449024,3.3454684486841,3.18436010510555
146.69549024,3.37051533134702,3.19238516950752
146.69649024,3.28571077309056,3.1983279245699
146.69749024,3.34377230600589,3.20264395289997
146.69849024,3.42156780840282,3.20504891176681
146.69949024,3.40417032745171,3.20479305090404
146.70049024,3.36586500355984,3.20255906985523
146.70149024,3.35029944030435,3.19851674973968
