mag_var,freq_var
0.0573380404919896,0.976566069698797
0.0799110005918054,0.85543512007833
0.0776594907570269,0.829878552175575
0.0815666590312041,0.747945890330268
0.0725857929378205,0.832642510717376
0.0790626119111817,0.850343244363579
0.0786187271804047,0.874129069380742
0.0907802558982885,0.769825754712524
0.0615499406458473,0.84388494124183
0.0807015675371987,0.85106694074176
0.0796414121269742,0.89047520513942
0.0808089548450219,0.783088218771784
0.0822010931470724,0.746828719470925
0.0674923979174768,0.851791869992818
0.0529594701460871,0.874893836720532
0.0843043370413276,0.793024310366034
0.0671874037449927,0.849620777715861
0.0732072496249864,0.788646415908177
0.0675855287726467,0.837523999473675
0.0780187768391079,0.873365637879099
0.0668461948888849,0.92336440939203
0.0802557426632872,0.782475473686673
0.0826723054191353,0.823726240009529
0.0796315977993677,0.758728114849445
0.085274575993234,0.754150569661816
0.0762491660033287,0.786784937349778
0.0815954805036687,0.829190427339609
0.0802477052770317,0.830567820076053
0.0862374304412454,0.786784937349778
0.0833897071638723,0.771607758774358
0.0821313592606436,0.777003617227326
0.0824908163329099,0.758728114849445
0.0784341341960499,0.795547856301964
0.0782014497164559,0.775798025889502
0.0835789028572299,0.82576685001781
0.0815468045695491,0.796181254276726
0.0954722663897169,0.799363433550414
0.0682624737726077,0.864307394443879
0.0789210189671221,0.910750141504161
0.0852673005543425,0.807105452277295
0.0802321462685169,0.814335224243948
0.0870114450892294,0.784316592448289
0.0829084271212513,0.824405321823222
0.0854349954576268,0.816329514589035
0.0872091327790326,0.80515592219933
0.0755190736009807,0.819675127353745
0.0864093092068898,0.85543512007833
0.0772007317204954,0.854703978950058
0.0827622089901734,0.821695690527172
0.0881993897331783,0.772800351910022
0.0797115075779033,0.794284078928966
0.085159285631461,0.804508170049532
0.0749801769732126,0.837523999473675
0.0842298738411295,0.870325200497448
0.0781576598845409,0.809719559005318
0.079654343587407,0.856901161415226
0.0840960617323665,0.854703978950058
0.0792987521483964,0.790516723613888
0.0775779813025191,0.849620777715861
0.0738311881921619,0.838929241083531
0.0707065131222419,0.877966334830174
0.0776138695021101,0.85106694074176
0.0855683111983043,0.849620777715861
0.0785500522652194,0.848899537666866
0.0833336570716553,0.851791869992818
0.0767785459888372,0.853974086568376
0.0771521461479512,0.838226031325707
0.0837560639994769,0.827132882854895
0.0832276399183513,0.83194979648217
0.0775279363021614,0.864307394443879
0.0785681277749017,0.83403140564768
0.0863404921707359,0.865055065200319
0.0762199220727979,0.800643439048493
0.0787973792976474,0.786166395732365
0.0839583638829023,0.783701924272389
0.0852019948896512,0.761617406985201
0.0719828563635286,0.799363433550414
0.0744982345402391,0.848179521095478
0.0707299155502652,0.816996450466968
0.08533476566842,0.80128498026568
0.0780451844380099,0.822371427114777
0.0777924104640791,0.843173402505538
0.0706363323749546,0.809719559005318
0.078249385605389,0.786166395732365
0.0735987142928791,0.872603538718646
0.0739133626242308,0.875659943407678
0.0814488127704788,0.800643439048493
0.0688142792563914,0.889682967412427
0.081430610389086,0.846743145953911
0.0828184665523946,0.778819046239539
0.0619919970538266,1.06837997368757
0.0902445847675195,0.888102713473862
0.0806238232097047,0.789892302821144
0.076999342598827,0.780034052551925
0.072530982881726,0.82576685001781
0.0756302486685405,0.896864264907236
0.0789385012592143,0.928508500809256
0.0783528916621014,0.813672624386956
0.0757065861099893,0.862815923530257
0.0822168444640589,0.851791869992818
0.0752541827864396,0.831258233891578
0.0835002019622909,0.807105452277295
0.0760672171181213,0.816329514589035
0.0786230273925447,0.849620777715861
0.0870506015127582,0.797451080838571
0.0778949469823168,0.84746072489116
0.0936900492640015,0.817664477000465
0.0822386993106858,0.802571151983602
0.0724308773646692,0.778819046239539
0.0783958321009707,0.803861459301904
0.0825363719369396,0.816996450466968
0.0730224257782038,0.881837438599267
0.0842231525421021,0.775798025889502
0.0773322791233345,0.839633631714163
0.0804737963387933,0.786166395732365
0.0741746070733117,0.774596169923755
0.0708988108099827,0.874129069380742
0.0846674569245165,0.901716551281847
0.0655010319537693,0.853245439736833
0.0777157005038171,0.84746072489116
0.0762731004316252,0.895258420207313
0.0752884020382594,0.892063920938063
0.0745471625161445,0.819003812753127
0.0806812218503195,0.902530374884087
0.0873682002936352,0.880284907897507
0.0807958635405821,0.79365369473934
0.072177907506234,0.858372236370445
0.0838528205344625,0.882615759374729
0.0791852358586428,0.82576685001781
0.0878199989915809,0.83194979648217
0.0879068725805466,0.789268867696581
0.0856678564937345,0.777003617227326
0.0932712095320248,0.782475473686673
0.0800792752789268,0.778212961378652
0.0859260661004571,0.83403140564768
0.08265192373855,0.80128498026568
0.0909394731743152,0.814335224243948
0.0843337442289628,0.83194979648217
0.0696024261023244,0.906621627716744
0.0972394643421896,0.807105452277295
0.0678385496438533,0.849620777715861
0.0897461673752686,0.829878552175575
0.0878016349993909,0.814335224243948
0.0820662096425838,0.841753918662936
0.0776453958882043,0.816329514589035
0.0923935304448366,0.862815923530257
0.0754526374514283,0.833336379476307
0.0787742111962903,0.871842768414619
0.073481818451091,0.84388494124183
0.0855021311997972,0.903345668809005
0.0810115664113896,0.826449301959974
0.0833450076154758,0.821695690527172
0.0849506959471331,0.870325200497448
0.0837846306986035,0.864307394443879
0.0918369102094812,0.840339206194595
0.0745356213005152,0.877966334830174
0.0828365666194297,0.871083323494398
0.0812398701974626,0.854703978950058
0.0767186902544192,0.906621627716744
0.0928170107395349,0.827817595506265
0.0794263930781659,0.896060623092803
0.0825297343310669,0.895258420207313
0.0883577540544294,0.868058728621153
0.0809937259970313,0.867305858951924
0.0827487595035729,0.888892138108061
0.0820765934278084,0.886528063272667
0.0795473424965371,0.859848370912784
0.0905735672469848,0.799363433550414
0.0784019906088634,0.882615759374729
0.0771743426972986,0.918277002177749
0.0833715066583504,0.82576685001781
0.0782586611305221,0.848179521095478
0.0847348166650239,0.800002924297255
0.0707976469113933,0.946973158495803
0.0852924496155989,0.812350654241729
0.0765650906497915,0.818333596867077
0.094235369757533,0.84602678119422
0.0746008457383802,0.829878552175575
0.0877711968885995,0.832642510717376
0.0656647887160668,0.892063920938063
0.0949252621370782,0.864307394443879
0.0660488621453674,0.878737834245666
0.0795860030623894,0.874893836720532
0.0731959551178574,0.892063920938063
0.0788578907225279,0.829190427339609
0.0785252993937324,0.826449301959974
0.0722332239277576,0.871083323494398
0.0772908930846345,0.868058728621153
0.0909205778230488,0.811691278710689
0.0755740039811443,0.856901161415226
0.0800740395996999,0.881060489314157
0.0824385439829721,0.835424941830884
0.0878086225308807,0.925072761675826
0.0616632918866153,0.904162437044818
0.0777283705866549,1.03734819021947
0.0696723866405368,0.947870763385373
0.0735677678394683,0.89047520513942
0.0658701662014113,0.991083900269146
0.0624365907372027,0.983287763393872
0.0817046848387601,0.838929241083531
0.0714303001053619,0.820347543372903
0.0756179668726236,0.820347543372903
0.07164384556519,0.917434546212448
0.0824873869685555,0.896864264907236
0.0759098103245496,0.84746072489116
0.0774018553935663,0.882615759374729
0.079950205349163,0.963394658354112
0.08774651188158,0.877196188922428
0.097950118927885,0.798724964354288
0.0832842597949836,0.84746072489116
0.0870223329084394,0.873365637879099
0.0769476368948935,0.86058834369326
0.0952580876296805,0.786166395732365
0.075975272326205,0.837523999473675
0.0706508898488421,0.909094232155971
0.0792115017523017,0.935457114472936
0.0810565657575164,0.917434546212448
0.0847097060978976,0.827132882854895
0.0741460176350539,0.925072761675826
0.0864713284776735,0.948770071510027
0.088329605899133,0.884176529948336
0.0860445992614765,0.904980683594179
0.0967949038330888,0.863561015001354
0.0892156565938202,0.809719559005318
0.087585048813186,0.89047520513942
0.0872084477578005,0.904980683594179
0.077790892074421,0.885742830267111
0.0914455341758763,0.884958987054485
0.0814465852200423,0.85543512007833
