%time,field.header.seq,field.header.stamp,field.header.frame_id,field.wrench.force.x,field.wrench.force.y,field.wrench.force.z,field.wrench.torque.x,field.wrench.torque.y,field.wrench.torque.z
1583774106862253950,628,1583774106862189780,base_link,-16.706866,2.123802,-8.449565,0.06363,0.814014,0.027174
1583774106862828303,629,1583774106862765630,base_link,-16.706629,2.104831,-8.37186,0.06318,0.814967,0.028049
1583774106863396695,630,1583774106863336556,base_link,-16.720103,2.146377,-8.432125,0.063455,0.815084,0.027822
1583774106864263031,631,1583774106864197617,base_link,-16.678126,2.139329,-8.433554,0.063766,0.814219,0.028243
1583774106864803343,632,1583774106864740023,base_link,-16.742804,2.150165,-7.771773,0.064438,0.814255,0.023158
1583774106865408375,633,1583774106865343683,base_link,-16.785408,2.108413,-7.772322,0.06443,0.815098,0.023377
1583774106865991052,634,1583774106865917045,base_link,-16.715188,2.104496,-7.81009,0.0635,0.812117,0.023111
1583774106866814218,635,1583774106866744145,base_link,-16.755236,2.192957,-7.89591,0.063755,0.813801,0.024162
1583774106867404678,636,1583774106867350043,base_link,-16.742347,2.118979,-7.837137,0.063898,0.813671,0.024818
1583774106868270235,637,1583774106868210497,base_link,-16.695464,2.078111,-8.146524,0.063975,0.815057,0.026862
1583774106868892508,638,1583774106868798246,base_link,-16.723987,2.163629,-8.210372,0.064216,0.813593,0.027671
1583774106869489563,639,1583774106869361049,base_link,-16.708218,2.090854,-8.333863,0.063079,0.813445,0.028888
1583774106870015059,640,1583774106869916655,base_link,-16.621404,2.155605,-8.392173,0.06329,0.813453,0.028033
1583774106870877917,641,1583774106870798167,base_link,-16.67823,2.10471,-8.387811,0.063528,0.81495,0.026782
1583774106871450086,642,1583774106871372140,base_link,-16.649832,2.122033,-8.373156,0.063031,0.814015,0.028463
1583774106872011222,643,1583774106871944042,base_link,-16.693306,2.03546,-8.468426,0.062705,0.812906,0.027356
1583774106872850467,644,1583774106872785852,base_link,-16.677645,2.138027,-8.426755,0.063438,0.814771,0.026342
1583774106873468563,645,1583774106873378459,base_link,-16.578504,2.097896,-8.38998,0.062287,0.813116,0.027809
