time,force,BW50hz,filtered,algorithm,pert,impact
252.608551168,-4.77678485589638,-4.76448360002902,-4.69841626541298,-4.50716171561845,NaN,NaN
252.609551168,-4.73258931771599,-4.75090847752115,-4.68865155690914,-4.49573931673724,NaN,NaN
252.610551168,-4.74340456477658,-4.73562544912428,-4.67883291252323,-4.4847446111924,NaN,NaN
252.611551168,-4.74758473929068,-4.71905802666453,-4.66896733440173,-4.47420275892158,NaN,NaN
252.612551168,-4.71673369727066,-4.70170198816265,-4.65906111091419,-4.46412807617068,NaN,NaN
252.613551168,-4.68081223977307,-4.68420457648762,-4.6491202003928,-4.45454252183628,NaN,NaN
252.614551168,-4.60438598281112,-4.66729836261572,-4.63915022539752,-4.44545843420789,NaN,NaN
252.615551168,-4.63456993627344,-4.65158982698523,-4.62915558313925,-4.43689424378717,NaN,NaN
252.616551168,-4.62938815394495,-4.63740094584411,-4.61913848803871,-4.42885638000445,NaN,NaN
252.617551168,-4.61489287901689,-4.62480253239082,-4.60909876241338,-4.42135675194117,NaN,NaN
252.618551168,-4.61489990906083,-4.61372850689768,-4.59903424611646,-4.41439590070009,NaN,NaN
252.619551168,-4.59847151546275,-4.60404393549717,-4.58894137603092,-4.40798098455406,NaN,NaN
252.620551168,-4.59533319574756,-4.59557414245145,-4.57881569741638,-4.40210642964741,NaN,NaN
252.621551168,-4.58615371167752,-4.58811828183522,-4.56865221166607,-4.39677498030689,NaN,NaN
252.622551168,-4.56409776827193,-4.58144544664549,-4.55844554080929,-4.3919794796374,NaN,NaN
252.623551168,-4.56708263844259,-4.57526438353853,-4.54818976095465,-4.38771772577585,NaN,NaN
252.624551168,-4.57581910768443,-4.56919681482083,-4.53787801509169,-4.38397881756506,NaN,NaN
252.625551168,-4.60355073878866,-4.56283096146925,-4.52750257041014,-4.38075735637088,NaN,NaN
252.626551168,-4.53399946038946,-4.55583729275338,-4.51705540837494,-4.37803818075209,NaN,NaN
252.627551168,-4.54726998127559,-4.54799611944997,-4.50652847212875,-4.3758130499917,NaN,NaN
252.628551168,-4.59514074689523,-4.53914537331605,-4.49591335199431,-4.3740632872726,NaN,NaN
252.629551168,-4.53421098515554,-4.52923498009559,-4.4852012433951,-4.37277807979364,NaN,NaN
252.630551168,-4.53280163230744,-4.51843228686809,-4.47438332169668,-4.37193593993093,NaN,NaN
252.631551168,-4.51464656479251,-4.50710483669661,-4.46345087199515,-4.37152406763133,NaN,NaN
252.632551168,-4.48234628451601,-4.49573274985319,-4.45239502192083,-4.371518591879,NaN,NaN
252.633551168,-4.40549260908275,-4.48478033268756,-4.44120621777045,-4.37190214979661,NaN,NaN
252.634551168,-4.51064197388673,-4.47451253032468,-4.42987369872711,-4.3726457676241,NaN,NaN
252.635551168,-4.43412397250075,-4.46493752150808,-4.41838563729209,-4.37372782903763,NaN,NaN
252.636551168,-4.41624668152029,-4.45588938742995,-4.40672962369654,-4.37511598344493,NaN,NaN
252.637551168,-4.43023519938712,-4.44701656690173,-4.39489226923605,-4.37678422728389,NaN,NaN
252.638551168,-4.45615640663175,-4.43773234455861,-4.38285825029564,-4.37869254776604,NaN,NaN
252.639551168,-4.46065430437344,-4.42733480940557,-4.37061012393392,-4.38081160144429,NaN,NaN
252.640551168,-4.43898533839688,-4.41522325033439,-4.3581291833577,-4.38309639446318,NaN,NaN
252.641551168,-4.45941568203397,-4.40105511619051,-4.34539661324745,-4.3855106319153,NaN,NaN
252.642551168,-4.38522982375657,-4.38482019992608,-4.33239407326438,-4.38800942074814,NaN,NaN
252.643551168,-4.38661996672343,-4.36682291803196,-4.31910338632933,-4.39055417531632,NaN,NaN
252.644551168,-4.37591087866774,-4.34759873823294,-4.30550591538878,-4.39309708715287,NaN,NaN
252.645551168,-4.2582954992108,-4.32782314645662,-4.29158253115884,-4.39559709378787,NaN,NaN
252.646551168,-4.30092535793622,-4.30814906004714,-4.27731396785405,-4.39800466272105,NaN,NaN
252.647551168,-4.32491412534051,-4.28905498519683,-4.26268091109092,-4.40027777219534,NaN,NaN
252.648551168,-4.25187772382083,-4.27091324213231,-4.24766401485372,-4.40236416544842,NaN,NaN
252.649551168,-4.18855323392203,-4.25408045855833,-4.23224367769371,-4.40421962853768,NaN,NaN
252.650551168,-4.24695787285263,-4.23876731838658,-4.2163993197522,-4.40578790485713,NaN,NaN
252.651551168,-4.27723292854328,-4.22496525097188,-4.20010921993495,-4.40702050974493,NaN,NaN
252.652551168,-4.18652924080294,-4.21263482788045,-4.18335144621104,-4.40785993093189,NaN,NaN
252.653551168,-4.20177125286784,-4.20184759097233,-4.16610455171049,-4.40825785656854,NaN,NaN
252.654551168,-4.19274832115011,-4.19271306450333,-4.14834720574591,-4.40815573393141,NaN,NaN
252.655551168,-4.13603765708983,-4.18527676726459,-4.13005754597755,-4.40750003859065,NaN,NaN
252.656551168,-4.13757608049872,-4.17941745824484,-4.11121280020034,-4.40622995366264,NaN,NaN
252.657551168,-4.14565375281387,-4.17470442087651,-4.09178896285396,-4.40429687507099,NaN,NaN
252.658551168,-4.14121339446767,-4.17033358633612,-4.07176050376712,-4.40163025750135,NaN,NaN
252.659551168,-4.21332609584496,-4.16521186904295,-4.0511004878974,-4.39817779833054,NaN,NaN
252.660551168,-4.18851667246695,-4.15817698139737,-4.02978142034996,-4.39387174818272,NaN,NaN
252.661551168,-4.12311292264151,-4.14821729279279,-4.00777628013718,-4.38865623769099,NaN,NaN
252.662551168,-4.16052618973608,-4.1344917047904,-3.98505882133953,-4.38246521823401,NaN,NaN
252.663551168,-4.09072649668681,-4.1162204687886,-3.96160330700426,-4.37524282233892,NaN,NaN
252.664551168,-4.10361534981289,-4.0926207827495,-3.93738441839747,-4.36692394607852,NaN,NaN
252.665551168,-4.10978841531436,-4.06292048964244,-3.91237748334026,-4.35745243366374,NaN,NaN
252.666551168,-4.06466716611915,-4.02648315853789,-3.88655876245505,-4.34676528300715,NaN,NaN
252.667551168,-4.01728464932541,-3.98297865472119,-3.85990565368957,-4.33481085776282,NaN,NaN
252.668551168,-3.97593218438582,-3.9324596190478,-3.8323972671573,-4.32153158275536,NaN,NaN
252.669551168,-3.81982849180821,-3.87530834556117,-3.80401530279465,-4.30688263002331,NaN,NaN
252.670551168,-3.80793873144453,-3.81203941947389,-3.77474385852939,-4.29081348743226,NaN,NaN
252.671551168,-3.7328951023084,-3.74307223802934,-3.7445680047978,-4.27327905918218,NaN,NaN
252.672551168,-3.73426307660835,-3.66871405258709,-3.71347271746878,-4.25422688968223,NaN,NaN
252.673551168,-3.64927104016461,-3.58939113227986,-3.68144305280518,-4.23360701661871,NaN,NaN
252.674551168,-3.53967690413826,-3.5059210131683,-3.64846515063952,-4.21139148647126,NaN,NaN
252.675551168,-3.42557257677976,-3.41959464527608,-3.61452703406935,-4.1875368186545,NaN,NaN
252.676551168,-3.36315965630925,-3.33205702810148,-3.57961858103445,-4.16198943077462,NaN,NaN
252.677551168,-3.17345231409114,-3.24513156600112,-3.54373093416703,-4.13473376557416,NaN,NaN
252.678551168,-3.05051236959792,-3.16054571756331,-3.50685544591426,-4.10571952374975,NaN,NaN
252.679551168,-3.04889418002209,-3.07954209419714,-3.46898238979608,-4.07492484543248,NaN,NaN
252.680551168,-3.02454551237934,-3.00272358218347,-3.43010061423899,-4.04230345711656,NaN,NaN
252.681551168,-2.90683682828321,-2.9302954383982,-3.39019862306107,-4.00783266199583,NaN,NaN
252.682551168,-2.85534881666196,-2.86233547957749,-3.34926597857401,-3.97147109687618,NaN,NaN
252.683551168,-2.82219716504219,-2.79886568752537,-3.3072940365597,-3.93319952521241,NaN,NaN
252.684551168,-2.73496343141652,-2.73989197507792,-3.26427605511754,-3.89298465336292,NaN,NaN
252.685551168,-2.6129550821056,-2.6854179937324,-3.22020685979667,-3.85081317171329,NaN,NaN
252.686551168,-2.64218533074638,-2.63530504771559,-3.17508202687855,-3.80665611673281,NaN,NaN
252.687551168,-2.60252759970659,-2.58916884221589,-3.12889711277113,-3.76050456451762,NaN,NaN
252.688551168,-2.56979609100111,-2.54651383597403,-3.0816478344597,-3.71233275704352,NaN,NaN
252.689551168,-2.53721824167533,-2.50694430158443,-3.03333111319757,-3.66213670950249,NaN,NaN
252.690551168,-2.43507269465482,-2.47024444600566,-2.98394577261065,-3.60989732011708,NaN,NaN
252.691551168,-2.3979750195866,-2.4362671645046,-2.93349209807727,-3.55561673471693,NaN,NaN
252.692551168,-2.36872254681202,-2.40470437842531,-2.88197096114952,-3.50684883555583,NaN,-2.36872254681202
252.693551168,-2.36301410556134,-2.3749358723706,-2.82938368978707,-3.44819489344281,NaN,NaN
252.694551168,-2.39026565989114,-2.34608484622205,-2.77573284516108,-3.38754130856521,NaN,NaN
252.695551168,-2.35737673478795,-2.31725127824509,-2.72102321651913,-3.32484401904985,NaN,NaN
252.696551168,-2.33655789316469,-2.28778100653263,-2.66526230270939,-3.26010227064026,NaN,NaN
252.697551168,-2.28590150879358,-2.25741578470147,-2.60846000540114,-3.19333806622455,NaN,NaN
252.698551168,-2.24891256184349,-2.22629627456717,-2.55062800332891,-3.12455908824019,NaN,NaN
252.699551168,-2.20298618711146,-2.19488075132748,-2.4917795239285,-3.05379544797226,NaN,NaN
252.700551168,-2.1464034085868,-2.16382472060304,-2.4319294946634,-2.98105983005638,NaN,NaN
252.701551168,-2.12550918778098,-2.13384005176809,-2.37109451137427,-2.9063885758128,NaN,NaN
252.702551168,-2.06345599654818,-2.10556000512521,-2.30929256530574,-2.82980276803968,NaN,NaN
252.703551168,-2.02425456825275,-2.07940694525047,-2.24654272722675,-2.75134353592894,NaN,NaN
252.704551168,-2.08429773734604,-2.05549163034821,-2.18286494826824,-2.6710371891619,NaN,NaN
252.705551168,-2.04340581580156,-2.03368398039413,-2.11828030991846,-2.5889322800046,NaN,NaN
252.706551168,-2.03445504241888,-2.01383480430441,-2.05281142752391,-2.50505903734749,NaN,NaN
252.707551168,-2.00759961851507,-1.99592866947096,-1.98648257232878,-2.41947519677033,NaN,NaN
252.708551168,-1.92492722481682,-1.98006527836919,-1.91931959075751,-2.33221244573103,NaN,NaN
252.709551168,-2.0064134097872,-1.96633285324703,-1.85134950973941,-2.24334169897041,NaN,NaN
252.710551168,-1.9186275853934,-1.95473195236652,-1.78260010821041,-2.15290027178482,NaN,NaN
252.711551168,-1.95760273623875,-1.94519994545526,-1.71309982933938,-2.06094286606986,NaN,NaN
252.712551168,-1.9758195525282,-1.93765930658281,-1.6428778853228,-1.96754253424277,NaN,NaN
252.713551168,-1.93241748860941,-1.93210993020731,-1.5719646125286,-1.87275418650629,NaN,NaN
252.714551168,-1.87738576488451,-1.92867279318976,-1.50039166604583,-1.77663349067821,NaN,NaN
252.715551168,-1.92686352962129,-1.92744443088061,-1.42819147662172,-1.67924780227565,NaN,NaN
252.716551168,-1.92900162362157,-1.92835146739888,-1.3553966619472,-1.58066232295365,NaN,NaN
252.717551168,-1.88990079978838,-1.93116509903184,-1.28204007753767,-1.48095130891377,NaN,NaN
252.718551168,-1.90122841682593,-1.93549980504582,-1.20815497376543,-1.38017844093359,NaN,NaN
252.719551168,-1.86591731683378,-1.94068221757439,-1.13377477003208,-1.27842257718024,NaN,NaN
252.720551168,-1.86633832276238,-1.945568056335,-1.05893248708241,-1.17574817591885,NaN,NaN
252.721551168,-1.9029443183963,-1.94839048281589,-0.983660067615589,-1.0722304442448,NaN,NaN
252.722551168,-1.96080116076989,-1.94676818241143,-0.907988206263753,-0.967935666745184,NaN,NaN
252.723551168,-1.90434841747996,-1.93791596514349,-0.831946769389492,-0.862938634201902,NaN,NaN
252.724551168,-1.88757830160118,-1.91883320925985,-0.755565043322393,-0.757306073154376,NaN,NaN
252.725551168,-1.83875982474153,-1.88629069121559,-0.678871646283288,-0.651115122446946,NaN,NaN
252.726551168,-1.8047144251283,-1.83672572639153,-0.601894518884492,-0.544431810463814,NaN,NaN
252.727551168,-1.78917557653032,-1.76623023097373,-0.524661135019885,-0.437337692439254,NaN,NaN
252.728551168,-1.73326183670879,-1.67073304973764,-0.447199209177979,-0.329894963087264,NaN,NaN
252.729551168,-1.6862225847728,-1.54638456808417,-0.369538173324642,-0.222187651372865,NaN,NaN
252.730551168,-1.60285679650629,-1.39009475890281,-0.291711102284624,-0.114253957521087,NaN,NaN
252.731551168,-1.51238496436382,-1.2002054263167,-0.213756831244995,-0.00623565678199166,NaN,NaN
252.732551168,-1.45865688145144,-0.977341740572566,-0.135722564686782,0.101802885305465,NaN,NaN
252.733551168,-1.38256747429667,-0.725556127230332,-0.0576675142566138,0.209749993980453,NaN,NaN
252.734551168,-0.892084682997028,-0.453567776225695,0.0203331280730868,0.317489467803519,NaN,NaN
252.735551168,0.113211741499357,-0.174907078557503,0.0981880717620479,0.424884371110387,NaN,NaN
252.736551168,1.57978104810153,0.0949427979710289,0.175800119089595,0.531822301430318,NaN,NaN
252.737551168,1.17549292085457,0.344329890633913,0.253086169970088,0.638108276843339,NaN,NaN
252.738551168,0.40967993976853,0.569649375582885,0.329991640402732,0.743689247386438,NaN,NaN
252.739551168,-0.110359503191728,0.773394752971933,0.40648362371077,0.848477446809877,NaN,NaN
252.740551168,0.33516054188612,0.957865671523731,0.482529054809639,0.952402108574605,NaN,NaN
252.741551168,1.61576822302821,1.12088930945499,0.558079948845526,1.05536629887294,NaN,NaN
252.742551168,2.17971120394629,1.25744252322595,0.633079113842825,1.15727556410738,NaN,NaN
252.743551168,2.02258229145579,1.3649824316778,0.707478287580897,1.25803656575348,NaN,NaN
252.744551168,1.26932878689829,1.44684579161337,0.781249407730027,1.35758600668009,NaN,NaN
252.745551168,0.973842624431866,1.51070052039299,0.85437933807473,1.45586767247776,NaN,NaN
252.746551168,1.16885691510106,1.56417980594123,0.926855422289889,1.55283729584048,NaN,NaN
252.747551168,1.6821637465367,1.61190590961021,0.998655970514123,1.64842849185789,NaN,NaN
252.748551168,1.9085659221863,1.65588125621794,1.06975197732315,1.74258093130019,NaN,NaN
252.749551168,1.84394100498548,1.69776864877494,1.14011450504646,1.83522418853137,NaN,NaN
252.750551168,1.58559259565519,1.7403835681119,1.2097189929756,1.92630093224265,NaN,NaN
252.751551168,1.38171602565849,1.78712890719734,1.27854303209061,2.01575492994914,NaN,NaN
252.752551168,1.58178221872155,1.84016697385257,1.3465605078823,2.10353667416227,NaN,NaN
252.753551168,1.91876303475088,1.89919361688382,1.41373800393368,2.1895906354481,NaN,NaN
252.754551168,2.1692981047898,1.96199091304821,1.48003684742514,2.27383024455328,NaN,NaN
252.755551168,2.23529454406775,2.02616274033506,1.54541876287458,2.35619374934861,NaN,NaN
252.756551168,2.00034032414817,2.09045208495603,1.60985024452012,2.43664137424697,NaN,NaN
252.757551168,1.87700732920343,2.15452423467362,1.67330202651755,2.51509781901863,NaN,NaN
252.758551168,2.08969961465418,2.2175820844345,1.73574473098927,2.59153112395331,NaN,NaN
252.759551168,2.48905584625114,2.27749671012017,1.79714621209741,2.66587518619312,NaN,NaN
252.760551168,2.54991331875487,2.33157100561296,1.85747427346599,2.73809294500748,NaN,NaN
252.761551168,2.53137444243824,2.37805620032175,1.91670192690732,2.80813016212733,NaN,NaN
252.762551168,2.2714420856383,2.41677444804337,1.97480951257432,2.87596373424134,NaN,NaN
252.763551168,2.32359021793353,2.44836518107872,2.0317818479617,2.94155693113244,NaN,NaN
252.764551168,2.4846818606485,2.47313560968083,2.0876042415893,3.00489491341388,NaN,NaN
252.765551168,2.67232412309556,2.49079578190481,2.14226202327478,3.06594434604169,NaN,NaN
252.766551168,2.69330844886478,2.50127158906934,2.19574356486275,3.12469854123277,NaN,NaN
252.767551168,2.50503870710829,2.50560789776016,2.24804295509096,3.18113634873626,NaN,NaN
252.768551168,2.37436244902172,2.50595461329102,2.29915920458753,3.23526413072779,NaN,NaN
252.769551168,2.34910184830838,2.50462800344899,2.34909245082701,3.28707175814929,NaN,NaN
252.770551168,2.49316098791393,2.50316911150594,2.39784062385735,3.33656900122003,NaN,NaN
252.771551168,2.56916768266796,2.5022170985811,2.44539930970225,3.38374496771771,NaN,NaN
252.772551168,2.63301809571875,2.50214992370068,2.49176438206074,3.41919812951798,NaN,NaN
252.773551168,2.54191537771143,2.50382865364898,2.53693491019875,3.461538687083,NaN,NaN
252.774551168,2.41291860713685,2.50880623474346,2.58091408011291,3.50158877262948,NaN,NaN
252.775551168,2.41341171749525,2.51884325444771,2.62370776882375,3.53935564804785,NaN,NaN
252.776551168,2.4190411471231,2.53517800700246,2.66532235976526,3.57486866403038,NaN,NaN
252.777551168,2.52519781263332,2.55812025650139,2.7057634891792,3.6081381761402,NaN,NaN
252.778551168,2.65478416211273,2.58717521128854,2.74503627434938,3.63919621530325,NaN,NaN
252.779551168,2.66487205946413,2.62156252835958,2.78314670578312,3.66805735870506,NaN,NaN
252.780551168,2.63562629530079,2.66069442525975,2.82010302938646,3.6947603354683,NaN,NaN
252.781551168,2.6285479933181,2.70418541112036,2.85591572370109,3.71932814055993,NaN,NaN
