time,force,BW50hz,filtered,algorithm,pert,impact
42.600551168,-4.66143677893903,-4.6840128940421,-4.57800317997475,-4.54079534761039,NaN,NaN
42.601551168,-4.64048117921075,-4.68728990930554,-4.57497768041983,-4.5378505231149,NaN,NaN
42.602551168,-4.74158934540376,-4.69092715533887,-4.57192091316954,-4.53498285999821,NaN,NaN
42.603551168,-4.67602615729848,-4.69427837009407,-4.56883453505386,-4.53219026015417,NaN,NaN
42.604551168,-4.73442242500962,-4.69673431973598,-4.56572075592412,-4.52947736838765,NaN,NaN
42.605551168,-4.70633565990893,-4.69781515202321,-4.56258216195969,-4.52684236742271,NaN,NaN
42.606551168,-4.69369587918004,-4.69718850201698,-4.55942113225828,-4.524289467763,NaN,NaN
42.607551168,-4.70495877287798,-4.69463526184713,-4.55623934369634,-4.5218153877518,NaN,NaN
42.608551168,-4.74485943733828,-4.69002879077909,-4.55303764169471,-4.51942219869868,NaN,NaN
42.609551168,-4.72174913821822,-4.6834401219909,-4.54981650476446,-4.51710484509749,NaN,NaN
42.610551168,-4.68653161130222,-4.67527461622485,-4.54657653358282,-4.51486462922598,NaN,NaN
42.611551168,-4.61906808977443,-4.66622545258911,-4.54331806787717,-4.5126957682063,NaN,NaN
42.612551168,-4.56708410337308,-4.6569839722667,-4.54003999544197,-4.51059734022976,NaN,NaN
42.613551168,-4.64167554436414,-4.64788570592512,-4.53673873185996,-4.50855909412818,NaN,NaN
42.614551168,-4.60208514449686,-4.6387764064455,-4.53340810191891,-4.50657461017552,NaN,NaN
42.615551168,-4.62713102371142,-4.62912879645164,-4.53003967708591,-4.50462828370286,NaN,NaN
42.616551168,-4.71289871601898,-4.61825938399291,-4.52662315480081,-4.50270908102465,NaN,NaN
42.617551168,-4.64758054956151,-4.60564547965359,-4.52314725799145,-4.50079815611586,NaN,NaN
42.618551168,-4.63072509272839,-4.59122402346164,-4.51960073309699,-4.49888310349828,NaN,NaN
42.619551168,-4.57168394693266,-4.5754243323761,-4.51597239381197,-4.49694474164761,NaN,NaN
42.620551168,-4.5739757082716,-4.55898999663938,-4.51225050349939,-4.49496984299274,NaN,NaN
42.621551168,-4.5092102051037,-4.54279289155932,-4.50842242025087,-4.49293743915644,NaN,NaN
42.622551168,-4.46198294069211,-4.52765105988395,-4.50447449634888,-4.49083201542041,NaN,NaN
42.623551168,-4.46961510115434,-4.51409782332729,-4.50039168628464,-4.48862989681713,NaN,NaN
42.624551168,-4.48359261498461,-4.50221976401035,-4.49615705629332,-4.48631211338452,NaN,NaN
42.625551168,-4.47790229798991,-4.49169351299087,-4.49175162183783,-4.48385079606025,NaN,NaN
42.626551168,-4.49959309681897,-4.4819484649711,-4.48715434382777,-4.48122264913755,NaN,NaN
42.627551168,-4.51538048540654,-4.4723585502983,-4.48234241647534,-4.47839586779016,NaN,NaN
42.628551168,-4.48873054831033,-4.46244271979217,-4.47729213798738,-4.47534431210224,NaN,NaN
42.629551168,-4.46215686165861,-4.45199066727434,-4.4719796866203,-4.47203503123815,NaN,NaN
42.630551168,-4.45397517572289,-4.44104446591145,-4.46638102022616,-4.46844151992155,NaN,NaN
42.631551168,-4.42180230345776,-4.42980532987859,-4.46047124673904,-4.46452970286912,NaN,NaN
42.632551168,-4.38283803998135,-4.41852282789028,-4.45422415335772,-4.46027090517489,NaN,NaN
42.633551168,-4.38330003906066,-4.40735029872678,-4.44761179157995,-4.45562796925513,NaN,NaN
42.634551168,-4.37159996199546,-4.39621830692236,-4.44060405752305,-4.45056842194523,NaN,NaN
42.635551168,-4.36517565655586,-4.38479743330059,-4.43316893854782,-4.44505113920255,NaN,NaN
42.636551168,-4.42306060327168,-4.37256469754515,-4.42527344579869,-4.43904085808507,NaN,NaN
42.637551168,-4.40076819673835,-4.35899932071751,-4.41688452475547,-4.43249555715381,NaN,NaN
42.638551168,-4.3712496255105,-4.34382869428029,-4.40796954968929,-4.42538057525423,NaN,NaN
42.639551168,-4.35413161995162,-4.32713868521509,-4.39849625073156,-4.41765482755333,NaN,NaN
42.640551168,-4.27777136891086,-4.30930371235628,-4.38843225015574,-4.40928415543156,NaN,NaN
42.641551168,-4.2445085174293,-4.29078692579765,-4.37774441286277,-4.40022695727298,NaN,NaN
42.642551168,-4.28076013141818,-4.27190670043094,-4.36639824149711,-4.39044724959097,NaN,NaN
42.643551168,-4.20433033877682,-4.25273611500873,-4.35435790338769,-4.37990100764674,NaN,NaN
42.644551168,-4.23418267192533,-4.23312416481352,-4.34158664872977,-4.36855041405952,NaN,NaN
42.645551168,-4.24087711358483,-4.21275060492878,-4.32804678621536,-4.35634998745476,NaN,NaN
42.646551168,-4.24056383679441,-4.19128472317206,-4.31369954727149,-4.34326025292116,NaN,NaN
42.647551168,-4.16689034607361,-4.16859717786844,-4.29850561594075,-4.32923463819305,NaN,NaN
42.648551168,-4.17204550612642,-4.14482898772671,-4.28242602489511,-4.31423391583261,NaN,NaN
42.649551168,-4.10737278644149,-4.12031683247117,-4.2654227552086,-4.29821325123647,NaN,NaN
42.650551168,-4.08067250660045,-4.0954849650852,-4.2474589672004,-4.28113606746506,NaN,NaN
42.651551168,-4.063381445682,-4.07073428708306,-4.22849886054426,-4.26296025126976,NaN,NaN
42.652551168,-3.99637615221262,-4.04634436427662,-4.20850711241083,-4.24365135155745,NaN,NaN
42.653551168,-4.02846495530941,-4.02239960839859,-4.18744827191473,-4.22316814107191,NaN,NaN
42.654551168,-3.96787017438586,-3.99876376141058,-4.16528662601693,-4.20147635706424,NaN,NaN
42.655551168,-3.95561302238742,-3.97510303277445,-4.14198646083814,-4.17853513646048,NaN,NaN
42.656551168,-3.96231047047127,-3.95090892446769,-4.11751220476122,-4.15431094707402,NaN,NaN
42.657551168,-3.90276706613182,-3.92553977113372,-4.09182833385058,-4.1287637172337,NaN,NaN
42.658551168,-3.96640984905055,-3.89831398576411,-4.06489917562597,-4.10186050564182,NaN,NaN
42.659551168,-3.91515365817799,-3.86868108485962,-4.03668886938648,-4.07356150619439,NaN,NaN
42.660551168,-3.85721520567569,-3.8364276092617,-4.00716180245234,-4.04383444632151,NaN,NaN
42.661551168,-3.79081027362713,-3.80171810655643,-3.97628333381309,-4.01264140176914,NaN,NaN
42.662551168,-3.78183647776733,-3.76493862033521,-3.94402054962947,-3.97995352479156,NaN,NaN
42.663551168,-3.68545665278233,-3.72653226551704,-3.91034276901273,-3.94573742913715,NaN,NaN
42.664551168,-3.69182169070968,-3.68689129245448,-3.87522126638974,-3.90996916912684,NaN,NaN
42.665551168,-3.68683890654575,-3.64632643592577,-3.83862857941582,-3.87261925229211,NaN,NaN
42.666551168,-3.57831133835223,-3.60515936752918,-3.8005383170846,-3.83366663453589,NaN,NaN
42.667551168,-3.57777626768309,-3.5637925044612,-3.7609254057163,-3.79308491996807,NaN,NaN
42.668551168,-3.48761572930516,-3.52264512745095,-3.71976631929219,-3.7508565801045,NaN,NaN
42.669551168,-3.45485699164399,-3.4820419479366,-3.67703908790311,-3.70695897009204,NaN,NaN
42.670551168,-3.4366039857209,-3.44212181875895,-3.63272303574407,-3.66137803903349,NaN,NaN
42.671551168,-3.39447990045751,-3.40282243588985,-3.58679860605757,-3.61409412127146,NaN,NaN
42.672551168,-3.40906913538288,-3.36397756522647,-3.53924748283651,-3.56509611876793,NaN,NaN
42.673551168,-3.31691528424121,-3.32546659829058,-3.49005289180623,-3.51436772380227,NaN,NaN
42.674551168,-3.26969842081931,-3.28728211836312,-3.43919990920693,-3.46190181184412,NaN,NaN
42.675551168,-3.21109620370978,-3.24942429353193,-3.38667561209076,-3.40768647919038,NaN,NaN
42.676551168,-3.2340177928245,-3.21175128547184,-3.33246934834327,-3.35171939204806,NaN,NaN
42.677551168,-3.17187021436523,-3.17398161664526,-3.27657322227847,-3.29399412780605,NaN,NaN
42.678551168,-3.12516195216502,-3.13579833083654,-3.21898201224493,-3.23451429721195,NaN,NaN
42.679551168,-3.10436734625137,-3.09688636283971,-3.15969214678305,-3.17327827809128,NaN,NaN
42.680551168,-3.08878818212628,-3.05693805838486,-3.09870095027545,-3.11029264885448,NaN,NaN
42.681551168,-3.04014968818546,-3.01574143885343,-3.03600739074502,-3.0455586648562,NaN,NaN
42.682551168,-2.93840055340766,-2.97325642558955,-2.97161334729773,-2.97908793163256,NaN,NaN
42.683551168,-2.9064419070941,-2.92951771938792,-2.90552359210039,-2.91088777983729,NaN,NaN
42.684551168,-2.89826630877395,-2.88446049928904,-2.83774479986788,-2.84097495491339,NaN,NaN
42.685551168,-2.84330052755035,-2.83789858915922,-2.76828528646313,-2.76936069568768,NaN,NaN
42.686551168,-2.83636878181024,-2.78966091036116,-2.69715595947902,-2.69606616948667,NaN,NaN
42.687551168,-2.73460229346417,-2.73973135386925,-2.62437157057049,-2.62110926835944,NaN,NaN
42.688551168,-2.64540539509255,-2.68825257858503,-2.54995112859254,-2.54451945578029,NaN,NaN
42.689551168,-2.63082653550175,-2.63535814308747,-2.47391706959152,-2.46632241651524,NaN,NaN
42.690551168,-2.53898589847584,-2.58099846371926,-2.39629406232598,-2.38655343871296,NaN,NaN
42.691551168,-2.556565735328,-2.52490993447949,-2.31710842899044,-2.30524223393191,NaN,NaN
42.692551168,-2.43403723561728,-2.466691084979,-2.23638817910432,-2.22242744296547,NaN,NaN
42.693551168,-2.39655936600906,-2.40586331514979,-2.15416307332659,-2.13814219044107,NaN,NaN
42.694551168,-2.33308737348751,-2.34184904412303,-2.07046438655854,-2.05242833774554,NaN,NaN
42.695551168,-2.2816768482145,-2.27395609172449,-1.98532482947969,-1.96532194539942,NaN,NaN
42.696551168,-2.22590478593232,-2.20145005129473,-1.89877901583931,-1.87686814261285,NaN,NaN
42.697551168,-2.14179229899452,-2.12367071841155,-1.81086397627512,-1.78710720927076,NaN,NaN
42.698551168,-2.06190627058231,-2.04012346644399,-1.72161910795707,-1.69608879778609,NaN,NaN
42.699551168,-1.97775868843815,-1.95052047738131,-1.63108579299204,-1.60385738070165,NaN,NaN
42.700551168,-1.89198592671385,-1.85480914095145,-1.5393074715324,-1.51046650530313,NaN,NaN
42.701551168,-1.77331919017012,-1.75321215839996,-1.4463304941053,-1.41596518556181,NaN,NaN
42.702551168,-1.65668144914872,-1.64623205929998,-1.35220516941319,-1.32041368856876,NaN,NaN
42.703551168,-1.56426803495383,-1.5346029830949,-1.25698606974322,-1.2238688189171,NaN,NaN
42.704551168,-1.4164517365921,-1.4192454443007,-1.1607314076194,-1.12639835356885,NaN,NaN
42.705551168,-1.29346324991317,-1.30121900781869,-1.06350205371916,-1.02806510263567,NaN,NaN
42.706551168,-1.21826872744355,-1.18165745410717,-0.965360701948172,-0.928940873963059,NaN,NaN
42.707551168,-1.11939056098825,-1.06180530966867,-0.866371695776413,-0.829091504004826,NaN,NaN
42.708551168,-0.857949031694257,-0.943115411688068,-0.766601522181439,-0.728592202976966,NaN,NaN
42.709551168,-0.666576469383503,-0.827029950941422,-0.666118483048654,-0.627512166334915,NaN,NaN
42.710551168,-0.700475520592105,-0.714424878227939,-0.564990846028279,-0.525927756301062,NaN,NaN
42.711551168,-0.651739958759069,-0.6053862327138,-0.463285684005198,-0.423906423024247,NaN,NaN
42.712551168,-0.528073531804019,-0.499624486094431,-0.36106991689714,-0.3215226712009,NaN,NaN
42.713551168,-0.371707735468607,-0.396944774361501,-0.258411981394014,-0.21884473273102,NaN,NaN
42.714551168,-0.277611218778632,-0.29729164065458,-0.155382525094249,-0.115950205369711,NaN,NaN
42.715551168,-0.0947182815295755,-0.200499015020622,-0.0520538985270927,-0.0129104480211623,NaN,NaN
42.716551168,-0.0443419905267346,-0.105975844543245,0.0515014014005886,0.0901958406150684,NaN,NaN
