time,force,BW50hz,filtered,algorithm,pert,impact
72.600551168,-5.87617837514565,-5.88094776894423,-5.81454045286382,-5.93703134482315,NaN,NaN
72.601551168,-5.9316907671035,-5.88625312814192,-5.82306940048625,-5.94508377739995,NaN,NaN
72.602551168,-5.76193464020246,-5.8931782507662,-5.83126266353756,-5.95243426576286,NaN,NaN
72.603551168,-5.88690747660811,-5.90135663157693,-5.8391031833026,-5.95906676714982,NaN,NaN
72.604551168,-5.89429580609461,-5.90999134894261,-5.84657284260988,-5.96495849435051,NaN,NaN
72.605551168,-5.95286291216741,-5.91791164422082,-5.85365321027293,-5.97009399092993,NaN,NaN
72.606551168,-5.9756815393037,-5.92388910585029,-5.86032675081845,-5.97445299669804,NaN,NaN
72.607551168,-6.03236722722893,-5.92697537964773,-5.86657776358373,-5.97802470596717,NaN,NaN
72.608551168,-5.98967462069119,-5.92680062017077,-5.87239310251366,-5.98079552176991,NaN,NaN
72.609551168,-5.92776704880478,-5.92370609668634,-5.87776245165665,-5.98276255913244,NaN,NaN
72.610551168,-5.87851372279802,-5.9185533795278,-5.88267772851079,-5.9839189431617,NaN,NaN
72.611551168,-5.85498077595284,-5.91230709679651,-5.8871316742204,-5.9842669407405,NaN,NaN
72.612551168,-5.87344014239999,-5.90566590690679,-5.89111623241659,-5.98380191383315,NaN,NaN
72.613551168,-5.92305263735138,-5.89894784046455,-5.89462172307471,-5.98252566915678,NaN,NaN
72.614551168,-5.91062497496907,-5.89225199384386,-5.89763722490653,-5.9804326587052,NaN,NaN
72.615551168,-5.84795598230866,-5.88567379687496,-5.90015126893282,-5.9775247736536,NaN,NaN
72.616551168,-5.90616658407165,-5.87934038689408,-5.90215196894543,-5.97379795865291,NaN,NaN
72.617551168,-5.86007572208677,-5.87335707326493,-5.90362690660961,-5.96925513619325,NaN,NaN
72.618551168,-5.83900016713488,-5.86779552240102,-5.90456328895124,-5.96389265215737,NaN,NaN
72.619551168,-5.86362822854497,-5.86264917790349,-5.90494823990243,-5.95771539192633,NaN,NaN
72.620551168,-5.84915039981867,-5.85778324186477,-5.90476908767574,-5.95072168775596,NaN,NaN
72.621551168,-5.85611502916877,-5.85296602424519,-5.90401363275588,-5.94291855336357,NaN,NaN
72.622551168,-5.85349406197702,-5.84792901208105,-5.90267024960534,-5.93430724927179,NaN,NaN
72.623551168,-5.82587223449035,-5.8423980766784,-5.90072793664015,-5.92489771330556,NaN,NaN
72.624551168,-5.83212870864519,-5.83607851178891,-5.89817661245189,-5.91469440819483,NaN,NaN
72.625551168,-5.85325551150302,-5.82863475502132,-5.8950076219175,-5.90371112637493,NaN,NaN
