%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1583419783467323617,30640,967591666000,world,0.256148934364,0.339375048876,0.601326167583,-0.00417821994051,0.968303501606,-0.0176440607756,0.249117448926
1583419783475465733,30641,967600000000,world,0.256149113178,0.33938023448,0.601296842098,-0.00426598032936,0.968313753605,-0.0177876073867,0.249066412449
1583419783484657722,30642,967608333000,world,0.256144523621,0.339388608932,0.60128736496,-0.00422027008608,0.968296527863,-0.0176763255149,0.2491414994
1583419783492844095,30643,967616666000,world,0.25614413619,0.33938908577,0.601277589798,-0.00428517349064,0.968312323093,-0.0179014448076,0.249063238502
1583419783501085444,30644,967625000000,world,0.256146162748,0.339384645224,0.601286768913,-0.00417197449133,0.968290925026,-0.0176797751337,0.249164223671
1583419783509308754,30645,967633333000,world,0.2561455369,0.339386820793,0.601291954517,-0.00424678483978,0.968307733536,-0.0177419763058,0.249092906713
1583419783517522600,30646,967641666000,world,0.256145089865,0.339388400316,0.60128647089,-0.00427629938349,0.968311965466,-0.0178329832852,0.249069929123
1583419783525736880,30647,967649999000,world,0.256143182516,0.339391589165,0.601275086403,-0.00426968559623,0.968315780163,-0.0177726596594,0.249059215188
1583419783533941953,30648,967658333000,world,0.256150007248,0.339380115271,0.601307213306,-0.0042117824778,0.968299686909,-0.017734579742,0.249125212431
1583419783543112888,30649,967666666000,world,0.256146669388,0.339401006699,0.601258456707,-0.00425826665014,0.968303740025,-0.0180851519108,0.249084115028
1583419783551350421,30650,967674999000,world,0.256142437458,0.339394658804,0.601272344589,-0.00433454383165,0.968315422535,-0.0178499519825,0.249054014683
1583419783559484825,30651,967683333000,world,0.256147742271,0.339374661446,0.601340293884,-0.00423045502976,0.968298316002,-0.0179543774575,0.249114900827
1583419783567701816,30652,967691666000,world,0.256149560213,0.339380443096,0.601290762424,-0.00420260289684,0.968310773373,-0.0176970623434,0.249085575342
1583419783575898838,30653,967699999000,world,0.256145864725,0.339392751455,0.601277649403,-0.0042761778459,0.968303859234,-0.01784318313,0.249100401998
1583419783584096379,30654,967708333000,world,0.256143480539,0.339387238026,0.601289153099,-0.00427364883944,0.968323111534,-0.017748169601,0.249032497406
1583419783592320490,30655,967716666000,world,0.256138831377,0.339398533106,0.601276099682,-0.00432268250734,0.96832472086,-0.0177619718015,0.24902446568
1583419783601525326,30656,967725000000,world,0.256148576736,0.339387238026,0.601285398006,-0.004248035606,0.968320310116,-0.0177630614489,0.249042734504
1583419783609752120,30657,967733333000,world,0.256147384644,0.339394181967,0.601280927658,-0.00431954814121,0.968326628208,-0.0180200655013,0.248998403549
1583419783617920820,30658,967741666000,world,0.256141215563,0.339398443699,0.601271867752,-0.0043573579751,0.968299269676,-0.0179645810276,0.249108269811
1583419783626115369,30659,967750000000,world,0.256150811911,0.339372307062,0.60129737854,-0.00418423814699,0.968316614628,-0.0177708920091,0.249057516456
1583419783634278175,30660,967758333000,world,0.25614836812,0.339386165142,0.601283609867,-0.00422535929829,0.968303918839,-0.01778408885,0.249105572701
1583419783642498860,30661,967766666000,world,0.256146818399,0.339387267828,0.601277172565,-0.00424625165761,0.968303203583,-0.0178168173879,0.249105170369
1583419783650724570,30662,967774999000,world,0.256146460772,0.33938279748,0.601295292377,-0.00421461090446,0.968308210373,-0.0177428498864,0.249091610312
1583419783658839096,30663,967783333000,world,0.256147503853,0.339387029409,0.601281762123,-0.00424797087908,0.968310654163,-0.0178360845894,0.249075219035
1583419783668036402,30664,967791666000,world,0.256149679422,0.339374125004,0.601295351982,-0.00417152326554,0.968316793442,-0.017736338079,0.249059513211
1583419783676179499,30665,967799999000,world,0.256143689156,0.339389443398,0.601281881332,-0.00424399180338,0.968308985233,-0.0176536478102,0.24909439683
1583419783684378176,30666,967808333000,world,0.256144821644,0.339390337467,0.601280808449,-0.00427440879866,0.968303918839,-0.0178943555802,0.249096572399
1583419783692543452,30667,967816666000,world,0.256144911051,0.339377880096,0.601308763027,-0.00416068360209,0.968294680119,-0.0176144819707,0.249154388905
1583419783700742426,30668,967824999000,world,0.256144821644,0.339387208223,0.601282775402,-0.00425391737372,0.968310058117,-0.0178342480212,0.249077305198
1583419783709000717,30669,967833333000,world,0.256148606539,0.339396089315,0.601271569729,-0.00431815162301,0.968335390091,-0.0180272962898,0.248963654041
1583419783717179321,30670,967841666000,world,0.25614580512,0.33937805891,0.60128480196,-0.00421184813604,0.968330085278,-0.0177312195301,0.24900765717
1583419783726340347,30671,967850000000,world,0.25614836812,0.3393869102,0.601285219193,-0.00421832408756,0.968314409256,-0.0177311226726,0.249068573117
1583419783734518340,30672,967858333000,world,0.256146728992,0.339392483234,0.601271033287,-0.00424580369145,0.968296587467,-0.0178684871644,0.249127462506
1583419783742685701,30673,967866666000,world,0.25614580512,0.339384496212,0.601279079914,-0.00425335625187,0.968307852745,-0.0177900716662,0.249089226127
1583419783750874209,30674,967875000000,world,0.256147533655,0.339386641979,0.601277530193,-0.00424516620114,0.96831035614,-0.0177703667432,0.249081224203
1583419783759073051,30675,967883333000,world,0.256146878004,0.339384049177,0.601283788681,-0.00424751732498,0.968308091164,-0.0177682563663,0.249089583755
1583419783767272271,30676,967891666000,world,0.256147384644,0.339385032654,0.601281762123,-0.0042112977244,0.968282699585,-0.0178165920079,0.24918563664
1583419783776471018,30677,967899999000,world,0.256140768528,0.339392513037,0.601293563843,-0.00428676838055,0.968319475651,-0.0176887214184,0.249050617218
1583419783784635422,30678,967908333000,world,0.256148397923,0.339389443398,0.601290941238,-0.00425596348941,0.968312680721,-0.0179862976074,0.24905641377
1583419783792796136,30679,967916666000,world,0.256155610085,0.339368492365,0.601323664188,-0.00417433865368,0.968301296234,-0.0175959356129,0.249129489064
1583419783801019925,30680,967924999000,world,0.256138861179,0.339397996664,0.601280748844,-0.00434960937127,0.968315958977,-0.0179123394191,0.249047517776
1583419783809236916,30681,967933333000,world,0.256151080132,0.339393854141,0.601272761822,-0.00427595665678,0.968319237232,-0.0180257875472,0.249027818441
1583419783817441995,30682,967941666000,world,0.256143957376,0.339379787445,0.601305603981,-0.00424250401556,0.968309760094,-0.0177992749959,0.249081119895
1583419783825680189,30683,967949999000,world,0.256147295237,0.339370280504,0.601320981979,-0.00418407469988,0.968292415142,-0.0177698768675,0.249151706696
1583419783833797561,30684,967958333000,world,0.256144732237,0.339388757944,0.601273775101,-0.0042761079967,0.968319773674,-0.0177789032459,0.249043360353
1583419783842986077,30685,967966666000,world,0.256148338318,0.33937048912,0.60129982233,-0.00417873403057,0.968317270279,-0.0177156552672,0.249059170485
1583419783851140697,30686,967975000000,world,0.256140857935,0.33939281106,0.60128736496,-0.00424594944343,0.968286156654,-0.0177213940769,0.249178558588
1583419783859327344,30687,967983333000,world,0.25614875555,0.339389801025,0.601277589798,-0.00428926944733,0.968320786953,-0.0178805701435,0.249031737447
1583419783867536611,30688,967991666000,world,0.256145507097,0.339389801025,0.601271748543,-0.0041821654886,0.968267202377,-0.0177937392145,0.249248206615
1583419783875769474,30689,968000000000,world,0.25614964962,0.33938062191,0.601296067238,-0.00417599501088,0.968309938908,-0.0176795236766,0.249090090394
1583419783883990306,30690,968008333000,world,0.256148010492,0.339382320642,0.601293504238,-0.00424191495404,0.968311071396,-0.0177515763789,0.249079465866
1583419783892119721,30691,968016666000,world,0.256143540144,0.339385062456,0.601303040981,-0.00424826797098,0.968319773674,-0.0176671259105,0.249051839113
1583419783901301882,30692,968024999000,world,0.256148576736,0.339381873608,0.601287007332,-0.00421229889616,0.968295693398,-0.0177705287933,0.249138578773
1583419783909501280,30693,968033333000,world,0.256147474051,0.33938112855,0.60129982233,-0.00420229369774,0.968311965466,-0.0176459178329,0.249084234238
1583419783917749291,30694,968041666000,world,0.256138533354,0.339397788048,0.601282656193,-0.00424582045525,0.96828263998,-0.0177326183766,0.249191135168
1583419783925909612,30695,968049999000,world,0.2561442554,0.339389920235,0.601284384727,-0.00428917864338,0.968300938606,-0.0178923644125,0.249108344316
1583419783934095149,30696,968058333000,world,0.256143242121,0.339380353689,0.601296663284,-0.00423572957516,0.968313932419,-0.0177239216864,0.249070525169
1583419783942299494,30697,968066666000,world,0.256148010492,0.33938652277,0.601280331612,-0.00425686128438,0.968308210373,-0.0178045313805,0.249086633325
1583419783950455389,30698,968074999000,world,0.256148338318,0.339381456375,0.601297974586,-0.00421690754592,0.968321919441,-0.0176176335663,0.249047592282
1583419783959666511,30699,968083333000,world,0.256149172783,0.339398950338,0.60127466917,-0.00432715751231,0.968328893185,-0.0180556233972,0.248986780643
1583419783967872691,30700,968091666000,world,0.256144732237,0.339380085468,0.601305186749,-0.0042052352801,0.968298435211,-0.0176542662084,0.249136254191
1583419783976084606,30701,968100000000,world,0.256150305271,0.339380532503,0.601276993752,-0.00422586500645,0.968321382999,-0.0178137104958,0.249035313725
1583419783984292836,30702,968108333000,world,0.25614592433,0.339392960072,0.60127645731,-0.00429262686521,0.968315243721,-0.0178191456944,0.249057725072
1583419783992520277,30703,968116666000,world,0.256145745516,0.339380949736,0.601293563843,-0.00423137424514,0.968315899372,-0.0176890715957,0.249065175653
1583419784000695274,30704,968125000000,world,0.256140589714,0.339391887188,0.601295411587,-0.00432471139356,0.968311667442,-0.0178675502539,0.249067306519
1583419784009841607,30705,968133333000,world,0.256146490574,0.339384168386,0.601292431355,-0.00425400352105,0.968322038651,-0.0177900772542,0.249033749104
1583419784018052924,30706,968141666000,world,0.25613963604,0.339393138885,0.601301252842,-0.0042920014821,0.968313336372,-0.0177048463374,0.24907335639
1583419784026287079,30707,968149999000,world,0.25614079833,0.339378118515,0.60128813982,-0.00417040521279,0.968297123909,-0.017729151994,0.249136477709
1583419784034502667,30708,968158333000,world,0.256150007248,0.339396029711,0.601275384426,-0.00432911422104,0.968330919743,-0.0180840156972,0.248976916075
1583419784042680907,30709,968166666000,world,0.256131768227,0.33940795064,0.60126131773,-0.00438665412366,0.96833217144,-0.0178641434759,0.248987093568
1583419784050860557,30710,968174999000,world,0.256140828133,0.339390218258,0.601300299168,-0.00428589945659,0.968304872513,-0.0177569445223,0.24910235405
1583419784059025590,30711,968183333000,world,0.256146818399,0.33938100934,0.601295828819,-0.00420857733116,0.968316912651,-0.0176111422479,0.249067604542
1583419784067240396,30712,968191666000,world,0.256144225597,0.339402079582,0.601278662682,-0.00436535105109,0.968326449394,-0.0181074868888,0.24899224937
1583419784076444585,30713,968199999000,world,0.256144970655,0.339385986328,0.601292312145,-0.00427009351552,0.968316555023,-0.0177966114134,0.249054566026
1583419784084707767,30714,968208333000,world,0.25614720583,0.339383423328,0.601295888424,-0.00419955188408,0.968300998211,-0.017679143697,0.249124795198
1583419784092857889,30715,968216666000,world,0.256144046783,0.339389264584,0.601276278496,-0.00424495013431,0.968331813812,-0.0177081953734,0.249002128839
