t,x,x0,f,f0
94.65,0.287635588928568,NaN,-4.47910073920489,NaN
94.651,0.287627112623996,NaN,-4.49695894962788,NaN
94.652,0.287618904215909,NaN,-4.5135641912765,NaN
94.653,0.287610990035412,NaN,-4.52940461647889,NaN
94.654,0.287603400646301,NaN,-4.54483077150457,NaN
94.655,0.28759617006123,NaN,-4.56011185251752,NaN
94.656,0.287589334758029,NaN,-4.57557080416908,NaN
94.657,0.287582932475025,NaN,-4.59159089896174,NaN
94.658,0.287577000763345,NaN,-4.60841856138064,NaN
94.659,0.287571575450442,NaN,-4.62600077882002,NaN
94.66,0.287566689588303,NaN,-4.64405523550009,NaN
94.661,0.287562373414132,NaN,-4.66221638891215,NaN
94.662,0.287558655079636,NaN,-4.68003773387075,NaN
94.663,0.287555561468925,NaN,-4.69697095872522,NaN
94.664,0.287553118715015,NaN,-4.71254645758405,NaN
94.665,0.287551352333087,NaN,-4.72657085909114,NaN
94.666,0.287550286954429,NaN,-4.73907037344582,NaN
94.667,0.287549945766166,NaN,-4.75008686252728,NaN
94.668,0.287550350102972,NaN,-4.75953835657571,NaN
94.669,0.287551519715415,NaN,-4.76723368479163,NaN
94.67,0.287553473658645,NaN,-4.77303793286017,NaN
94.671,0.287556231228746,NaN,-4.7770319783397,NaN
94.672,0.287559812516694,NaN,-4.77947749257113,NaN
94.673,0.287564238468802,NaN,-4.78067123804646,NaN
94.674,0.287569530441286,NaN,-4.78092792022836,NaN
94.675,0.287575709355165,NaN,-4.78068350222092,NaN
94.676,0.287582794967229,NaN,-4.78055551267959,NaN
94.677,0.287590805997528,NaN,-4.78129889307786,NaN
94.678,0.287599761206852,NaN,-4.78364065757231,NaN
94.679,0.287609680712055,NaN,-4.78804899459355,NaN
94.68,0.287620586893155,NaN,-4.79457420750163,NaN
94.681,0.287632504707837,NaN,-4.80286751880633,NaN
94.682,0.287645461399525,NaN,-4.81236916616748,NaN
94.683,0.287659485677364,NaN,-4.82249722113994,NaN
94.684,0.287674606865692,NaN,-4.83271996800973,NaN
94.685,0.287690854892731,NaN,-4.84255047368854,NaN
94.686,0.287708261380006,NaN,-4.85150663686477,NaN
94.687,0.287726861066414,NaN,-4.85909871923537,NaN
94.688,0.287746692753577,NaN,-4.86490392132762,NaN
94.689,0.287767799517534,NaN,-4.86867384700934,NaN
94.69,0.2877902281629,NaN,-4.87043101090571,NaN
94.691,0.287814027893216,NaN,-4.87055548228099,NaN
94.692,0.287839248213188,NaN,-4.86971932443319,NaN
94.693,0.287865936600462,NaN,-4.86860141840138,NaN
94.694,0.287894137310694,NaN,-4.86763140570675,NaN
94.695,0.28792389206934,NaN,-4.86698245826762,NaN
94.696,0.287955241620474,NaN,-4.86676245619565,NaN
94.697,0.287988226757123,NaN,-4.86722992154178,NaN
94.698,0.288022888372678,NaN,-4.86882920351166,NaN
94.699,0.288059266508326,NaN,-4.87194961686274,NaN
94.7,0.288097398371682,NaN,-4.87664101684727,NaN
94.701,0.288137315700991,NaN,-4.88257765678191,NaN
94.702,0.288179042709272,NaN,-4.889230049104,NaN
94.703,0.2882225955704,NaN,-4.89605490849774,NaN
94.704,0.288267982758595,NaN,-4.90262341477201,NaN
94.705,0.288315204913463,NaN,-4.90864767597419,NaN
94.706,0.288364253642907,NaN,-4.91388590034127,NaN
94.707,0.288415109202474,NaN,-4.91805043218512,NaN
94.708,0.288467737056996,NaN,-4.9208536330463,NaN
94.709,0.288522083998381,NaN,-4.92214781196239,NaN
94.71,0.288578076094257,NaN,-4.92203650799508,NaN
94.711,0.288635620632988,NaN,-4.92090457018427,NaN
94.712,0.2886946113291,NaN,-4.91938444658074,NaN
94.713,0.288754934321807,NaN,-4.91822077482764,NaN
94.714,0.288816473558486,NaN,-4.91801830283941,NaN
94.715,0.288879115361033,NaN,-4.91904879290376,NaN
94.716,0.288942752244938,NaN,-4.92125258552552,NaN
94.717,0.289007286061314,NaN,-4.92435583304104,NaN
94.718,0.289072630533032,NaN,-4.92801550803073,NaN
94.719,0.289138713251462,NaN,-4.93194798245213,NaN
94.72,0.289205477185411,NaN,-4.93595436816819,NaN
94.721,0.289272881738854,NaN,-4.93982464280776,NaN
94.722,0.289340903386733,NaN,-4.94328318693189,NaN
94.723,0.289409535912286,NaN,-4.94612297323437,NaN
94.724,0.289478790260289,NaN,-4.94838318608662,NaN
94.725,0.289548694036597,NaN,-4.95033733901408,NaN
94.726,0.289619290764284,NaN,-4.95229422619882,NaN
94.727,0.289690639044449,NaN,-4.95435535336203,NaN
94.728,0.289762811616627,NaN,-4.95631428077993,NaN
94.729,0.289835894129031,NaN,-4.9578241704809,NaN
94.73,0.289909983436105,NaN,-4.95868087641158,NaN
94.731,0.289985185334098,NaN,-4.95893943134302,NaN
94.732,0.290061611675902,NaN,-4.95881773643289,NaN
94.733,0.29013937691539,NaN,-4.95858635312817,NaN
94.734,0.290218594668347,NaN,-4.95855130418479,NaN
94.735,0.290299375384929,NaN,-4.95902001039531,NaN
94.736,0.290381825459774,NaN,-4.96025312847392,NaN
94.737,0.29046604674568,NaN,-4.96254412810855,NaN
94.738,0.290552135355856,NaN,-4.96631507892908,NaN
94.739,0.29064017938072,NaN,-4.97200972149833,NaN
94.74,0.290730255460976,NaN,-4.97985020992277,NaN
94.741,0.290822424163925,NaN,-4.98964048402942,NaN
94.742,0.290916724129844,NaN,-5.00074275226055,NaN
94.743,0.29101316633123,NaN,-5.01227859337436,NaN
94.744,0.291111732470393,NaN,-5.02339269792239,NaN
94.745,0.291212380165961,NaN,-5.03340750177759,NaN
94.746,0.291315052218917,NaN,-5.04187729572539,NaN
94.747,0.291419685946329,NaN,-5.04857710457756,NaN
94.748,0.291526221274181,NaN,-5.05349138503535,NaN
94.749,0.291634607625286,NaN,-5.05682592684476,NaN
94.75,0.29174480963705,NaN,-5.05896558327504,NaN
94.751,0.291856811463726,NaN,-5.06041827174579,NaN
94.752,0.291970618798317,NaN,-5.06175318418383,NaN
94.753,0.292086257890142,NaN,-5.06342304214366,NaN
94.754,0.292203771981619,NaN,-5.06557257944909,NaN
94.755,0.292323216095749,NaN,-5.06805240435538,NaN
94.756,0.292444650607808,NaN,-5.07067606761515,NaN
94.757,0.292568133630711,NaN,-5.07348727285476,NaN
94.758,0.292693712179324,NaN,-5.07678439987792,NaN
94.759,0.292821413077895,NaN,-5.08097438424744,NaN
94.76,0.292951236957361,NaN,-5.0863830005436,NaN
94.761,0.293083158466509,NaN,-5.09306736682837,NaN
94.762,0.293217131465201,NaN,-5.10078679743856,NaN
94.763,0.293353095459361,NaN,-5.10915984533426,NaN
94.764,0.293490981162575,NaN,-5.11782532797811,NaN
94.765,0.293630714838275,NaN,-5.12647923593525,NaN
94.766,0.293772221463722,NaN,-5.13483598563442,NaN
94.767,0.293915426819133,NaN,-5.14262798883341,NaN
94.768,0.294060258772214,NaN,-5.14966161771687,NaN
94.769,0.294206648064032,NaN,-5.1559144974569,NaN
94.77,0.294354528617215,NaN,-5.16158086762148,NaN
94.771,0.294503837136508,NaN,-5.16692813093261,NaN
94.772,0.294654511840666,NaN,-5.17211134097831,NaN
94.773,0.294806490317368,NaN,-5.17713145259708,NaN
94.774,0.29495970653973,NaN,-5.18183107584575,NaN
94.775,0.295114087453937,NaN,-5.18590227105964,NaN
94.776,0.295269550879021,NaN,-5.18907121990519,NaN
94.777,0.295426007270757,NaN,-5.19138284478946,NaN
94.778,0.295583365836292,NaN,-5.19324121272334,NaN
94.779,0.295741542764481,NaN,-5.19514464370683,NaN
94.78,0.295900469488955,NaN,-5.19745007953007,NaN
94.781,0.296060100444171,NaN,-5.20031066582321,NaN
94.782,0.29622042035418,NaN,-5.20371230019891,NaN
94.783,0.296381450881144,NaN,-5.20759864922234,NaN
94.784,0.296543255396829,NaN,-5.2119391150742,NaN
94.785,0.296705939520561,NaN,-5.21666543886779,NaN
94.786,0.296869646485668,NaN,-5.22162931379734,NaN
94.787,0.297034549163263,NaN,-5.22659072751995,NaN
94.788,0.297200840800964,NaN,-5.23122360530517,NaN
94.789,0.297368725021404,NaN,-5.23519922376859,NaN
94.79,0.297538404964996,NaN,-5.23824326056657,NaN
94.791,0.297710071455283,NaN,-5.24009919405105,NaN
94.792,0.297883890245889,NaN,-5.24055980156364,NaN
94.793,0.298059990260423,NaN,-5.23965411323448,NaN
94.794,0.298238457540409,NaN,-5.23776013431654,NaN
94.795,0.298419337432538,NaN,-5.23547883497531,NaN
94.796,0.298602641452847,NaN,-5.23350254279732,NaN
94.797,0.298788354164729,NaN,-5.23263687368358,NaN
94.798,0.298976438577242,NaN,-5.23379770343446,NaN
94.799,0.299166840071531,NaN,-5.23786640601655,NaN
94.8,0.29935948887687,NaN,-5.24545918293004,NaN
94.801,0.299554301509549,NaN,-5.25667314129568,NaN
94.802,0.299751182386197,NaN,-5.27095819636096,NaN
94.803,0.299950026506676,NaN,-5.28729002694593,NaN
94.804,0.300150722559117,NaN,-5.30450202366036,NaN
94.805,0.300353155313552,NaN,-5.32148898314724,NaN
94.806,0.300557206907831,NaN,-5.33733298301785,NaN
94.807,0.300762757068316,NaN,-5.35149511981035,NaN
94.808,0.300969682337649,NaN,-5.3639286720077,NaN
94.809,0.30117785470372,NaN,-5.37496973189572,NaN
94.81,0.301387140768371,NaN,-5.3851205563706,NaN
94.811,0.301597402481108,NaN,-5.39495887959049,NaN
94.812,0.30180849908355,NaN,-5.40525160772759,NaN
94.813,0.302020289184302,NaN,-5.41704076109002,NaN
94.814,0.302232632423661,NaN,-5.43148245810075,NaN
94.815,0.302445390712323,NaN,-5.44951863308603,NaN
94.816,0.302658429129863,NaN,-5.47154564745033,NaN
94.817,0.302871616686782,NaN,-5.49720020793622,NaN
94.818,0.303084827463826,NaN,-5.52533387646798,NaN
94.819,0.303297942666833,NaN,-5.55420013573459,NaN
94.82,0.303510853581586,NaN,-5.58187300207669,NaN
94.821,0.303723464996348,NaN,-5.60678514608025,NaN
94.822,0.303935698818861,NaN,-5.62815340003315,NaN
94.823,0.304147497871922,NaN,-5.64608006745475,NaN
94.824,0.304358829914313,NaN,-5.66122797397365,NaN
94.825,0.304569691575141,NaN,-5.67431868191289,NaN
94.826,0.304780110784259,NaN,-5.68589917050586,NaN
94.827,0.304990145813072,NaN,-5.69639109371203,NaN
94.828,0.305199880803601,NaN,-5.70611768378319,NaN
94.829,0.305409419585743,NaN,-5.7152791556352,NaN
94.83,0.305618879274211,NaN,-5.7239396970774,NaN
94.831,0.305828383981815,NaN,-5.73192839871061,NaN
94.832,0.306038058579166,NaN,-5.73876567606497,NaN
94.833,0.306248022426489,NaN,-5.74390084861253,NaN
94.834,0.306458383203348,NaN,-5.74715158913919,NaN
94.835,0.306669231784768,NaN,-5.74887645077719,NaN
94.836,0.30688063975563,NaN,-5.74975428320994,NaN
94.837,0.307092659944286,NaN,-5.75046788827327,NaN
94.838,0.307305328492935,NaN,-5.7514576032396,NaN
94.839,0.307518666975789,NaN,-5.75272993624227,NaN
94.84,0.307732684123742,NaN,-5.75376734826017,NaN
94.841,0.307947377141764,NaN,-5.75361748203192,NaN
94.842,0.308162732640472,NaN,-5.75115233336694,NaN
94.843,0.308378727449669,NaN,-5.74536960594314,NaN
94.844,0.308595329930204,NaN,-5.73558136269862,NaN
94.845,0.30881250211286,NaN,-5.7214318215144,NaN
94.846,0.309030202232024,NaN,-5.70284307358436,NaN
94.847,0.309248387095488,NaN,-5.67998788208418,NaN
94.848,0.309467014130621,NaN,-5.65319643289571,NaN
94.849,0.30968604313282,NaN,-5.62278155079627,NaN
94.85,0.30990543774181,NaN,-5.58901924952681,NaN
94.851,0.310125166567567,NaN,-5.55229559444898,NaN
94.852,0.310345203672103,NaN,-5.51316219996519,NaN
94.853,0.310565528196287,NaN,-5.47232109536467,NaN
94.854,0.310786123335995,NaN,-5.43065886674721,NaN
94.855,0.311006975004773,NaN,-5.38916247954999,NaN
94.856,0.311228070321231,NaN,-5.34868135784185,NaN
94.857,0.311449395938589,NaN,-5.30980216650392,NaN
94.858,0.311670936224827,NaN,-5.27285240524444,NaN
94.859,0.31189267140419,NaN,-5.23782082553165,NaN
94.86,0.312114576013238,NaN,-5.20425987138737,NaN
94.861,0.312336617998814,NaN,-5.17132553424065,NaN
94.862,0.312558758343613,NaN,-5.13799180347875,NaN
94.863,0.312780950859213,NaN,-5.10347531593262,NaN
94.864,0.313003141957847,NaN,-5.0676211535655,NaN
94.865,0.313225270394418,NaN,-5.0309059335226,NaN
94.866,0.313447267011737,NaN,-4.99417563366053,NaN
94.867,0.313669054710038,NaN,-4.95836529896727,NaN
94.868,0.31389054935689,NaN,-4.92424102660133,NaN
94.869,0.314111662421767,NaN,-4.8922023921673,NaN
94.87,0.314332305266291,NaN,-4.8622304550081,NaN
94.871,0.314552394346051,NaN,-4.83404394024342,NaN
94.872,0.314771856822967,NaN,-4.807365436228,NaN
94.873,0.314990636514274,NaN,-4.78204262819326,NaN
94.874,0.315208700221026,NaN,-4.75795573891193,NaN
94.875,0.315426043987317,NaN,-4.73486938171852,NaN
94.876,0.315642697226994,NaN,-4.71237673144724,NaN
94.877,0.315858721843096,NaN,-4.68997119157654,NaN
94.878,0.316074206009405,NaN,-4.66716195577221,NaN
94.879,0.316289255297457,NaN,-4.6435788633062,NaN
94.88,0.316503983492212,NaN,-4.61900397598405,NaN
94.881,0.31671850367213,NaN,-4.59330289605659,NaN
94.882,0.316932919486563,NaN,-4.56645641426467,NaN
94.883,0.317147316563721,NaN,-4.53868031704706,NaN
94.884,0.317361754202662,NaN,-4.51036818531751,NaN
94.885,0.317576258639622,NaN,-4.48193875297028,NaN
94.886,0.317790820374339,NaN,-4.45375265908385,NaN
94.887,0.318005396506315,NaN,-4.42606530617728,NaN
94.888,0.318219916048758,NaN,-4.39908752137987,NaN
94.889,0.318434285939343,NaN,-4.37305159919658,NaN
94.89,0.318648397092494,NaN,-4.34801526203162,NaN
94.891,0.318862130548433,NaN,-4.32361741115102,NaN
94.892,0.319075363758299,NaN,-4.29907313084257,NaN
94.893,0.319287976623153,NaN,-4.27327611953223,NaN
94.894,0.319499856180839,NaN,-4.24497297602252,NaN
94.895,0.319710899312683,NaN,-4.21302404989181,NaN
94.896,0.31992101436774,NaN,-4.17652994051022,NaN
94.897,0.320130122921007,NaN,-4.13477861804189,NaN
94.898,0.320338162097233,NaN,-4.08716769927779,NaN
94.899,0.320545087507779,NaN,-4.03316511158428,NaN
94.9,0.3207508768382,NaN,-3.9723336379452,NaN
94.901,0.320955533480937,NaN,-3.90438199247188,NaN
94.902,0.321159088236183,NaN,-3.82921885679943,NaN
94.903,0.321361597532075,NaN,-3.74703847213987,NaN
94.904,0.32156313922095,NaN,-3.65832280584124,NaN
94.905,0.321763808002048,NaN,-3.56372043901601,NaN
94.906,0.321963711338756,NaN,-3.46395130663533,NaN
94.907,0.322162965907738,NaN,-3.35979461822212,NaN
94.908,0.322361694515084,NaN,-3.25210007324669,NaN
94.909,0.322560023368747,NaN,-3.14173937714681,NaN
94.91,0.322758079496943,NaN,-3.02946197934785,NaN
94.911,0.322955988108793,NaN,-2.91569219996789,NaN
94.912,0.323153869868884,NaN,-2.80034701858239,NaN
94.913,0.323351838161149,NaN,-2.68284981700547,NaN
94.914,0.323549996355829,NaN,-2.56242523728585,NaN
94.915,0.32374843502639,NaN,-2.43846587407949,NaN
94.916,0.3239472290538,NaN,-2.31075813785484,NaN
94.917,0.324146434801237,NaN,-2.17954893681653,NaN
94.918,0.324346088278344,NaN,-2.04541219178153,NaN
94.919,0.324546205489284,NaN,-1.90896643241416,NaN
94.92,0.324746784968641,NaN,-1.77078870323361,NaN
94.921,0.324947811279454,NaN,-1.63159154207573,NaN
94.922,0.325149258482699,NaN,-1.49233293485307,NaN
94.923,0.325351093335716,NaN,-1.35424992828006,NaN
94.924,0.325553278234528,NaN,-1.21896664951826,NaN
94.925,0.325755773824666,NaN,-1.08850233965853,NaN
94.926,0.32595854087151,NaN,-0.964993643099665,NaN
94.927,0.326161540784197,NaN,-0.850325372367162,NaN
94.928,0.326364734713634,NaN,-0.74608221283889,NaN
94.929,0.326568081826413,NaN,-0.653883014847675,NaN
94.93,0.326771537313661,NaN,-0.575641010780089,NaN
94.931,0.326975050307086,NaN,-0.513300865997009,NaN
94.932,0.327178561730352,NaN,-0.468121968024844,NaN
94.933,0.327382002124064,NaN,-0.440004187662367,NaN
94.934,0.327585289519228,NaN,-0.427311929547551,NaN
94.935,0.327788327471708,NaN,-0.427270066578232,NaN
94.936,0.327991003333473,NaN,-0.436586718028193,NaN
94.937,0.328193186763591,NaN,-0.45194777887258,NaN
94.938,0.328394728485738,NaN,-0.470301095804651,NaN
94.939,0.328595459353773,NaN,-0.488924164183187,NaN
94.94,0.328795189817308,NaN,-0.505332721993397,NaN
94.941,0.328993709891261,NaN,-0.517246012624422,NaN
94.942,0.329190789750413,NaN,-0.522720970283624,NaN
94.943,0.329386181142976,NaN,-0.520299754910863,NaN
94.944,0.329579619926951,NaN,-0.509050394865912,NaN
94.945,0.329770829974066,NaN,-0.488643942097925,NaN
94.946,0.329959528485681,NaN,-0.459572299251038,NaN
94.947,0.330145432730045,NaN,-0.423306186372482,NaN
94.948,0.330328268321163,NaN,-0.382185021800798,NaN
94.949,0.330507779210266,NaN,-0.338972434799148,NaN
94.95,0.330683739555262,NaN,-0.296075802744418,NaN
94.951,0.330855966057797,NaN,-0.254815121748838,NaN
94.952,0.331024326028265,NaN,-0.215346817521886,NaN
94.953,0.331188737612313,NaN,-0.177169443921106,NaN
94.954,0.331349165022152,NaN,-0.139531639151444,NaN
94.955,0.331505613881798,NaN,-0.101429904552782,NaN
94.956,0.331658128822258,NaN,-0.0613337329825267,NaN
94.957,0.331806793506844,NaN,-0.0167329566561743,NaN
94.958,0.331951733059227,NaN,0.0363462423570913,NaN
94.959,0.332093117907675,NaN,0.103452194709642,NaN
94.96,0.332231165824223,NaN,0.191135533094907,NaN
94.961,0.332366139164901,NaN,0.305853901253506,NaN
94.962,0.332498338367237,NaN,0.452604336964339,NaN
94.963,0.33262809502919,NaN,0.633349316456263,NaN
94.964,0.332755766341411,NaN,0.845639073298179,NaN
94.965,0.332881731010929,NaN,1.08221837078825,NaN
94.966,0.333006386458265,NaN,1.33210322174376,NaN
94.967,0.333130146691439,NaN,1.58282315535812,NaN
94.968,0.33325343922939,NaN,1.82277578743854,NaN
94.969,0.333376699223372,NaN,2.04263128045978,NaN
94.97,0.333500360666633,NaN,2.23559654583,NaN
94.971,0.333624846101655,NaN,2.39731373986613,NaN
94.972,0.33375055579503,NaN,2.52624198747157,NaN
94.973,0.333877856413384,NaN,2.62432313200176,NaN
94.974,0.334007068958147,NaN,2.69682980669208,NaN
94.975,0.334138456564895,NaN,2.75085499585854,NaN
94.976,0.334272215713735,NaN,2.79341973089763,NaN
94.977,0.334408476121468,NaN,2.83074500990271,NaN
94.978,0.334547310057661,NaN,2.8689420155351,NaN
94.979,0.33468874600396,NaN,2.91477999626002,NaN
94.98,0.334832782005597,NaN,2.97502407912313,NaN
94.981,0.334979397435096,NaN,3.05427235933038,NaN
94.982,0.335128563165731,NaN,3.153061078168,NaN
94.983,0.335280250084418,NaN,3.26807311673278,NaN
94.984,0.335434435495978,NaN,3.39427183579774,NaN
94.985,0.335591106603922,NaN,3.52697674128006,NaN
94.986,0.33575026079308,NaN,3.66211037049473,NaN
94.987,0.335911903408814,NaN,3.79490290101606,NaN
94.988,0.336076043785966,NaN,3.91898767271744,NaN
94.989,0.336242689749137,NaN,4.02711101182807,NaN
94.99,0.336411840580264,NaN,4.1128402568552,NaN
94.991,0.336583478450833,NaN,4.17181244262989,NaN
94.992,0.3367575584227,NaN,4.2018472270386,NaN
94.993,0.336933998578321,NaN,4.20254917699024,NaN
94.994,0.337112674245316,NaN,4.17512649543236,NaN
94.995,0.337293418654005,NaN,4.1224661707507,NaN
94.996,0.33747602731327,NaN,4.04920469164648,NaN
94.997,0.33766026237234,NaN,3.96140399840342,NaN
94.998,0.337845855848497,NaN,3.8656427098131,NaN
94.999,0.338032511865721,NaN,3.76806196743398,NaN
95,0.338219908068073,NaN,3.67400916275074,NaN
95.001,0.338407696916722,NaN,3.58807685376156,NaN
95.002,0.338595508728098,NaN,3.51386787776713,NaN
95.003,0.338782957951476,NaN,3.45338655783673,NaN
95.004,0.338969652009201,NaN,3.40673330201976,NaN
95.005,0.339155201196642,NaN,3.3726021692855,NaN
95.006,0.339339229121641,NaN,3.34916542095817,NaN
95.007,0.339521383842603,NaN,3.33464851160593,NaN
95.008,0.33970134993287,NaN,3.32743668637809,NaN
95.009,0.339878860416576,NaN,3.3260308504684,NaN
95.01,0.340053704429931,NaN,3.32914112477412,NaN
95.011,0.340225726631354,NaN,3.3358247654084,NaN
95.012,0.340394819955012,NaN,3.3454068806245,NaN
95.013,0.340560916676002,NaN,3.35723873594487,NaN
95.014,0.340723980726609,NaN,3.37064091143019,NaN
95.015,0.340884001842236,NaN,3.38508634746737,NaN
95.016,0.341040991560911,NaN,3.40028766974426,NaN
95.017,0.341194980704542,NaN,3.41605605129999,NaN
95.018,0.34134601687379,NaN,3.43211098236285,NaN
95.019,0.34149416020851,NaN,3.44800274591132,NaN
95.02,0.341639477497169,NaN,3.46323975673184,NaN
95.021,0.341782036385677,NaN,3.47757938626685,NaN
95.022,0.341921900996914,NaN,3.49114258117768,NaN
95.023,0.3420591292445,NaN,3.50402330466975,NaN
95.024,0.34219377180227,NaN,3.51562776503925,NaN
95.025,0.342325872519284,NaN,3.52440717971412,NaN
95.026,0.342455469422754,NaN,3.52829483789867,NaN
95.027,0.342582595026921,NaN,3.52542552198353,NaN
95.028,0.342707275671075,NaN,3.51455724855342,NaN
95.029,0.342829530994967,NaN,3.49510961714057,NaN
95.03,0.34294937461542,NaN,3.46704975393608,NaN
95.031,0.343066816293497,NaN,3.43077456084846,NaN
95.032,0.343181865583197,NaN,3.38710680357224,NaN
95.033,0.34329453667047,NaN,3.33740607782223,NaN
95.034,0.343404852703955,NaN,3.28354001993186,NaN
95.035,0.343512846522308,NaN,3.22764132931281,NaN
95.036,0.343618556653994,NaN,3.17188734693024,NaN
95.037,0.343722021100817,NaN,3.11842365169428,NaN
95.038,0.343823271684421,NaN,3.069346440119,NaN
95.039,0.343922329773127,NaN,3.02653979457774,NaN
95.04,0.3440192033709,NaN,2.99126594724943,NaN
95.041,0.344113885556199,NaN,2.96381601913683,NaN
95.042,0.344206354239368,NaN,2.94361824661352,NaN
95.043,0.344296572910759,NaN,2.92970861022726,NaN
95.044,0.344384491584938,NaN,2.92105704308849,NaN
95.045,0.344470047514213,NaN,2.91655003430592,NaN
95.046,0.344553166285461,NaN,2.91493555251245,NaN
95.047,0.34463376411945,NaN,2.9148818945327,NaN
95.048,0.344711751669019,NaN,2.91502276692435,NaN
95.049,0.344787039366354,NaN,2.91402519595354,NaN
95.05,0.344859544372583,NaN,2.91084685736536,NaN
95.051,0.34492919810417,NaN,2.90509489621208,NaN
95.052,0.344995951053648,NaN,2.89713416383599,NaN
95.053,0.345059772500684,NaN,2.88784523213311,NaN
95.054,0.345120647108676,NaN,2.87833452353344,NaN
95.055,0.345178571853801,NaN,2.86984985629676,NaN
95.056,0.345233554663113,NaN,2.86383560904558,NaN
95.057,0.345285614859975,NaN,2.86185271567117,NaN
95.058,0.3453347854118,NaN,2.86521937295024,NaN
95.059,0.345381116218906,NaN,2.87459467677739,NaN
95.06,0.345424675902418,NaN,2.88982549311402,NaN
95.061,0.345465549738144,NaN,2.9100933104517,NaN
95.062,0.345503834642518,NaN,2.93415387913011,NaN
95.063,0.3455396339555,NaN,2.96053297905984,NaN
95.064,0.345573053535767,NaN,2.98775300775839,NaN
95.065,0.345604199380838,NaN,3.01461819033156,NaN
95.066,0.345633176707881,NaN,3.04035639676494,NaN
95.067,0.345660090165794,NaN,3.06448121139112,NaN
95.068,0.345685044069498,NaN,3.08656487473223,NaN
95.069,0.345708141311176,NaN,3.10616714208062,NaN
95.07,0.345729480912895,NaN,3.12290474602273,NaN
95.071,0.345749155453188,NaN,3.13654859772427,NaN
95.072,0.345767249323915,NaN,3.14708506148862,NaN
95.073,0.345783838011684,NaN,3.15469797188371,NaN
95.074,0.345798988352251,NaN,3.15972680086599,NaN
95.075,0.345812759602547,NaN,3.16272523605807,NaN
95.076,0.345825204761708,NaN,3.16458204102521,NaN
95.077,0.345836371285086,NaN,3.16649220261053,NaN
95.078,0.345846300975449,NaN,3.16974733416382,NaN
95.079,0.345855029749997,NaN,3.17550971391341,NaN
95.08,0.345862587967915,NaN,3.1846382206145,NaN
95.081,0.345869001496779,NaN,3.19757342259384,NaN
95.082,0.34587429349885,NaN,3.2143248571812,NaN
95.083,0.345878486846725,NaN,3.23455163375965,NaN
95.084,0.345881606540088,NaN,3.25763788625459,NaN
95.085,0.345883680787547,NaN,3.28274497625864,NaN
