1392.756190622,-0.321244,-0.908647,-1,,0.0192747,0.00141976,-0,-0,0.000241661,-0,-0.010452,0.041092,0,0.00335,1.55482,-0,-0,0.00112832,-0,-0,0,0,0,0,0,0
1392.756190622,-0.321244,-0.908647,-1,,0.0192747,0.00141976,-0,-0,0.000241661,-0,-0.010452,0.041092,0,0.00335,1.55482,-0,-0,0.00112832,-0,-0,0,0,0,0,0,0
1392.757255025,-0.321244,-0.908647,-1,,0.0192747,0.00141976,-0,-0,0.000241661,-0,0.005226,0.041092,0,0,1.55482,-0,-0,0.00112832,-0,-0.003479,0,0,0,0,0,0
1392.758320080,-0.321244,-0.908647,-1,,-0.0149195,0.00141976,-0,-0,0.000241661,-0,-0.005226,0.041092,0,0.00335,1.55482,-0,-0,0.00112832,-0,-0.003479,0,0,0,0,0,0
1392.759389162,-0.321244,-0.908647,-1,,-0.0149195,0.00141976,-0,-0,0.000241661,-0,-0,0.041092,0,0,1.55482,-0,-0,0.00112832,-0,-0,0,0,0,0,0,0
1392.760453187,-0.321244,-0.908647,-1,,-0.0282913,0.00141976,-0,-0,0.000241661,-0,-0,0.041092,0,0,1.55482,-0,-0,0.00112832,-0,-0,0,0,0,0,0,0
1392.761769054,-0.321244,-0.908647,-1,,-0.0282913,0.00141976,-0,-0.005226,0.000241661,-0,-0,0.041092,0,-0.00335,1.55482,-0,-0,0.00112832,-0,-0,0,0,0,0,0,0
1392.761769054,-0.321244,-0.908647,-1,,-0.0282913,0.00141976,-0,-0.005226,0.000241661,-0,-0,0.041092,0,-0.00335,1.55482,-0,-0,0.00112832,-0,-0,0,0,0,0,0,0
1392.762834615,-0.321244,-0.908647,-1,,-0.0282913,0.00141976,-0,-0,0.000241661,-0,-0,0.041092,0,0,1.55485,0.0221239,0.003621,0.00112832,-0,0.003479,0,0,0,0,0,0
1392.763898810,-0.321244,-0.908647,-1,,-0.00671814,0.00141976,-0,-0,0.000241661,-0,0.005226,0.041092,0,-0.0067,1.55485,-0,-0,0.00112832,-0,-0.003479,0,0,0,0,0,0
1392.764961210,-0.321244,-0.908647,-1,,-0.00671814,0.00141976,-0,-0,0.000241661,-0,-0.005226,0.041092,0,-0.00335,1.55485,-0,-0,0.00112832,-0,0.006958,0,0,0,0,0,0
1392.766024357,-0.321244,-0.908647,-1,,-0.0139845,0.00141976,-0,-0,0.000241661,-0,-0,0.041092,0,0,1.55485,-0,-0,0.00112832,-0,-0,0,0,0,0,0,0
1392.767089615,-0.321244,-0.908647,-1,,0.015724,0.00141976,-0,-0,0.000241661,-0,-0,0.041092,0,0,1.55485,-0,-0,0.00112832,-0,0.003479,0,0,0,0,0,0
1392.768153389,-0.321244,-0.908647,-1,,0.0370248,0.00141976,-0,-0,0.000241661,-0,-0,0.041092,0,0,1.55485,-0,0.003621,0.00112832,-0,-0.003479,0,0,0,0,0,0
1392.769216800,-0.321244,-0.908647,-1,,0.0370248,0.00141976,-0,-0,0.000241661,-0,0.005226,0.041092,0,0,1.55485,-0,-0,0.00112832,-0,-0,0,0,0,0,0,0
1392.770279890,-0.321244,-0.908647,-1,,0.0359832,0.00141976,-0,-0,0.000241661,-0,0.005226,0.041092,0,0,1.55485,-0,-0,0.00112832,-0,-0,0,0,0,0,0,0
1392.771343431,-0.321244,-0.908647,-1,,0.0419875,0.00141976,-0,0.005226,0.000241661,-0,-0.010452,0.041092,0,0,1.55485,-0,-0,0.00112832,-0,0.003479,0,0,0,0,0,0
1392.772407346,-0.321242,-0.90864,-1,,0.0419875,0.00141976,-0,-0,0.000241661,-0,-0,0.041092,0,0.0067,1.55485,-0,-0,0.00112832,-0,-0,0,0,0,0,0,0
1392.773471837,-0.321239,-0.908633,-1,,0.0419875,0.00141976,-0,-0,0.000241661,-0,-0,0.041092,0,0.0067,1.55485,-0,-0,0.00112832,-0,-0,0,0,0,0,0,0
1392.774538157,-0.321239,-0.908633,-1,,0.028616,0.00141976,-0,-0,0.000241661,-0,-0,0.041092,0,0,1.55485,-0,0.003621,0.00112832,-0,-0.003479,0,0,0,0,0,0
1392.775603433,-0.321239,-0.908633,-1,,0.0540486,0.00141976,-0,0.005226,0.000241661,-0,-0,0.041092,0,0,1.55485,-0,-0,0.00112832,-0,-0,0,0,0,0,0,0
1392.775603433,-0.321239,-0.908633,-1,,0.0540486,0.00141976,-0,0.005226,0.000241661,-0,-0,0.041092,0,0,1.55485,-0,-0,0.00112832,-0,-0,0,0,0,0,0,0
1392.777732043,-0.321239,-0.908633,-1,,0.00617357,0.00141976,-0,0.010452,0.000241661,-0,-0.005226,0.041092,0,0,1.55485,-0,-0,0.00112832,-0,-0.003479,0,0,0,0,0,0
1392.777732043,-0.321239,-0.908633,-1,,0.00617357,0.00141976,-0,0.010452,0.000241661,-0,-0.005226,0.041092,0,0,1.55485,-0,-0,0.00112832,-0,-0.003479,0,0,0,0,0,0
