t,xp,xb
146.417,0.196158634675476,1.48005703110479
146.418,0.195598934458135,1.48155171784812
146.419,0.195007795145502,1.48304761188545
146.42,0.194406892343401,1.48569946453549
146.421,0.19379074736798,1.48826341930762
146.422,0.193269507593687,1.49017345648545
146.423,0.192636954679179,1.49208349366328
146.424,0.19202266734433,1.49444027833714
146.425,0.191397915599948,1.49675879553938
146.426,0.190799073754965,1.4988108601154
146.427,0.189874761490631,1.5008675754288
146.428,0.18929698355683,1.50295369435932
146.429,0.188650229609486,1.50503827728166
146.43,0.188045235988832,1.50711273383225
146.431,0.18799507119418,1.50918360055227
146.432,0.187395583458615,1.5112303803079
146.433,0.186723274859039,1.51326254575446
146.434,0.186141943705559,1.51520037889003
146.435,0.18512747866279,1.51715999622297
146.436,0.184482042593466,1.51932900420467
146.437,0.1838339998461,1.52137797091709
146.438,0.183233651256075,1.52307636103913
146.439,0.182577824782207,1.52477475116112
146.44,0.18191121824671,1.5269935845108
146.441,0.181242470723678,1.52923528660554
146.442,0.180634843218281,1.53117148339066
146.443,0.17995747872473,1.5330668068223
146.444,0.179351152148963,1.53556005919251
146.445,0.178354012840322,1.53787544784318
146.446,0.177576954047623,1.53945442505248
146.447,0.176905312082196,1.54110944896554
146.448,0.176867630685132,1.54297072229073
146.449,0.176265101471117,1.54481415976095
146.45,0.175610744433274,1.54660028562414
146.451,0.174912890882321,1.54835834620707
146.452,0.174293997723063,1.54996721923474
146.453,0.173600154511678,1.5515760922624
146.454,0.172944475920237,1.55375798410569
146.455,0.172295676653588,1.5559751887141
146.456,0.171307745166041,1.55759109215463
146.457,0.170697580171615,1.5592069955952
146.458,0.170029501003698,1.56120004348559
146.459,0.16933553521652,1.56325037869568
146.46,0.168731784330656,1.56496072917925
146.461,0.168104024441415,1.5666718229094
146.462,0.167448310018074,1.56842599159388
146.463,0.167401050148462,1.57018007280998
146.464,0.166448779114349,1.57191999525519
146.465,0.166141353439582,1.5736599177004
146.466,0.16516512116938,1.57532746148427
146.467,0.164495191681013,1.57699260480767
146.468,0.163864666145109,1.57880272467946
146.469,0.163244762728216,1.58060710341048
146.47,0.162630484796689,1.58221414832096
146.471,0.161970562339998,1.5838350722447
146.472,0.161372011941291,1.5856127371163
146.473,0.160760782306768,1.58732313175818
146.474,0.159819353628839,1.58885856300041
146.475,0.159174159230283,1.59041271224006
146.476,0.15849362479987,1.59204759746162
146.477,0.157809698368323,1.59367363464067
146.478,0.157157340413675,1.59525394494534
146.479,0.156516065861552,1.59682610764414
146.48,0.155927908946079,1.59834014084362
146.481,0.155309901287186,1.59985562410441
146.482,0.154741499385828,1.60141672284736
146.483,0.15469702237015,1.6029829269552
146.484,0.153742408228711,1.60472889216288
146.485,0.153146311209922,1.60639652780824
146.486,0.152497925895066,1.60782489315838
146.487,0.151867713505637,1.6092350824345
146.488,0.151264631233928,1.61055051362276
146.489,0.150662299170033,1.61186594481102
146.49,0.150085909446127,1.61354619212255
146.491,0.149482204389792,1.61524900691093
146.492,0.148479334597243,1.61694145459121
146.493,0.147867185437774,1.6186167829249
146.494,0.147227871812693,1.61968416999497
146.495,0.146537505618227,1.62075155706503
146.496,0.145962086575018,1.62211340223223
146.497,0.14544081191637,1.6244136366772
146.498,0.145409646912532,1.62581426235074
146.499,0.144798624970772,1.62693587428767
146.5,0.144170112018245,1.6280510167102
146.501,0.143185678458824,1.62916316401158
146.502,0.142557289715493,1.63036947965144
146.503,0.141925636109573,1.63202223236471
146.504,0.141255826270369,1.63361510088082
146.505,0.14063610437664,1.63505376469021
146.506,0.14004560272833,1.63639529261531
146.507,0.139426886176574,1.63763711967528
146.508,0.138890986727527,1.63891002342791
146.509,0.138296441980808,1.64022202538328
146.51,0.137656263551805,1.64153375437808
146.511,0.13667540435626,1.64284514181124
146.512,0.135967803747081,1.6440942364276
146.513,0.135317736395839,1.64527085209679
146.514,0.134714426184751,1.64646555959262
146.515,0.134675660527378,1.64770385561194
146.516,0.133562842206595,1.64907103281448
146.517,0.133497105858968,1.65080126128628
146.518,0.132841628838359,1.6517993725705
146.519,0.132216594506186,1.65259836582684
146.52,0.131172402986357,1.6535959971822
146.521,0.130472874815056,1.65492394679201
146.522,0.129810966176951,1.65618889479676
146.523,0.129163406018882,1.65733097529606
146.524,0.129282664126242,1.65846605345726
146.525,0.12787983395774,1.65958720470521
146.526,0.127256788850096,1.66074969459179
146.527,0.126721780283524,1.66201403375336
146.528,0.126693691422294,1.66313554245369
146.529,0.125024105211745,1.66411179749996
146.53,0.124926815445954,1.66515034292959
146.531,0.124926815445954,1.66637610596354
146.532,0.123517067983542,1.66752893584346
146.533,0.122710338442302,1.66859038710916
146.534,0.122019220972119,1.66963218994878
146.535,0.121426331685219,1.67064750685231
146.536,0.120660052256921,1.67167953512159
146.537,0.120028849970943,1.67274363092546
146.538,0.119335567142902,1.67376857479002
146.539,0.118587573681265,1.67474886820658
146.54,0.117491417551011,1.67570715324821
146.541,0.116741222730843,1.67664035366476
146.542,0.116027860772025,1.67758720753942
146.543,0.115300107466502,1.67856040518594
146.544,0.114456809408411,1.67952725488488
146.545,0.113735166852819,1.68048099499786
146.546,0.112993508214133,1.68142442965264
146.547,0.11235096111585,1.68234434757033
146.548,0.111267541466734,1.6832573771072
146.549,0.111196952615193,1.68415109134917
146.55,0.110493277741719,1.68505975260069
146.551,0.109784150052355,1.6860301828264
146.552,0.109008702449939,1.68695930422605
146.553,0.108222666569206,1.68781343639574
146.554,0.10737308317836,1.68868814246705
146.555,0.106616038449855,1.68959921820725
146.556,0.105937524739748,1.69045196359879
146.557,0.105209364159809,1.69126075975707
146.558,0.103992235070627,1.69206566250816
146.559,0.103221789413319,1.69286691808096
146.56,0.102457727393584,1.69364027498537
146.561,0.101629014003552,1.69438078241858
146.562,0.100816088432992,1.69513307496832
146.563,0.0999784737640456,1.69591014743059
146.564,0.0992557070638812,1.6966774198598
146.565,0.0984417031477413,1.69742460818344
146.566,0.0976532540544884,1.69816662091932
146.567,0.0976146270736532,1.69889553750976
146.568,0.0969009962262565,1.69964732512766
146.569,0.0956715741340217,1.70046230115256
146.57,0.0947714149841808,1.70117252473539
146.571,0.0940105362199468,1.70179294402388
146.572,0.0931783406810111,1.70241516780698
146.573,0.0923198056839051,1.70304002905349
146.574,0.0915682561189538,1.7036570178986
146.575,0.090684328285351,1.70425836946998
146.576,0.0895278771266409,1.70486232723331
146.577,0.0886919993723981,1.70548927248063
146.578,0.0878894311217624,1.70611621772795
146.579,0.0870439319024803,1.70679111917544
146.58,0.0862017911259031,1.70749753562412
146.581,0.0854535034965894,1.70814150242
146.582,0.0854133174638979,1.7087297514084
146.583,0.0854133174638979,1.70935413922125
146.584,0.0838521966548048,1.7100142519098
146.585,0.0830636327574061,1.71052113529298
146.586,0.0818129275160423,1.71097583949518
146.587,0.0808835593028804,1.71155301141253
146.588,0.0800800344964804,1.71217371188535
146.589,0.0792778102688124,1.71269457775204
146.59,0.0784158168532195,1.71318942020269
146.591,0.0776296865486801,1.71366324247891
146.592,0.0768370972873013,1.71413043541813
146.593,0.07596107601185,1.71459548615937
146.594,0.0752158991215787,1.71505958003458
146.595,0.0739721687495959,1.71552526848093
146.596,0.0731878536487488,1.71599168632938
146.597,0.0731237148042453,1.71642322452811
146.598,0.0731237148042453,1.71684367335662
146.599,0.0714981534494267,1.71725114782372
146.6,0.0707097538280897,1.71765249641276
146.601,0.0699044684974177,1.7180456592809
146.602,0.0691560992483018,1.71843452165255
146.603,0.0682979817707251,1.71882585540514
146.604,0.0675493654560585,1.71921863778432
146.605,0.0667556333236276,1.71960050708245
146.606,0.0659243185488161,1.71997935524726
146.607,0.0650176874747703,1.72028059823059
146.608,0.0638352434896826,1.72058100380552
146.609,0.0630306244551312,1.72089589975823
146.61,0.0623172246043023,1.72121409650115
146.611,0.0615288608407465,1.72148598713885
146.612,0.0608495725264034,1.72174476598844
146.613,0.0599610386087641,1.72207207789592
146.614,0.0591962161522041,1.72248850511994
146.615,0.058387095708741,1.72270762166861
146.616,0.0572935454710594,1.72289668898898
146.617,0.0572356774375473,1.72314004696462
146.618,0.0565149045180492,1.72340621137996
146.619,0.0557219187426498,1.72361569535681
146.62,0.0550706632843588,1.72382190405016
146.621,0.0542238586739862,1.724034763642
146.622,0.0534856277545227,1.72424140245497
146.623,0.0527395837802175,1.72438942972799
146.624,0.0520261383120654,1.72453745700102
146.625,0.0508727692933918,1.72471158299232
146.626,0.0500959179088111,1.72489276167614
146.627,0.0493082292923258,1.72504786542134
146.628,0.0485709646956338,1.72519503587081
146.629,0.0477906657613291,1.72529567811856
146.63,0.0470340780337587,1.7253963203663
146.631,0.0469380051016336,1.72550478246081
146.632,0.0457331794149188,1.72561557655048
146.633,0.0456638767470727,1.72569143876326
146.634,0.0450201998619159,1.72575536955606
146.635,0.0442075576864808,1.72582899017085
146.636,0.0435109813675425,1.72591735937714
146.637,0.0424054638680706,1.72595268330744
146.638,0.0417048139246073,1.72598198460686
146.639,0.0409462882535993,1.72600674920167
146.64,0.0402673970866422,1.72603042457617
146.641,0.0395983843620905,1.72603605997665
146.642,0.0389316658083562,1.72603643128448
146.643,0.0382920742765859,1.7260232189521
146.644,0.0376349618429213,1.72600583845638
146.645,0.0365300700380575,1.72596959748505
146.646,0.0358438257512385,1.72592577833519
146.647,0.035782422301444,1.72586881738026
146.648,0.0351121655563015,1.72580523240304
146.649,0.0343961784712428,1.72572914573035
146.65,0.0337624605566048,1.72565166734268
146.651,0.0337164932654037,1.72557453939588
146.652,0.0323910034272966,1.72549741144908
146.653,0.0317335164325628,1.72538531324078
146.654,0.0310559437527496,1.72525474194679
146.655,0.0302970048004146,1.72511668263311
146.656,0.0292910195780897,1.72497416550517
146.657,0.0285996500293171,1.72482406572545
146.658,0.0279809906916475,1.72467193646055
146.659,0.0273139914554815,1.72449153584563
146.66,0.0266611734236933,1.72430440932583
146.661,0.0259629398031828,1.72414874705937
146.662,0.0253246795733845,1.72399308479292
146.663,0.024705725810552,1.72377098320413
146.664,0.0238137514530476,1.72350998688436
146.665,0.0236540389851484,1.72325495700246
146.666,0.0236486103444374,1.72300209334748
146.667,0.0224478619510323,1.72280115941699
146.668,0.0217040400421661,1.7226002254865
146.669,0.0209894071700615,1.72230955759009
146.67,0.0203550544635628,1.72195602262385
146.671,0.0196834406004359,1.72166779128679
146.672,0.0190413901783573,1.72139413516309
146.673,0.0183666058374294,1.72109826065674
146.674,0.0177163731270625,1.72079561464841
146.675,0.0166848705555825,1.7204652223754
146.676,0.016032066986515,1.72012592473287
146.677,0.0153700916731229,1.71975340805608
146.678,0.0147152577013158,1.7193700115363
146.679,0.0141286752325965,1.71906656506689
146.68,0.0140976068529869,1.71876311859748
146.681,0.0134521322523798,1.7183388518476
146.682,0.0118856227905727,1.71785179937125
146.683,0.0112259241633524,1.71744732867443
146.684,0.0111814712809414,1.71705791120874
146.685,0.0104952767872216,1.71664058792812
146.686,0.00987661346748436,1.71621572619696
146.687,0.00921901896817434,1.71575850766013
146.688,0.0086293302098549,1.71529416940776
146.689,0.00793577111771437,1.71492340077763
146.69,0.00734548723588413,1.71455704373908
146.691,0.00672512111568391,1.71406641556443
146.692,0.00574735871864773,1.71344887064772
