time,tau_e2,tau_e3,tau_e4,tau_sp2,tau_sp3,tau_sp4
5.14300384,-4.90567727325336e-06,2.99055920193055e-06,-0.376022661259391,0.935454,1.89945,0.54315
5.14400384,-4.90567727325336e-06,2.99055920193055e-06,-1.60577041552271,0.935454,1.89945,-0.307572000000112
5.14500384,-4.90567727325336e-06,2.99055920193055e-06,-0.414826984947179,0.935454,1.89945,0.52445924999981
5.14600384,-4.90567727325336e-06,2.99055920193055e-06,-1.00189211185407,0.935454,1.89945,0.120082323825942
5.14700384,-4.90567727325336e-06,2.99055920193055e-06,-1.00189406767958,0.935454,1.89945,0.115872
5.14800384,-4.90567727325336e-06,2.99055920193055e-06,-0.395268563470817,0.935454,1.89945,0.508473410103624
5.14900384,-4.90567727325336e-06,2.99055920193055e-06,-0.376032021850866,0.935454,1.89945,0.539529
5.15000384,-4.90567727325336e-06,2.99055920193055e-06,-0.37603275528543,0.935454,1.89945,0.536012798454689
5.15100384,-4.90567727325336e-06,2.99055920193055e-06,0.23898158347539,0.935454,1.89945,0.944572817725214
5.15200384,-4.90567727325336e-06,2.99055920193055e-06,-0.988986710115022,0.935454,1.89945,0.136715853828323
5.15300384,-4.90567727325336e-06,2.99055920193055e-06,-0.379856105380874,0.935454,1.89945,0.527937726726161
5.15400384,-4.90567727325336e-06,2.99055920193055e-06,-0.376035692460736,0.935454,1.89945,0.948570226037702
5.15500384,-4.90567727325336e-06,2.99055920193055e-06,-0.3760364258953,0.935454,1.89945,0.542506411131321
5.15600384,-4.90567727325336e-06,2.99055920193055e-06,0.246322260735015,0.935454,1.89945,0.535908
5.15700384,-4.90567727325336e-06,2.99055920193055e-06,0.249828095441746,0.935454,1.89945,0.940528170984302
5.15800384,-4.90567727325336e-06,2.99055920193055e-06,-0.327917669643051,0.935454,1.89945,0.955944
5.15900384,-4.90567727325336e-06,2.99055920193055e-06,-0.946342293256268,0.935454,1.89945,0.576675895637004
5.16000384,-4.90567727325336e-06,2.99055920193055e-06,-0.341603154682133,0.935454,1.89945,0.152645659388679
5.16100384,-4.90567727325336e-06,2.99055920193055e-06,-0.947826156181727,0.935454,1.89945,0.546566003046426
5.16200384,-4.90567727325336e-06,2.99055920193055e-06,-0.357989315640713,0.935454,1.89945,0.154075350803688
5.16300384,-4.90567727325336e-06,2.99055920193055e-06,-0.33431757142315,0.935454,1.89945,0.545367862499698
5.16400384,-4.90567727325336e-06,2.99055920193055e-06,-0.934810099836864,0.935454,1.89945,0.155659120171881
5.16500384,-4.90567727325336e-06,2.99055920193055e-06,-0.334320048141371,0.935454,1.89945,0.549256126785462
5.16600384,-4.90567727325336e-06,2.99055920193055e-06,-0.334320700083206,0.935454,1.89945,0.557634
5.16700384,-4.90567727325336e-06,2.99055920193055e-06,-0.334321352025041,0.935454,1.89945,0.557634
5.16800384,-4.90567727325336e-06,2.99055920193055e-06,-0.346211532322701,0.935454,1.89945,0.557634
5.16900384,-4.90567727325336e-06,2.99055920193055e-06,-0.913674087809527,0.935454,1.89945,0.134457130053496
5.17000384,-4.90567727325336e-06,2.99055920193055e-06,-0.303603502647118,0.935454,1.89945,0.576579193807106
5.17100384,-4.90567727325336e-06,2.99055920193055e-06,-0.292600736364364,0.935454,1.89945,0.582981
5.17200384,-4.90567727325336e-06,2.99055920193055e-06,-0.292601306813469,0.935454,1.89945,0.582981
5.17300384,-4.90567727325336e-06,2.99055920193055e-06,0.331512623206817,0.935454,1.89945,0.992907019255166
5.17400384,-4.90567727325336e-06,2.99055920193055e-06,-0.880001557795849,0.935454,1.89945,0.186211626079209
5.17500384,-4.90567727325336e-06,2.99055920193055e-06,-0.265906844394673,0.935454,1.89945,0.570448538693337
5.17600384,-4.90567727325336e-06,2.99055920193055e-06,0.371726762368862,0.935454,1.89945,0.6114238096348
5.17700384,-4.90567727325336e-06,2.99055920193055e-06,-0.244383897122692,0.935454,1.89945,1.02102823457716
5.17800384,-4.90567727325336e-06,2.99055920193055e-06,-0.250878895799753,0.935454,1.89945,0.61702216207828
5.17900384,-4.90567727325336e-06,2.99055920193055e-06,-0.250879384756129,0.935454,1.89945,0.608417884600809
5.18000384,-4.90567727325336e-06,2.99055920193055e-06,-0.20962144637491,0.935454,1.89945,0.608328
5.18100384,-4.90567727325336e-06,2.99055920193055e-06,-0.817731007552263,0.935454,1.89945,0.215182596959737
5.18200384,-4.90567727325336e-06,2.99055920193055e-06,-0.835022332640804,0.935454,1.89945,0.210018
5.18300384,-4.90567727325336e-06,2.99055920193055e-06,-0.835023962495392,0.935454,1.89945,0.210018
5.18400384,-4.90567727325336e-06,2.99055920193055e-06,-0.835025592349979,0.935454,1.89945,0.210018
5.18500384,-4.90567727325336e-06,2.99055920193055e-06,-0.171583512716168,0.935454,1.89945,0.625763133849515
5.18600384,-4.90567727325336e-06,2.99055920193055e-06,-0.167438465446064,0.935454,1.89945,0.661946263934826
5.18700384,-4.90567727325336e-06,2.99055920193055e-06,-0.78206946985675,0.935454,1.89945,0.246952107580357
5.18800384,-4.90567727325336e-06,2.99055920193055e-06,-0.793305090498891,0.935454,1.89945,0.235365
5.18900384,-4.90567727325336e-06,2.99055920193055e-06,-0.793306638860748,0.935454,1.89945,0.235365
5.19000384,-4.90567727325336e-06,2.99055920193055e-06,-0.752722679867463,0.935454,1.89945,0.231842830471553
5.19100384,-4.90567727325336e-06,2.99055920193055e-06,-0.751585338123443,0.935454,1.89945,0.25993123636361
5.19200384,-4.90567727325336e-06,2.99055920193055e-06,-0.137303306958654,0.935454,1.89945,0.664503438565464
5.19300384,-4.90567727325336e-06,2.99055920193055e-06,-0.742932523201747,0.935454,1.89945,0.270477143616906
5.19400384,-4.90567727325336e-06,2.99055920193055e-06,-0.0956125410886113,0.935454,1.89945,0.671096133561545
5.19500384,-4.90567727325336e-06,2.99055920193055e-06,-0.0839996168975761,0.935454,1.89945,0.71225162137403
5.19600384,-4.90567727325336e-06,2.99055920193055e-06,-0.0839997798830349,0.935454,1.89945,0.709837041398821
5.19700384,-4.90567727325336e-06,2.99055920193055e-06,-0.0438568966346971,0.935454,1.89945,0.709716
5.19800384,-4.90567727325336e-06,2.99055920193055e-06,-0.0422757092854008,0.935454,1.89945,0.738083802971073
5.19900384,-4.90567727325336e-06,2.99055920193055e-06,-0.665192181378897,0.935454,1.89945,0.322207666200047
5.20000384,-4.90567727325336e-06,2.99055920193055e-06,-0.0446824108585376,0.935454,1.89945,0.729997699948523
5.20100384,-4.90567727325336e-06,2.99055920193055e-06,-0.00183924224953152,0.935454,1.89945,0.738684
5.20200384,-4.90567727325336e-06,2.99055920193055e-06,-0.000552859413807282,0.935454,1.89945,0.738684
5.20300384,-4.90567727325336e-06,2.99055920193055e-06,-0.018414476636052,0.935454,1.89945,0.763964177276225
5.20400384,-4.90567727325336e-06,2.99055920193055e-06,-1.24787604944183,0.935454,1.89945,-0.0674892377827986
5.20500384,-4.90567727325336e-06,2.99055920193055e-06,0.0264084291315525,0.935454,1.89945,0.721255918855226
5.20600384,-4.90567727325336e-06,2.99055920193055e-06,0.651639813181761,0.935454,1.89945,1.20902411271892
5.20700384,-4.90567727325336e-06,2.99055920193055e-06,0.117041425497932,0.935454,1.89945,0.811042725667314
5.20800384,-4.90567727325336e-06,2.99055920193055e-06,0.0828948620405497,0.935454,1.89945,0.81683972336065
5.20900384,-4.90567727325336e-06,2.99055920193055e-06,-0.518014688300545,0.935454,1.89945,0.818346
5.21000384,-4.90567727325336e-06,2.99055920193055e-06,-0.502418046896619,0.935454,1.89945,0.41010448913064
5.21100384,-4.90567727325336e-06,2.99055920193055e-06,-1.1159838885576,0.935454,1.89945,0.427079148012552
5.21200384,-4.90567727325336e-06,2.99055920193055e-06,-0.534448420100379,0.935454,1.89945,0.0106309429508522
5.21300384,-4.90567727325336e-06,2.99055920193055e-06,-1.07970830458169,0.935454,1.89945,0.422200142325519
5.21400384,-4.90567727325336e-06,2.99055920193055e-06,-1.08513783389172,0.935454,1.89945,0.0253248379965017
5.21500384,-4.90567727325336e-06,2.99055920193055e-06,-0.418599514016927,0.935454,1.89945,0.0217913552960312
5.21600384,-4.90567727325336e-06,2.99055920193055e-06,-0.417807047804346,0.935454,1.89945,0.467720410177188
5.21700384,-4.90567727325336e-06,2.99055920193055e-06,-0.41780786273164,0.935454,1.89945,0.474351
5.21800384,-4.90567727325336e-06,2.99055920193055e-06,-1.00216477593883,0.935454,1.89945,0.0492813013521176
5.21900384,-4.90567727325336e-06,2.99055920193055e-06,-1.00195108834642,0.935454,1.89945,0.047073
5.22000384,-4.90567727325336e-06,2.99055920193055e-06,-0.392570790005814,0.935454,1.89945,0.480432539308489
5.22100384,-4.90567727325336e-06,2.99055920193055e-06,0.887271244341712,0.935454,1.89945,1.31931797776461
5.22200384,-4.90567727325336e-06,2.99055920193055e-06,-0.328651050897402,0.935454,1.89945,0.544621326081071
5.22300384,-4.90567727325336e-06,2.99055920193055e-06,0.323321904730965,0.935454,1.89945,0.940787784653198
5.22400384,-4.90567727325336e-06,2.99055920193055e-06,0.333226097701368,0.935454,1.89945,0.98033965784113
5.22500384,-4.90567727325336e-06,2.99055920193055e-06,-0.249040717198315,0.935454,1.89945,0.569939954887182
5.22600384,-4.90567727325336e-06,2.99055920193055e-06,-0.870329211283239,0.935454,1.89945,0.16800801163392
5.22700384,-4.90567727325336e-06,2.99055920193055e-06,-0.836815771045388,0.935454,1.89945,0.159324
5.22800384,-4.90567727325336e-06,2.99055920193055e-06,-0.221198686767544,0.935454,1.89945,0.589070570992813
5.22900384,-4.90567727325336e-06,2.99055920193055e-06,-0.209193634912805,0.935454,1.89945,0.611949
5.23000384,-4.90567727325336e-06,2.99055920193055e-06,-0.168228641736197,0.935454,1.89945,1.02790016447357
5.23100384,-4.90567727325336e-06,2.99055920193055e-06,-0.167470051637099,0.935454,1.89945,0.64949828978614
5.23200384,-4.90567727325336e-06,2.99055920193055e-06,-0.12740286825754,0.935454,1.89945,0.640917
5.23300384,-4.90567727325336e-06,2.99055920193055e-06,-0.743862818735316,0.935454,1.89945,0.668658263668885
5.23400384,-4.90567727325336e-06,2.99055920193055e-06,-0.711625390302597,0.935454,1.89945,0.260396565718812
5.23500384,-4.90567727325336e-06,2.99055920193055e-06,-0.709889602103856,0.935454,1.89945,0.242607
5.23600384,-4.90567727325336e-06,2.99055920193055e-06,-0.669594577537087,0.935454,1.89945,0.270583644187182
5.23700384,-4.90567727325336e-06,2.99055920193055e-06,-0.668167975988566,0.935454,1.89945,0.271575
5.23800384,-4.90567727325336e-06,2.99055920193055e-06,-1.23322096346142,0.935454,1.89945,-0.122733714491237
5.23900384,-4.90567727325336e-06,2.99055920193055e-06,-0.649448896174745,0.935454,1.89945,0.307286142181164
5.24000384,-4.90567727325336e-06,2.99055920193055e-06,0.0161106408525836,0.935454,1.89945,0.744806694847897
5.24100384,-4.90567727325336e-06,2.99055920193055e-06,-0.580456272510107,0.935454,1.89945,0.360317420198122
5.24200384,-4.90567727325336e-06,0.29987178856435,0.064164783663832,0.935454,2.18026233265949,0.75594205733732
5.24300384,-4.90567727325336e-06,0.00115659540169039,0.0828637989755787,0.935454,1.90934837249614,0.799257174114023
5.24400384,-4.90567727325336e-06,-0.305423207659839,0.12379652677998,0.935454,1.6135305042893,0.800241
5.24500384,-4.90567727325336e-06,-0.00234963129824841,-0.496500800205337,0.935454,1.88743989807379,0.425288170835753
5.24600384,-4.90567727325336e-06,0.306161576678172,-0.460206043071456,0.935454,2.18633770718233,0.405608682320442
5.24700384,-4.90567727325336e-06,0.00425666192273553,0.157678083049302,0.935454,1.90605871760683,0.847913590129388
5.24800384,-4.90567727325336e-06,3.70224685940576e-06,-0.414465222880432,0.935454,1.89945,0.444596752174241
5.24900384,-4.90567727325336e-06,3.70224685940576e-06,0.188383733948255,0.935454,1.89945,0.869602500945019
5.25000384,-4.90567727325336e-06,3.70224685940576e-06,-0.360098192375911,0.935454,1.89945,0.471551248056362
5.25100384,-4.90567727325336e-06,3.70224685940576e-06,0.275000990783532,0.935454,1.89945,0.891141185746657
5.25200384,-4.90567727325336e-06,3.70224685940576e-06,-0.327403645561696,0.935454,1.89945,0.528158383177759
5.25300384,-4.90567727325336e-06,3.70224685940576e-06,-0.293785934746369,0.935454,1.89945,0.517803
5.25400384,-4.90567727325336e-06,3.70224685940576e-06,-0.901872377825225,0.935454,1.89945,0.130101902946713
5.25500384,-4.90567727325336e-06,3.70224685940576e-06,-0.918524562977796,0.935454,1.89945,0.123114
5.25600384,-4.90567727325336e-06,3.70224685940576e-06,-0.27948521167924,0.935454,1.89945,0.556296931424243
5.25700384,-4.90567727325336e-06,3.70224685940576e-06,-0.250937809677725,0.935454,1.89945,0.575739
5.25800384,-4.90567727325336e-06,3.70224685940576e-06,-0.78477376129348,0.935454,1.89945,0.156595842901855
5.25900384,-4.90567727325336e-06,3.70224685940576e-06,-0.178581556116115,0.935454,1.89945,0.608941063577468
5.26000384,-4.90567727325336e-06,3.70224685940576e-06,-0.126507827272734,0.935454,1.89945,0.626433
5.26100384,-4.90567727325336e-06,3.70224685940576e-06,-0.747944486539119,0.935454,1.89945,0.24242411425883
5.26200384,-4.90567727325336e-06,3.70224685940576e-06,-0.711387053500601,0.935454,1.89945,0.231744
5.26300384,-4.90567727325336e-06,3.70224685940576e-06,-0.669393866426233,0.935454,1.89945,0.256357511794255
5.26400384,-4.90567727325336e-06,3.70224685940576e-06,-0.668187759747983,0.935454,1.89945,0.281504942117288
5.26500384,-4.90567727325336e-06,3.70224685940576e-06,-0.0287911388701383,0.935454,1.89945,0.667187671414573
5.26600384,-4.90567727325336e-06,3.70224685940576e-06,-0.571846653674014,0.935454,1.89945,0.313731649387988
5.26700384,-4.90567727325336e-06,3.70224685940576e-06,0.041617118396869,0.935454,1.89945,0.76041
5.26800384,-4.90567727325336e-06,3.70224685940576e-06,0.0811960298560155,0.935454,1.89945,0.76041
5.26900384,-4.90567727325336e-06,3.70224685940576e-06,0.0828477349924308,0.935454,1.89945,0.788029578706054
5.27000384,-4.90567727325336e-06,3.70224685940576e-06,0.123454405764043,0.935454,1.89945,0.789378
5.27100384,-4.90567727325336e-06,3.70224685940576e-06,-1.0502226948823,0.935454,1.89945,-0.00728272461372854
5.27200384,-4.90567727325336e-06,3.70224685940576e-06,-1.08543481873497,0.935454,1.89945,-0.025347
5.27300384,-4.90567727325336e-06,3.70224685940576e-06,-1.65642766815323,0.935454,1.89945,-0.409419509724878
5.27400384,-4.90567727325336e-06,3.70224685940576e-06,-1.66958062604117,0.935454,1.89945,-0.427278
5.27500384,-4.90567727325336e-06,3.70224685940576e-06,-0.426419962513543,0.935454,1.89945,0.420385928571014
5.27600384,-4.90567727325336e-06,3.70224685940576e-06,-0.376130853919871,0.935454,1.89945,0.476412240420726
5.27700384,-4.90567727325336e-06,3.70224685940576e-06,0.912793868722165,0.935454,1.89945,1.30060424684362
5.27800384,-4.90567727325336e-06,3.70224685940576e-06,0.998818506266776,0.935454,1.89945,1.37705711564542
5.27900384,-4.90567727325336e-06,3.70224685940576e-06,1.00077464846576,0.935454,1.89945,1.41108747603893
5.28000384,-4.90567727325336e-06,3.70224685940576e-06,1.65594081617809,0.935454,1.89945,1.82174679262662
5.28100384,-4.90567727325336e-06,3.70224685940576e-06,0.478299368242947,0.935454,1.89945,1.05861383035765
5.28200384,-4.90567727325336e-06,3.70224685940576e-06,-0.15905337277703,0.935454,1.89945,0.62339680320588
5.28300384,-4.90567727325336e-06,3.70224685940576e-06,-0.747276136911353,0.935454,1.89945,0.212437020424577
5.28400384,-4.90567727325336e-06,3.70224685940576e-06,-1.33578720866821,0.935454,1.89945,0.227559420233447
5.28500384,-4.90567727325336e-06,3.70224685940576e-06,-1.33679991239989,0.935454,1.89945,-0.169989239852485
5.28600384,-4.90567727325336e-06,3.70224685940576e-06,-2.51585374649645,0.935454,1.89945,-0.173808
5.28700384,-4.90567727325336e-06,3.70224685940576e-06,-0.645412218847378,0.935454,1.89945,-0.971795669048859
5.28800384,-4.90567727325336e-06,3.70224685940576e-06,-0.585288615451453,0.935454,1.89945,0.287584871680753
5.28900384,-4.90567727325336e-06,3.70224685940576e-06,-0.584757614861642,0.935454,1.89945,0.329060795454514
5.29000384,-4.90567727325336e-06,3.70224685940576e-06,-0.584758755759853,0.935454,1.89945,0.329511
5.29100384,-4.90567727325336e-06,3.70224685940576e-06,0.112382751377172,0.935454,1.89945,0.766353993566631
5.29200384,-4.90567727325336e-06,3.70224685940576e-06,0.124553733067517,0.935454,1.89945,0.778515
5.29300384,-4.90567727325336e-06,3.70224685940576e-06,0.165058208027561,0.935454,1.89945,0.806635928020546
5.29400384,-4.90567727325336e-06,3.70224685940576e-06,0.778304613144489,0.935454,1.89945,1.25024475921168
5.29500384,-4.90567727325336e-06,3.70224685940576e-06,-0.368294669469241,0.935454,1.89945,0.430104409940737
5.29600384,-4.90567727325336e-06,3.70224685940576e-06,0.280118419498815,0.935454,1.89945,0.879208209136876
5.29700384,-4.90567727325336e-06,3.70224685940576e-06,-0.283981393479951,0.935454,1.89945,0.512384373032214
5.29800384,-4.90567727325336e-06,3.70224685940576e-06,-0.292688082569131,0.935454,1.89945,0.5285400521739
5.29900384,-4.90567727325336e-06,3.70224685940576e-06,0.356429794243025,0.935454,1.89945,0.944611781822738
5.30000384,-4.90567727325336e-06,3.70224685940576e-06,-0.184862132779521,0.935454,1.89945,0.573819466171229
5.30100384,-4.90567727325336e-06,3.70224685940576e-06,-0.169731536130444,0.935454,1.89945,0.581634701380092
5.30200384,-4.90567727325336e-06,3.70224685940576e-06,-0.167515691261197,0.935454,1.89945,0.611866948745605
5.30300384,-4.90567727325336e-06,3.70224685940576e-06,-0.126228866485802,0.935454,1.89945,0.611949
5.30400384,-4.90567727325336e-06,3.70224685940576e-06,-0.0838789706618225,0.935454,1.89945,0.641047978146176
5.30500384,-4.90567727325336e-06,3.70224685940576e-06,-0.0429382596719395,0.935454,1.89945,0.669472055011269
5.30600384,-4.90567727325336e-06,3.70224685940576e-06,-0.00276303017949109,0.935454,1.89945,0.69736462444553
5.30700384,-4.90567727325336e-06,3.70224685940576e-06,0.0390531951192216,0.935454,1.89945,0.722953506364104
5.30800384,-4.90567727325336e-06,3.70224685940576e-06,-1.18832556429678,0.935454,1.89945,-0.0636091189418975
5.30900384,-4.90567727325336e-06,3.70224685940576e-06,0.0591683055996556,0.935454,1.89945,0.710055669432474
5.31000384,-4.90567727325336e-06,3.70224685940576e-06,0.0828272715445187,0.935454,1.89945,0.749547
5.31100384,-4.90567727325336e-06,3.70224685940576e-06,-0.488839483543988,0.935454,1.89945,0.375634969308302
5.31200384,-4.90567727325336e-06,3.70224685940576e-06,-0.461844157507652,0.935454,1.89945,0.382260763636363
5.31300384,-4.90567727325336e-06,3.70224685940576e-06,-0.379119894978106,0.935454,1.89945,0.411760238517713
5.31400384,-4.90567727325336e-06,3.70224685940576e-06,-0.995150186809031,0.935454,1.89945,0.0552607003082113
5.31500384,-4.90567727325336e-06,3.70224685940576e-06,-0.355897649170556,0.935454,1.89945,0.456274689963951
5.31600384,-4.90567727325336e-06,3.70224685940576e-06,-0.29359741527035,0.935454,1.89945,0.491908801850396
5.31700384,-4.90567727325336e-06,3.70224685940576e-06,-0.251219786399957,0.935454,1.89945,0.521252602860844
5.31800384,-4.90567727325336e-06,3.70224685940576e-06,-0.209826528490511,0.935454,1.89945,0.549991097003562
5.31900384,-4.90567727325336e-06,3.70224685940576e-06,0.450894002330592,0.935454,1.89945,0.99670197599981
5.32000384,-4.90567727325336e-06,3.70224685940576e-06,-0.117592137564713,0.935454,1.89945,0.605720842794929
5.32100384,-4.90567727325336e-06,3.70224685940576e-06,0.497456799673389,0.935454,1.89945,1.0413009193906
5.32200384,-4.90567727325336e-06,3.70224685940576e-06,-0.084867555508779,0.935454,1.89945,0.641654489790963
5.32300384,-4.90567727325336e-06,3.70224685940576e-06,-0.044392972268687,0.935454,1.89945,0.66122514937965
5.32400384,-4.90567727325336e-06,3.70224685940576e-06,-0.00310908951786959,0.935454,1.89945,0.691309572038391
5.32500384,-4.90567727325336e-06,3.70224685940576e-06,-0.57676310986704,0.935454,1.89945,0.296240274255873
5.32600384,-4.90567727325336e-06,3.70224685940576e-06,0.0677818291140179,0.935454,1.89945,0.738345225460214
5.32700384,-4.90567727325336e-06,3.70224685940576e-06,0.0828211141057262,0.935454,1.89945,0.742305
5.32800384,-4.90567727325336e-06,3.70224685940576e-06,0.16412164812807,0.935454,1.89945,0.798749520869764
5.32900384,-4.90567727325336e-06,3.70224685940576e-06,0.166270235223044,0.935454,1.89945,0.800241
5.33000384,-4.90567727325336e-06,3.70224685940576e-06,-0.372552770188793,0.935454,1.89945,0.417943386829452
5.33100384,-4.90567727325336e-06,3.70224685940576e-06,0.243914532015917,0.935454,1.89945,0.87400168964848
5.33200384,-4.90567727325336e-06,3.70224685940576e-06,-0.327103687028523,0.935454,1.89945,0.471770400000122
5.33300384,-4.90567727325336e-06,3.70224685940576e-06,-0.293798485767795,0.935454,1.89945,0.488166362509529
5.33400384,-4.90567727325336e-06,3.70224685940576e-06,0.355056921229112,0.935454,1.89945,0.926887064774827
5.33500384,-4.90567727325336e-06,3.70224685940576e-06,0.415298124000387,0.935454,1.89945,0.969513240584158
5.33600384,-4.90567727325336e-06,3.70224685940576e-06,-0.153282443958298,0.935454,1.89945,0.997831336834203
5.33700384,-4.90567727325336e-06,3.70224685940576e-06,0.49462591156652,0.935454,1.89945,0.613261036519307
5.33800384,-4.90567727325336e-06,3.70224685940576e-06,-0.0808990167977667,0.935454,1.89945,1.04389262608655
5.33900384,-4.90567727325336e-06,3.70224685940576e-06,-0.0436543542703519,0.935454,1.89945,0.674863875000107
5.34000384,-4.90567727325336e-06,3.70224685940576e-06,-0.618056927152779,0.935454,1.89945,0.690741959999968
5.34100384,-4.90567727325336e-06,3.70224685940576e-06,-0.585973538076006,0.935454,1.89945,0.304810342004417
5.34200384,-4.90567727325336e-06,3.70224685940576e-06,-0.544524645007413,0.935454,1.89945,0.317748964530896
5.34300384,-4.90567727325336e-06,3.70224685940576e-06,0.118123007318698,0.935454,1.89945,0.347019090483594
5.34400384,-4.90567727325336e-06,3.70224685940576e-06,-0.451830042213332,0.935454,1.89945,0.796034138830799
5.34500384,-4.90567727325336e-06,3.70224685940576e-06,-0.459597795928937,0.935454,1.89945,0.79662
5.34600384,-4.90567727325336e-06,3.70224685940576e-06,-0.985082442205689,0.935454,1.89945,0.0164982110673795
5.34700384,-4.90567727325336e-06,3.70224685940576e-06,-1.00201675137999,0.935454,1.89945,0.007242
5.34800384,-4.90567727325336e-06,3.70224685940576e-06,-0.918570070848725,0.935454,1.89945,0.0392333592227966
5.34900384,-4.90567727325336e-06,3.70224685940576e-06,-0.299196365074735,0.935454,1.89945,0.514182
5.35000384,-4.90567727325336e-06,3.70224685940576e-06,-0.211348341399317,0.935454,1.89945,0.514182
5.35100384,-4.90567727325336e-06,3.70224685940576e-06,-0.16797190722493,0.935454,1.89945,0.567928422951842
5.35200384,-4.90567727325336e-06,3.70224685940576e-06,-0.126227848801376,0.935454,1.89945,0.597175690909089
5.35300384,-4.90567727325336e-06,3.70224685940576e-06,-0.0841705155979184,0.935454,1.89945,0.626375063999979
5.35400384,-4.90567727325336e-06,3.70224685940576e-06,-0.660552044594606,0.935454,1.89945,0.23480788763057
5.35500384,-4.90567727325336e-06,3.70224685940576e-06,-0.00096301644603972,0.935454,1.89945,0.680863647657286
5.35600384,-4.90567727325336e-06,3.70224685940576e-06,0.0374067751546586,0.935454,1.89945,0.709553560881798
5.35700384,-4.90567727325336e-06,3.70224685940576e-06,-0.54301047643502,0.935454,1.89945,0.734632890192534
5.35800384,-4.90567727325336e-06,3.70224685940576e-06,-0.49518283894714,0.935454,1.89945,0.341576996172654
5.35900384,-4.90567727325336e-06,3.70224685940576e-06,0.166231483482428,0.935454,1.89945,0.789120215105633
5.36000384,-4.90567727325336e-06,3.70224685940576e-06,0.208032566036243,0.935454,1.89945,0.81838243773583
5.36100384,-4.90567727325336e-06,3.70224685940576e-06,0.249035644754341,0.935454,1.89945,0.846849418867891
5.36200384,-4.90567727325336e-06,3.70224685940576e-06,0.290930724810236,0.935454,1.89945,0.872357930959094
5.36300384,-4.90567727325336e-06,3.70224685940576e-06,0.332840684315919,0.935454,1.89945,0.905004891167379
5.36400384,-4.90567727325336e-06,3.70224685940576e-06,0.333155153157399,0.935454,1.89945,0.90525
5.36500384,-4.90567727325336e-06,3.70224685940576e-06,0.333155805099234,0.935454,1.89945,0.90525
5.36600384,-4.90567727325336e-06,3.70224685940576e-06,0.416400456834784,0.935454,1.89945,0.991940890036172
5.36700384,-4.90567727325336e-06,3.70224685940576e-06,-0.119703351947492,0.935454,1.89945,0.572615139834889
5.36800384,-4.90567727325336e-06,3.70224685940576e-06,0.540107697576785,0.935454,1.89945,1.04181899078331
5.36900384,-4.90567727325336e-06,3.70224685940576e-06,-0.660119041968831,0.935454,1.89945,0.240030929056483
5.37000384,-4.90567727325336e-06,3.70224685940576e-06,-0.00197305747537662,0.935454,1.89945,0.679562465327251
5.37100384,-4.90567727325336e-06,3.70224685940576e-06,-0.576196839062502,0.935454,1.89945,0.282567956996828
5.37200384,-4.90567727325336e-06,3.70224685940576e-06,0.0754738843392802,0.935454,1.89945,0.729952196017969
5.37300384,-4.90567727325336e-06,3.70224685940576e-06,-0.455856867174316,0.935454,1.89945,0.357816112638182
5.37400384,-4.90567727325336e-06,3.70224685940576e-06,0.199178530648115,0.935454,1.89945,0.815654476968613
5.37500384,-4.90567727325336e-06,3.70224685940576e-06,-0.375669570939507,0.935454,1.89945,0.423996157024766
5.37600384,-4.90567727325336e-06,3.70224685940576e-06,-0.334852467750228,0.935454,1.89945,0.452334812171301
5.37700384,-4.90567727325336e-06,3.70224685940576e-06,-0.29249462567181,0.935454,1.89945,0.481743102865889
5.37800384,-4.90567727325336e-06,3.70224685940576e-06,-0.262811983908074,0.935454,1.89945,0.508703462278572
5.37900384,-4.90567727325336e-06,3.70224685940576e-06,-0.835747298107431,0.935454,1.89945,0.116486882525653
5.38000384,-4.90567727325336e-06,3.70224685940576e-06,-0.171249247905609,0.935454,1.89945,0.556313824476392
5.38100384,-4.90567727325336e-06,3.70224685940576e-06,-0.751681373983874,0.935454,1.89945,0.166566
5.38200384,-4.90567727325336e-06,3.70224685940576e-06,-0.741345253699366,0.935454,1.89945,0.166566
5.38300384,-4.90567727325336e-06,3.70224685940576e-06,-0.0423708785131653,0.935454,1.89945,0.648159
5.38400384,-4.90567727325336e-06,3.70224685940576e-06,-0.0542138233563186,0.935454,1.89945,0.64264311626102
5.38500384,-4.90567727325336e-06,3.70224685940576e-06,-0.543062882769803,0.935454,1.89945,0.248352004523692
5.38600384,-4.90567727325336e-06,3.70224685940576e-06,-0.532841493546321,0.935454,1.89945,0.335661715338977
5.38700384,-4.90567727325336e-06,3.70224685940576e-06,0.163432959030649,0.935454,1.89945,0.738996431415864
5.38800384,-4.90567727325336e-06,3.70224685940576e-06,0.207807668372353,0.935454,1.89945,0.810874338266346
5.38900384,-4.90567727325336e-06,3.70224685940576e-06,0.249593507316656,0.935454,1.89945,0.41740146955927
5.39000384,-4.90567727325336e-06,3.70224685940576e-06,0.291865808367814,0.935454,1.89945,0.865726708072945
5.39100384,-4.90567727325336e-06,3.70224685940576e-06,-0.275703232101026,0.935454,1.89945,0.894008700074954
5.39200384,-4.90567727325336e-06,3.70224685940576e-06,0.402801449906768,0.935454,1.89945,0.504432000776313
5.39300384,-4.90567727325336e-06,3.70224685940576e-06,-0.167944560891405,0.935454,1.89945,0.976703295193973
5.39400384,-4.90567727325336e-06,3.70224685940576e-06,-0.125171277655087,0.935454,1.89945,0.587052450568892
