%time,field.header.seq,field.header.stamp,field.header.frame_id,field.wrench.force.x,field.wrench.force.y,field.wrench.force.z,field.wrench.torque.x,field.wrench.torque.y,field.wrench.torque.z
1554455016606866492,162499,1554455016606791635,base_link,-14.043956,0.199049,-11.14616,0.025534,0.869446,0.057632
1554455016608861514,162500,1554455016608802523,base_link,-14.056824,0.23994,-11.141824,0.023555,0.868977,0.056751
1554455016610892131,162501,1554455016610812166,base_link,-14.149402,0.216864,-10.478703,0.023645,0.869756,0.051453
1554455016612889703,162502,1554455016612818214,base_link,-14.146372,0.184419,-10.680581,0.022777,0.870479,0.051812
1554455016614956545,162503,1554455016614883400,base_link,-14.030215,0.285741,-10.958459,0.025191,0.869966,0.055573
1554455016616859240,162504,1554455016616798079,base_link,-14.100069,0.264302,-11.164151,0.025613,0.870059,0.056782
1554455016618878786,162505,1554455016618812840,base_link,-14.113791,0.239455,-11.183683,0.025106,0.870329,0.056771
1554455016620915347,162506,1554455016620848535,base_link,-14.023765,0.19733,-11.746835,0.025847,0.869146,0.062319
1554455016622910234,162507,1554455016622857312,base_link,-14.16567,0.275837,-11.603139,0.025299,0.871129,0.061306
1554455016624911996,162508,1554455016624859535,base_link,-14.099159,0.232736,-11.244954,0.024749,0.869651,0.057164
1554455016626930954,162509,1554455016626872765,base_link,-14.086414,0.27423,-11.12326,0.024407,0.868441,0.056971
1554455016628958390,162510,1554455016628877128,base_link,-14.086773,0.207308,-11.10617,0.024908,0.869366,0.057842
1554455016630942695,162511,1554455016630884805,base_link,-14.134414,0.241926,-10.575845,0.024476,0.870039,0.05017
1554455016632940050,162512,1554455016632886637,base_link,-14.120676,0.152745,-10.57695,0.023546,0.869318,0.050997
1554455016634948890,162513,1554455016634893830,base_link,-14.057544,0.303358,-11.040052,0.024642,0.869785,0.055959
1554455016636964471,162514,1554455016636898312,base_link,-14.084896,0.273648,-11.224416,0.024725,0.869386,0.056956
1554455016638965663,162515,1554455016638909538,base_link,-14.157388,0.24885,-11.141531,0.024807,0.869675,0.056345
1554455016640983289,162516,1554455016640916173,base_link,-14.079325,0.277881,-11.689224,0.024426,0.869591,0.063161
1554455016642984228,162517,1554455016642923176,base_link,-14.181362,0.270008,-11.602422,0.025884,0.870083,0.06109
1554455016644996594,162518,1554455016644932001,base_link,-14.12894,0.23429,-11.206923,0.025052,0.868907,0.057804
1554455016646999453,162519,1554455016646939398,base_link,-14.071936,0.266017,-11.183698,0.025328,0.868908,0.056761
1554455016649004070,162520,1554455016648944318,base_link,-14.072313,0.231824,-11.145196,0.025735,0.869659,0.057211
1554455016651007569,162521,1554455016650951904,base_link,-14.09215,0.26444,-10.539955,0.026282,0.87111,0.050858
1554455016653036480,162522,1554455016652968670,base_link,-14.020397,0.277229,-10.700631,0.025789,0.868705,0.050991
1554455016654793400,162523,1554455016654711011,base_link,-14.100074,0.277936,-11.058315,0.025069,0.870822,0.055334
1554455016656748506,162524,1554455016656684113,base_link,-14.0577,0.256949,-11.14462,0.024958,0.868999,0.057193
1554455016658785315,162525,1554455016658710898,base_link,-14.100854,0.235041,-11.201992,0.024762,0.868127,0.056524
1554455016660767491,162526,1554455016660699010,base_link,-14.109344,0.289763,-11.461409,0.02481,0.871132,0.061135
1554455016662800132,162527,1554455016662744598,base_link,-14.134449,0.306506,-11.684517,0.024578,0.872273,0.061498
1554455016664782451,162528,1554455016664715618,base_link,-14.084906,0.241841,-11.268065,0.024824,0.869183,0.058
1554455016666787131,162529,1554455016666718009,base_link,-14.086186,0.241509,-11.185551,0.025144,0.868996,0.057393
1554455016668799098,162530,1554455016668707803,base_link,-14.11481,0.241505,-11.162879,0.024795,0.868997,0.056757
1554455016670807302,162531,1554455016670738142,base_link,-14.118978,0.152209,-10.700786,0.024186,0.870459,0.051617
1554455016672817474,162532,1554455016672747456,base_link,-14.061695,0.268619,-10.746324,0.025047,0.869383,0.052664
1554455016674812215,162533,1554455016674747206,base_link,-14.04548,0.265052,-11.020381,0.025349,0.868339,0.056172
