time,force,virtual
147.32949024,-3.75675721070435,NaN
147.33049024,-3.73267300125953,NaN
147.33149024,-3.70653990255107,NaN
147.33249024,-3.67803524419592,NaN
147.33349024,-3.64736150861122,NaN
147.33449024,-3.61507552067097,NaN
147.33549024,-3.58165035409931,NaN
147.33649024,-3.54715521056137,NaN
147.33749024,-3.51128451684692,NaN
147.33849024,-3.47357942795513,NaN
147.33949024,-3.43364322368016,NaN
147.34049024,-3.39135530468934,NaN
147.34149024,-3.34699990982278,NaN
147.34249024,-3.30115459612294,NaN
147.34349024,-3.25448269134549,NaN
147.34449024,-3.20762233529903,NaN
147.34549024,-3.16110243414342,NaN
147.34649024,-3.11524697687033,NaN
