idx_id_wdw_csv,idx_interp_spl_csv,K_med_err_csv,B_med_err_csv,M_med_err_csv
100,200,0.2152669,0.0613571551014805,0.0142088829810633
105,200,0.2419109,0.0226797819115318,0.0140182930927685
110,200,0.2168275,0.0427247685683684,0.0233877408426899
115,200,0.2180428,0.048442719113357,0.0278944422628689
120,200,0.1972349,0.0632226868553978,0.0227590622250597
125,200,0.2063058,0.0829132169254068,0.0277237929224998
130,200,0.2040887,0.0730343693334359,0.0210022424585112
135,200,0.2011012,0.0781104803986142,0.018542811366955
140,200,0.1971425,0.086949884611004,0.0177232270889621
145,200,0.1803454,0.0855667596969094,0.0175781742904814
150,200,0.1816057,0.0945026458276506,0.0121185539389116
155,200,0.1809077,0.0967362122479876,0.0056600010005442
160,200,0.1791052,0.0895500955899899,0.00209129682147091
165,200,0.1682686,0.112495849207214,0.00176565366155031
170,200,0.1610636,0.127039407049368,0.00483106992736663
175,200,0.1553841,0.140902881281583,0.0123030592046088
180,200,0.1525798,0.147598864184622,0.0154720611190175
185,200,0.1496699,0.158182271095937,0.0209017064862712
190,200,0.1468136,0.1624675562807,0.0248299444583133
195,200,0.1445621,0.170701059545206,0.0266428013086791
200,200,0.1434762,0.185737657875771,0.028145095420947
205,200,0.1434231,0.186044529067306,0.0281619788354106
210,200,0.1434231,0.186044529067613,0.0281619788353856
215,200,0.1434231,0.186044529067337,0.0281619788353787
220,200,0.1434231,0.186044529067318,0.0281619788354313
225,200,0.1434231,0.186044529067316,0.0281619788354209
230,200,0.1434231,0.186044529067323,0.0281619788353586
235,200,0.1434231,0.186044529067333,0.0281619788353793
240,200,0.1434231,0.186044529067321,0.0281619788353578
245,200,0.1434231,0.186044529067317,0.028161978835391
250,200,0.1434231,0.186044529067317,0.0281619788354433
255,200,0.1434231,0.186044529067341,0.028161978835388
260,200,0.1434231,0.186044529067341,0.0281619788353649
265,200,0.1434231,0.186044529067318,0.0281619788353654
270,200,0.1434231,0.18604452906732,0.0281619788354204
275,200,0.1434231,0.186044529067311,0.0281619788353791
280,200,0.1434231,0.186044529067319,0.0281619788353578
285,200,0.1434231,0.186044529067306,0.0281619788353889
290,200,0.1434231,0.186044529067338,0.028161978835381
295,200,0.1434231,0.186044529067317,0.0281619788353486
300,200,0.1434231,0.186044529067306,0.0281619788353578
100,205,0.1463222,0.0383508773967471,0.00497883855217115
105,205,0.1678519,0.0176394786771884,0.0035791503876235
110,205,0.1542073,0.022673757205554,0.0153551733064063
115,205,0.1507256,0.0333701534340061,0.0136666058300341
120,205,0.1433467,0.0520550188231,0.0219155505934228
125,205,0.1476592,0.0650849818932808,0.0130487627341752
130,205,0.1358699,0.0683463039387506,0.00907166287007026
135,205,0.1434459,0.0591860886990848,0.0127242185553221
140,205,0.1280179,0.0652315350440221,0.00739306703046468
145,205,0.1219765,0.0698954103206562,0.00382142066363241
150,205,0.1202359,0.0737048249374565,0.00202311184602474
155,205,0.1158237,0.0794068065636702,0.000688871629066686
160,205,0.1136572,0.070643631601264,0.00326489140646776
165,205,0.1163016,0.0887047838347173,0.00648745096422043
170,205,0.1028197,0.105025918944236,0.00841254716476114
175,205,0.100441,0.115782632260904,0.0120236340152093
180,205,0.09812546,0.122855652479248,0.0162363943038848
185,205,0.09718551,0.130191267645842,0.0220706259511205
190,205,0.0961732,0.13249420905132,0.0281241148008264
195,205,0.09523729,0.147423250492343,0.0309439406719897
200,205,0.09412558,0.155775225763141,0.0325371782821069
205,205,0.09162827,0.156697361178628,0.0327602371157604
210,205,0.09151829,0.156916741376836,0.0327730185987679
215,205,0.09151829,0.156916741376843,0.0327730185987289
220,205,0.09151829,0.156916741376836,0.0327730185987211
225,205,0.09151829,0.156916741376836,0.0327730185987457
230,205,0.09151829,0.156916741376851,0.0327730185987464
235,205,0.09151829,0.156916741376851,0.0327730185987183
240,205,0.09151829,0.156916741376851,0.0327730185987418
245,205,0.09151829,0.156916741376826,0.0327730185987448
250,205,0.09151829,0.156916741376852,0.0327730185987052
255,205,0.09151829,0.156916741376822,0.0327730185987087
260,205,0.09151829,0.156916741376851,0.0327730185986029
265,205,0.09151829,0.156916741376832,0.0327730185987324
270,205,0.09151829,0.156916741376823,0.0327730185987333
275,205,0.09151829,0.156916741376831,0.0327730185986027
280,205,0.09151829,0.156916741376837,0.0327730185986066
285,205,0.09151829,0.156916741376837,0.0327730185987222
290,205,0.09151829,0.156916741376832,0.0327730185987333
295,205,0.09151829,0.156916741376852,0.0327730185987418
300,205,0.09151829,0.156916741376846,0.0327730185987
100,210,0.08522306,0.00982544577013093,0.00389731550949457
105,210,0.1006679,0.00289250019932992,0.00559781729540743
110,210,0.08109534,0.0102989901702739,0.00665588285582312
115,210,0.09336493,0.0171179237489619,0.00639882445907014
120,210,0.08802981,0.0311726280853516,0.010741399997529
125,210,0.07491281,0.0419157670867012,0.0103733341860318
130,210,0.08183659,0.0295258022286555,0.000252933722690862
135,210,0.07564599,0.0449224125766832,0.00312240210045944
140,210,0.06643808,0.0565491787308021,0.00446293607191709
145,210,0.05414102,0.0615184517441156,0.0040238954403569
150,210,0.05697795,0.0587911899094342,0.0064368366616228
155,210,0.05718951,0.065260109579913,0.00895200803123516
160,210,0.04852251,0.0567029893412848,0.0137681732247547
165,210,0.04953057,0.0723497649616448,0.0183560878754681
170,210,0.04580514,0.0782170726929077,0.0174647037748741
175,210,0.04288493,0.0872837516759202,0.0172615105525437
180,210,0.03940354,0.0931446407331997,0.0201813839405189
185,210,0.03737346,0.0968221498322349,0.0283437591233375
190,210,0.03912517,0.102245786144502,0.0319428111241551
195,210,0.03822828,0.109559219891233,0.0345735374537219
200,210,0.03569565,0.107589707065578,0.0361342942095351
205,210,0.03307637,0.125231113346859,0.0380072637683099
210,210,0.03189141,0.128478369612856,0.0392853222687867
215,210,0.03184564,0.128838011176894,0.0393356245711927
220,210,0.03184564,0.128838011176944,0.0393356245711879
225,210,0.03184564,0.128838011176918,0.0393356245711857
230,210,0.03184564,0.128838011176896,0.0393356245711751
235,210,0.03184564,0.12883801117694,0.0393356245711004
240,210,0.03184564,0.128838011176913,0.0393356245711748
245,210,0.03184564,0.128838011176896,0.0393356245711666
250,210,0.03184564,0.128838011176896,0.0393356245711899
255,210,0.03184564,0.128838011176896,0.0393356245711807
260,210,0.03184564,0.128838011176895,0.0393356245711849
265,210,0.03184564,0.128838011176919,0.03933562457112
270,210,0.03184564,0.128838011176896,0.0393356245711002
275,210,0.03184564,0.128838011176919,0.0393356245711189
280,210,0.03184564,0.128838011176902,0.0393356245711102
285,210,0.03184564,0.128838011176879,0.0393356245711807
290,210,0.03184564,0.128838011176907,0.0393356245711896
295,210,0.03184564,0.128838011176891,0.0393356245711896
300,210,0.03184564,0.128838011176896,0.0393356245711897
100,215,0.04778323,0.00886196043151655,0.012031827090971
105,215,0.06296801,0.0172597490158788,0.00982959451614788
110,215,0.05492052,0.00124063557664863,0.00311498744780906
115,215,0.04716982,0.00146608863680283,0.000253374877202117
120,215,0.03739886,0.0173102204056113,0.00221374766748032
125,215,0.04093879,0.0220280670733633,0.00785696400283661
130,215,0.04979161,0.0203694355743237,0.00771644744617347
135,215,0.03230471,0.0347225067484927,0.0104524923615018
140,215,0.02778691,0.0475778836441346,0.0139601133280746
145,215,0.0180166,0.0483797339879732,0.0138674555033887
150,215,0.01794488,0.0486402618138461,0.01590608915901
155,215,0.0174845,0.0526111852815661,0.0159757451105421
160,215,0.008962467,0.0553742498415525,0.0168565215726787
165,215,0.004277584,0.0674952783845755,0.0212998996452451
170,215,0.001734706,0.0715560586152807,0.0222508694227003
175,215,0.003084564,0.0701444862570013,0.026454408562386
180,215,0.002858843,0.072704311757524,0.0291861565386129
185,215,0.00279116,0.0783186870974183,0.03268360617383
190,215,0.004747663,0.0827489629962706,0.0389030872540704
195,215,0.005212511,0.090584815966626,0.0362128614358664
200,215,0.006379155,0.0916277402588186,0.0373406182580381
205,215,0.009033312,0.0972156933336992,0.0416778550276766
210,215,0.01049412,0.108946034960901,0.0427920579441808
215,215,0.01125554,0.112639711785634,0.0445912584578504
220,215,0.01129706,0.113728835434641,0.0452456102552595
225,215,0.01129706,0.113728835434673,0.0452456102552915
230,215,0.01129706,0.113728835434662,0.0452456102552769
235,215,0.01129706,0.113728835434365,0.0452456102552816
240,215,0.01129706,0.11372883543436,0.0452456102552514
245,215,0.01129706,0.113728835434639,0.0452456102552766
250,215,0.01129706,0.113728835434355,0.0452456102552764
255,215,0.01129706,0.113728835434361,0.0452456102552571
260,215,0.01129706,0.113728835434642,0.0452456102552658
265,215,0.01129706,0.113728835434675,0.0452456102552816
270,215,0.01129706,0.113728835434366,0.0452456102552814
275,215,0.01129706,0.113728835434639,0.0452456102552816
280,215,0.01129706,0.113728835434635,0.0452456102552571
285,215,0.01129706,0.113728835434371,0.0452456102552816
290,215,0.01129706,0.11372883543436,0.0452456102552819
295,215,0.01129706,0.113728835434665,0.0452456102552819
300,215,0.01129706,0.113728835434365,0.0452456102552573
100,220,0.0002440316,0.028750822292932,0.0165586567211386
105,220,0.02227315,0.0337307270928227,0.00946285527647102
110,220,0.009592111,0.0190294459811483,0.00851689677173306
115,220,0.009226554,0.01551569900041,0.00433440051933594
120,220,0.003726196,0.00134339927400455,0.00237661923144598
125,220,0.003193011,0.00951680524670806,0.000431460555826805
130,220,0.003500366,0.00526579926043969,0.00821337138513456
135,220,0.003115845,0.0131306997499934,0.0164392810559342
140,220,0.002923584,0.0227961943149572,0.0178170324779373
145,220,0.02379532,0.0371866924077306,0.0210831556897334
150,220,0.02778462,0.0438447467317505,0.0231106894100195
155,220,0.02209658,0.0456425020735344,0.0232169516694331
160,220,0.03195506,0.0485718687526771,0.0227281472440743
165,220,0.04008658,0.0567596452447123,0.0250838041631002
170,220,0.04194478,0.0573327938103598,0.0299430056458442
175,220,0.04681113,0.0592982085724776,0.0306247664393453
180,220,0.04952,0.0596248411749685,0.0316500226137889
185,220,0.04536089,0.0628918604737592,0.0369792941770123
190,220,0.0431269,0.0719974838178182,0.0395319748643745
195,220,0.03995427,0.0680493736823138,0.0397510904256106
200,220,0.04127557,0.0684678060280193,0.0410916400004885
205,220,0.04238259,0.0724878811590643,0.0432166585059877
210,220,0.04353442,0.0842355928362739,0.0449041565441394
