idx_id_wdw_csv,idx_interp_spl_csv,K_med_err_csv,B_med_err_csv,M_med_err_csv
100,200,1.964741,0.0761415007865697,0.0667752019408674
105,200,2.097501,0.088077944049486,0.0163809202649195
110,200,2.119644,0.162435437518683,0.0139748702661924
115,200,1.90023,0.153068283371386,0.023461874290536
120,200,2.105143,0.142516422970852,0.0548031728353135
125,200,1.947303,0.119380056347688,0.0474619122416499
130,200,2.032849,0.186942105655894,0.0521002211354604
135,200,1.937418,0.191002208548547,0.0422085214228366
140,200,1.833613,0.117638176541218,0.0288925111905729
145,200,1.899306,0.109642781984564,0.0193885823413344
150,200,1.842093,0.196646596589862,0.0249122685531395
155,200,1.863344,0.195150073189964,0.0198387252650435
160,200,1.811883,0.0853365034019094,9.10427049548103e-05
165,200,1.823459,0.0635529695245653,0.0123924651704743
170,200,1.843873,0.0705390267468613,0.007827499287687
175,200,1.882586,0.0563634134484004,0.00227565004141926
180,200,1.838333,0.0286080291574488,0.00826831549849591
185,200,1.802877,0.0378647100698193,0.0133216287238433
190,200,1.772381,0.0462967453323037,0.0293591104468811
195,200,1.689577,0.00165735672325066,0.0510333831525573
200,200,1.758568,0.0639846342257897,0.0504414680881544
205,200,1.758566,0.0695656989053171,0.0655155974985566
210,200,1.758566,0.069565698905466,0.0655155974985271
215,200,1.758566,0.0695656989053709,0.0655155974985332
220,200,1.758566,0.0695656989053137,0.0655155974985284
225,200,1.758566,0.0695656989053315,0.0655155974985308
230,200,1.758566,0.0695656989053148,0.0655155974985338
235,200,1.674722,0.069565698905346,0.0734793170459204
240,200,1.674722,0.0695656989053625,0.073479317045916
245,200,1.674722,0.0695656989054456,0.0734793170459198
250,200,1.674722,0.0695656989054321,0.0734793170459104
255,200,1.674722,0.0695656989053625,0.0734793170459182
260,200,1.590877,0.0695656989053153,0.0814430365932994
265,200,1.590877,0.0695656989053712,0.0814430365933158
270,200,1.590877,0.0695656989053714,0.0814430365933039
275,200,1.674722,0.0695656989053529,0.0734793170459204
280,200,1.674722,0.0695656989053778,0.0734793170459195
285,200,1.674722,0.0695656989053597,0.0734793170459201
290,200,1.674722,0.0695656989052678,0.0734793170459279
295,200,1.674722,0.069565698905383,0.073479317045915
300,200,1.674722,0.0695656989053623,0.0734793170459312
100,205,1.834161,0.00306940612688839,0.0780736517552089
105,205,1.834574,0.0979026758691728,0.0146455275362792
110,205,1.855441,0.173710206028028,0.0012073384496463
115,205,1.736827,0.276131072506534,0.0213810384079633
120,205,1.924182,0.222166606879488,0.0479252835451297
125,205,1.787115,0.228162491357183,0.029720014841668
130,205,1.830087,0.132975285012461,0.0323945238040592
135,205,1.889415,0.148182264469448,0.027550647037919
140,205,1.685614,0.110746735417401,0.0161750366425782
145,205,1.599342,0.131416295926009,0.00225610673020674
150,205,1.597537,0.175570745835752,5.71044792239763e-05
155,205,1.535787,0.18595729545932,0.000458662804264019
160,205,1.434802,0.1480196771058,0.00870686326772912
165,205,1.520333,0.12160980900373,0.00830328422649534
170,205,1.612081,0.14271822065654,0.00953704535435846
175,205,1.495307,0.163648987700619,0.0127571101925463
180,205,1.634848,0.107979642798795,0.00974828266159007
185,205,1.620177,0.162516354327432,0.0147059224739641
190,205,1.448362,0.163358898443411,0.0314612328552306
195,205,1.488529,0.124913802011148,0.0318887072469746
200,205,1.511204,0.0422829539529326,0.0341547332891974
205,205,1.492495,0.00810628192564361,0.0366472091972949
210,205,1.491623,0.00836621271576958,0.0368786598243002
215,205,1.402471,0.00836621271574826,0.0893904179518021
220,205,1.339203,0.008366212715772,0.0896799179729132
225,205,1.339203,0.00836621271576619,0.0896799179728723
230,205,1.339203,0.00836621271577281,0.0896799179728805
235,205,1.402471,0.008366212715767,0.0893904179518344
240,205,1.402471,0.008366212715741,0.0893904179517967
245,205,1.402471,0.00836621271575779,0.0893904179518398
250,205,1.447047,0.00836621271571629,0.0896799179729037
255,205,1.447047,0.00836621271576247,0.0896799179729097
260,205,1.402471,0.00836621271573809,0.0899694179939454
265,205,1.447047,0.00836621271576215,0.0896799179728793
270,205,1.447047,0.00836621271576619,0.0896799179728997
275,205,1.402471,0.00836621271576958,0.0899694179939781
280,205,1.402471,0.00836621271576457,0.0899694179939724
285,205,1.402471,0.00836621271573373,0.0899694179939711
290,205,1.402471,0.00836621271573373,0.0899694179939709
295,205,1.402471,0.00836621271576215,0.089969417993972
300,205,1.402471,0.00836621271577039,0.0899694179939701
100,210,1.742882,0.0473726179129098,0.0980569152127036
105,210,1.784639,0.13882121975868,0.0281961372015249
110,210,1.649719,0.147301390314617,0.0195015543524435
115,210,1.695243,0.128840206249567,0.00501011678404931
120,210,1.777075,0.146574320064373,0.0345067483739511
125,210,1.62561,0.103157151800237,0.0158926020739733
130,210,1.651807,0.0429539209727434,0.0180367700484407
135,210,1.733271,0.0954169830678815,0.0180693001302901
140,210,1.538982,0.0656218750056327,0.0116620107984869
145,210,1.462957,0.115406044371628,0.00624989806487968
150,210,1.475458,0.157165097606347,0.0121248062454289
155,210,1.470669,0.196190545234017,0.0150780253516582
160,210,1.347409,0.217235834426584,0.0291088467048022
165,210,1.353178,0.162882298901188,0.0159012539772663
170,210,1.421185,0.154813127569583,0.01258403081542
175,210,1.467345,0.165524329330169,0.0159398711628844
180,210,1.453689,0.17354437529746,0.0293039791812912
185,210,1.46211,0.184328820085837,0.0274328156918651
190,210,1.428244,0.151572190874874,0.0547031587716212
195,210,1.398604,0.10886000184612,0.050281149993434
200,210,1.405242,0.0440896537063736,0.0566722825218648
205,210,1.405024,0.035322638068254,0.0602731951294891
210,210,1.39689,0.0146886565197784,0.0708380769150934
215,210,1.390056,0.0138619504960081,0.0729631411846078
220,210,1.390056,0.0138619504960549,0.0729631411846432
225,210,1.390056,0.0138619504960124,0.0729631411845831
230,210,1.390056,0.0138619504960228,0.0729631411845894
235,210,1.390056,0.0138619504960462,0.0729631411845899
240,210,1.390056,0.0138619504960562,0.0729631411845898
245,210,1.390056,0.0138619504960174,0.0729631411845991
250,210,1.376463,0.013861950496041,0.0825002071503061
255,210,1.376463,0.0138619504960504,0.0825002071502718
260,210,1.36287,0.0138619504960412,0.0920372731159877
265,210,1.36287,0.0138619504960326,0.0920372731160167
270,210,1.36287,0.0138619504960462,0.0920372731160172
275,210,1.36287,0.0138619504960326,0.0920372731159612
280,210,1.36287,0.0138619504960228,0.0920372731160186
285,210,1.36287,0.0138619504960442,0.0920372731160172
290,210,1.36287,0.0138619504960326,0.0920372731159607
295,210,1.36287,0.0138619504960326,0.09203727311598
300,210,1.36287,0.0138619504960431,0.09203727311598
100,215,1.635418,0.058857626740658,0.097771014164936
105,215,1.78414,0.126183263956807,0.0421739948928352
110,215,1.711495,0.167968968192632,0.0197111847758926
115,215,1.416862,0.211850253120319,0.00982272106453503
120,215,1.666415,0.159652198352998,0.024895726188361
125,215,1.64035,0.143252580745275,0.0265847584444053
130,215,1.608265,0.173932534793521,0.003192933325979
135,215,1.587223,0.137291686459338,0.0188372135074409
140,215,1.412952,0.127993058574082,0.0155034561069868
145,215,1.371369,0.10733522438983,0.0115841104337755
150,215,1.37204,0.134369887749904,0.0144773276265956
155,215,1.489766,0.174837263153082,0.0338390202163649
160,215,1.279976,0.242526668485714,0.0332269616160447
165,215,1.361215,0.225858744493445,0.02872984511849
170,215,1.320161,0.163974101644474,0.0225786911073966
175,215,1.327919,0.153486906462995,0.00971441142364344
180,215,1.355896,0.165057947119261,0.0134076465743571
185,215,1.302571,0.167635880370762,0.0172274600247481
190,215,1.268042,0.174694726927142,0.0286764530499027
195,215,1.261366,0.161071826308206,0.0337563646462113
200,215,1.260787,0.141268865140051,0.0363671213300262
205,215,1.333246,0.0881553522282279,0.0538697666479046
210,215,1.382836,0.067635790955644,0.076018229670405
215,215,1.268939,0.0266016682989062,0.0912003623131641
220,215,1.268061,0.0252013236091372,0.0920729279125537
225,215,1.268061,0.0252013236091742,0.0920729279125728
230,215,1.268061,0.0252013236091813,0.0920729279125679
235,215,1.268061,0.0252013236091504,0.0920729279125557
240,215,1.268061,0.0252013236091514,0.0920729279125638
245,215,1.268061,0.0252013236091808,0.0920729279125475
250,215,1.268061,0.0252013236091821,0.0920729279125267
255,215,1.268061,0.0252013236091832,0.0920729279125679
260,215,1.263806,0.0252013236091805,0.0971606241955441
265,215,1.263806,0.0252013236091738,0.0971606241955186
270,215,1.263806,0.0252013236091813,0.0971606241955152
275,215,1.263806,0.0252013236091406,0.0971606241955495
280,215,1.263806,0.0252013236091541,0.097160624195545
285,215,1.259551,0.0252013236092323,0.102248320478479
290,215,1.259551,0.025201323609169,0.102248320478479
295,215,1.263806,0.0252013236091845,0.0971606241955227
300,215,1.263806,0.0252013236091817,0.0971606241955124
100,220,1.405893,0.0856462230848331,0.112459478329573
105,220,1.56736,0.161810636474617,0.0489951763925946
110,220,1.376697,0.269093278878837,0.00371783721122914
