time,spline_interp_window,mean_error_neg,mean_error_pos
220,200,-0.000421987897422844,0.000421987897422847
223,200,-0.000401679906842927,0.000401679906842926
226,200,-0.000381627412837639,0.000381627412837646
229,200,-0.000361852580096593,0.000361852580096589
232,200,-0.000342376082796875,0.000342376082796879
235,200,-0.000323217138259912,0.000323217138259912
238,200,-0.000304393541526092,0.000304393541526095
241,200,-0.000285921700745151,0.000285921700745147
244,200,-0.000267816673283418,0.000267816673283419
247,200,-0.000250092202453421,0.000250092202453422
250,200,-0.000232760754774565,0.000232760754774566
253,200,-0.000215833557677309,0.000215833557677305
256,200,-0.000199320637566969,0.000199320637566972
259,200,-0.000183230858165686,0.000183230858165685
262,200,-0.000167571959055912,0.000167571959055915
265,200,-0.000152350594350271,0.000152350594350269
268,200,-0.000137572371417279,0.000137572371417281
271,200,-0.000123241889594652,0.000123241889594652
274,200,-0.000109362778825459,0.000109362778825463
277,200,-9.59377381553081e-05,9.59377381553058e-05
280,200,-8.29685740320892e-05,8.29685740320896e-05
283,200,-7.04562383521031e-05,7.04562383521037e-05
286,200,-5.84008662005582e-05,5.84008662005603e-05
289,200,-4.68018132359422e-05,4.68018132359411e-05
292,200,-3.5657692672094e-05,3.56576926720961e-05
295,200,-2.49664118132252e-05,2.49664118132254e-05
298,200,-1.47252081013488e-05,1.47252081013494e-05
1,205,-1.96634153404318e-10,1.96634153404318e-10
4,205,-2.83919380430733e-06,1.77349515671757e-07
7,205,-8.98223434573338e-06,-2.51761466997846e-07
10,205,-1.64714125045453e-05,-1.6647131372744e-06
13,205,-2.34345060570262e-05,-3.68814874060525e-06
16,205,-2.89348367680258e-05,-5.54003738995291e-06
19,205,-3.30700292621645e-05,-6.42250593591802e-06
22,205,-3.6613905101167e-05,-6.11892492440016e-06
25,205,-4.06650386157579e-05,-5.22423302964573e-06
28,205,-4.63759503661335e-05,-4.920099487397e-06
31,205,-5.44626042099102e-05,-6.58651234338928e-06
34,205,-6.50006148546096e-05,-1.12658878439311e-05
37,205,-7.77043095208821e-05,-1.90881147093465e-05
40,205,-9.23541043070897e-05,-2.89174148125286e-05
43,205,-0.000108815066478516,-3.80828949034193e-05
46,205,-0.000127032295551471,-4.29827001441239e-05
49,205,-0.000146937107493503,-4.09581904653502e-05
52,205,-0.000168162710692528,-3.15854896377692e-05
55,205,-0.000189983893029754,-1.69410987322059e-05
58,205,-0.000211363045869159,-5.94288976103693e-07
61,205,-0.000231190431352579,1.39697224259245e-05
64,205,-0.000248970587450686,2.49077115984231e-05
67,205,-0.000265022988385124,3.21284011924859e-05
70,205,-0.000280366393686817,3.69114892323286e-05
73,205,-0.000296329436289988,4.13945321316804e-05
76,205,-0.000314136396314483,4.79179597834263e-05
79,205,-0.000334687395639155,5.79497045914932e-05
82,205,-0.000358645422748712,7.13908873632601e-05
85,205,-0.000386489618299715,8.70923587340627e-05
88,205,-0.00041814539163965,0.0001037545755174
91,205,-0.000452761822623932,0.000120511214404657
94,205,-0.000488846124410454,0.000137128632105763
97,205,-0.000524891367404846,0.000154016842674467
100,205,-0.000559674290965566,0.000172031146851434
103,205,-0.000592344688594169,0.000191918351453094
106,205,-0.000622537277798816,0.000213418916046118
109,205,-0.000650235753275503,0.000235149461935187
112,205,-0.000675819468477747,0.000255640981067467
115,205,-0.000699731406929329,0.00027460710439115
118,205,-0.00072161963141459,0.000292986935175419
121,205,-0.000740550219771733,0.000312323700304264
124,205,-0.000756169888509313,0.00033386426936806
127,205,-0.000768949794529373,0.000358021061160273
130,205,-0.000779486213899693,0.000384260417538857
133,205,-0.000787868543609022,0.00041148325895906
136,205,-0.000793873033941247,0.000438444332337963
139,205,-0.000797704201848051,0.000464061610922511
142,205,-0.000800200472570331,0.000487599642125213
145,205,-0.000802505540367887,0.000508702701507392
148,205,-0.000805302205617525,0.00052731371809249
151,205,-0.000808440762460826,0.000543497817569069
154,205,-0.000811250042491848,0.000557337294304463
157,205,-0.000813096668060578,0.000568892560562946
160,205,-0.00081333045553532,0.000578059058412558
163,205,-0.00081110787135916,0.000584574332487437
166,205,-0.00080544834372608,0.000588379934865821
169,205,-0.000795412284059119,0.000590050224238371
172,205,-0.000780687192887421,0.000590678378189627
175,205,-0.000761473409439374,0.000591289397771017
178,205,-0.000737941643290637,0.000592344309248308
181,205,-0.000710520177542021,0.000593684449058788
184,205,-0.000680579385673239,0.00059473265529847
187,205,-0.000650361856648597,0.000594638564580844
190,205,-0.000622088224895844,0.000592390381839209
193,205,-0.00059740275566136,0.000586917055386912
196,205,-0.000576944093570916,0.000577414518847837
199,205,-0.000560032964012287,0.000563734743589903
202,205,-0.000544378462886087,0.00054642358797337
205,205,-0.000526476186782437,0.00052647618678243
208,205,-0.000505277569061655,0.000505277569061657
211,205,-0.00048420016681234,0.000484200166812341
214,205,-0.00046327406232812,0.000463274062328119
217,205,-0.000442527696743222,0.000442527696743218
220,205,-0.000421987897422844,0.000421987897422847
223,205,-0.000401679906842927,0.000401679906842926
226,205,-0.000381627412837639,0.000381627412837646
229,205,-0.000361852580096593,0.000361852580096589
232,205,-0.000342376082796875,0.000342376082796879
235,205,-0.000323217138259912,0.000323217138259912
238,205,-0.000304393541526092,0.000304393541526095
241,205,-0.000285921700745151,0.000285921700745147
244,205,-0.000267816673283418,0.000267816673283419
247,205,-0.000250092202453421,0.000250092202453422
250,205,-0.000232760754774565,0.000232760754774566
253,205,-0.000215833557677309,0.000215833557677305
256,205,-0.000199320637566969,0.000199320637566972
259,205,-0.000183230858165686,0.000183230858165685
262,205,-0.000167571959055912,0.000167571959055915
265,205,-0.000152350594350271,0.000152350594350269
268,205,-0.000137572371417279,0.000137572371417281
271,205,-0.000123241889594652,0.000123241889594652
274,205,-0.000109362778825459,0.000109362778825463
277,205,-9.59377381553081e-05,9.59377381553058e-05
280,205,-8.29685740320892e-05,8.29685740320896e-05
283,205,-7.04562383521031e-05,7.04562383521037e-05
286,205,-5.84008662005582e-05,5.84008662005603e-05
289,205,-4.68018132359422e-05,4.68018132359411e-05
292,205,-3.5657692672094e-05,3.56576926720961e-05
295,205,-2.49664118132252e-05,2.49664118132254e-05
298,205,-1.47252081013488e-05,1.47252081013494e-05
1,210,-1.96634153404318e-10,1.96634153404318e-10
4,210,-2.61707716075569e-06,1.17302165307434e-07
7,210,-8.21625788503271e-06,-4.58837889966068e-07
10,210,-1.48545310710622e-05,-2.10182839365654e-06
13,210,-2.06743725130581e-05,-4.4343406298193e-06
16,210,-2.47538019938294e-05,-6.67037174997948e-06
19,210,-2.72051421559321e-05,-8.00807664334257e-06
22,210,-2.88169125790465e-05,-8.22685389439579e-06
25,210,-3.070238561184e-05,-7.91767021596067e-06
28,210,-3.40287798324548e-05,-8.25822288237339e-06
31,210,-3.95267571164656e-05,-1.06245279779585e-05
34,210,-4.72866301893303e-05,-1.60550297876105e-05
37,210,-5.70374242896603e-05,-2.46756450702373e-05
40,210,-6.85742535337413e-05,-3.5346623737307e-05
43,210,-8.17768832048274e-05,-4.53931005773829e-05
46,210,-9.66051108371608e-05,-5.12092487911219e-05
49,210,-0.000113004950416249,-5.01324563478477e-05
52,210,-0.000130624308347953,-4.17348750568031e-05
55,210,-0.000148752670531416,-2.80890340273931e-05
58,210,-0.00016636712634858,-1.27602325256605e-05
61,210,-0.000182372635959219,7.7028420519742e-07
64,210,-0.000196288435351955,1.06632642511389e-05
67,210,-0.000208448696766369,1.68314022246718e-05
70,210,-0.000219886877751359,2.05583681114122e-05
73,210,-0.000231946309259076,2.39856902865254e-05
76,210,-0.000245865969427306,2.94577706042928e-05
79,210,-0.000262560678152851,3.84465134300585e-05
82,210,-0.000282708121938396,5.08570115326094e-05
85,210,-0.00030680213945842,6.55440875087009e-05
88,210,-0.000334782838078366,8.12121701332427e-05
91,210,-0.000365813995671596,9.69989080590403e-05
94,210,-0.000398417523413948,0.00011267462995742
97,210,-0.000431101189729004,0.000128653321843561
100,210,-0.000462656431993158,0.000145794256419521
103,210,-0.00049224774172593,0.000164848212463161
106,210,-0.000519524534453414,0.000185559621502555
109,210,-0.000544485202889564,0.000206549076803803
112,210,-0.000567523798505829,0.00022635154227547
115,210,-0.000589098002843946,0.000244684620827184
118,210,-0.000608870576706222,0.000262491387689527
121,210,-0.000625922295948776,0.000281319041707894
124,210,-0.000639914575098126,0.000302418424434092
127,210,-0.000651333269074265,0.000326205926622982
130,210,-0.000660789351962917,0.000352151862093944
133,210,-0.000668386918770774,0.000379161123263635
136,210,-0.000673916917799676,0.00040599242901055
139,210,-0.000677598564019257,0.000431567724543038
142,210,-0.000680284980688349,0.000455155529235028
145,210,-0.000683134560084702,0.000476404090609257
148,210,-0.000686844800603081,0.000495260309650574
151,210,-0.000691280694403012,0.000511793284008962
154,210,-0.000695785771096486,0.000526089280013159
157,210,-0.000699741351051452,0.000538212681888866
160,210,-0.000702511948654153,0.000548062903665524
163,210,-0.000703268728365625,0.000555381461938679
166,210,-0.000701045816397807,0.000560113880747995
169,210,-0.00069491832219167,0.000562838490745539
172,210,-0.000684588444294323,0.000564652441477265
175,210,-0.000670271219952076,0.000566584705956006
178,210,-0.000652152056758562,0.000569100282408963
181,210,-0.000630673935832514,0.000572044479234815
184,210,-0.00060722192867162,0.000574844106491005
187,210,-0.000584053322258109,0.00057665277275241
190,210,-0.000563403449037696,0.000576462654913779
193,210,-0.000546931272274691,0.000573206673249838
196,210,-0.000535290134612829,0.000566084733345923
199,210,-0.000527815459457815,0.000554952778531299
202,210,-0.000522231040728241,0.000540360639127706
205,210,-0.000515047173032131,0.000523307421880716
208,210,-0.000502947675940247,0.000504585593906032
211,210,-0.00048420016681234,0.000484200166812341
214,210,-0.00046327406232812,0.000463274062328119
217,210,-0.000442527696743222,0.000442527696743218
220,210,-0.000421987897422844,0.000421987897422847
223,210,-0.000401679906842927,0.000401679906842926
226,210,-0.000381627412837639,0.000381627412837646
229,210,-0.000361852580096593,0.000361852580096589
232,210,-0.000342376082796875,0.000342376082796879
235,210,-0.000323217138259912,0.000323217138259912
238,210,-0.000304393541526092,0.000304393541526095
241,210,-0.000285921700745151,0.000285921700745147
244,210,-0.000267816673283418,0.000267816673283419
247,210,-0.000250092202453421,0.000250092202453422
250,210,-0.000232760754774565,0.000232760754774566
253,210,-0.000215833557677309,0.000215833557677305
256,210,-0.000199320637566969,0.000199320637566972
259,210,-0.000183230858165686,0.000183230858165685
262,210,-0.000167571959055912,0.000167571959055915
265,210,-0.000152350594350271,0.000152350594350269
268,210,-0.000137572371417279,0.000137572371417281
271,210,-0.000123241889594652,0.000123241889594652
274,210,-0.000109362778825459,0.000109362778825463
277,210,-9.59377381553081e-05,9.59377381553058e-05
280,210,-8.29685740320892e-05,8.29685740320896e-05
283,210,-7.04562383521031e-05,7.04562383521037e-05
286,210,-5.84008662005582e-05,5.84008662005603e-05
289,210,-4.68018132359422e-05,4.68018132359411e-05
292,210,-3.5657692672094e-05,3.56576926720961e-05
295,210,-2.49664118132252e-05,2.49664118132254e-05
298,210,-1.47252081013488e-05,1.47252081013494e-05
1,215,-1.96634153404318e-10,1.96634153404318e-10
4,215,-2.43049995356854e-06,2.36304111669431e-08
7,215,-7.57261679578002e-06,-7.8198745772022e-07
10,215,-1.34953983138579e-05,-2.78421695658943e-06
13,215,-1.83533791910276e-05,-5.59968449155353e-06
16,215,-2.12366380991014e-05,-8.43634233622018e-06
19,215,-2.22695565696522e-05,-1.048630050185e-05
22,215,-2.22527130713701e-05,-1.15229126950206e-05
25,215,-2.23114388419113e-05,-1.2131100750622e-05
28,215,-2.36250113484269e-05,-1.34825170650579e-05
31,215,-2.69361513555112e-05,-1.69471328447215e-05
34,215,-3.2347230477622e-05,-2.35573474965952e-05
37,215,-3.95993328423645e-05,-3.34330329016514e-05
40,215,-4.84996314550438e-05,-4.54283940934229e-05
43,215,-5.89399504879154e-05,-5.68625209825445e-05
46,215,-7.08921463642393e-05,-6.41235418917643e-05
49,215,-8.43142919585234e-05,-6.45427999124633e-05
52,215,-9.88663525656063e-05,-5.76864019759483e-05
55,215,-0.000113849872973686,-4.56208323137146e-05
58,215,-0.000128254001453681,-3.19053453138701e-05
61,215,-0.000140995757054383,-2.00151413416934e-05
64,215,-0.000151606434653397,-1.17834274332765e-05
67,215,-0.000160432265379346,-7.2914640981934e-06
70,215,-0.000168518765670115,-5.24953647290582e-06
73,215,-0.000177221325366857,-3.51007130433333e-06
76,215,-0.000187790981496367,2.77378139765211e-07
79,215,-0.000201154612844465,7.59076110264433e-06
82,215,-0.000218001964802831,1.8341215231009e-05
85,215,-0.000238838934934955,3.13896079995472e-05
88,215,-0.000263617689495273,4.54464130611102e-05
91,215,-0.00029151406524617,5.96553239464374e-05
94,215,-0.000321062032252487,7.37927142047467e-05
97,215,-0.000350781417826812,8.82786147291662e-05
100,215,-0.00037947571823454,0.000103978343099681
103,215,-0.000406321483884189,0.000121648722972105
106,215,-0.000430980189190882,0.000141040230752388
109,215,-0.000453462285757567,0.000160779504584591
112,215,-0.000474173883944699,0.000179407553255208
115,215,-0.000493584724183021,0.000196648024551783
118,215,-0.000511369626163845,0.000213450038582823
121,215,-0.000526621424632302,0.000231366839071667
124,215,-0.000539013593003913,0.000251655312448034
127,215,-0.000549044045087674,0.000274737894344733
130,215,-0.00055733581385832,0.000300090943459043
133,215,-0.000564005053211551,0.000326625397085565
136,215,-0.000568854770338201,0.000353106018980725
139,215,-0.000572116239096925,0.000378460799230798
142,215,-0.000574654641635548,0.000401964302087634
145,215,-0.000577640429120845,0.000423270819951896
148,215,-0.000581783158836567,0.000442333298686377
151,215,-0.000586959881831261,0.000459226880818967
154,215,-0.00059252618660591,0.000474043877556353
157,215,-0.000597875452417485,0.000486854718002141
160,215,-0.000602384252541216,0.000497564861063721
163,215,-0.000605235810327164,0.000505921868214541
166,215,-0.000605476310876267,0.000511877308372224
169,215,-0.000602192922518496,0.00051601555706675
172,215,-0.000595099902689978,0.000519439808721996
175,215,-0.000584424347526022,0.000523185081228721
178,215,-0.000570363723509272,0.000527722417692062
181,215,-0.000553373070647462,0.000532903171388629
184,215,-0.00053484951932729,0.000538160197253799
187,215,-0.00051706241541999,0.000542653148740329
190,215,-0.000502259150260282,0.000545380247620951
193,215,-0.00049211074600148,0.000545280459048313
196,215,-0.000487282604176325,0.00054155973348566
199,215,-0.000487122207079546,0.000534080059140167
202,215,-0.000489365407518713,0.000523397311211538
205,215,-0.000490534558990871,0.000510516641323274
208,215,-0.00048732553995579,0.000496236561468982
211,215,-0.000478018026662228,0.000480568128135263
214,215,-0.000462674105125824,0.000462864522893297
217,215,-0.000442527696743222,0.000442527696743218
220,215,-0.000421987897422844,0.000421987897422847
223,215,-0.000401679906842927,0.000401679906842926
226,215,-0.000381627412837639,0.000381627412837646
229,215,-0.000361852580096593,0.000361852580096589
232,215,-0.000342376082796875,0.000342376082796879
235,215,-0.000323217138259912,0.000323217138259912
238,215,-0.000304393541526092,0.000304393541526095
241,215,-0.000285921700745151,0.000285921700745147
244,215,-0.000267816673283418,0.000267816673283419
247,215,-0.000250092202453421,0.000250092202453422
250,215,-0.000232760754774565,0.000232760754774566
253,215,-0.000215833557677309,0.000215833557677305
256,215,-0.000199320637566969,0.000199320637566972
259,215,-0.000183230858165686,0.000183230858165685
262,215,-0.000167571959055912,0.000167571959055915
265,215,-0.000152350594350271,0.000152350594350269
268,215,-0.000137572371417279,0.000137572371417281
271,215,-0.000123241889594652,0.000123241889594652
274,215,-0.000109362778825459,0.000109362778825463
277,215,-9.59377381553081e-05,9.59377381553058e-05
280,215,-8.29685740320892e-05,8.29685740320896e-05
283,215,-7.04562383521031e-05,7.04562383521037e-05
286,215,-5.84008662005582e-05,5.84008662005603e-05
289,215,-4.68018132359422e-05,4.68018132359411e-05
292,215,-3.5657692672094e-05,3.56576926720961e-05
295,215,-2.49664118132252e-05,2.49664118132254e-05
298,215,-1.47252081013488e-05,1.47252081013494e-05
1,220,-1.96634153404318e-10,1.96634153404318e-10
4,220,-2.2752387088666e-06,-1.13912057769235e-07
7,220,-7.03682180993453e-06,-1.25663972982657e-06
10,220,-1.23635934240836e-05,-3.78687246286345e-06
13,220,-1.64198845681986e-05,-7.31256275976868e-06
16,220,-1.8305570247745e-05,-1.10329889908962e-05
19,220,-1.8154828327945e-05,-1.41315872643125e-05
22,220,-1.6778033611139e-05,-1.63730373833389e-05
25,220,-1.53103136686488e-05,-1.83335872796461e-05
28,220,-1.49407423012663e-05,-2.11762154464016e-05
31,220,-1.64218366072536e-05,-2.6262219186768e-05
34,220,-1.98657645347149e-05,-3.46153240044938e-05
37,220,-2.50234065449202e-05,-4.63467278773327e-05
40,220,-3.17117319768039e-05,-6.03019619355763e-05
43,220,-3.98323613362985e-05,-7.37914421866237e-05
46,220,-4.93669473803136e-05,-8.31946230500107e-05
49,220,-6.0283359317001e-05,-8.5834173713885e-05
52,220,-7.22513587748602e-05,-8.12675272063012e-05
55,220,-8.45822868757459e-05,-7.15524938555392e-05
58,220,-9.62750882242341e-05,-6.02396541464861e-05
61,220,-0.000106256578202757,-5.07955345411783e-05
64,220,-0.00011406784802257,-4.50446681724723e-05
67,220,-0.000120064925145979,-4.30596416467102e-05
70,220,-0.000125303122344493,-4.35420661971437e-05
73,220,-0.000131147625792948,-4.43356946674474e-05
76,220,-0.000138859268851751,-4.30814064221451e-05
79,220,-0.000149374726640418,-3.8292578314756e-05
82,220,-0.000163393540884262,-3.00493987953441e-05
85,220,-0.000181431405480444,-1.9482326486002e-05
88,220,-0.000203450283017023,-7.87221383063739e-06
91,220,-0.000228635806590057,3.93330660473591e-06
94,220,-0.000255531742598044,1.57192822725396e-05
97,220,-0.000282667714687224,2.79144179691395e-05
100,220,-0.000308857015456641,4.13927051777558e-05
103,220,-0.000333285991648468,5.69196414574313e-05
106,220,-0.000355625914011496,7.42543771173504e-05
109,220,-0.000375897030482309,9.20322242047941e-05
112,220,-0.000394515247755016,0.000108802865409492
115,220,-0.00041196010259403,0.000124298622422237
118,220,-0.000427916211024298,0.000139477289254744
121,220,-0.000441486204124629,0.000155900783533574
124,220,-0.000452353351644166,0.000174834665591703
127,220,-0.000461025363725585,0.000196710044965159
130,220,-0.000468135069677267,0.000221011954254453
133,220,-0.000473808419728559,0.00024666000465741
136,220,-0.00047785821740396,0.000272427633833693
139,220,-0.000480525532895765,0.000297251505772811
142,220,-0.000482685344685481,0.000320414858629833
145,220,-0.000485517900273507,0.000341580658708668
148,220,-0.000489742553277259,0.000360710525775331
151,220,-0.000495246151078941,0.000377888276260936
154,220,-0.000501394078513188,0.000393214895275405
157,220,-0.000507589511170625,0.000406769485825591
160,220,-0.000513218818660129,0.000418466180722091
163,220,-0.00051747502066543,0.000428061215341597
166,220,-0.000519414098621102,0.000435514832504952
169,220,-0.000518133017190788,0.00044142008164539
172,220,-0.000513355830144257,0.000446888831089985
175,220,-0.000505319429950478,0.000452964772632746
178,220,-0.000494231079425749,0.000460127623282043
181,220,-0.00048055561491145,0.000468237410217726
184,220,-0.000465699963127937,0.000476735662278371
187,220,-0.000451943266280104,0.000484790706819976
190,220,-0.000441542712036314,0.000491409439518524
193,220,-0.000436179118883555,0.000495539499429894
196,220,-0.000436527684688199,0.000496395510920525
199,220,-0.00044194568807864,0.000493848136100839
202,220,-0.000450178778196101,0.000488461924073796
205,220,-0.00045775910487128,0.000481250700366122
208,220,-0.0004613923428976,0.000473021650874626
211,220,-0.000459367964857485,0.000463794505989123
214,220,-0.000451757853100211,0.000452931121184103
217,220,-0.000439211876072357,0.00043938443201354
220,220,-0.000421987897422844,0.000421987897422847
223,220,-0.000401679906842927,0.000401679906842926
226,220,-0.000381627412837639,0.000381627412837646
229,220,-0.000361852580096593,0.000361852580096589
232,220,-0.000342376082796875,0.000342376082796879
235,220,-0.000323217138259912,0.000323217138259912
238,220,-0.000304393541526092,0.000304393541526095
241,220,-0.000285921700745151,0.000285921700745147
244,220,-0.000267816673283418,0.000267816673283419
247,220,-0.000250092202453421,0.000250092202453422
250,220,-0.000232760754774565,0.000232760754774566
253,220,-0.000215833557677309,0.000215833557677305
256,220,-0.000199320637566969,0.000199320637566972
259,220,-0.000183230858165686,0.000183230858165685
262,220,-0.000167571959055912,0.000167571959055915
265,220,-0.000152350594350271,0.000152350594350269
268,220,-0.000137572371417279,0.000137572371417281
271,220,-0.000123241889594652,0.000123241889594652
274,220,-0.000109362778825459,0.000109362778825463
277,220,-9.59377381553081e-05,9.59377381553058e-05
280,220,-8.29685740320892e-05,8.29685740320896e-05
283,220,-7.04562383521031e-05,7.04562383521037e-05
286,220,-5.84008662005582e-05,5.84008662005603e-05
289,220,-4.68018132359422e-05,4.68018132359411e-05
292,220,-3.5657692672094e-05,3.56576926720961e-05
295,220,-2.49664118132252e-05,2.49664118132254e-05
298,220,-1.47252081013488e-05,1.47252081013494e-05
1,225,-1.96634153404318e-10,1.96634153404318e-10
4,225,-2.11002170610643e-06,-2.44592237417741e-07
7,225,-6.46648135389166e-06,-1.70775089285831e-06
10,225,-1.11584047046166e-05,-4.74010467134978e-06
13,225,-1.43603044155309e-05,-8.94154533413093e-06
16,225,-1.51822371324581e-05,-1.35032905098963e-05
19,225,-1.37685623610054e-05,-1.76007155650464e-05
22,225,-1.0939836543875e-05,-2.09904395612505e-05
25,225,-7.84136889276736e-06,-2.42406496885198e-05
28,225,-5.67241484883561e-06,-2.85062636983591e-05
31,225,-5.19567315070983e-06,-3.51405181522801e-05
34,225,-6.53349338686832e-06,-4.51590778123704e-05
37,225,-9.44693765895603e-06,-5.86650799147219e-05
40,225,-1.37631569462638e-05,-7.44959948479629e-05
43,225,-1.93939533951046e-05,-8.99541778778541e-05
46,225,-2.63311614027575e-05,-0.000101411022682245
49,225,-3.45528318177491e-05,-0.000106181137707644
52,225,-4.3738907908927e-05,-0.000103813895240443
55,225,-5.3210912438534e-05,-9.63590448672598e-05
58,225,-6.19779716515132e-05,-8.73591063313237e-05
61,225,-6.89770825706804e-05,-8.02725453530219e-05
64,225,-7.37595180476376e-05,-7.69158343235302e-05
67,225,-7.66914871850522e-05,-7.73534991075548e-05
70,225,-7.8838484394836e-05,-8.02790901966749e-05
73,225,-8.15758774921789e-05,-8.35282996929263e-05
76,225,-8.61746814778501e-05,-8.4733946219141e-05
79,225,-9.35817531117489e-05,-8.24013458872065e-05
82,225,-0.000104506815759547,-7.66026264055221e-05
85,225,-0.000119475744958788,-6.84601856545194e-05
88,225,-0.000138460684937893,-5.92468153364489e-05
91,225,-0.000160657450433286,-4.98020872756626e-05
94,225,-0.000184619989483833,-4.03328932780811e-05
97,225,-0.000208888107376166,-3.0402467805693e-05
100,225,-0.00023228527834967,-1.91287586335931e-05
103,225,-0.000254008030786897,-5.73820746109686e-06
106,225,-0.000273737817077015,9.53639676263383e-06
109,225,-0.000291505066796987,2.53384268265498e-05
112,225,-0.000307735868281264,4.02256261620293e-05
115,225,-0.000322919939934639,5.39383772015375e-05
118,225,-0.000336752079422447,6.74425346984269e-05
121,225,-0.000348345099463852,8.23080770209393e-05
124,225,-0.000357392451448363,9.98086252436989e-05
127,225,-0.000364412027159024,0.000120383349644396
130,225,-0.000370046837544603,0.00014352534356519
133,225,-0.000374433014474808,0.000168162278945575
136,225,-0.000377393543114505,0.000193075654186866
139,225,-0.000379179675296363,0.000217210194020241
142,225,-0.000380676571142246,0.000239857197342416
145,225,-0.000383074659792938,0.000260687691198959
148,225,-0.000387103476506224,0.000279671356097552
151,225,-0.000392660050304667,0.000296900069210958
154,225,-0.00039911994766328,0.000312482876390773
157,225,-0.000405896525813055,0.000326506941385491
160,225,-0.000412386336003248,0.000338894457747379
163,225,-0.000417792579557947,0.000349409721594772
166,225,-0.0004211814195521,0.000358021036490191
169,225,-0.000421660002289714,0.000365329512608522
172,225,-0.000418962563180934,0.000372455079018504
175,225,-0.000413336176335104,0.000380449488255772
178,225,-0.000404998286208885,0.000389800518070393
181,225,-0.000394423910784025,0.000400376256383875
184,225,-0.000383030158421252,0.00041162629277642
187,225,-0.000373106352965835,0.000422727015345698
190,225,-0.000366919863726513,0.000432693380509373
193,225,-0.000366161690830608,0.000440481088064968
196,225,-0.000371517213784904,0.000445312823120575
199,225,-0.000382353892858139,0.000447067308528258
